snapshot,Bramford,Bramley,Daines,Deeside,Denny/Bonnybridge,Eccles,Errochty,Feckenham,Harker,Keadby,Kemsley,London,Lovedean,Melksham,N. Ireland,Neilston,Pelham,Penwortham,Peterhead,Ratcliffe,S.W.Penisula,Sellindge,Stella West,Strathaven,Sundon/East Claydon,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Torness,Walpole
2050-02-27 20:00:00,6975.351049999999,1174.93438,1427.3094070000002,6099.925421999999,1118.581242,625.544025,317.909809,264.183858,595.285761,3287.837939,3321.3747599999997,595.395252,1400.267723,4995.306375,841.87407,7134.41568,102.44320099999999,6525.625663,8367.723022853192,1871.3648449999998,2479.18353,1859.3297109999999,13102.150537999998,520.265086,1091.861641,731.583281,1609.995708,5123.584049000001,12245.462889
2050-02-27 21:00:00,8369.846593,1174.610879,1441.824165,4818.901406999999,1101.549676,687.643641,271.494817,258.635759,620.1856740000001,3282.2827159999997,308.920936,594.3650710000001,1332.26405,7355.823983,594.342454,6966.855030999999,102.64676299999999,6544.419874,8460.123158076367,1858.832716,2657.5327039999997,1882.537188,13077.571886,470.653746,968.9705543597438,695.468469,1549.369244,5054.9395380000005,12542.480529
2050-02-27 22:00:00,9922.895924,804.3604160158794,1287.992631,4194.205761,1075.1628830000002,463.600074,260.392032,211.785419,615.3003679999999,3161.26346,312.802004,272.712969,237.891031,5075.250451,356.12735299999997,6720.629752999999,83.266059,6396.560581,7736.310281497286,1824.843355,1778.367819,1910.465487,12493.546999999999,484.460548,355.229779,474.085658,1289.4090310000001,4618.170683,12051.533628
2050-02-27 23:00:00,10065.682743,41.877414,534.698001,2274.588864,1088.160496,489.217888,240.557138,207.43337200000002,609.829648,3364.812914,293.489253,274.496936,259.33712,911.303319,0.0,6750.8302650000005,95.35777399999999,6340.440833000001,7416.02745001832,139.273214,1764.488508,1850.749385,12596.378798000002,491.69887700000004,443.233773,538.910201,1442.686868,4686.40941,12932.009987999998
2050-02-28 00:00:00,10358.577552,42.095393,516.078945,2157.715009,1103.863326,523.638109,237.09380099999998,197.20243599999998,620.7366099999999,3317.9678989999998,311.81924100000003,273.979324,312.48395500000004,798.757034,0.0,6746.585679,92.443988,6347.187894000001,7018.392483277799,136.454788,1767.10864,1886.1979179999998,12859.913756999998,488.03758000000005,429.684613,571.638648,1474.6179339999999,4848.048234,12308.933557999999
2050-02-28 01:00:00,10758.39063,42.004135,551.800498,3336.5031520000002,1090.7405589999998,602.317096,238.469632,208.304259,657.4153699999999,3322.667054,368.441855,275.780602,356.22229400000003,641.242105,0.0,6619.86975,95.601248,6397.261445,7103.270718152333,142.332598,1717.353678,2007.648021,13253.423984000001,481.691963,436.663725,620.984028,1516.895172,5079.16741,12235.417768
2050-02-28 02:00:00,9811.238274000001,41.847171,630.5682039999999,3475.6960750000003,1014.730098,691.026346,224.874192,214.83448399999997,595.083701,3379.456847,385.303745,277.75244,408.09710299999995,2385.4030040000002,0.0,6361.174105,99.93202799999999,6298.066742,7081.904585293096,149.62221399999999,1837.260576,2014.797536,13547.611947,450.566746,488.425451,676.218842,948.5729329999999,5213.707064,12251.496239
2050-02-28 03:00:00,9264.588995,41.706331,648.86558,2057.800726,953.947178,723.704547,208.865948,206.626172,494.020713,3382.501496,350.998336,276.172137,435.65594899999996,1770.938245,0.0,6217.174553909615,94.869096,6004.160022000001,7042.379488428877,147.64285999999998,1705.40467,1953.21295,13618.177528,411.014779,457.048987,715.165361,1458.1040967808028,5212.898566,12308.329837
2050-02-28 04:00:00,8649.921585,41.170148,639.5519479999999,1775.849733,899.654314,738.773993,199.778176,192.494617,473.08715500000005,3202.46031,323.40402600000004,273.765244,397.232357,411.939852,0.0,6246.500793909615,88.96092399999999,5934.244548000001,7000.558872150006,140.853377,1507.796179,1852.914709,13673.612142,386.424002,418.859695,695.585631,1574.551776,5082.254177,11393.777664
2050-02-28 05:00:00,7692.701840000001,40.656004,637.956688,1539.143383,836.7510980000001,742.673109,192.08437800000002,180.37866,463.63803399999995,3015.071796,285.007619,271.265376,329.58068000000003,353.606269,0.0,6259.848496909615,81.40379,5710.450067000001,6977.356707180019,138.27186799999998,1450.163266,1745.623496,13621.150062,369.385577,393.197297,659.551124,1492.574554,5047.245805,10479.408687
2050-02-28 06:00:00,7370.458999,40.400495,629.341601,1423.845107,781.4086550000001,711.986591,188.207348,171.48263,410.494072,2869.059617,249.49128100000001,268.80382199999997,242.23649,341.794858,0.0,6286.226475909615,72.78929,5445.608192000001,6990.593855282483,131.904126,1425.4892849999999,1653.342076,13509.780029999998,342.421224,346.003668,638.4400420000001,1425.20272,5170.768604,10066.052350999998
2050-02-28 07:00:00,6979.865691,40.276842,622.281307,4537.138421,779.218874,683.144686,217.931974,162.75376599999998,397.617661,2802.467304,1646.4415948453138,267.195609,177.184272,353.29260899999997,229.214807,6335.851036,65.674054,5435.548795000001,8690.874971730062,1515.080642299736,1408.9716879999999,1593.61556,13310.307920999998,332.268596,277.332837,615.419154,1346.632822,5247.091104,9950.715427
2050-02-28 08:00:00,6453.144626000001,1176.092032,605.436252,2028.28703,746.099425,665.639045,216.695601,163.351316,385.28243599999996,6737.354705,3236.0176969999998,604.029814,1180.996764,4803.851791898332,201.482313,6220.677205999999,641.4727449999999,5328.253945,8853.677150976764,1838.218944,2237.109862,1560.869401,13247.337663000002,306.33312,263.037814,624.6020599999999,1303.989029,5234.392971,11099.23099
2050-02-28 09:00:00,5735.926542,1200.694148,1335.954048,3047.0501759999997,780.319965,681.051732,224.465477,275.155545,499.018826,6782.016061,4361.692514165826,664.5472500000001,1228.108317,4981.077426,162.339338,6048.422533999999,1027.841749,5128.220426,9046.400674530925,1965.210752,2337.912241,1544.738086,13446.790001,297.235813,1004.5576570000001,691.618528,1298.337802,5202.790127,11083.224461000002
2050-02-28 10:00:00,4703.9546199999995,1258.079915,1320.062869,2887.287163,583.059728,614.220459,216.699814,429.43132399999996,393.655036,7649.007021176854,4908.786467,928.942544,1852.285858,4620.336601,56.994068,5774.23,1119.1080259999999,4691.122384,9363.859182760782,2994.054505,2857.329615,1542.810814,13104.433954999999,209.081552,1205.575648,524.5781850000001,1268.085008,5191.738226,11366.585065
2050-02-28 11:00:00,4264.199354,1268.368929,1278.148202,2766.786017,618.479284,515.087625,233.971349,452.6698,380.02926,7241.908390633878,5012.702439000001,1000.9265240000001,1915.294118,4745.3845280000005,151.557089,5821.236792,1244.580661,4636.001582,9358.505907366132,2160.6552819999997,3110.376803,1628.386129,13196.575453,211.935194,1387.022888,548.275419,1422.039127,5197.757258,11902.399958999998
2050-02-28 12:00:00,4073.4209379999998,1506.6654931712899,1332.5819020000001,2704.4797609999996,629.638961,513.210691,246.048455,621.62561,396.751486,6954.658634,5127.582345000001,1118.857627,2062.126636,5064.486982,190.35682500000001,5809.4385489999995,1425.4756320000001,4595.1794,9365.714338828715,2308.374894,2904.095612,1713.938418,13023.172349,214.383172,1566.570721,561.163875,1597.6955460000001,5167.091282,11434.651558
2050-02-28 13:00:00,3802.4686249999995,1300.849668,1308.437091,3604.368326,695.4560280000001,408.753051,210.727738,633.251919,399.866347,8832.542354458496,5095.020165,1178.428631,1546.189859,5148.857202,174.740386,5648.897802,1343.582575,4547.732998,8934.976548515657,2236.178477,3057.903986,1704.954,12780.451132,199.78719999999998,1511.911652,608.065484,1752.225027,5133.362182,10991.837518
2050-02-28 14:00:00,3497.2945489999997,1271.353117,1242.6445560000002,3304.6142069999996,646.18592,404.26123,194.30503000000002,629.1428129999999,428.35222,7340.274420213631,5160.2347930000005,1131.842817,2090.092259,6409.978883000001,192.45960300000002,5650.921286000001,1442.840641,4682.455014,8916.917292959835,2192.880936,3233.395757,1770.500801,12667.654140999999,210.008034,1436.284914,535.286329,1777.5211290000002,5098.435227,10055.179693999999
2050-02-28 15:00:00,3248.435011,1637.9717392744558,1242.3952880000002,2627.06267,583.657616,384.724978,200.807688,471.358449,435.371729,8293.048144,5064.494859,1070.0635160000002,1970.4828459999999,5804.797314,181.652488,5439.457804,1275.0687149999999,4530.602493,9300.024429725538,3114.101829,3627.7980979999998,1664.179666,11828.949225999999,228.73224900000002,1633.655178,574.1059029999999,1867.795774,5017.484801,8787.360564
2050-02-28 16:00:00,3004.245879,1838.689266,1539.206152,3433.5400819999995,491.866869,296.914795,197.235564,393.67007,445.906922,9268.306943587142,6541.382851,929.828697,2401.87362,6858.062083,197.816567,5126.983265,1419.1231779999998,4357.329089,9313.027344280414,2921.9236929999997,3210.9372599999997,1651.9926619999999,10073.183042,197.789532,1310.549642,457.174712,1720.2893330000002,5029.950347,7566.19269
2050-02-28 17:00:00,2698.064798,2379.49525,1842.553531,4094.260672,431.373025,254.843866,265.494671,226.378153,529.602261,9157.385943,6363.862765,1008.913119,2307.81981,8226.954316,262.02159,4789.086651,1252.222029,4286.413829,9417.424827981784,3671.1881670000002,3226.7543499999997,1510.509808,8985.670306,174.149022,1444.9790830000002,402.395039,1645.025318,5043.341229000001,6201.864012
2050-02-28 18:00:00,2643.208448,2346.9988,1753.434576,3939.48324,403.31787,237.370128,480.6261979209166,119.167687,538.560591,8947.590676,6288.327326,911.708464,2230.797903,7840.101476,291.211395,4621.694880999999,1171.665,4173.2084780000005,9616.048507165126,3548.399892,2737.6406939999997,1488.833157,7706.649644,169.902495,1266.4493730000002,234.18946599999998,1104.9959840000001,4947.241114,5837.82006
2050-02-28 19:00:00,2783.322839,2346.9988,1741.839121,4973.718447,402.642246,245.48885,286.697592,118.937862,542.477172,8995.234207,6291.463581,912.10485,2238.784018,7827.499568,311.660547,4615.688718,1171.665,4073.1930850000003,9605.60864676217,3548.194962,2720.0560539999997,1520.599038,7271.431576000001,163.758871,1267.01852,220.002334,1074.5558760000001,4655.972816,6075.081258
2050-02-28 20:00:00,3046.9649,2346.9988,1729.24802,4424.656206,381.752677,232.148155,610.0068176814202,118.323227,538.980764,9085.07564,6294.515559,912.257239,2251.804577,7800.921408,313.866546,4562.525114,1171.665,4153.378994000001,9732.359626192638,3544.691394,2784.7676979999997,1534.1626939999999,6846.464422,158.193607,1266.473737,201.298847,1031.985343,4252.275841000001,6342.658002
2050-02-28 21:00:00,3324.4866420000003,2346.9988,1716.233508,3989.337872,359.284788,189.317548,875.3935323184573,117.724917,545.230379,9150.291521,6301.829614,912.317301,2251.724504,8721.939226,271.81261,4406.132699,1171.665,4075.2081730000004,9783.538949299837,3541.437029,2725.292466,1527.423431,6058.081389,149.175826,1266.1165910000002,179.517764,998.879761,3994.435664,6420.502574
2050-02-28 22:00:00,3484.590556,2346.9988,1720.97835,3908.1164919999997,341.569242,157.558659,176.861952,117.734615,514.190495,9187.024885,6291.71704,911.601431,2208.699039,8822.01092,181.64016800000002,3993.81219,1171.665,3892.5879160000004,9183.119881718925,3547.164788,2718.09788,1472.529984,5022.541514,143.79645299999999,1266.647969,189.718026,999.3090000000001,3844.2483150000007,6877.568591
2050-02-28 23:00:00,3194.925525,2346.9988,1352.8539329999999,3126.249026,319.587938,178.925155,163.612383,117.53524,432.65299600000003,8509.668013598755,6294.671945,911.983413,2200.573571,5923.951804,165.14632699999999,3778.825033,1171.665,3893.5608380000003,9094.810934951625,2694.056062,2365.226626,1469.188261,5158.155902999999,130.42685,985.097161,170.163929,967.2379020000001,3920.7697440000006,6563.826838
2050-03-01 00:00:00,2945.594486,1781.4988,1383.586777,2750.359074,408.48965400000003,333.027579,138.39894900000002,158.30550599999998,850.6319100000001,6441.901007,4787.527345,753.0253650000001,1642.24884,6079.733009,1038.066319,6470.490487,898.249077,3992.0662300000004,8979.985206180187,2718.736374,2459.9259979999997,1374.381246,8434.458332,351.29179899999997,1032.106967,293.628127,996.7496950000001,4472.853189,3388.530047
2050-03-01 01:00:00,2432.30519,1781.4988,976.8488870000001,2927.7288169999997,423.733492,349.485636,133.627397,164.442815,896.036008,6428.629759,4776.4857090000005,752.749142,1642.24884,6068.834297,1012.7037519999999,6423.111062,898.868198,4302.019946,8960.457664953334,2719.6986739999998,2474.16883,1352.3848659999999,7768.374315,369.977566,1043.10769,289.12906799999996,977.685272,4480.364492000001,3445.007843
2050-03-01 02:00:00,2154.589007,1781.4988,980.467473,4051.153771,466.15702799999997,373.616417,129.80333000000002,168.42495200000002,925.89692,6508.130023,4771.992644,752.647593,1642.24884,6492.272222,888.509149,6479.708241,900.023874,4623.117062,8967.496447008505,2721.665286,2457.111923,1348.0611179999999,7445.824941000001,344.73698,1055.018333,285.92532900000003,995.8342120000001,4395.6108810000005,3817.251618
2050-03-01 03:00:00,2025.7683499999998,1781.4988,1005.2386000000001,3427.673986,516.522817,407.809103,126.538011,168.722017,924.271292,6649.650122,4771.707974,752.577263,1642.24884,7037.996097,741.815312,6323.691909,903.993315,4799.752878,8675.225944756936,2722.918742,2580.3757769999997,1347.7734,7696.727993,339.838309,1066.204363,293.95205899999996,1010.6996770000001,4513.663490000001,4409.858864
2050-03-01 04:00:00,2020.862179,1781.4988,1011.0922480000002,2800.2109379999997,518.7084609999999,367.207013,136.25949400000002,162.233664,825.316941,6728.186643,4771.038796000001,752.2034120000001,1642.24884,5350.791232781931,725.0264380000001,6040.090009,903.005254,4775.801143000001,8921.995220440454,2720.542637,2417.371748,1347.7734,7283.705171,294.60058000000004,1058.21783,288.69743700000004,984.6464980000001,4446.92781,4677.95184
2050-03-01 05:00:00,2020.9112309999998,1781.4988,1016.8575810000001,2716.558526,479.495164,333.179043,145.883678,152.820007,771.1222029999999,6699.91096,4771.000338000001,752.201197,1642.24884,5932.592436,827.048603,5883.353483999999,903.728836,4850.506627,8554.358520176804,2720.970815,2407.644637,1347.7734,6435.141931,281.633638,1081.734066,268.039814,978.041066,4335.642236000001,4587.966866
2050-03-01 06:00:00,2022.6989939999999,1781.4988,1008.354648,2689.6070189999996,429.044892,298.344554,143.892806,136.614251,724.994409,6641.677157,4770.9845000000005,752.203931,1642.24884,5930.943955,887.358908,5764.944998,901.092339,5038.485675,8864.711822605073,2715.954154,2407.180926,1347.7734,5680.0920129999995,268.31199000000004,1070.149704,249.574501,960.252824,4078.0349990000004,4366.934991
2050-03-01 07:00:00,2025.4938969999998,1781.4988,1406.606708,3920.7404749999996,452.08454600000005,283.562237,208.143106,132.253162,763.4061788660642,6618.751744,4771.010327,752.199054,1642.24884,5931.905528,967.211678,6083.424334,898.945208,5282.630613,9083.240160075966,2710.670838,2407.060856,1347.7734,5574.53373,292.407799,1036.38828,239.311971,962.263232,3834.6817870000004,4080.411354
2050-03-01 08:00:00,2234.004294,1792.619881,1399.044074,4532.857923,438.22094300000003,287.572471,219.518728,157.991756,786.7857859999999,6606.987405,6310.41485,781.1584680000001,2189.912644,5991.668688,981.785962,6254.506684999999,1210.695291,5354.709025,9310.556981527172,2736.0419739999998,2858.2697501652065,1373.5171719999998,6177.041445,297.950574,1049.244201,246.464432,984.908944,3694.383416,4557.506198
2050-03-01 09:00:00,2347.862128,1836.4185380000001,1508.762467,3985.3884689999995,417.53762399999994,287.854448,222.483004,314.510669,807.128427,6750.84249,6393.880808,1068.943197,2340.002086,6684.974551,983.0858479999999,6283.297941,1369.096985,5440.8563540000005,9334.205068160372,2875.546827,2835.7285699999998,1439.96032,7384.259190999999,303.76561300000003,1299.218489,335.384978,1050.436081,3809.09359,4000.268891
2050-03-01 10:00:00,2609.3769310000002,1880.005331,1636.986037,4304.152924,478.045534,231.64079,221.454693,546.237067,712.543536,6823.808883,6595.5342200000005,1307.549298,2015.920725,7845.199834,651.196553,5067.261175,1524.3389951305217,5421.144034,9346.806274471763,3174.586543,3456.296086,1620.68445,7358.145356999999,321.166096,1612.915304,514.822335,1177.4758840000002,3614.82543,3745.355902
2050-03-01 11:00:00,2839.0984,1960.288055,1832.972663,4938.995801,564.671602,243.455284,199.88446000000002,911.706825,783.777803,7019.621765,5325.641716,1470.421962,2279.742435,7902.797782,606.6610330000001,5236.115358,1912.847636,5647.934563,9332.643109018372,3413.555184,4318.035783,1799.036442,8520.520554,286.80742399999997,2056.1388340000003,676.945422,1394.7928630000001,3763.376498,3948.838134
2050-03-01 12:00:00,3230.073845,1985.079872,1783.884663,5274.43686,409.124123,292.722888,185.515891,1056.825621,739.149309,7184.779389,5658.951884,1752.769,2558.140791,8343.359032,564.731728,4833.105547,1962.880946,5484.883610000001,9299.35864877389,3527.56406,5371.917229000001,2142.4946219999997,9139.18588,240.175869,2205.212761,702.1093249999999,1479.527608,3781.679017,4240.40992
2050-03-01 13:00:00,3503.470535,2104.319764,1970.211336,5465.360403,524.264811,256.696644,184.809372,1065.949089,662.777829,7460.566813,5874.577996,2043.225371,2860.625174,8617.339068,530.337554,3507.822344,2274.853105,5513.302172000001,9259.791372427004,3909.516947,6079.645791999999,2322.52641,9321.284148,267.51496,2824.822569,963.443786,1687.4639,3348.207852,4554.763002
2050-03-01 14:00:00,3696.342631,2174.641931,1729.423827,4652.112289,462.39708199999995,210.867942,174.58388200000002,1387.465438,597.010167,7445.686616,6019.028956,2373.75626,3147.143627,9127.110930176208,475.820399,2526.3516680000002,2477.801361,5487.314725,9261.245628536095,3848.704408,6742.5662999999995,2395.1691069999997,9041.499414,244.647347,3139.360328,814.790674,1402.948004,2898.362044,4622.219862
2050-03-01 15:00:00,3679.8807229999998,2320.519858,1270.4044840000001,5198.557296,563.098601,191.996729,218.867154,1551.4829089999998,529.130448,7203.796937,5954.630919,2518.5782230000004,3420.024997,10293.572479,382.538084,2048.293519,2593.676151,5720.143691,9287.301052063176,3824.046039,7185.452721,2315.898549,8290.706221,214.687029,3774.015592,666.766347,1239.017925,2455.593796,4514.722899
2050-03-01 16:00:00,3490.112706,2341.959224,1790.37203,4201.8219739999995,633.049164,178.502781,238.610634,1315.559694,531.864149,6927.058383,5813.5469410000005,2402.41667,3319.181018,9836.543076,437.129021,2016.644307,2549.478018,5856.287670000001,9278.65413733542,3682.737252,6807.157207,2165.63328,7430.323704,264.146391,3506.2083900000002,683.669627,1100.166688,1939.711542,4109.349707
2050-03-01 17:00:00,3584.1563130000004,2835.424718,1659.851386,4902.325256,717.1097940000001,147.637421,250.48961400000002,845.6570069999999,625.203564,6517.720073,7181.929434,2174.2797729004874,3565.417946,8874.151721,495.328637,1840.759715,2311.886798,5780.699942,9383.422398350913,3200.722015,6095.834629999999,2008.1244579999998,6587.390406,260.900915,3355.983159,293.216069,1161.99054,1692.173743,3648.356075
2050-03-01 18:00:00,2312.7576050000002,2346.9988,1646.05438,6606.743266779942,59.611363,129.383804,3774.301219999999,117.851857,585.932568,8176.013852,6284.725222,912.453255,2156.2688399999997,7798.906121,480.801694,5755.187723197625,1173.5315289999999,5200.607761,10575.169426914921,3539.1851340000003,2714.876201,1347.7734,5308.281263,140.625593,1262.5139880000002,148.54243,844.375119,1752.272702,3042.772922
2050-03-01 19:00:00,2348.446951,2346.9988,1646.05438,4808.821577,85.61314,90.303394,3352.5169634646695,122.193889,548.162799,8104.997496,6285.721067,914.324658,2163.816498,7798.346264,382.65062800000004,1650.119825,1171.665,5015.308336,11516.545708075624,3539.2862290000003,2714.872574,19547.84788216205,4560.8131379999995,155.629919,1261.4936140000002,148.546699,844.264525,2209.844458,2959.667756
