,Values,Status,Year,Month
2018-11-01 00:30:00,0.0,C,2018,11
2018-11-01 01:00:00,0.0,C,2018,11
2018-11-01 01:30:00,0.0,C,2018,11
2018-11-01 02:00:00,0.0,C,2018,11
2018-11-01 02:30:00,0.0,C,2018,11
2018-11-01 03:00:00,0.0,C,2018,11
2018-11-01 03:30:00,0.0,C,2018,11
2018-11-01 04:00:00,0.0,C,2018,11
2018-11-01 04:30:00,0.0,C,2018,11
2018-11-01 05:00:00,0.0,C,2018,11
2018-11-01 05:30:00,0.0,C,2018,11
2018-11-01 06:00:00,0.0,C,2018,11
2018-11-01 06:30:00,0.0,C,2018,11
2018-11-01 07:00:00,0.0,C,2018,11
2018-11-01 07:30:00,111.0,C,2018,11
2018-11-01 08:00:00,310.0,C,2018,11
2018-11-01 08:30:00,610.0,C,2018,11
2018-11-01 09:00:00,616.0,C,2018,11
2018-11-01 09:30:00,722.0,C,2018,11
2018-11-01 10:00:00,718.0,C,2018,11
2018-11-01 10:30:00,720.0,C,2018,11
2018-11-01 11:00:00,722.0,C,2018,11
2018-11-01 11:30:00,721.0,C,2018,11
2018-11-01 12:00:00,729.0,C,2018,11
2018-11-01 12:30:00,725.0,C,2018,11
2018-11-01 13:00:00,738.0,C,2018,11
2018-11-01 13:30:00,567.0,C,2018,11
2018-11-01 14:00:00,0.0,C,2018,11
2018-11-01 14:30:00,292.0,C,2018,11
2018-11-01 15:00:00,639.0,C,2018,11
2018-11-01 15:30:00,722.0,C,2018,11
2018-11-01 16:00:00,46.0,C,2018,11
2018-11-01 16:30:00,116.0,C,2018,11
2018-11-01 17:00:00,453.0,C,2018,11
2018-11-01 17:30:00,0.0,C,2018,11
2018-11-01 18:00:00,40.0,C,2018,11
2018-11-01 18:30:00,555.0,C,2018,11
2018-11-01 19:00:00,726.0,C,2018,11
2018-11-01 19:30:00,123.0,C,2018,11
2018-11-01 20:00:00,0.0,C,2018,11
2018-11-01 20:30:00,0.0,C,2018,11
2018-11-01 21:00:00,0.0,C,2018,11
2018-11-01 21:30:00,0.0,C,2018,11
2018-11-01 22:00:00,0.0,C,2018,11
2018-11-01 22:30:00,0.0,C,2018,11
2018-11-01 23:00:00,0.0,C,2018,11
2018-11-01 23:30:00,0.0,C,2018,11
2018-11-02 00:00:00,0.0,C,2018,11
2018-11-02 00:30:00,0.0,C,2018,11
2018-11-02 01:00:00,0.0,C,2018,11
2018-11-02 01:30:00,0.0,C,2018,11
2018-11-02 02:00:00,0.0,C,2018,11
2018-11-02 02:30:00,0.0,C,2018,11
2018-11-02 03:00:00,0.0,C,2018,11
2018-11-02 03:30:00,0.0,C,2018,11
2018-11-02 04:00:00,0.0,C,2018,11
2018-11-02 04:30:00,0.0,C,2018,11
2018-11-02 05:00:00,0.0,C,2018,11
2018-11-02 05:30:00,0.0,C,2018,11
2018-11-02 06:00:00,0.0,C,2018,11
2018-11-02 06:30:00,0.0,C,2018,11
2018-11-02 07:00:00,0.0,C,2018,11
2018-11-02 07:30:00,0.0,C,2018,11
2018-11-02 08:00:00,0.0,C,2018,11
2018-11-02 08:30:00,0.0,C,2018,11
2018-11-02 09:00:00,0.0,C,2018,11
2018-11-02 09:30:00,295.0,C,2018,11
2018-11-02 10:00:00,120.0,C,2018,11
2018-11-02 10:30:00,0.0,C,2018,11
2018-11-02 11:00:00,0.0,C,2018,11
2018-11-02 11:30:00,0.0,C,2018,11
2018-11-02 12:00:00,0.0,C,2018,11
2018-11-02 12:30:00,0.0,C,2018,11
2018-11-02 13:00:00,0.0,C,2018,11
2018-11-02 13:30:00,76.0,C,2018,11
2018-11-02 14:00:00,565.0,C,2018,11
2018-11-02 14:30:00,0.0,C,2018,11
2018-11-02 15:00:00,0.0,C,2018,11
2018-11-02 15:30:00,0.0,C,2018,11
2018-11-02 16:00:00,0.0,C,2018,11
2018-11-02 16:30:00,0.0,C,2018,11
2018-11-02 17:00:00,0.0,C,2018,11
2018-11-02 17:30:00,0.0,C,2018,11
2018-11-02 18:00:00,0.0,C,2018,11
2018-11-02 18:30:00,0.0,C,2018,11
2018-11-02 19:00:00,0.0,C,2018,11
2018-11-02 19:30:00,0.0,C,2018,11
2018-11-02 20:00:00,0.0,C,2018,11
2018-11-02 20:30:00,0.0,C,2018,11
2018-11-02 21:00:00,0.0,C,2018,11
2018-11-02 21:30:00,0.0,C,2018,11
2018-11-02 22:00:00,0.0,C,2018,11
2018-11-02 22:30:00,0.0,C,2018,11
2018-11-02 23:00:00,0.0,C,2018,11
2018-11-02 23:30:00,0.0,C,2018,11
2018-11-03 00:00:00,0.0,C,2018,11
2018-11-03 00:30:00,187.0,C,2018,11
2018-11-03 01:00:00,184.4,C,2018,11
2018-11-03 01:30:00,181.8,C,2018,11
2018-11-03 02:00:00,179.1,C,2018,11
2018-11-03 02:30:00,177.0,C,2018,11
2018-11-03 03:00:00,174.3,C,2018,11
2018-11-03 03:30:00,173.0,C,2018,11
2018-11-03 04:00:00,173.9,C,2018,11
2018-11-03 04:30:00,172.6,C,2018,11
2018-11-03 05:00:00,170.8,C,2018,11
2018-11-03 05:30:00,170.8,C,2018,11
2018-11-03 06:00:00,174.8,C,2018,11
2018-11-03 06:30:00,183.5,C,2018,11
2018-11-03 07:00:00,192.3,C,2018,11
2018-11-03 07:30:00,201.0,C,2018,11
2018-11-03 08:00:00,211.6,C,2018,11
2018-11-03 08:30:00,227.8,C,2018,11
2018-11-03 09:00:00,239.6,C,2018,11
2018-11-03 09:30:00,256.2,C,2018,11
2018-11-03 10:00:00,263.2,C,2018,11
2018-11-03 10:30:00,274.2,C,2018,11
2018-11-03 11:00:00,275.1,C,2018,11
2018-11-03 11:30:00,278.6,C,2018,11
2018-11-03 12:00:00,278.6,C,2018,11
2018-11-03 12:30:00,277.7,C,2018,11
2018-11-03 13:00:00,279.0,C,2018,11
2018-11-03 13:30:00,275.5,C,2018,11
2018-11-03 14:00:00,273.3,C,2018,11
2018-11-03 14:30:00,270.2,C,2018,11
2018-11-03 15:00:00,265.9,C,2018,11
2018-11-03 15:30:00,262.8,C,2018,11
2018-11-03 16:00:00,261.5,C,2018,11
2018-11-03 16:30:00,259.3,C,2018,11
2018-11-03 17:00:00,256.7,C,2018,11
2018-11-03 17:30:00,249.7,C,2018,11
2018-11-03 18:00:00,233.5,C,2018,11
2018-11-03 18:30:00,223.8,C,2018,11
2018-11-03 19:00:00,219.0,C,2018,11
2018-11-03 19:30:00,216.8,C,2018,11
2018-11-03 20:00:00,214.2,C,2018,11
2018-11-03 20:30:00,212.4,C,2018,11
2018-11-03 21:00:00,210.2,C,2018,11
2018-11-03 21:30:00,207.6,C,2018,11
2018-11-03 22:00:00,204.5,C,2018,11
2018-11-03 22:30:00,198.9,C,2018,11
2018-11-03 23:00:00,193.6,C,2018,11
2018-11-03 23:30:00,187.5,C,2018,11
2018-11-04 00:00:00,178.7,C,2018,11
2018-11-04 00:30:00,175.6,C,2018,11
2018-11-04 01:00:00,174.3,C,2018,11
2018-11-04 01:30:00,173.9,C,2018,11
2018-11-04 02:00:00,170.8,C,2018,11
2018-11-04 02:30:00,169.9,C,2018,11
2018-11-04 03:00:00,168.2,C,2018,11
2018-11-04 03:30:00,167.8,C,2018,11
2018-11-04 04:00:00,166.4,C,2018,11
2018-11-04 04:30:00,166.0,C,2018,11
2018-11-04 05:00:00,166.9,C,2018,11
2018-11-04 05:30:00,166.9,C,2018,11
2018-11-04 06:00:00,168.6,C,2018,11
2018-11-04 06:30:00,175.2,C,2018,11
2018-11-04 07:00:00,182.2,C,2018,11
2018-11-04 07:30:00,186.2,C,2018,11
2018-11-04 08:00:00,188.8,C,2018,11
2018-11-04 08:30:00,193.6,C,2018,11
2018-11-04 09:00:00,198.0,C,2018,11
2018-11-04 09:30:00,204.1,C,2018,11
2018-11-04 10:00:00,210.2,C,2018,11
2018-11-04 10:30:00,214.2,C,2018,11
2018-11-04 11:00:00,218.6,C,2018,11
2018-11-04 11:30:00,223.4,C,2018,11
2018-11-04 12:00:00,226.9,C,2018,11
2018-11-04 12:30:00,230.4,C,2018,11
2018-11-04 13:00:00,229.5,C,2018,11
2018-11-04 13:30:00,230.8,C,2018,11
2018-11-04 14:00:00,230.4,C,2018,11
2018-11-04 14:30:00,230.0,C,2018,11
2018-11-04 15:00:00,225.1,C,2018,11
2018-11-04 15:30:00,222.1,C,2018,11
2018-11-04 16:00:00,219.4,C,2018,11
2018-11-04 16:30:00,212.4,C,2018,11
2018-11-04 17:00:00,212.0,C,2018,11
2018-11-04 17:30:00,212.0,C,2018,11
2018-11-04 18:00:00,208.1,C,2018,11
2018-11-04 18:30:00,204.5,C,2018,11
2018-11-04 19:00:00,203.7,C,2018,11
2018-11-04 19:30:00,204.5,C,2018,11
2018-11-04 20:00:00,202.8,C,2018,11
2018-11-04 20:30:00,201.0,C,2018,11
2018-11-04 21:00:00,199.3,C,2018,11
2018-11-04 21:30:00,197.1,C,2018,11
2018-11-04 22:00:00,194.5,C,2018,11
2018-11-04 22:30:00,188.3,C,2018,11
2018-11-04 23:00:00,178.3,C,2018,11
2018-11-04 23:30:00,178.7,C,2018,11
2018-11-05 00:00:00,175.6,C,2018,11
2018-11-05 00:30:00,177.8,C,2018,11
2018-11-05 01:00:00,175.6,C,2018,11
2018-11-05 01:30:00,174.8,C,2018,11
2018-11-05 02:00:00,173.0,C,2018,11
2018-11-05 02:30:00,172.6,C,2018,11
2018-11-05 03:00:00,170.8,C,2018,11
2018-11-05 03:30:00,169.9,C,2018,11
2018-11-05 04:00:00,169.9,C,2018,11
2018-11-05 04:30:00,170.4,C,2018,11
2018-11-05 05:00:00,171.3,C,2018,11
2018-11-05 05:30:00,174.8,C,2018,11
2018-11-05 06:00:00,182.2,C,2018,11
2018-11-05 06:30:00,198.0,C,2018,11
2018-11-05 07:00:00,219.9,C,2018,11
2018-11-05 07:30:00,254.5,C,2018,11
2018-11-05 08:00:00,297.8,C,2018,11
2018-11-05 08:30:00,350.8,C,2018,11
2018-11-05 09:00:00,379.7,C,2018,11
2018-11-05 09:30:00,406.0,C,2018,11
2018-11-05 10:00:00,411.7,C,2018,11
2018-11-05 10:30:00,416.5,C,2018,11
2018-11-05 11:00:00,416.1,C,2018,11
2018-11-05 11:30:00,417.4,C,2018,11
2018-11-05 12:00:00,483.4,C,2018,11
2018-11-05 12:30:00,729.5,C,2018,11
2018-11-05 13:00:00,419.6,C,2018,11
2018-11-05 13:30:00,417.4,C,2018,11
2018-11-05 14:00:00,417.9,C,2018,11
2018-11-05 14:30:00,413.5,C,2018,11
2018-11-05 15:00:00,404.7,C,2018,11
2018-11-05 15:30:00,397.3,C,2018,11
2018-11-05 16:00:00,386.8,C,2018,11
2018-11-05 16:30:00,367.0,C,2018,11
2018-11-05 17:00:00,348.6,C,2018,11
2018-11-05 17:30:00,320.2,C,2018,11
2018-11-05 18:00:00,288.6,C,2018,11
2018-11-05 18:30:00,269.4,C,2018,11
2018-11-05 19:00:00,265.9,C,2018,11
2018-11-05 19:30:00,265.9,C,2018,11
2018-11-05 20:00:00,256.7,C,2018,11
2018-11-05 20:30:00,244.4,C,2018,11
2018-11-05 21:00:00,231.3,C,2018,11
2018-11-05 21:30:00,221.6,C,2018,11
2018-11-05 22:00:00,212.9,C,2018,11
2018-11-05 22:30:00,201.5,C,2018,11
2018-11-05 23:00:00,189.7,C,2018,11
2018-11-05 23:30:00,188.8,C,2018,11
2018-11-06 00:00:00,184.8,C,2018,11
2018-11-06 00:30:00,186.2,C,2018,11
2018-11-06 01:00:00,183.5,C,2018,11
2018-11-06 01:30:00,182.2,C,2018,11
2018-11-06 02:00:00,180.9,C,2018,11
2018-11-06 02:30:00,179.1,C,2018,11
2018-11-06 03:00:00,177.8,C,2018,11
2018-11-06 03:30:00,177.4,C,2018,11
2018-11-06 04:00:00,177.0,C,2018,11
2018-11-06 04:30:00,178.3,C,2018,11
2018-11-06 05:00:00,180.0,C,2018,11
2018-11-06 05:30:00,181.8,C,2018,11
2018-11-06 06:00:00,188.3,C,2018,11
2018-11-06 06:30:00,203.7,C,2018,11
2018-11-06 07:00:00,226.9,C,2018,11
2018-11-06 07:30:00,748.0,C,2018,11
2018-11-06 08:00:00,1033.7,C,2018,11
2018-11-06 08:30:00,1081.9,C,2018,11
2018-11-06 09:00:00,608.3,C,2018,11
2018-11-06 09:30:00,605.7,C,2018,11
2018-11-06 10:00:00,1151.0,C,2018,11
2018-11-06 10:30:00,1145.2,C,2018,11
2018-11-06 11:00:00,680.5,C,2018,11
2018-11-06 11:30:00,420.0,C,2018,11
2018-11-06 12:00:00,422.7,C,2018,11
2018-11-06 12:30:00,426.2,C,2018,11
2018-11-06 13:00:00,424.4,C,2018,11
2018-11-06 13:30:00,420.9,C,2018,11
2018-11-06 14:00:00,455.7,C,2018,11
2018-11-06 14:30:00,472.3,C,2018,11
2018-11-06 15:00:00,408.7,C,2018,11
2018-11-06 15:30:00,400.3,C,2018,11
2018-11-06 16:00:00,390.3,C,2018,11
2018-11-06 16:30:00,374.1,C,2018,11
2018-11-06 17:00:00,359.2,C,2018,11
2018-11-06 17:30:00,335.9,C,2018,11
2018-11-06 18:00:00,307.9,C,2018,11
2018-11-06 18:30:00,298.7,C,2018,11
2018-11-06 19:00:00,296.1,C,2018,11
2018-11-06 19:30:00,292.1,C,2018,11
2018-11-06 20:00:00,282.1,C,2018,11
2018-11-06 20:30:00,275.1,C,2018,11
2018-11-06 21:00:00,262.4,C,2018,11
2018-11-06 21:30:00,244.4,C,2018,11
2018-11-06 22:00:00,229.5,C,2018,11
2018-11-06 22:30:00,215.1,C,2018,11
2018-11-06 23:00:00,198.0,C,2018,11
2018-11-06 23:30:00,193.2,C,2018,11
2018-11-07 00:00:00,189.2,C,2018,11
2018-11-07 00:30:00,190.1,C,2018,11
2018-11-07 01:00:00,187.0,C,2018,11
2018-11-07 01:30:00,186.2,C,2018,11
2018-11-07 02:00:00,183.1,C,2018,11
2018-11-07 02:30:00,181.8,C,2018,11
2018-11-07 03:00:00,179.6,C,2018,11
2018-11-07 03:30:00,179.1,C,2018,11
2018-11-07 04:00:00,178.7,C,2018,11
2018-11-07 04:30:00,180.5,C,2018,11
2018-11-07 05:00:00,182.6,C,2018,11
2018-11-07 05:30:00,184.8,C,2018,11
2018-11-07 06:00:00,192.3,C,2018,11
2018-11-07 06:30:00,207.2,C,2018,11
2018-11-07 07:00:00,685.5,C,2018,11
2018-11-07 07:30:00,983.6,C,2018,11
2018-11-07 08:00:00,1048.4,C,2018,11
2018-11-07 08:30:00,1093.0,C,2018,11
2018-11-07 09:00:00,1116.2,C,2018,11
2018-11-07 09:30:00,1144.5,C,2018,11
2018-11-07 10:00:00,1148.6,C,2018,11
2018-11-07 10:30:00,1146.1,C,2018,11
2018-11-07 11:00:00,1170.0,C,2018,11
2018-11-07 11:30:00,993.2,C,2018,11
2018-11-07 12:00:00,424.4,C,2018,11
2018-11-07 12:30:00,426.2,C,2018,11
2018-11-07 13:00:00,422.7,C,2018,11
2018-11-07 13:30:00,418.7,C,2018,11
2018-11-07 14:00:00,417.4,C,2018,11
2018-11-07 14:30:00,413.0,C,2018,11
2018-11-07 15:00:00,511.4,C,2018,11
2018-11-07 15:30:00,1126.3,C,2018,11
2018-11-07 16:00:00,1113.4,C,2018,11
2018-11-07 16:30:00,392.9,C,2018,11
2018-11-07 17:00:00,355.7,C,2018,11
2018-11-07 17:30:00,329.8,C,2018,11
2018-11-07 18:00:00,297.4,C,2018,11
2018-11-07 18:30:00,274.6,C,2018,11
2018-11-07 19:00:00,269.8,C,2018,11
2018-11-07 19:30:00,270.2,C,2018,11
2018-11-07 20:00:00,264.1,C,2018,11
2018-11-07 20:30:00,258.0,C,2018,11
2018-11-07 21:00:00,243.1,C,2018,11
2018-11-07 21:30:00,226.4,C,2018,11
2018-11-07 22:00:00,217.2,C,2018,11
2018-11-07 22:30:00,207.6,C,2018,11
2018-11-07 23:00:00,195.3,C,2018,11
2018-11-07 23:30:00,191.8,C,2018,11
2018-11-08 00:00:00,188.8,C,2018,11
2018-11-08 00:30:00,0.0,C,2018,11
2018-11-08 01:00:00,0.0,C,2018,11
2018-11-08 01:30:00,0.0,C,2018,11
2018-11-08 02:00:00,0.0,C,2018,11
2018-11-08 02:30:00,0.0,C,2018,11
2018-11-08 03:00:00,0.0,C,2018,11
2018-11-08 03:30:00,0.0,C,2018,11
2018-11-08 04:00:00,0.0,C,2018,11
2018-11-08 04:30:00,0.0,C,2018,11
2018-11-08 05:00:00,0.0,C,2018,11
2018-11-08 05:30:00,0.0,C,2018,11
2018-11-08 06:00:00,0.0,C,2018,11
2018-11-08 06:30:00,0.0,C,2018,11
2018-11-08 07:00:00,0.0,C,2018,11
2018-11-08 07:30:00,0.0,C,2018,11
2018-11-08 08:00:00,0.0,C,2018,11
2018-11-08 08:30:00,0.0,C,2018,11
2018-11-08 09:00:00,0.0,C,2018,11
2018-11-08 09:30:00,0.0,C,2018,11
2018-11-08 10:00:00,0.0,C,2018,11
2018-11-08 10:30:00,0.0,C,2018,11
2018-11-08 11:00:00,0.0,C,2018,11
2018-11-08 11:30:00,0.0,C,2018,11
2018-11-08 12:00:00,0.0,C,2018,11
2018-11-08 12:30:00,0.0,C,2018,11
2018-11-08 13:00:00,0.0,C,2018,11
2018-11-08 13:30:00,0.0,C,2018,11
2018-11-08 14:00:00,0.0,C,2018,11
2018-11-08 14:30:00,0.0,C,2018,11
2018-11-08 15:00:00,0.0,C,2018,11
2018-11-08 15:30:00,0.0,C,2018,11
2018-11-08 16:00:00,0.0,C,2018,11
2018-11-08 16:30:00,0.0,C,2018,11
2018-11-08 17:00:00,0.0,C,2018,11
2018-11-08 17:30:00,0.0,C,2018,11
2018-11-08 18:00:00,0.0,C,2018,11
2018-11-08 18:30:00,0.0,C,2018,11
2018-11-08 19:00:00,0.0,C,2018,11
2018-11-08 19:30:00,0.0,C,2018,11
2018-11-08 20:00:00,0.0,C,2018,11
2018-11-08 20:30:00,0.0,C,2018,11
2018-11-08 21:00:00,0.0,C,2018,11
2018-11-08 21:30:00,0.0,C,2018,11
2018-11-08 22:00:00,0.0,C,2018,11
2018-11-08 22:30:00,0.0,C,2018,11
2018-11-08 23:00:00,0.0,C,2018,11
2018-11-08 23:30:00,0.0,C,2018,11
2018-11-09 00:00:00,0.0,C,2018,11
2018-11-09 00:30:00,0.0,C,2018,11
2018-11-09 01:00:00,0.0,C,2018,11
2018-11-09 01:30:00,0.0,C,2018,11
2018-11-09 02:00:00,0.0,C,2018,11
2018-11-09 02:30:00,0.0,C,2018,11
2018-11-09 03:00:00,0.0,C,2018,11
2018-11-09 03:30:00,0.0,C,2018,11
2018-11-09 04:00:00,0.0,C,2018,11
2018-11-09 04:30:00,0.0,C,2018,11
2018-11-09 05:00:00,0.0,C,2018,11
2018-11-09 05:30:00,0.0,C,2018,11
2018-11-09 06:00:00,0.0,C,2018,11
2018-11-09 06:30:00,0.0,C,2018,11
2018-11-09 07:00:00,0.0,C,2018,11
2018-11-09 07:30:00,0.0,C,2018,11
2018-11-09 08:00:00,302.0,C,2018,11
2018-11-09 08:30:00,203.0,C,2018,11
2018-11-09 09:00:00,14.0,C,2018,11
2018-11-09 09:30:00,0.0,C,2018,11
2018-11-09 10:00:00,0.0,C,2018,11
2018-11-09 10:30:00,0.0,C,2018,11
2018-11-09 11:00:00,0.0,C,2018,11
2018-11-09 11:30:00,0.0,C,2018,11
2018-11-09 12:00:00,0.0,C,2018,11
2018-11-09 12:30:00,0.0,C,2018,11
2018-11-09 13:00:00,0.0,C,2018,11
2018-11-09 13:30:00,0.0,C,2018,11
2018-11-09 14:00:00,0.0,C,2018,11
2018-11-09 14:30:00,0.0,C,2018,11
2018-11-09 15:00:00,0.0,C,2018,11
2018-11-09 15:30:00,0.0,C,2018,11
2018-11-09 16:00:00,0.0,C,2018,11
2018-11-09 16:30:00,0.0,C,2018,11
2018-11-09 17:00:00,0.0,C,2018,11
2018-11-09 17:30:00,0.0,C,2018,11
2018-11-09 18:00:00,0.0,C,2018,11
2018-11-09 18:30:00,0.0,C,2018,11
2018-11-09 19:00:00,0.0,C,2018,11
2018-11-09 19:30:00,0.0,C,2018,11
2018-11-09 20:00:00,0.0,C,2018,11
2018-11-09 20:30:00,0.0,C,2018,11
2018-11-09 21:00:00,0.0,C,2018,11
2018-11-09 21:30:00,0.0,C,2018,11
2018-11-09 22:00:00,0.0,C,2018,11
2018-11-09 22:30:00,0.0,C,2018,11
2018-11-09 23:00:00,0.0,C,2018,11
2018-11-09 23:30:00,0.0,C,2018,11
2018-11-10 00:00:00,0.0,C,2018,11
2018-11-10 00:30:00,189.2,C,2018,11
2018-11-10 01:00:00,187.0,C,2018,11
2018-11-10 01:30:00,184.8,C,2018,11
2018-11-10 02:00:00,182.2,C,2018,11
2018-11-10 02:30:00,180.0,C,2018,11
2018-11-10 03:00:00,177.4,C,2018,11
2018-11-10 03:30:00,176.1,C,2018,11
2018-11-10 04:00:00,176.5,C,2018,11
2018-11-10 04:30:00,174.8,C,2018,11
2018-11-10 05:00:00,173.0,C,2018,11
2018-11-10 05:30:00,173.0,C,2018,11
2018-11-10 06:00:00,177.0,C,2018,11
2018-11-10 06:30:00,184.4,C,2018,11
2018-11-10 07:00:00,194.0,C,2018,11
2018-11-10 07:30:00,205.4,C,2018,11
2018-11-10 08:00:00,216.4,C,2018,11
2018-11-10 08:30:00,233.0,C,2018,11
2018-11-10 09:00:00,244.8,C,2018,11
2018-11-10 09:30:00,261.9,C,2018,11
2018-11-10 10:00:00,269.4,C,2018,11
2018-11-10 10:30:00,280.8,C,2018,11
2018-11-10 11:00:00,281.2,C,2018,11
2018-11-10 11:30:00,284.3,C,2018,11
2018-11-10 12:00:00,284.3,C,2018,11
2018-11-10 12:30:00,283.8,C,2018,11
2018-11-10 13:00:00,283.8,C,2018,11
2018-11-10 13:30:00,281.2,C,2018,11
2018-11-10 14:00:00,279.0,C,2018,11
2018-11-10 14:30:00,275.9,C,2018,11
2018-11-10 15:00:00,271.6,C,2018,11
2018-11-10 15:30:00,268.9,C,2018,11
2018-11-10 16:00:00,268.1,C,2018,11
2018-11-10 16:30:00,268.1,C,2018,11
2018-11-10 17:00:00,264.6,C,2018,11
2018-11-10 17:30:00,256.2,C,2018,11
2018-11-10 18:00:00,238.3,C,2018,11
2018-11-10 18:30:00,227.3,C,2018,11
2018-11-10 19:00:00,223.4,C,2018,11
2018-11-10 19:30:00,221.2,C,2018,11
2018-11-10 20:00:00,218.1,C,2018,11
2018-11-10 20:30:00,216.8,C,2018,11
2018-11-10 21:00:00,214.6,C,2018,11
2018-11-10 21:30:00,212.4,C,2018,11
2018-11-10 22:00:00,208.5,C,2018,11
2018-11-10 22:30:00,203.2,C,2018,11
2018-11-10 23:00:00,198.4,C,2018,11
2018-11-10 23:30:00,192.3,C,2018,11
2018-11-11 00:00:00,183.5,C,2018,11
2018-11-11 00:30:00,177.4,C,2018,11
2018-11-11 01:00:00,176.1,C,2018,11
2018-11-11 01:30:00,175.6,C,2018,11
2018-11-11 02:00:00,172.6,C,2018,11
2018-11-11 02:30:00,171.3,C,2018,11
2018-11-11 03:00:00,169.5,C,2018,11
2018-11-11 03:30:00,168.6,C,2018,11
2018-11-11 04:00:00,167.8,C,2018,11
2018-11-11 04:30:00,166.9,C,2018,11
2018-11-11 05:00:00,167.3,C,2018,11
2018-11-11 05:30:00,167.3,C,2018,11
2018-11-11 06:00:00,168.6,C,2018,11
2018-11-11 06:30:00,174.3,C,2018,11
2018-11-11 07:00:00,180.9,C,2018,11
2018-11-11 07:30:00,187.0,C,2018,11
2018-11-11 08:00:00,190.1,C,2018,11
2018-11-11 08:30:00,195.3,C,2018,11
2018-11-11 09:00:00,199.3,C,2018,11
2018-11-11 09:30:00,206.3,C,2018,11
2018-11-11 10:00:00,212.4,C,2018,11
2018-11-11 10:30:00,216.8,C,2018,11
2018-11-11 11:00:00,221.6,C,2018,11
2018-11-11 11:30:00,226.4,C,2018,11
2018-11-11 12:00:00,229.5,C,2018,11
2018-11-11 12:30:00,233.0,C,2018,11
2018-11-11 13:00:00,232.1,C,2018,11
2018-11-11 13:30:00,233.5,C,2018,11
2018-11-11 14:00:00,233.0,C,2018,11
2018-11-11 14:30:00,232.6,C,2018,11
2018-11-11 15:00:00,228.2,C,2018,11
2018-11-11 15:30:00,225.6,C,2018,11
2018-11-11 16:00:00,223.8,C,2018,11
2018-11-11 16:30:00,217.2,C,2018,11
2018-11-11 17:00:00,216.8,C,2018,11
2018-11-11 17:30:00,215.5,C,2018,11
2018-11-11 18:00:00,211.1,C,2018,11
2018-11-11 18:30:00,207.2,C,2018,11
2018-11-11 19:00:00,206.3,C,2018,11
2018-11-11 19:30:00,206.7,C,2018,11
2018-11-11 20:00:00,204.1,C,2018,11
2018-11-11 20:30:00,203.2,C,2018,11
2018-11-11 21:00:00,201.5,C,2018,11
2018-11-11 21:30:00,198.9,C,2018,11
2018-11-11 22:00:00,196.2,C,2018,11
2018-11-11 22:30:00,189.7,C,2018,11
2018-11-11 23:00:00,179.6,C,2018,11
2018-11-11 23:30:00,179.6,C,2018,11
2018-11-12 00:00:00,177.0,C,2018,11
2018-11-12 00:30:00,176.1,C,2018,11
2018-11-12 01:00:00,173.9,C,2018,11
2018-11-12 01:30:00,173.0,C,2018,11
2018-11-12 02:00:00,171.3,C,2018,11
2018-11-12 02:30:00,170.4,C,2018,11
2018-11-12 03:00:00,168.6,C,2018,11
2018-11-12 03:30:00,167.8,C,2018,11
2018-11-12 04:00:00,167.8,C,2018,11
2018-11-12 04:30:00,167.8,C,2018,11
2018-11-12 05:00:00,168.6,C,2018,11
2018-11-12 05:30:00,172.1,C,2018,11
2018-11-12 06:00:00,179.1,C,2018,11
2018-11-12 06:30:00,194.9,C,2018,11
2018-11-12 07:00:00,216.8,C,2018,11
2018-11-12 07:30:00,251.4,C,2018,11
2018-11-12 08:00:00,294.3,C,2018,11
2018-11-12 08:30:00,346.5,C,2018,11
2018-11-12 09:00:00,374.9,C,2018,11
2018-11-12 09:30:00,400.8,C,2018,11
2018-11-12 10:00:00,406.9,C,2018,11
2018-11-12 10:30:00,410.8,C,2018,11
2018-11-12 11:00:00,411.3,C,2018,11
2018-11-12 11:30:00,413.0,C,2018,11
2018-11-12 12:00:00,417.0,C,2018,11
2018-11-12 12:30:00,419.2,C,2018,11
2018-11-12 13:00:00,415.2,C,2018,11
2018-11-12 13:30:00,413.0,C,2018,11
2018-11-12 14:00:00,413.5,C,2018,11
2018-11-12 14:30:00,409.5,C,2018,11
2018-11-12 15:00:00,400.8,C,2018,11
2018-11-12 15:30:00,393.8,C,2018,11
2018-11-12 16:00:00,383.7,C,2018,11
2018-11-12 16:30:00,364.9,C,2018,11
2018-11-12 17:00:00,346.5,C,2018,11
2018-11-12 17:30:00,317.6,C,2018,11
2018-11-12 18:00:00,286.0,C,2018,11
2018-11-12 18:30:00,266.3,C,2018,11
2018-11-12 19:00:00,262.8,C,2018,11
2018-11-12 19:30:00,262.8,C,2018,11
2018-11-12 20:00:00,253.6,C,2018,11
2018-11-12 20:30:00,241.3,C,2018,11
2018-11-12 21:00:00,228.6,C,2018,11
2018-11-12 21:30:00,219.0,C,2018,11
2018-11-12 22:00:00,210.2,C,2018,11
2018-11-12 22:30:00,198.9,C,2018,11
2018-11-12 23:00:00,187.5,C,2018,11
2018-11-12 23:30:00,186.6,C,2018,11
2018-11-13 00:00:00,183.1,C,2018,11
2018-11-13 00:30:00,183.5,C,2018,11
2018-11-13 01:00:00,180.9,C,2018,11
2018-11-13 01:30:00,180.0,C,2018,11
2018-11-13 02:00:00,178.3,C,2018,11
2018-11-13 02:30:00,176.5,C,2018,11
2018-11-13 03:00:00,174.8,C,2018,11
