,Values,Status,Year,Month
2018-12-24 06:00:00,343.6,C,2018,12
2018-12-24 06:30:00,340.1,C,2018,12
2018-12-24 07:00:00,345.4,C,2018,12
2018-12-24 07:30:00,377.5,C,2018,12
2018-12-24 08:00:00,383.6,C,2018,12
2018-12-24 08:30:00,388.3,C,2018,12
2018-12-24 09:00:00,389.1,C,2018,12
2018-12-24 09:30:00,384.4,C,2018,12
2018-12-24 10:00:00,385.2,C,2018,12
2018-12-24 10:30:00,375.6,C,2018,12
2018-12-24 11:00:00,394.8,C,2018,12
2018-12-24 11:30:00,445.2,C,2018,12
2018-12-24 12:00:00,357.6,C,2018,12
2018-12-24 12:30:00,432.4,C,2018,12
2018-12-24 13:00:00,349.4,C,2018,12
2018-12-24 13:30:00,382.0,C,2018,12
2018-12-24 14:00:00,379.9,C,2018,12
2018-12-24 14:30:00,372.9,C,2018,12
2018-12-24 15:00:00,378.5,C,2018,12
2018-12-24 15:30:00,374.6,C,2018,12
2018-12-24 16:00:00,370.0,C,2018,12
2018-12-24 16:30:00,376.8,C,2018,12
2018-12-24 17:00:00,387.1,C,2018,12
2018-12-24 17:30:00,381.6,C,2018,12
2018-12-24 18:00:00,376.1,C,2018,12
2018-12-24 18:30:00,377.3,C,2018,12
2018-12-24 19:00:00,372.7,C,2018,12
2018-12-24 19:30:00,366.7,C,2018,12
2018-12-24 20:00:00,367.0,C,2018,12
2018-12-24 20:30:00,360.2,C,2018,12
2018-12-24 21:00:00,363.6,C,2018,12
2018-12-24 21:30:00,365.3,C,2018,12
2018-12-24 22:00:00,358.1,C,2018,12
2018-12-24 22:30:00,342.0,C,2018,12
2018-12-24 23:00:00,338.9,C,2018,12
2018-12-24 23:30:00,342.7,C,2018,12
2018-12-25 00:00:00,345.8,C,2018,12
2018-12-25 00:30:00,340.1,C,2018,12
2018-12-25 01:00:00,345.3,C,2018,12
2018-12-25 01:30:00,338.6,C,2018,12
2018-12-25 02:00:00,335.3,C,2018,12
2018-12-25 02:30:00,336.5,C,2018,12
2018-12-25 03:00:00,338.4,C,2018,12
2018-12-25 03:30:00,335.0,C,2018,12
2018-12-25 04:00:00,333.6,C,2018,12
2018-12-25 04:30:00,332.6,C,2018,12
2018-12-25 05:00:00,335.0,C,2018,12
2018-12-25 05:30:00,331.9,C,2018,12
2018-12-25 06:00:00,335.1,C,2018,12
2018-12-25 06:30:00,335.8,C,2018,12
2018-12-25 07:00:00,336.0,C,2018,12
2018-12-25 07:30:00,370.0,C,2018,12
2018-12-25 08:00:00,364.8,C,2018,12
2018-12-25 08:30:00,369.6,C,2018,12
2018-12-25 09:00:00,361.9,C,2018,12
2018-12-25 09:30:00,349.2,C,2018,12
2018-12-25 10:00:00,349.9,C,2018,12
2018-12-25 10:30:00,345.1,C,2018,12
2018-12-25 11:00:00,348.2,C,2018,12
2018-12-25 11:30:00,352.8,C,2018,12
2018-12-25 12:00:00,348.4,C,2018,12
2018-12-25 12:30:00,349.2,C,2018,12
2018-12-25 13:00:00,349.5,C,2018,12
2018-12-25 13:30:00,349.0,C,2018,12
2018-12-25 14:00:00,348.7,C,2018,12
2018-12-25 14:30:00,346.1,C,2018,12
2018-12-25 15:00:00,352.1,C,2018,12
2018-12-25 15:30:00,352.8,C,2018,12
2018-12-25 16:00:00,350.4,C,2018,12
2018-12-25 16:30:00,366.2,C,2018,12
2018-12-25 17:00:00,363.6,C,2018,12
2018-12-25 17:30:00,365.7,C,2018,12
2018-12-25 18:00:00,361.2,C,2018,12
2018-12-25 18:30:00,357.2,C,2018,12
2018-12-25 19:00:00,356.7,C,2018,12
2018-12-25 19:30:00,347.5,C,2018,12
2018-12-25 20:00:00,350.4,C,2018,12
2018-12-25 20:30:00,341.3,C,2018,12
2018-12-25 21:00:00,343.4,C,2018,12
2018-12-25 21:30:00,346.1,C,2018,12
2018-12-25 22:00:00,338.6,C,2018,12
2018-12-25 22:30:00,327.4,C,2018,12
2018-12-25 23:00:00,326.4,C,2018,12
2018-12-25 23:30:00,321.3,C,2018,12
2018-12-26 00:00:00,327.6,C,2018,12
2018-12-26 00:30:00,321.9,C,2018,12
2018-12-26 01:00:00,322.1,C,2018,12
2018-12-26 01:30:00,328.5,C,2018,12
2018-12-26 02:00:00,324.0,C,2018,12
2018-12-26 02:30:00,325.9,C,2018,12
2018-12-26 03:00:00,325.0,C,2018,12
2018-12-26 03:30:00,320.4,C,2018,12
2018-12-26 04:00:00,322.8,C,2018,12
2018-12-26 04:30:00,323.7,C,2018,12
2018-12-26 05:00:00,328.5,C,2018,12
2018-12-26 05:30:00,318.5,C,2018,12
2018-12-26 06:00:00,321.8,C,2018,12
2018-12-26 06:30:00,323.8,C,2018,12
2018-12-26 07:00:00,328.5,C,2018,12
2018-12-26 07:30:00,365.8,C,2018,12
2018-12-26 08:00:00,363.1,C,2018,12
2018-12-26 08:30:00,370.6,C,2018,12
2018-12-26 09:00:00,368.0,C,2018,12
2018-12-26 09:30:00,363.1,C,2018,12
2018-12-26 10:00:00,358.8,C,2018,12
2018-12-26 10:30:00,354.2,C,2018,12
2018-12-26 11:00:00,354.2,C,2018,12
2018-12-26 11:30:00,360.3,C,2018,12
2018-12-26 12:00:00,358.6,C,2018,12
2018-12-26 12:30:00,359.0,C,2018,12
2018-12-26 13:00:00,357.1,C,2018,12
2018-12-26 13:30:00,363.9,C,2018,12
2018-12-26 14:00:00,355.5,C,2018,12
2018-12-26 14:30:00,354.5,C,2018,12
2018-12-26 15:00:00,354.2,C,2018,12
2018-12-26 15:30:00,349.9,C,2018,12
2018-12-26 16:00:00,350.6,C,2018,12
2018-12-26 16:30:00,375.1,C,2018,12
2018-12-26 17:00:00,365.3,C,2018,12
2018-12-26 17:30:00,374.9,C,2018,12
2018-12-26 18:00:00,366.9,C,2018,12
2018-12-26 18:30:00,360.5,C,2018,12
2018-12-26 19:00:00,365.3,C,2018,12
2018-12-26 19:30:00,349.5,C,2018,12
2018-12-26 20:00:00,348.0,C,2018,12
2018-12-26 20:30:00,344.6,C,2018,12
2018-12-26 21:00:00,343.6,C,2018,12
2018-12-26 21:30:00,349.7,C,2018,12
2018-12-26 22:00:00,340.6,C,2018,12
2018-12-26 22:30:00,332.4,C,2018,12
2018-12-26 23:00:00,327.4,C,2018,12
2018-12-26 23:30:00,327.4,C,2018,12
2018-12-27 00:00:00,330.2,C,2018,12
2018-12-27 00:30:00,329.1,C,2018,12
2018-12-27 01:00:00,333.6,C,2018,12
2018-12-27 01:30:00,324.2,C,2018,12
2018-12-27 02:00:00,325.9,C,2018,12
2018-12-27 02:30:00,329.8,C,2018,12
2018-12-27 03:00:00,331.7,C,2018,12
2018-12-27 03:30:00,333.6,C,2018,12
2018-12-27 04:00:00,325.4,C,2018,12
2018-12-27 04:30:00,329.5,C,2018,12
2018-12-27 05:00:00,324.3,C,2018,12
2018-12-27 05:30:00,324.0,C,2018,12
2018-12-27 06:00:00,328.3,C,2018,12
2018-12-27 06:30:00,324.2,C,2018,12
2018-12-27 07:00:00,332.7,C,2018,12
2018-12-27 07:30:00,363.8,C,2018,12
2018-12-27 08:00:00,363.1,C,2018,12
2018-12-27 08:30:00,366.5,C,2018,12
2018-12-27 09:00:00,368.9,C,2018,12
2018-12-27 09:30:00,364.1,C,2018,12
2018-12-27 10:00:00,373.5,C,2018,12
2018-12-27 10:30:00,370.0,C,2018,12
2018-12-27 11:00:00,373.7,C,2018,12
2018-12-27 11:30:00,370.5,C,2018,12
2018-12-27 12:00:00,369.3,C,2018,12
2018-12-27 12:30:00,373.9,C,2018,12
2018-12-27 13:00:00,376.5,C,2018,12
2018-12-27 13:30:00,376.5,C,2018,12
2018-12-27 14:00:00,379.4,C,2018,12
2018-12-27 14:30:00,375.1,C,2018,12
2018-12-27 15:00:00,380.4,C,2018,12
2018-12-27 15:30:00,382.3,C,2018,12
2018-12-27 16:00:00,375.3,C,2018,12
2018-12-27 16:30:00,381.1,C,2018,12
2018-12-27 17:00:00,381.8,C,2018,12
2018-12-27 17:30:00,384.5,C,2018,12
2018-12-27 18:00:00,377.3,C,2018,12
2018-12-27 18:30:00,381.6,C,2018,12
2018-12-27 19:00:00,365.6,C,2018,12
2018-12-27 19:30:00,361.9,C,2018,12
2018-12-27 20:00:00,359.0,C,2018,12
2018-12-27 20:30:00,352.5,C,2018,12
2018-12-27 21:00:00,353.8,C,2018,12
2018-12-27 21:30:00,344.1,C,2018,12
2018-12-27 22:00:00,351.6,C,2018,12
2018-12-27 22:30:00,334.8,C,2018,12
2018-12-27 23:00:00,336.5,C,2018,12
2018-12-27 23:30:00,341.6,C,2018,12
2018-12-28 00:00:00,339.1,C,2018,12
2018-12-28 00:30:00,340.3,C,2018,12
2018-12-28 01:00:00,343.7,C,2018,12
2018-12-28 01:30:00,338.6,C,2018,12
2018-12-28 02:00:00,336.3,C,2018,12
2018-12-28 02:30:00,341.3,C,2018,12
2018-12-28 03:00:00,340.8,C,2018,12
2018-12-28 03:30:00,330.7,C,2018,12
2018-12-28 04:00:00,340.3,C,2018,12
2018-12-28 04:30:00,332.4,C,2018,12
2018-12-28 05:00:00,333.9,C,2018,12
2018-12-28 05:30:00,333.8,C,2018,12
2018-12-28 06:00:00,337.7,C,2018,12
2018-12-28 06:30:00,336.3,C,2018,12
2018-12-28 07:00:00,334.5,C,2018,12
2018-12-28 07:30:00,364.1,C,2018,12
2018-12-28 08:00:00,378.0,C,2018,12
2018-12-28 08:30:00,382.3,C,2018,12
2018-12-28 09:00:00,376.1,C,2018,12
2018-12-28 09:30:00,378.5,C,2018,12
2018-12-28 10:00:00,374.4,C,2018,12
2018-12-28 10:30:00,369.9,C,2018,12
2018-12-28 11:00:00,372.0,C,2018,12
2018-12-28 11:30:00,366.2,C,2018,12
2018-12-28 12:00:00,361.0,C,2018,12
2018-12-28 12:30:00,359.8,C,2018,12
2018-12-28 13:00:00,369.6,C,2018,12
2018-12-28 13:30:00,370.5,C,2018,12
2018-12-28 14:00:00,355.9,C,2018,12
2018-12-28 14:30:00,367.6,C,2018,12
2018-12-28 15:00:00,358.5,C,2018,12
2018-12-28 15:30:00,368.4,C,2018,12
2018-12-28 16:00:00,363.9,C,2018,12
2018-12-28 16:30:00,375.8,C,2018,12
2018-12-28 17:00:00,371.6,C,2018,12
2018-12-28 17:30:00,369.4,C,2018,12
2018-12-28 18:00:00,363.6,C,2018,12
2018-12-28 18:30:00,358.8,C,2018,12
2018-12-28 19:00:00,358.8,C,2018,12
2018-12-28 19:30:00,347.0,C,2018,12
2018-12-28 20:00:00,345.8,C,2018,12
2018-12-28 20:30:00,348.3,C,2018,12
2018-12-28 21:00:00,348.4,C,2018,12
2018-12-28 21:30:00,344.9,C,2018,12
2018-12-28 22:00:00,344.6,C,2018,12
2018-12-28 22:30:00,328.5,C,2018,12
2018-12-28 23:00:00,325.7,C,2018,12
2018-12-28 23:30:00,327.8,C,2018,12
2018-12-29 00:00:00,327.8,C,2018,12
2018-12-29 00:30:00,327.1,C,2018,12
2018-12-29 01:00:00,333.1,C,2018,12
2018-12-29 01:30:00,322.1,C,2018,12
2018-12-29 02:00:00,327.4,C,2018,12
2018-12-29 02:30:00,328.5,C,2018,12
2018-12-29 03:00:00,322.3,C,2018,12
2018-12-29 03:30:00,330.5,C,2018,12
2018-12-29 04:00:00,327.2,C,2018,12
2018-12-29 04:30:00,328.3,C,2018,12
2018-12-29 05:00:00,326.7,C,2018,12
2018-12-29 05:30:00,327.6,C,2018,12
2018-12-29 06:00:00,328.0,C,2018,12
2018-12-29 06:30:00,327.4,C,2018,12
2018-12-29 07:00:00,334.8,C,2018,12
2018-12-29 07:30:00,364.8,C,2018,12
2018-12-29 08:00:00,361.9,C,2018,12
2018-12-29 08:30:00,366.7,C,2018,12
2018-12-29 09:00:00,353.5,C,2018,12
2018-12-29 09:30:00,348.2,C,2018,12
2018-12-29 10:00:00,349.7,C,2018,12
2018-12-29 10:30:00,346.5,C,2018,12
2018-12-29 11:00:00,349.4,C,2018,12
2018-12-29 11:30:00,343.4,C,2018,12
2018-12-29 12:00:00,350.4,C,2018,12
2018-12-29 12:30:00,349.2,C,2018,12
2018-12-29 13:00:00,347.0,C,2018,12
2018-12-29 13:30:00,343.7,C,2018,12
2018-12-29 14:00:00,344.4,C,2018,12
2018-12-29 14:30:00,343.7,C,2018,12
2018-12-29 15:00:00,342.7,C,2018,12
2018-12-29 15:30:00,344.4,C,2018,12
2018-12-29 16:00:00,344.8,C,2018,12
2018-12-29 16:30:00,353.0,C,2018,12
2018-12-29 17:00:00,365.0,C,2018,12
2018-12-29 17:30:00,346.6,C,2018,12
2018-12-29 18:00:00,353.3,C,2018,12
2018-12-29 18:30:00,350.4,C,2018,12
2018-12-29 19:00:00,351.1,C,2018,12
2018-12-29 19:30:00,340.4,C,2018,12
2018-12-29 20:00:00,339.1,C,2018,12
2018-12-29 20:30:00,341.8,C,2018,12
2018-12-29 21:00:00,341.0,C,2018,12
2018-12-29 21:30:00,339.9,C,2018,12
2018-12-29 22:00:00,334.6,C,2018,12
2018-12-29 22:30:00,326.2,C,2018,12
2018-12-29 23:00:00,328.3,C,2018,12
2018-12-29 23:30:00,326.1,C,2018,12
2018-12-30 00:00:00,323.0,C,2018,12
2018-12-30 00:30:00,331.7,C,2018,12
2018-12-30 01:00:00,327.6,C,2018,12
2018-12-30 01:30:00,323.3,C,2018,12
2018-12-30 02:00:00,321.1,C,2018,12
2018-12-30 02:30:00,322.6,C,2018,12
2018-12-30 03:00:00,327.8,C,2018,12
2018-12-30 03:30:00,329.5,C,2018,12
2018-12-30 04:00:00,318.5,C,2018,12
2018-12-30 04:30:00,321.4,C,2018,12
2018-12-30 05:00:00,323.5,C,2018,12
2018-12-30 05:30:00,320.7,C,2018,12
2018-12-30 06:00:00,323.5,C,2018,12
2018-12-30 06:30:00,333.9,C,2018,12
2018-12-30 07:00:00,328.0,C,2018,12
2018-12-30 07:30:00,348.7,C,2018,12
2018-12-30 08:00:00,350.4,C,2018,12
2018-12-30 08:30:00,348.0,C,2018,12
2018-12-30 09:00:00,343.2,C,2018,12
2018-12-30 09:30:00,337.0,C,2018,12
2018-12-30 10:00:00,340.6,C,2018,12
2018-12-30 10:30:00,336.0,C,2018,12
2018-12-30 11:00:00,337.7,C,2018,12
2018-12-30 11:30:00,344.9,C,2018,12
2018-12-30 12:00:00,343.7,C,2018,12
2018-12-30 12:30:00,334.8,C,2018,12
2018-12-30 13:00:00,358.8,C,2018,12
2018-12-30 13:30:00,343.7,C,2018,12
2018-12-30 14:00:00,346.4,C,2018,12
2018-12-30 14:30:00,341.5,C,2018,12
2018-12-30 15:00:00,342.5,C,2018,12
2018-12-30 15:30:00,350.9,C,2018,12
2018-12-30 16:00:00,350.2,C,2018,12
2018-12-30 16:30:00,351.1,C,2018,12
2018-12-30 17:00:00,355.7,C,2018,12
2018-12-30 17:30:00,357.4,C,2018,12
2018-12-30 18:00:00,362.4,C,2018,12
2018-12-30 18:30:00,347.5,C,2018,12
2018-12-30 19:00:00,350.6,C,2018,12
2018-12-30 19:30:00,350.2,C,2018,12
2018-12-30 20:00:00,348.2,C,2018,12
2018-12-30 20:30:00,343.5,C,2018,12
2018-12-30 21:00:00,350.7,C,2018,12
2018-12-30 21:30:00,340.5,C,2018,12
2018-12-30 22:00:00,332.9,C,2018,12
2018-12-30 22:30:00,327.3,C,2018,12
2018-12-30 23:00:00,324.2,C,2018,12
2018-12-30 23:30:00,325.9,C,2018,12
2018-12-31 00:00:00,323.3,C,2018,12
2018-12-31 00:30:00,332.7,C,2018,12
2018-12-31 01:00:00,324.2,C,2018,12
2018-12-31 01:30:00,322.8,C,2018,12
2018-12-31 02:00:00,326.2,C,2018,12
2018-12-31 02:30:00,325.9,C,2018,12
2018-12-31 03:00:00,330.0,C,2018,12
2018-12-31 03:30:00,326.2,C,2018,12
2018-12-31 04:00:00,322.3,C,2018,12
2018-12-31 04:30:00,325.7,C,2018,12
2018-12-31 05:00:00,326.4,C,2018,12
2018-12-31 05:30:00,326.0,C,2018,12
2018-12-31 06:00:00,325.7,C,2018,12
2018-12-31 06:30:00,330.3,C,2018,12
2018-12-31 07:00:00,326.2,C,2018,12
2018-12-31 07:30:00,364.8,C,2018,12
2018-12-31 08:00:00,364.5,C,2018,12
2018-12-31 08:30:00,365.3,C,2018,12
2018-12-31 09:00:00,364.3,C,2018,12
2018-12-31 09:30:00,362.4,C,2018,12
2018-12-31 10:00:00,358.5,C,2018,12
2018-12-31 10:30:00,358.8,C,2018,12
2018-12-31 11:00:00,363.9,C,2018,12
2018-12-31 11:30:00,361.7,C,2018,12
2018-12-31 12:00:00,364.3,C,2018,12
2018-12-31 12:30:00,355.5,C,2018,12
2018-12-31 13:00:00,362.2,C,2018,12
2018-12-31 13:30:00,364.0,C,2018,12
2018-12-31 14:00:00,367.2,C,2018,12
2018-12-31 14:30:00,361.2,C,2018,12
2018-12-31 15:00:00,360.0,C,2018,12
2018-12-31 15:30:00,363.8,C,2018,12
2018-12-31 16:00:00,357.1,C,2018,12
2018-12-31 16:30:00,366.5,C,2018,12
2018-12-31 17:00:00,361.7,C,2018,12
2018-12-31 17:30:00,366.7,C,2018,12
2018-12-31 18:00:00,361.9,C,2018,12
2018-12-31 18:30:00,353.0,C,2018,12
2018-12-31 19:00:00,344.2,C,2018,12
2018-12-31 19:30:00,348.0,C,2018,12
2018-12-31 20:00:00,339.6,C,2018,12
2018-12-31 20:30:00,335.7,C,2018,12
2018-12-31 21:00:00,340.1,C,2018,12
2018-12-31 21:30:00,340.8,C,2018,12
2018-12-31 22:00:00,336.4,C,2018,12
2018-12-31 22:30:00,322.4,C,2018,12
2018-12-31 23:00:00,322.1,C,2018,12
2018-12-31 23:30:00,319.7,C,2018,12
2019-01-01 00:00:00,323.3,C,2019,1
2019-01-01 00:30:00,665.2,C,2019,1
2019-01-01 01:00:00,646.0,C,2019,1
2019-01-01 01:30:00,649.0,C,2019,1
2019-01-01 02:00:00,647.4,C,2019,1
2019-01-01 02:30:00,653.8,C,2019,1
2019-01-01 03:00:00,648.0,C,2019,1
2019-01-01 03:30:00,637.4,C,2019,1
2019-01-01 04:00:00,646.6,C,2019,1
2019-01-01 04:30:00,659.4,C,2019,1
2019-01-01 05:00:00,657.2,C,2019,1
2019-01-01 05:30:00,645.0,C,2019,1
2019-01-01 06:00:00,647.0,C,2019,1
2019-01-01 06:30:00,669.6,C,2019,1
2019-01-01 07:00:00,675.0,C,2019,1
2019-01-01 07:30:00,721.8,C,2019,1
2019-01-01 08:00:00,725.4,C,2019,1
2019-01-01 08:30:00,724.4,C,2019,1
2019-01-01 09:00:00,714.8,C,2019,1
2019-01-01 09:30:00,699.0,C,2019,1
2019-01-01 10:00:00,701.8,C,2019,1
2019-01-01 10:30:00,702.6,C,2019,1
2019-01-01 11:00:00,721.8,C,2019,1
2019-01-01 11:30:00,705.6,C,2019,1
2019-01-01 12:00:00,708.8,C,2019,1
2019-01-01 12:30:00,716.2,C,2019,1
2019-01-01 13:00:00,724.8,C,2019,1
2019-01-01 13:30:00,727.2,C,2019,1
2019-01-01 14:00:00,713.2,C,2019,1
2019-01-01 14:30:00,722.8,C,2019,1
2019-01-01 15:00:00,715.6,C,2019,1
2019-01-01 15:30:00,721.4,C,2019,1
2019-01-01 16:00:00,725.4,C,2019,1
2019-01-01 16:30:00,743.0,C,2019,1
2019-01-01 17:00:00,754.0,C,2019,1
2019-01-01 17:30:00,751.8,C,2019,1
2019-01-01 18:00:00,759.0,C,2019,1
2019-01-01 18:30:00,756.0,C,2019,1
2019-01-01 19:00:00,740.6,C,2019,1
2019-01-01 19:30:00,712.8,C,2019,1
2019-01-01 20:00:00,716.2,C,2019,1
2019-01-01 20:30:00,717.0,C,2019,1
2019-01-01 21:00:00,719.0,C,2019,1
2019-01-01 21:30:00,718.4,C,2019,1
2019-01-01 22:00:00,727.6,C,2019,1
2019-01-01 22:30:00,707.0,C,2019,1
2019-01-01 23:00:00,685.0,C,2019,1
2019-01-01 23:30:00,683.6,C,2019,1
2019-01-02 00:00:00,691.6,C,2019,1
2019-01-02 00:30:00,693.6,C,2019,1
2019-01-02 01:00:00,697.4,C,2019,1
2019-01-02 01:30:00,681.6,C,2019,1
2019-01-02 02:00:00,682.0,C,2019,1
2019-01-02 02:30:00,684.0,C,2019,1
2019-01-02 03:00:00,680.6,C,2019,1
2019-01-02 03:30:00,685.0,C,2019,1
2019-01-02 04:00:00,684.0,C,2019,1
2019-01-02 04:30:00,696.0,C,2019,1
2019-01-02 05:00:00,692.2,C,2019,1
2019-01-02 05:30:00,693.6,C,2019,1
2019-01-02 06:00:00,687.8,C,2019,1
2019-01-02 06:30:00,690.6,C,2019,1
2019-01-02 07:00:00,698.4,C,2019,1
2019-01-02 07:30:00,743.6,C,2019,1
2019-01-02 08:00:00,745.0,C,2019,1
2019-01-02 08:30:00,746.8,C,2019,1
2019-01-02 09:00:00,735.0,C,2019,1
2019-01-02 09:30:00,741.6,C,2019,1
2019-01-02 10:00:00,746.4,C,2019,1
2019-01-02 10:30:00,744.0,C,2019,1
2019-01-02 11:00:00,739.2,C,2019,1
2019-01-02 11:30:00,746.4,C,2019,1
2019-01-02 12:00:00,736.8,C,2019,1
2019-01-02 12:30:00,749.8,C,2019,1
2019-01-02 13:00:00,750.2,C,2019,1
2019-01-02 13:30:00,733.4,C,2019,1
2019-01-02 14:00:00,735.8,C,2019,1
2019-01-02 14:30:00,740.6,C,2019,1
2019-01-02 15:00:00,735.8,C,2019,1
2019-01-02 15:30:00,735.4,C,2019,1
2019-01-02 16:00:00,736.8,C,2019,1
2019-01-02 16:30:00,755.4,C,2019,1
2019-01-02 17:00:00,759.8,C,2019,1
2019-01-02 17:30:00,754.2,C,2019,1
2019-01-02 18:00:00,753.2,C,2019,1
2019-01-02 18:30:00,748.8,C,2019,1
2019-01-02 19:00:00,731.4,C,2019,1
2019-01-02 19:30:00,718.6,C,2019,1
2019-01-02 20:00:00,725.6,C,2019,1
2019-01-02 20:30:00,712.8,C,2019,1
2019-01-02 21:00:00,720.0,C,2019,1
2019-01-02 21:30:00,711.8,C,2019,1
2019-01-02 22:00:00,712.8,C,2019,1
2019-01-02 22:30:00,701.6,C,2019,1
2019-01-02 23:00:00,697.4,C,2019,1
2019-01-02 23:30:00,692.6,C,2019,1
2019-01-03 00:00:00,701.8,C,2019,1
2019-01-03 00:30:00,703.6,C,2019,1
2019-01-03 01:00:00,689.2,C,2019,1
2019-01-03 01:30:00,693.6,C,2019,1
2019-01-03 02:00:00,686.4,C,2019,1
2019-01-03 02:30:00,682.2,C,2019,1
2019-01-03 03:00:00,687.0,C,2019,1
2019-01-03 03:30:00,691.8,C,2019,1
2019-01-03 04:00:00,675.0,C,2019,1
2019-01-03 04:30:00,700.8,C,2019,1
2019-01-03 05:00:00,714.6,C,2019,1
2019-01-03 05:30:00,768.4,C,2019,1
2019-01-03 06:00:00,763.6,C,2019,1
2019-01-03 06:30:00,780.4,C,2019,1
2019-01-03 07:00:00,809.0,C,2019,1
2019-01-03 07:30:00,498.8,C,2019,1
2019-01-03 08:00:00,518.6,C,2019,1
2019-01-03 08:30:00,551.8,C,2019,1
2019-01-03 09:00:00,542.4,C,2019,1
2019-01-03 09:30:00,547.6,C,2019,1
2019-01-03 10:00:00,542.0,C,2019,1
2019-01-03 10:30:00,544.6,C,2019,1
2019-01-03 11:00:00,541.6,C,2019,1
2019-01-03 11:30:00,538.8,C,2019,1
2019-01-03 12:00:00,541.2,C,2019,1
2019-01-03 12:30:00,538.8,C,2019,1
2019-01-03 13:00:00,531.0,C,2019,1
2019-01-03 13:30:00,536.6,C,2019,1
2019-01-03 14:00:00,522.4,C,2019,1
2019-01-03 14:30:00,887.4,C,2019,1
2019-01-03 15:00:00,664.8,C,2019,1
2019-01-03 15:30:00,527.0,C,2019,1
2019-01-03 16:00:00,532.8,C,2019,1
2019-01-03 16:30:00,530.2,C,2019,1
2019-01-03 17:00:00,541.2,C,2019,1
2019-01-03 17:30:00,514.8,C,2019,1
2019-01-03 18:00:00,495.0,C,2019,1
2019-01-03 18:30:00,455.6,C,2019,1
2019-01-03 19:00:00,414.2,C,2019,1
2019-01-03 19:30:00,550.4,C,2019,1
2019-01-03 20:00:00,635.6,C,2019,1
2019-01-03 20:30:00,597.8,C,2019,1
2019-01-03 21:00:00,744.4,C,2019,1
2019-01-03 21:30:00,579.4,C,2019,1
2019-01-03 22:00:00,638.0,C,2019,1
2019-01-03 22:30:00,711.8,C,2019,1
2019-01-03 23:00:00,697.8,C,2019,1
2019-01-03 23:30:00,689.8,C,2019,1
2019-01-04 00:00:00,693.6,C,2019,1
2019-01-04 00:30:00,697.8,C,2019,1
2019-01-04 01:00:00,684.6,C,2019,1
2019-01-04 01:30:00,667.2,C,2019,1
2019-01-04 02:00:00,686.0,C,2019,1
2019-01-04 02:30:00,685.0,C,2019,1
2019-01-04 03:00:00,677.2,C,2019,1
2019-01-04 03:30:00,691.8,C,2019,1
2019-01-04 04:00:00,673.0,C,2019,1
2019-01-04 04:30:00,693.2,C,2019,1
2019-01-04 05:00:00,700.8,C,2019,1
2019-01-04 05:30:00,756.4,C,2019,1
2019-01-04 06:00:00,758.8,C,2019,1
2019-01-04 06:30:00,780.0,C,2019,1
2019-01-04 07:00:00,785.4,C,2019,1
2019-01-04 07:30:00,903.2,C,2019,1
2019-01-04 08:00:00,895.8,C,2019,1
2019-01-04 08:30:00,943.2,C,2019,1
2019-01-04 09:00:00,958.4,C,2019,1
2019-01-04 09:30:00,985.4,C,2019,1
2019-01-04 10:00:00,1055.0,C,2019,1
2019-01-04 10:30:00,1027.2,C,2019,1
2019-01-04 11:00:00,992.2,C,2019,1
2019-01-04 11:30:00,1027.2,C,2019,1
2019-01-04 12:00:00,1015.2,C,2019,1
2019-01-04 12:30:00,995.4,C,2019,1
2019-01-04 13:00:00,982.6,C,2019,1
2019-01-04 13:30:00,969.0,C,2019,1
2019-01-04 14:00:00,981.6,C,2019,1
2019-01-04 14:30:00,967.6,C,2019,1
2019-01-04 15:00:00,960.8,C,2019,1
2019-01-04 15:30:00,964.8,C,2019,1
2019-01-04 16:00:00,1000.8,C,2019,1
2019-01-04 16:30:00,547.8,C,2019,1
2019-01-04 17:00:00,521.2,C,2019,1
2019-01-04 17:30:00,515.8,C,2019,1
2019-01-04 18:00:00,501.6,C,2019,1
2019-01-04 18:30:00,457.4,C,2019,1
2019-01-04 19:00:00,419.0,C,2019,1
2019-01-04 19:30:00,515.6,C,2019,1
2019-01-04 20:00:00,736.4,C,2019,1
2019-01-04 20:30:00,507.4,C,2019,1
2019-01-04 21:00:00,738.6,C,2019,1
2019-01-04 21:30:00,757.0,C,2019,1
2019-01-04 22:00:00,732.6,C,2019,1
2019-01-04 22:30:00,694.0,C,2019,1
2019-01-04 23:00:00,696.8,C,2019,1
2019-01-04 23:30:00,695.6,C,2019,1
2019-01-05 00:00:00,708.0,C,2019,1
2019-01-05 00:30:00,700.4,C,2019,1
2019-01-05 01:00:00,696.8,C,2019,1
2019-01-05 01:30:00,688.8,C,2019,1
2019-01-05 02:00:00,708.8,C,2019,1
2019-01-05 02:30:00,704.2,C,2019,1
2019-01-05 03:00:00,706.6,C,2019,1
2019-01-05 03:30:00,709.0,C,2019,1
2019-01-05 04:00:00,706.6,C,2019,1
2019-01-05 04:30:00,712.2,C,2019,1
2019-01-05 05:00:00,712.8,C,2019,1
2019-01-05 05:30:00,713.2,C,2019,1
2019-01-05 06:00:00,724.8,C,2019,1
2019-01-05 06:30:00,714.4,C,2019,1
2019-01-05 07:00:00,719.6,C,2019,1
2019-01-05 07:30:00,777.2,C,2019,1
2019-01-05 08:00:00,592.2,C,2019,1
2019-01-05 08:30:00,435.2,C,2019,1
