Dates_[UTC],T_WHILW-1_Energy_[MWh],T_WHILW-2_Energy_[MWh],T_BLLA-1_Energy_[MWh],T_BLLA-2_Energy_[MWh],T_CLDCW-1_Energy_[MWh],T_CLDNW-1_Energy_[MWh],T_CLDSW-1_Energy_[MWh],T_CRYRW-2_Energy_[MWh],T_CRYRW-3_Energy_[MWh],T_HADHW-1_Energy_[MWh],T_KLGLW-1_Energy_[MWh],T_WHILW-1_Payment_[GBP],T_WHILW-2_Payment_[GBP],T_BLLA-1_Payment_[GBP],T_BLLA-2_Payment_[GBP],T_CLDCW-1_Payment_[GBP],T_CLDNW-1_Payment_[GBP],T_CLDSW-1_Payment_[GBP],T_CRYRW-2_Payment_[GBP],T_CRYRW-3_Payment_[GBP],T_HADHW-1_Payment_[GBP],T_KLGLW-1_Payment_[GBP]
02/04/2019 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2019 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 00:30,0,0,0,0,0,0,0,0,0,-3.3083,0,0,0,0,0,0,0,0,0,0,207.62,0
03/04/2019 01:00,0,0,0,0,0,0,0,0,0,-15.1083,0,0,0,0,0,0,0,0,0,0,948.17,0
03/04/2019 01:30,0,0,0,-11,0,0,0,0,0,-7.825,0,0,0,0,722.38,0,0,0,0,0,491.08,0
03/04/2019 02:00,0,-16.4833,0,-12.4917,0,0,0,0,0,-26.5583,-39.8,0,1145.83,0,820.34,0,0,0,0,0,1666.76,2613.7
03/04/2019 02:30,0,-26.9333,-9.425,-13.4833,-45.3083,-45.9542,-28.6083,0,0,-30.05,-112.2833,0,1872.26,663.12,885.46,3250.01,3291.38,2105.96,0,0,1885.89,7373.74
03/04/2019 03:00,0,-25.0333,-16.4667,-14.4833,-73.0083,-74.525,-50.5167,0,0,-34.0333,-112.9917,0,1740.18,1158.57,951.13,5236.95,5337.71,3718.72,0,0,2135.88,7420.26
03/04/2019 03:30,0,-27.95,-19.45,-15.4834,-73.5167,-32.9333,-51.5166,0,0,-24.6,-113.9833,0,1942.94,1368.46,1016.81,5273.42,2358.78,3792.33,0,0,1543.86,7485.38
03/04/2019 04:00,0,-27.5083,-21.9583,-15.9917,-74.5167,0,-52.5167,0,0,-10,-113.5083,0,1912.23,1544.94,1050.19,5345.15,0,3865.95,0,0,627.58,7454.18
03/04/2019 04:30,-20.625,-30.45,-25.9333,-17.9667,-75.525,-63.3917,-53.5083,0,0,-28.025,-113.9917,1504.12,2116.72,1824.62,1179.89,5417.48,4540.31,3938.94,0,0,1758.8,7485.93
03/04/2019 05:00,-65.8583,-22.175,-25.5083,-16.65,-74.0916,-79.0083,-54,0,0,-30.025,-114,4802.87,1541.49,1794.72,1093.42,5314.66,5658.82,3975.14,0,0,1884.32,7486.47
03/04/2019 05:30,-63.5416,0,-27.4667,-9.9834,-73.1083,-79.4917,-53.4917,0,0,-31.025,-114,4633.91,0,1932.5,655.62,5244.13,5693.44,3937.72,0,0,1947.08,7486.47
03/04/2019 06:00,-71.3667,0,-26.025,-9.0167,-76.9667,-78.975,-52.9917,0,0,-32.5083,-114,5204.58,0,1831.07,592.13,5520.89,5656.43,3900.91,0,0,2040.17,7486.47
03/04/2019 06:30,-62.65,0,-8.6833,-2.65,-74.475,-76.975,-52.4833,0,0,-33,-114,4568.89,0,610.94,174.03,5342.16,5513.19,3863.49,0,0,2071.03,7486.47
03/04/2019 07:00,-77.7417,0,0,0,-72.95,-74.875,-25.75,0,0,-32.9917,-112.525,5669.49,0,0,0,5232.77,5362.78,1895.55,0,0,2070.51,7389.61
03/04/2019 07:30,-16.35,0,0,0,-69.975,-18,0,0,0,-8.25,-111.5167,1192.36,0,0,0,5019.37,1289.22,0,0,0,517.76,7323.39
03/04/2019 08:00,0,0,0,0,-18.1333,0,0,0,0,-14.9917,-80.6083,0,0,0,0,1300.72,0,0,0,0,940.86,5293.61
03/04/2019 08:30,0,0,0,0,0,0,0,0,0,-41.475,0,0,0,0,0,0,0,0,0,0,2602.91,0
03/04/2019 09:00,0,0,0,0,0,0,0,0,0,-40.9666,0,0,0,0,0,0,0,0,0,0,2571,0
03/04/2019 09:30,0,0,0,0,0,0,0,0,0,-4.55,0,0,0,0,0,0,0,0,0,0,285.55,0
03/04/2019 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 10:30,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,1066.89,0
03/04/2019 11:00,0,0,0,0,0,0,0,0,0,-11.375,0,0,0,0,0,0,0,0,0,0,713.88,0
03/04/2019 11:30,0,0,0,0,0,0,0,0,0,-4.35,0,0,0,0,0,0,0,0,0,0,273,0
03/04/2019 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2019 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2019 16:30,0,0,0,0,0,0,0,0,0,-10.8417,0,0,0,0,0,0,0,0,0,0,680.41,0
04/04/2019 17:00,0,0,0,0,0,0,0,0,0,-20.1,0,0,0,0,0,0,0,0,0,0,1261.44,0
04/04/2019 17:30,0,0,0,0,0,0,0,0,0,-19.125,0,0,0,0,0,0,0,0,0,0,1200.26,0
04/04/2019 18:00,0,0,0,0,0,0,0,0,0,-20.2083,0,0,0,0,0,0,0,0,0,0,1268.24,0
04/04/2019 18:30,0,0,0,0,0,0,0,0,0,-32.5417,0,0,0,0,0,0,0,0,0,0,2042.27,0
04/04/2019 19:00,0,0,0,0,0,0,0,0,0,-28.5833,0,0,0,0,0,0,0,0,0,0,1793.84,0
04/04/2019 19:30,0,0,0,0,0,0,0,0,0,-12.6083,0,0,0,0,0,0,0,0,0,0,791.28,0
04/04/2019 20:00,-61.2,-45.125,0,0,0,0,0,0,0,-36.5,0,4463.15,3136.85,0,0,0,0,0,0,0,2290.68,0
04/04/2019 20:30,-122.85,-55.3667,0,0,0,0,0,0,0,-36.5,0,8959.11,3848.8,0,0,0,0,0,0,0,2290.68,0
04/04/2019 21:00,-114.15,-58.45,0,0,0,0,0,0,0,-36.5,0,8324.65,4063.14,0,0,0,0,0,0,0,2290.68,0
04/04/2019 21:30,-100.725,-59.4833,0,0,0,0,0,0,0,-10.3417,0,7345.6,4134.97,0,0,0,0,0,0,0,649.03,0
04/04/2019 22:00,-100.9916,-58.5167,0,0,0,0,0,0,0,0,0,7365.04,4067.78,0,0,0,0,0,0,0,0,0
04/04/2019 22:30,-93.625,-64.4,0,0,0,0,0,0,0,0,0,6827.81,4476.75,0,0,0,0,0,0,0,0,0
04/04/2019 23:00,-92.025,-61.55,0,0,0,0,0,0,0,0,0,6711.13,4278.63,0,0,0,0,0,0,0,0,0
04/04/2019 23:30,-90.0333,-56.0917,0,0,0,0,0,0,0,0,0,6565.88,3899.2,0,0,0,0,0,0,0,0,0
05/04/2019 00:00,-87.5416,-48.1333,0,0,0,0,0,0,0,-1.3417,0,6384.17,3345.98,0,0,0,0,0,0,0,84.2,0
05/04/2019 00:30,-78.65,-40.1334,0,0,0,0,0,0,0,-25.4583,0,5735.73,2789.86,0,0,0,0,0,0,0,1597.72,0
05/04/2019 01:00,-75.0583,-25.6083,0,0,0,0,0,0,0,-22.9666,0,5473.8,1780.16,0,0,0,0,0,0,0,1441.35,0
05/04/2019 01:30,-73.3333,-0.225,0,0,0,0,0,0,0,-20.4667,0,5348,15.64,0,0,0,0,0,0,0,1284.46,0
05/04/2019 02:00,0,0,0,0,-26.5334,0,0,0,0,-15.4416,0,0,0,0,0,1903.27,0,0,0,0,969.09,0
05/04/2019 02:30,-33.5917,0,0,0,-53.4417,0,0,0,0,-11.9917,0,2449.75,0,0,0,3833.42,0,0,0,0,752.58,0
05/04/2019 03:00,-63.1083,0,0,0,-73.9499,0,0,0,0,-11.0416,0,4602.32,0,0,0,5304.49,0,0,0,0,692.95,0
05/04/2019 03:30,-51.2583,0,0,0,-72.95,0,0,0,0,-13.5083,0,3738.13,0,0,0,5232.77,0,0,0,0,847.76,0
05/04/2019 04:00,-62.975,0,0,0,-71.45,0,0,0,0,-13.9833,0,4592.59,0,0,0,5125.18,0,0,0,0,877.57,0
05/04/2019 04:30,-4.9833,0,0,0,-32.2,0,0,0,0,-5.85,0,363.42,0,0,0,2309.74,0,0,0,0,367.14,0
05/04/2019 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 10:30,0,0,0,0,0,0,0,0,0,-5.5417,0,0,0,0,0,0,0,0,0,0,347.79,0
05/04/2019 11:00,0,0,0,0,0,0,0,0,0,-40.0416,0,0,0,0,0,0,0,0,0,0,2512.95,0
05/04/2019 11:30,0,0,0,-2.8333,0,0,0,0,0,-42,0,0,0,0,186.07,0,0,0,0,0,2635.85,0
05/04/2019 12:00,0,0,0,-19.4583,0,0,0,0,0,-40.95,0,0,0,0,1277.84,0,0,0,0,0,2569.96,0
05/04/2019 12:30,0,0,0,-21.4667,0,0,0,0,0,-37.9417,0,0,0,0,1409.74,0,0,0,0,0,2381.16,0
05/04/2019 13:00,0,0,0,-15.4083,0,0,0,0,0,-33.4333,0,0,0,0,1011.88,0,0,0,0,0,2098.22,0
05/04/2019 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/2019 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 00:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 16:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/04/2019 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2019 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
