snapshot,Wind Onshore available,Wind Onshore dispatched,Wind Onshore curtailed,Wind Onshore capacity
2020-01-01 00:00:00,2750.4164756707437,2369.2484928598037,381.16798281094,11043.319683
2020-01-01 01:00:00,2743.7254289171838,2217.570972312184,526.1544566049997,11043.319683
2020-01-01 02:00:00,2842.8718761037885,2159.9888903177894,682.8829857859992,11043.319683
2020-01-01 03:00:00,2910.371980867094,2162.572156187411,747.7998246796828,11043.319683
2020-01-01 04:00:00,3126.400516585957,2277.8305351409726,848.5699814449845,11043.319683
2020-01-01 05:00:00,3375.6535948309765,2457.6349941434114,918.0186006875651,11043.319683
2020-01-01 06:00:00,3563.7873690422107,2569.1454784854204,994.6418905567903,11043.319683
2020-01-01 07:00:00,3750.8979729112766,2641.872367240075,1109.0256056712014,11043.319683
2020-01-01 08:00:00,3770.9948432418605,2689.4154247629876,1081.5794184788729,11043.319683
2020-01-01 09:00:00,3782.6772192864314,2797.525921604847,985.1512976815843,11043.319683
2020-01-01 10:00:00,3570.512294142338,3026.1310031983385,544.3812909439994,11043.319683
2020-01-01 11:00:00,3705.8589599571183,3217.264222618177,488.5947373389413,11043.319683
2020-01-01 12:00:00,4132.581101664574,3472.656145769569,659.924955895005,11043.319683
2020-01-01 13:00:00,4149.628567936754,3398.727872405441,750.900695531313,11043.319683
2020-01-01 14:00:00,4014.4877410230956,3344.519077899554,669.9686631235418,11043.319683
2020-01-01 15:00:00,4387.450268810791,3625.4309876908346,762.0192811199568,11043.319683
2020-01-01 16:00:00,4830.216740826218,3979.046730210044,851.1700106161734,11043.319683
2020-01-01 17:00:00,5332.350189728697,4334.260699865931,998.0894898627657,11043.319683
2020-01-01 18:00:00,5728.965085632961,4689.239926427625,1039.7251592053362,11043.319683
2020-01-01 19:00:00,6050.664501941522,4962.509216372786,1088.155285568736,11043.319683
2020-01-01 20:00:00,6493.215952482456,5242.972069186186,1250.2438832962698,11043.319683
2020-01-01 21:00:00,7029.9788220432065,5560.763130880066,1469.215691163141,11043.319683
2020-01-01 22:00:00,6964.270468847152,5396.611700146196,1567.658768700956,11043.319683
2020-01-01 23:00:00,7469.251779587705,5656.324674757168,1812.9271048305363,11043.319683
2020-01-02 00:00:00,7884.597877225774,5861.514073281999,2023.083803943775,11043.319683
2020-01-02 01:00:00,8312.267856795219,6075.225053152613,2237.0428036426056,11043.319683
