snapshot,Wind Onshore available,Wind Onshore dispatched,Wind Onshore curtailed,Wind Onshore capacity
2050-01-01 00:00:00,6414.741625698038,4918.133774272003,1496.6078514260344,42020.407999999996
2050-01-01 01:00:00,5668.045714185532,4097.56645376267,1570.4792604228624,42020.407999999996
2050-01-01 02:00:00,5427.76857522036,3747.098685250154,1680.6698899702055,42020.407999999996
2050-01-01 03:00:00,5215.786094885752,3492.1667786626113,1723.6193162231411,42020.407999999996
2050-01-01 04:00:00,5314.233230340489,3498.585240862262,1815.6479894782274,42020.407999999996
2050-01-01 05:00:00,5541.577471669952,3645.9017677601205,1895.675703909831,42020.407999999996
2050-01-01 06:00:00,5743.193384196701,3787.0285976030927,1956.1647865936084,42020.407999999996
2050-01-01 07:00:00,6227.2865434954965,4131.607007761798,2095.6795357336987,42020.407999999996
2050-01-01 08:00:00,6446.716497935201,4349.580605364318,2097.135892570883,42020.407999999996
2050-01-01 09:00:00,6550.389692062653,4481.101897325364,2069.287794737289,42020.407999999996
2050-01-01 10:00:00,6492.647292029827,4739.504863765216,1753.1424282646112,42020.407999999996
2050-01-01 11:00:00,6887.545793334752,5180.972670943893,1706.5731223908588,42020.407999999996
2050-01-01 12:00:00,7540.862981606591,5779.370082569693,1761.492899036898,42020.407999999996
2050-01-01 13:00:00,7710.108618840404,5837.409301253749,1872.6993175866555,42020.407999999996
2050-01-01 14:00:00,7900.425824692187,5966.149273523073,1934.276551169114,42020.407999999996
2050-01-01 15:00:00,8915.65597200311,6920.391638562124,1995.264333440985,42020.407999999996
2050-01-01 16:00:00,9967.576787723025,7919.393581453887,2048.1832062691374,42020.407999999996
2050-01-01 17:00:00,11347.281266409884,9025.874548696476,2321.4067177134075,42020.407999999996
2050-01-01 18:00:00,12397.335735462899,9734.806819894133,2662.528915568766,42020.407999999996
2050-01-01 19:00:00,13396.442007629783,10550.836388447839,2845.6056191819443,42020.407999999996
2050-01-01 20:00:00,14787.007961120513,11704.534504343817,3082.4734567766955,42020.407999999996
2050-01-01 21:00:00,16760.039877876137,13383.338425640059,3376.7014522360787,42020.407999999996
2050-01-01 22:00:00,16459.57406205789,13059.894554634278,3399.6795074236124,42020.407999999996
2050-01-01 23:00:00,19028.835816115727,15081.13668362097,3947.6991324947558,42020.407999999996
2050-01-02 00:00:00,21059.47904330006,17068.173652502704,3991.3053907973554,42020.407999999996
2050-01-02 01:00:00,23190.192036110555,18910.20870531329,4279.983330797266,42020.407999999996
2050-01-02 02:00:00,24880.68426712019,20427.825285363422,4452.858981756766,42020.407999999996
2050-01-02 03:00:00,26184.661689428704,21437.985684957443,4746.676004471261,42020.407999999996
2050-01-02 04:00:00,26872.54526905621,22235.633741093614,4636.911527962595,42020.407999999996
2050-01-02 05:00:00,27439.749625960572,22728.87276992343,4710.876856037143,42020.407999999996
2050-01-02 06:00:00,28310.158254769678,23512.441946158582,4797.716308611096,42020.407999999996
2050-01-02 07:00:00,29703.462975435257,24740.662482677188,4962.80049275807,42020.407999999996
2050-01-02 08:00:00,31247.411231710597,26849.37271262966,4398.038519080936,42020.407999999996
2050-01-02 09:00:00,32243.835221155376,28265.591828576966,3978.24339257841,42020.407999999996
2050-01-02 10:00:00,31357.522725152878,27612.153291498074,3745.3694336548033,42020.407999999996
2050-01-02 11:00:00,34255.298884331685,30398.22580339305,3857.073080938637,42020.407999999996
2050-01-02 12:00:00,35923.02579801318,32145.77009875142,3777.2556992617574,42020.407999999996
2050-01-02 13:00:00,36149.7845612321,32309.739755098013,3840.0448061340903,42020.407999999996
2050-01-02 14:00:00,37140.80909182227,33308.412775746656,3832.3963160756175,42020.407999999996
2050-01-02 15:00:00,37711.96664106635,33889.2020261662,3822.764614900152,42020.407999999996
2050-01-02 16:00:00,38070.99654483887,34157.4018276308,3913.5947172080705,42020.407999999996
2050-01-02 17:00:00,38416.57527302908,34590.321161953536,3826.254111075541,42020.407999999996
2050-01-02 18:00:00,38577.82647050232,34761.35402413444,3816.4724463678795,42020.407999999996
2050-01-02 19:00:00,38265.700415042455,34542.66852324676,3723.0318917956974,42020.407999999996
