snapshot,Wind Onshore available,Wind Onshore dispatched,Wind Onshore curtailed,Wind Onshore capacity
2040-01-01 00:00:00,5431.979485354065,4175.763249497919,1256.2162358561463,35614.85800000001
2040-01-01 01:00:00,4799.19967751647,3480.9818103101657,1318.2178672063042,35614.85800000001
2040-01-01 02:00:00,4589.987136887514,3179.2744067975254,1410.7127300899883,35614.85800000001
2040-01-01 03:00:00,4400.036064681075,2953.2699102501533,1446.7661544309217,35614.85800000001
2040-01-01 04:00:00,4475.491156926027,2951.4800094312004,1524.0111474948262,35614.85800000001
2040-01-01 05:00:00,4659.067954069353,3067.8842868197776,1591.1836672495751,35614.85800000001
2040-01-01 06:00:00,4820.448418583108,3175.288356412173,1645.160062170935,35614.85800000001
2040-01-01 07:00:00,5227.5549687214225,3465.5586018962254,1761.9963668251971,35614.85800000001
2040-01-01 08:00:00,5413.000805460547,3648.9323505538355,1764.0684549067114,35614.85800000001
2040-01-01 09:00:00,5497.407103258018,3756.24151158125,1741.1655916767677,35614.85800000001
2040-01-01 10:00:00,5445.960184850386,3971.107213795209,1474.852971055177,35614.85800000001
2040-01-01 11:00:00,5770.722300582781,4335.079290578764,1435.643010004017,35614.85800000001
2040-01-01 12:00:00,6315.282972934725,4832.955998533658,1482.3269744010668,35614.85800000001
2040-01-01 13:00:00,6459.796184373363,4884.639395831774,1575.1567885415889,35614.85800000001
2040-01-01 14:00:00,6623.2687368334555,4996.516205111082,1626.7525317223735,35614.85800000001
2040-01-01 15:00:00,7483.0686579318135,5804.826158768388,1678.2424991634252,35614.85800000001
2040-01-01 16:00:00,8367.570698113832,6645.136241714123,1722.4344563997092,35614.85800000001
2040-01-01 17:00:00,9534.477665958779,7602.132580882012,1932.3450850767667,35614.85800000001
2040-01-01 18:00:00,10422.228284485349,8340.097832953132,2082.130451532217,35614.85800000001
2040-01-01 19:00:00,11261.967641742398,8830.315721735959,2431.6519200064395,35614.85800000001
2040-01-01 20:00:00,12432.868112721291,9534.186540916322,2898.6815718049693,35614.85800000001
2040-01-01 21:00:00,14097.147881721814,9252.830472565765,4844.317409156049,35614.85800000001
2040-01-01 22:00:00,13847.844957024374,8522.014421481437,5325.830535542937,35614.85800000001
2040-01-01 23:00:00,16020.94207335471,10265.353328848572,5755.588744506138,35614.85800000001
2040-01-02 00:00:00,17738.44876535579,13663.679676716001,4074.7690886397904,35614.85800000001
2040-01-02 01:00:00,19540.077384648674,12954.717547664553,6585.35983698412,35614.85800000001
2040-01-02 02:00:00,20970.4599906344,15540.727147090409,5429.732843543992,35614.85800000001
2040-01-02 03:00:00,22074.650181717097,13474.640137529495,8600.010044187602,35614.85800000001
2040-01-02 04:00:00,22660.840637138805,15552.020744936815,7108.819892201989,35614.85800000001
2040-01-02 05:00:00,23149.475686504054,13844.63265433215,9304.843032171904,35614.85800000001
2040-01-02 06:00:00,23891.871055233943,12189.428452281496,11702.442602952447,35614.85800000001
2040-01-02 07:00:00,25069.62830274338,16971.798835149773,8097.829467593605,35614.85800000001
2040-01-02 08:00:00,26383.538611084427,18838.44568491161,7545.092926172816,35614.85800000001
2040-01-02 09:00:00,27234.877754696652,21645.809843440416,5589.067911256236,35614.85800000001
2040-01-02 10:00:00,26495.438849634545,20902.92313852682,5592.515711107724,35614.85800000001
2040-01-02 11:00:00,28970.214857061666,23755.25745323423,5214.957403827437,35614.85800000001
2040-01-02 12:00:00,30393.44402223787,24562.73623563891,5830.7077865989595,35614.85800000001
2040-01-02 13:00:00,30612.594656953162,25105.066627465356,5507.528029487807,35614.85800000001
2040-01-02 14:00:00,31466.090816702897,25822.653783395173,5643.437033307724,35614.85800000001
2040-01-02 15:00:00,31950.98042537794,26714.099993561173,5236.880431816768,35614.85800000001
2040-01-02 16:00:00,32255.396320730317,26900.58409496618,5354.812225764137,35614.85800000001
2040-01-02 17:00:00,32545.65057280176,27592.544490970322,4953.106081831436,35614.85800000001
2040-01-02 18:00:00,32678.66015908341,28529.123891721752,4149.536267361658,35614.85800000001
2040-01-02 19:00:00,32408.59738370815,27450.917308335225,4957.680075372926,35614.85800000001
2040-01-02 20:00:00,31606.850044047533,26610.35138067974,4996.4986633677945,35614.85800000001
2040-01-02 21:00:00,30492.698303386904,25586.451598360778,4906.246705026126,35614.85800000001
2040-01-02 22:00:00,27587.358735557747,22346.42054438238,5240.938191175366,35614.85800000001
2040-01-02 23:00:00,25062.118114193974,18239.787063639567,6822.331050554407,35614.85800000001
2040-01-03 00:00:00,22794.07566790181,13279.145154161273,9514.930513740535,35614.85800000001
2040-01-03 01:00:00,20847.226952787445,12111.653457393493,8735.573495393952,35614.85800000001
2040-01-03 02:00:00,19055.74094930919,12378.802664591081,6676.93828471811,35614.85800000001
2040-01-03 03:00:00,17369.445726279093,9824.190227982333,7545.2554982967595,35614.85800000001
2040-01-03 04:00:00,16601.65645112133,10971.231547961726,5630.424903159603,35614.85800000001
2040-01-03 05:00:00,16839.660416020746,11651.71140136179,5187.949014658956,35614.85800000001
2040-01-03 06:00:00,18347.696050198658,12849.97386972402,5497.722180474639,35614.85800000001
2040-01-03 07:00:00,19258.88397805982,15871.637760628797,3387.246217431024,35614.85800000001
2040-01-03 08:00:00,20063.421220359334,16962.109370503164,3101.3118498561707,35614.85800000001
2040-01-03 09:00:00,19826.443680190194,17018.146905956084,2808.2967742341098,35614.85800000001
2040-01-03 10:00:00,16504.080575207514,13971.305692465014,2532.7748827425003,35614.85800000001
2040-01-03 11:00:00,16043.881956976269,13643.846812119238,2400.035144857031,35614.85800000001
2040-01-03 12:00:00,16303.800047566461,13638.227116330625,2665.572931235836,35614.85800000001
2040-01-03 13:00:00,16856.02321028409,13539.463047080462,3316.560163203627,35614.85800000001
2040-01-03 14:00:00,17674.47776510865,13609.72012290594,4064.7576422027123,35614.85800000001
2040-01-03 15:00:00,18584.853533613023,13764.401534363804,4820.451999249219,35614.85800000001
2040-01-03 16:00:00,19385.088825675695,16225.884144008,3159.2046816676957,35614.85800000001
2040-01-03 17:00:00,19427.77882288974,16090.479788936771,3337.2990339529697,35614.85800000001
2040-01-03 18:00:00,18932.341768764276,15566.196399298315,3366.1453694659613,35614.85800000001
2040-01-03 19:00:00,19387.315967751452,15519.695902828833,3867.6200649226193,35614.85800000001
2040-01-03 20:00:00,19868.733359882786,15830.348333644792,4038.3850262379947,35614.85800000001
2040-01-03 21:00:00,20721.137566514655,16356.55210417049,4364.585462344165,35614.85800000001
2040-01-03 22:00:00,20810.603086101644,17141.552660941103,3669.0504251605416,35614.85800000001
2040-01-03 23:00:00,21743.168492499677,17267.102735239027,4476.065757260651,35614.85800000001
2040-01-04 00:00:00,22698.575783423163,16788.685164235652,5909.89061918751,35614.85800000001
2040-01-04 01:00:00,23398.423731598545,16009.435559647976,7388.988171950568,35614.85800000001
2040-01-04 02:00:00,23709.384406728106,13239.052690123244,10470.331716604862,35614.85800000001
2040-01-04 03:00:00,24142.41834579202,13668.305463825069,10474.11288196695,35614.85800000001
2040-01-04 04:00:00,23918.6767939221,13101.357482271525,10817.319311650574,35614.85800000001
2040-01-04 05:00:00,22936.19898308375,10509.658174890315,12426.540808193433,35614.85800000001
2040-01-04 06:00:00,22216.758877152286,12399.049290616975,9817.709586535311,35614.85800000001
2040-01-04 07:00:00,21270.569110971966,13961.24505278702,7309.324058184946,35614.85800000001
2040-01-04 08:00:00,20593.336120622364,16403.65613042372,4189.679990198645,35614.85800000001
2040-01-04 09:00:00,19452.50123732621,16919.66204654631,2532.8391907799014,35614.85800000001
2040-01-04 10:00:00,16440.417208307354,15392.876415888953,1047.5407924184,35614.85800000001
2040-01-04 11:00:00,15604.779342370637,14892.244260453594,712.5350819170435,35614.85800000001
2040-01-04 12:00:00,14407.023559547124,13811.213044344044,595.8105152030803,35614.85800000001
2040-01-04 13:00:00,14017.043907504993,13357.860498624595,659.1834088803971,35614.85800000001
2040-01-04 14:00:00,14525.627650058832,13974.402293911462,551.2253561473699,35614.85800000001
2040-01-04 15:00:00,12268.514574348485,11699.002131239899,569.512443108586,35614.85800000001
2040-01-04 16:00:00,10452.657498201022,10184.783861500382,267.8736367006404,35614.85800000001
2040-01-04 17:00:00,9554.37089014093,9263.813106332009,290.55778380892116,35614.85800000001
2040-01-04 18:00:00,9306.263313589096,8668.205359401694,638.0579541874013,35614.85800000001
2040-01-04 19:00:00,9363.11291716327,8657.301214409723,705.8117027535463,35614.85800000001
2040-01-04 20:00:00,10138.02825827374,9288.298588556152,849.729669717588,35614.85800000001
2040-01-04 21:00:00,11308.872454137896,10196.019988268907,1112.8524658689894,35614.85800000001
2040-01-04 22:00:00,13958.339135602793,11044.171781045501,2914.167354557292,35614.85800000001
2040-01-04 23:00:00,14214.032566757243,10886.707947846113,3327.3246189111305,35614.85800000001
2040-01-05 00:00:00,14324.225286728813,11749.21604929327,2575.0092374355427,35614.85800000001
2040-01-05 01:00:00,14787.60304911669,11267.385442589259,3520.2176065274307,35614.85800000001
2040-01-05 02:00:00,14841.583306149649,11150.065484050983,3691.5178220986654,35614.85800000001
2040-01-05 03:00:00,15695.259109296923,12447.29768274951,3247.961426547414,35614.85800000001
