name,carrier,p_nom,type,bus,marginal_cost,committable,min_up_time,min_down_time,ramp_limit_up,ramp_limit_down,p_min_pu,p_max_pu,up_time_before,start_up_cost
Drax - coal units,Coal,1980.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,75240.0
Cottam,Coal,2008.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,76304.0
West Burton,Coal,2012.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,76456.0
Eggborough,Coal,1960.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,74480.0
Aberthaw B,Coal,1610.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,61180.0
Uskmouth power,Coal,363.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,13794.0
Fiddler`s Ferry,Coal,1961.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,74518.0
Ratcliffe,Coal,2021.0,,bus,,True,6,4,1.0,1.0,0.357,1.0,0,76798.0
Dungeness B,Nuclear,1120.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,33600.0
Hartlepool,Nuclear,1207.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,36210.0
Heysham 1,Nuclear,1179.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,35370.0
Heysham 2,Nuclear,1254.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,37620.0
Hinkley Point B,Nuclear,1061.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,31830.0
Sizewell B,Nuclear,1216.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,36480.0
Hunterston B,Nuclear,1074.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,32220.0
Torness,Nuclear,1250.0,,bus,5.0,True,10,10,0.03,0.03,0.45,0.73,0,37500.0
Sutton Bridge,Natural Gas,819.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,52416.0
Baglan Bay CCGT,Natural Gas,520.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,33280.0
Severn Power,Natural Gas,850.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,54400.0
Peterborough,Natural Gas,360.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,23040.0
Glanford Brigg,Natural Gas,150.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,9600.0
Barry,Natural Gas,235.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,15040.0
Corby,Natural Gas,401.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,25664.0
Castleford,Natural Gas,56.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,3584.0
Sandbach,Natural Gas,56.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,3584.0
Thornhill,Natural Gas,50.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,3200.0
West Burton CCGT,Natural Gas,1332.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,85248.0
South Humber Bank,Natural Gas,1365.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,87360.0
Langage,Natural Gas,905.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,57920.0
Carrington,Natural Gas,910.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,58240.0
Rocksavage,Natural Gas,810.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,51840.0
Coryton,Natural Gas,800.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,51200.0
Spalding,Natural Gas,880.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,56320.0
Marchwood,Natural Gas,920.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,58880.0
Didcot B,Natural Gas,1550.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,99200.0
Great Yarmouth,Natural Gas,420.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,26880.0
Little Barford,Natural Gas,740.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,47360.0
Pembroke,Natural Gas,2199.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,140736.0
Staythorpe C,Natural Gas,1772.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,113408.0
Saltend *,Natural Gas,1200.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,76800.0
Blackburn,Natural Gas,59.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,3776.0
Damhead Creek,Natural Gas,805.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,51520.0
Shoreham,Natural Gas,420.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,26880.0
Rye House,Natural Gas,715.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,45760.0
Seabank,Natural Gas,1234.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,78976.0
Fellside CHP *,Natural Gas,180.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,11520.0
Peterhead,Natural Gas,1180.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,75520.0
Keadby,Natural Gas,735.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,47040.0
Medway,Natural Gas,755.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,48320.0
Cottam Development Centre,Natural Gas,445.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,28480.0
Connahs Quay,Natural Gas,1380.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,88320.0
Enfield,Natural Gas,408.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,26112.0
Grain CHP *,Natural Gas,1517.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,97088.0
VPI Immingham *,Natural Gas,1240.0,CCGT,bus,,True,4,2,1.0,1.0,0.4,1.0,0,79360.0
Baglan Bay OCGT,Natural Gas,32.3,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,645.9999847412109
Killingholme,Natural Gas,600.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,12000.0
Barkantine Heat & Power Company *,Natural Gas,1.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,20.0
London Heat & Power Company *,Natural Gas,9.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,180.0
Wilton GT *,Natural Gas,120.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,2400.0
Burghfield,Natural Gas,50.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,1000.0
Chickerell,Natural Gas,50.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,1000.0
Chippenham,Natural Gas,10.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,200.0
Pilkington - Greengate *,Natural Gas,10.0,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,200.0
Knapton,Natural Gas,41.5,OCGT,bus,,True,1,1,1.0,1.0,0.289,1.0,0,830.0
Drax GT,Oil,75.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,1200.0
West Burton GT,Oil,40.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,640.0
Aberthaw GT,Oil,51.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,816.0
Cowes,Oil,140.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,2240.0
Didcot GT,Oil,100.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,1600.0
Little Barford GT,Oil,17.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,272.0
Fiddler`s Ferry GT,Oil,35.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,560.0
Keadby GT,Oil,25.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,400.0
Taylor's Lane GT,Oil,144.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,2304.0
Grain GT,Oil,56.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,896.0
Ratcliffe GT,Oil,34.0,,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,544.0
Indian Queens,Oil,140.0,Gas oil / kerosene,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,2240.0
Arnish,Oil,10.2,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,163.1999969482422
Barra,Oil,3.0,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,48.0
Bowmore,Oil,6.2,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,99.1999969482422
Kirkwall,Oil,16.0,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,256.0
Lerwick,Oil,67.0,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,1072.0
"Loch Carnan, South Uist",Oil,11.5,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,184.0
Tiree,Oil,3.0,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,48.0
Stornoway,Oil,24.0,Diesel,bus,,True,3,3,1.0,1.0,0.3329999999999999,1.0,0,384.0
Hywind Scotland Pilot Park (Hywind 2) Demonstrator,Wind Offshore,24.602272,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beatrice Demonstrator,Wind Offshore,8.200757,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burbo Bank,Wind Offshore,73.806816,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gunfleet Sands - (Demo) Extension,Wind Offshore,9.840908,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gunfleet Sands II,Wind Offshore,53.140907,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gunfleet Sands Offshore Wind Scheme,Wind Offshore,88.56818,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Inner Dowsing,Wind Offshore,79.71136,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kentish Flats,Wind Offshore,73.806816,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lynn,Wind Offshore,79.71136,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Hoyle,Wind Offshore,49.204544,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rhyl Flats,Wind Offshore,73.806816,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Robin Rigg East,Wind Offshore,73.806816,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Robin Rigg West,Wind Offshore,68.88636,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Scroby Sands,Wind Offshore,49.204544,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Thanet,Wind Offshore,246.0227,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walney 1,Wind Offshore,150.5659,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kentish Flats 2,Wind Offshore,40.593746,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
European Offshore Wind Deployment Centre (EOWDC) (Aberdeen Bay - Demonstration site),Wind Offshore,76.43105,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walney 2,Wind Offshore,150.5659,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ormonde Offshore,Wind Offshore,123.01135,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Greater Gabbard Wind Farm,Wind Offshore,413.31815,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
London Array Phase 1,Wind Offshore,516.6477,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sheringham Shoal,Wind Offshore,259.964,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Centrica (Lincs),Wind Offshore,221.42044,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Teeside Offshore Wind Farm,Wind Offshore,50.9267,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Race Bank (Phase 1),Wind Offshore,234.95169,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West of Duddon Sands,Wind Offshore,319.00946,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rampion Offshore Wind Farm (Hastings Zone),Wind Offshore,328.03027,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blyth Offshore Wind Test Site,Wind Offshore,34.033142,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Galloper Wind Farm,Wind Offshore,289.48672,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Levenmouth demonstration turbine (Fife Energy Park),Wind Offshore,5.74053,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walney 3,Wind Offshore,541.24994,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dudgeon East,Wind Offshore,329.67044,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burbo Bank Extension (Burbo Bank 2),Wind Offshore,211.57953,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gwynt y Mor,Wind Offshore,472.36362,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Humber Gateway A,Wind Offshore,179.59657,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westermost Rough A,Wind Offshore,172.2159,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Barrow,Wind Offshore,73.806816,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Race Bank (Phase 2),Wind Offshore,234.95169,Wind Offshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
South Beach Wind Turbine (Somerton),Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Swaffham 1 - Ecotech Wind Park,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mynydd Gorddu Wind Farm,Wind Onshore,9.604715,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cefn Croes Wind Farm,Wind Onshore,55.08587,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carno 'B' Wind Farm,Wind Onshore,15.819531,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carno 'A' Wind Farm,Wind Onshore,15.819531,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cemmaes 'B' Wind Farm,Wind Onshore,3.201572,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Trysglwyn Wind Farm,Wind Onshore,5.273177,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hafoty Ucha '2' and '3' Wind Turbine,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Royal Seaforth Dock Wind Farm,Wind Onshore,2.8249164,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cemmaes 'C' Wind Farm,Wind Onshore,14.407073,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Llanbabo Wind Farm,Wind Onshore,19.20943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tow Law Wind Farm,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kirkheaton Wind Farm,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Eppleton Wind Farm,Wind Onshore,2.8249164,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Orton Wind Farm (Extension),Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Harlock Hill Wind Farm,Wind Onshore,2.354097,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wharrels Hill Wind Farm,Wind Onshore,9.793043,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Siddick Wind Farm,Wind Onshore,3.9548829,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oldside Wind Farm,Wind Onshore,5.0848494,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Haverigg Extension Wind Farm,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blaen Bowi Wind Farm,Wind Onshore,3.6723912,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parc-Cynog Wind Farm,Wind Onshore,3.3898997,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Moel Maelogen A,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Out Newton Wind Farm,Wind Onshore,8.474749,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brockholes Wind Cluster,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kilbraur Windfarm Farlary - Extension,Wind Onshore,18.832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Maesgwyn,Wind Onshore,24.482609,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Spicer Hill Wind Farm,Wind Onshore,6.497308,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ford Motor Company Ltd (Extension),Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
FMC Technologies,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boyndie Airfield Extension,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blue Gates Farm,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Celcon Blocks Ltd,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hammar's Hill,Wind Onshore,4.049047,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"F M C Land, Pitreavie Business Park",Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Strath of Brydock - Extension,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hare Hill (East Ayrshire),Wind Onshore,12.429632,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kirkby Moor,Wind Onshore,4.519866,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bambers II,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Millennium Extension II,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cairnmore Farm,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St Fergus Moss Wind Farm,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"West Hill, Flotta",Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chelker Reservoir (Retention of Turbines),Wind Onshore,1.1299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Whitelee Windfarm Extension phase 2,Wind Onshore,102.638626,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hill of Balquhindachy extension,Wind Onshore,1.600786,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Taff Ely Wind Farm,Wind Onshore,8.474749,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mossmorran Wind Farm,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Courtstone Wind Turbine,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lairg Wind Farm,Wind Onshore,7.0622907,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
G24 Innovations Turbine,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mornflake Oats Wind Turbine,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Clochnahill Wind Farm,Wind Onshore,4.8965216,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St John Hill,Wind Onshore,7.2506185,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burnfoot Hill,Wind Onshore,24.482609,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chelker Reservoir,Wind Onshore,1.2241304,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Strath of Brydock,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
House O'Hill,Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bagmoor,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Croda Chemicals Europe,Wind Onshore,2.8249164,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Eastman Chemicals, Workington",Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lindhurst Wind Farm,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Craigengelt,Wind Onshore,18.832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Saltend Wind Turbine,Wind Onshore,1.2241304,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Loftsome Bridge,Wind Onshore,1.2241304,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nissan Wind Farm,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Parc Cynog Extension,Wind Onshore,7.9097657,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ranson Moor (phase 1),Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ranson Moor Wind Farm (Phase 2),Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Durham Wind Farm,Wind Onshore,22.59933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dyffryn Brodyn Wind Farm,Wind Onshore,5.1790133,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Red Bog,Wind Onshore,1.5066221,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Milton Keynes Wind Farm,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Broom Hill Farm,Wind Onshore,7.53311,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Winscales Moor,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wind Farm Africa Alive,Wind Onshore,3.860719,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinn Tharsuinn Extension (Beinn nan Oighrean),Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
St John's Well,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hellrigg Wind farm - Resubmission,Wind Onshore,8.663076,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bryn titli Windfarm,Wind Onshore,9.322224,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Delabole (Repowering),Wind Onshore,8.663076,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Whittlesey,Wind Onshore,8.474749,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Advanced Manufacturing Research Centre,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Solutia UK Ltd,Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
High Haswell Wind Farm,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Llandinam Windfarm,Wind Onshore,29.190802,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Goonhilly Downs Wind Farm Repower,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
MSD Cramlington,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Skelmonae Wind Farm,Wind Onshore,3.0132442,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carn Vean,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dewlay Cheese Wind Turbine,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Coal Clough Wind Farm,Wind Onshore,9.039732,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Myres Hill,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
High Sharpley Wind Farm,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
National Wind Turbine Test Site,Wind Onshore,4.425702,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Little Cheyne Court Wind Farm,Wind Onshore,56.31,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Long Hill Road,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ness point Wind Turbine 1,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Causeymire,Wind Onshore,45.48115,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
