name,carrier,p_nom,type,bus,marginal_cost,committable,min_up_time,min_down_time,ramp_limit_up,ramp_limit_down,p_min_pu,p_max_pu,up_time_before,start_up_cost
Hadyard Hill,Wind Onshore,112.99665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hare Hill (B),Wind Onshore,2.5424247,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crystal Rig Phase 1,Wind Onshore,58.852425,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Black Law,Wind Onshore,116.76321,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ardrossan,Wind Onshore,22.59933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Braes O'Doune,Wind Onshore,67.79799,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Thorfinn Wind Farm - NM1500,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boulfruich,Wind Onshore,12.241304,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bicker Fen,Wind Onshore,25.141756,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stags Holt,Wind Onshore,16.949497,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glass Moor,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gedney Marsh,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ben Aketil,Wind Onshore,21.657692,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Knabs Ridge Windfarm,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kelburn,Wind Onshore,26.365887,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ramsey 1,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bambers Farm,Wind Onshore,9.039732,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ford Wind Park - Dagenham,Wind Onshore,5.555669,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Swaffham Plashes II,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shooters Bottom Wind Park,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Caton Moor Windfarm Repowering,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Moel Maelogen A Phase 2,Wind Onshore,11.017174,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Scout Moor Windfarm,Wind Onshore,61.20652,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Haven,Wind Onshore,1.1299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Hollies,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tullo Farm,Wind Onshore,16.47868,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Avonmouth Port,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dummuie,Wind Onshore,11.582157,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Earlsburn,Wind Onshore,35.311455,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Kilbraur Windfarm,Wind Onshore,44.727844,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Achany Wind Farm,Wind Onshore,35.782272,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bilbster Wind Farm,Wind Onshore,3.6723912,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Green Park,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Carcant Windfarm,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Butterwick Moor,Wind Onshore,19.303595,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hagshaw Hill Wind Farm Extension,Wind Onshore,24.482609,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Southern Law,Wind Onshore,4.8965216,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Llangwyryfon,Wind Onshore,8.851404,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Pates Hill,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Roskrow Wind Turbines,Wind Onshore,1.600786,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Greendykeside,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Loscar Farm,Wind Onshore,4.2373743,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Langley Moor,Wind Onshore,7.53311,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Arecleoch Windfarm,Wind Onshore,112.99665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mark Hill,Wind Onshore,52.731773,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westmill Wind Farm,Wind Onshore,6.120652,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lodge Farm 1,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Carno 'A'and 'B' Wind Farm, (Extension)",Wind Onshore,14.689565,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Achairn,Wind Onshore,5.8381605,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
High Hedley Hope 2 (Extension),Wind Onshore,4.8965216,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinn an Tuirc,Wind Onshore,28.249163,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cnoc Donn Arnicle,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinn Ghlas Wind Farm,Wind Onshore,7.3447824,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Bendealt Wind Farm, Highland",Wind Onshore,8.474749,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Meall an Tuirc Wind Farm,Wind Onshore,16.00786,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
An Suidhe,Wind Onshore,18.173628,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Roughside Hill,Wind Onshore,28.249163,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bowbeat Wind Farm,Wind Onshore,29.37913,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hagshaw Hill Wind Farm,Wind Onshore,7.3447824,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Arnish Moor,Wind Onshore,3.6723912,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burgar Hill,Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Thorfinn Wind Farm - NM2000,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hill of Lybster,Wind Onshore,4.61403,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burradale Hill,Wind Onshore,3.4840636,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glens of Foudland,Wind Onshore,24.482609,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Castle Pill - Repowering,Wind Onshore,3.0132442,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
New Holland,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Weston Airfield Wind Turbines,Wind Onshore,3.3898997,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Orton Park Farm,Wind Onshore,1.5066221,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
PROMISED LAND FARM,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nethercott Farm,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bonerbo Wind Turbines (resubmission),Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Princes Gate Spring Water,Wind Onshore,1.5066221,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Phase 1 Bettyhill Wind Farm,Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sibelco Brassington,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lambrigg Wind Farm,Wind Onshore,6.120652,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Askam,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bears Down Wind Farm,Wind Onshore,9.22806,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Welton Of Creuchies,Wind Onshore,8.663076,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Droop Hill Wind Farm x,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Denhill,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Haddo,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gairnieston Farm,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Burgar Hill (land Near), Evie",Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tod Hill Farm Wind Turbines,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Moorhouse Farm,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Royd Moor,Wind Onshore,5.555669,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stroupster Wind Farm - additional turbine,Wind Onshore,2.165769,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Little Belhus Restoration Site,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crystal Rig Wind Farm Phase 2a,Wind Onshore,129.94615,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Clachan Flats Wind Farm,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fen Farm,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Darracott Moor,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lochhead Farm,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Toddleburn,Wind Onshore,25.989231,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crimp Wind Farm - resubmission,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hedley Hope,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tangy Wind Farm/Tangy 1,Wind Onshore,12.052977,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Coldham Hall,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Whitemill Wind Farm,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Green Knowes,Wind Onshore,25.424248,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Whitelee,Wind Onshore,303.2077,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Orton,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Winscales Phase I and II,Wind Onshore,8.286422,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Holmside Hall,Wind Onshore,2.6365886,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
High Volts Wind Farm,Wind Onshore,5.1790133,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hare Hill,Wind Onshore,1.2241304,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Great Eppleton Farm Repowering,Wind Onshore,7.721438,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Haswell Moor,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Worksop - B&Q,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cold Northcott,Wind Onshore,6.214816,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Upper Ardgrain Wind Farm,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rothiesholm,Wind Onshore,2.5424247,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hill of Easterton,Wind Onshore,2.354097,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Port of Liverpool - wind,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rothes Wind (Cairn Uish),Wind Onshore,47.646923,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Crystal Rig Extension II,Wind Onshore,19.491922,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glenkerie Wind Farm,Wind Onshore,20.716053,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lissett Airfield Wind Farm,Wind Onshore,28.249163,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Methlick Farmers Wind Energy Project,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rheidol Wind Farm,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Deucheran Hill,Wind Onshore,14.8778925,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Bryn Du,Wind Onshore,15.442876,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dun Law,Wind Onshore,16.196188,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Black Hill (Borders),Wind Onshore,26.93087,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Four Burrows Wind Farm,Wind Onshore,4.2373743,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dun Law Extension,Wind Onshore,28.060837,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lochelbank Wind Farm II,Wind Onshore,9.039732,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cruach Mhor,Wind Onshore,31.356571,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wern Ddu Wind Farm,Wind Onshore,8.663076,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Hagshaw Hill (S15) Wind Farm, Lanarkshire",Wind Onshore,7.3447824,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Muirake,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Millennium Extension,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rusholme Wind Farm,Wind Onshore,22.59933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Longpark,Wind Onshore,35.782272,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Walkway,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Coldham,Wind Onshore,15.06622,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Red Tile,Wind Onshore,22.59933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Deeping St Nicholas Wind Farm,Wind Onshore,15.442876,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lowca Wind Farm,Wind Onshore,4.425702,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fairfield Farm,Wind Onshore,6.120652,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Haverigg Repowering (Haverigg II),Wind Onshore,1.1299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinneun Windfarm Extension,Wind Onshore,22.411003,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ewe Hill (extension),Wind Onshore,34.652306,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Moy Wind Farm (2nd Application),Wind Onshore,62.14816,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rosehill Wind Turbines,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Twin Rivers,Wind Onshore,27.025034,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Blyth Harbour Wind Farm,Wind Onshore,2.5424247,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Penrhys Wind Farm/Ferndale Power Factory,Wind Onshore,6.0264883,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gordonbush,Wind Onshore,65.91472,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Avonmouth Wind Power,Wind Onshore,7.721438,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gordonstown Hill Wind Farm,Wind Onshore,11.770485,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Rosti Factory,Wind Onshore,2.0716054,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Ben Aketil Extension,Wind Onshore,2.4482608,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lochcarnan Community Windfarm,Wind Onshore,6.497308,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
The Grange Wind Farm,Wind Onshore,13.182943,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Humphrey Group,Wind Onshore,4.708194,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Rodbaston,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boundary Lane,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Nutberry Wind Farm,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Penny Hill Lane,Wind Onshore,18.644447,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
West Knock Wind Cluster,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Low Spinney Wind Farm,Wind Onshore,7.53311,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Westfield,Wind Onshore,11.770485,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Swinford Wind Farm,Wind Onshore,25.895067,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Burnt House Farm,Wind Onshore,5.6498327,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Calder Water Community Wind Farm,Wind Onshore,26.365887,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Millour Hill Community Windfarm (Re-submission),Wind Onshore,16.949497,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Netherton of Windyhills,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Gallowhill,Wind Onshore,1.6949499,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Frodsham Marsh,Wind Onshore,47.458595,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Brechfa Forest West,Wind Onshore,54.050068,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Greenhill Croft,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Severn Trent STW,Wind Onshore,2.354097,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Spaldington Airfield,Wind Onshore,11.770485,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
"Hillhead of Auquhirie, Resubmission",Wind Onshore,6.497308,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Middleton Wind Farm,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Orchard End (Resubmission),Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Mynydd Bwllfa Wind Farm - Resubmission,Wind Onshore,21.186872,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tirgwynt,Wind Onshore,23.164314,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Garreg Lwyd,Wind Onshore,32.01572,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Castle of Auchry Farm,Wind Onshore,2.259933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Little Byth,Wind Onshore,4.2373743,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Yonderton Farm,Wind Onshore,0.94163877,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Oakdale Business Park,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Boddington Reservoir,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
HMP Standford Hill,Wind Onshore,4.331538,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sharpness Docks,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Sancton Hill - Resubmission,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Port of Sheerness Wind Farm (was Lappel Bank),Wind Onshore,7.721438,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stonish Hill Re-submission (Bilsthorpe),Wind Onshore,9.698879,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Stags Holt Extension,Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
North Yell Wind Farm (Garth Community Wind Farm),Wind Onshore,4.2373743,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glenurquhart and Strathglass Wind Farm project,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Damhead Farm,Wind Onshore,2.354097,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hyndburn Wind Farm,Wind Onshore,22.59933,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Tedder Hill Wind cluster,Wind Onshore,7.0622907,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lynemouth Windfarm (Resubmission),Wind Onshore,24.482609,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wingates Wind Farm,Wind Onshore,14.124581,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Wathegar wind farm,Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Allt Dearg Wind Farmers LLP,Wind Onshore,10.169699,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Hameldon Hill extension,Wind Onshore,7.0622907,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Dalby,Wind Onshore,6.7797995,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Glass moor Extension,Wind Onshore,11.299665,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Cour Wind Farm,Wind Onshore,19.303595,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Upper Wheedlemont Farm,Wind Onshore,1.600786,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Shielburn Farm,Wind Onshore,6.497308,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Beinneun,Wind Onshore,80.0393,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Seamer Wind Farm - Hambleton,Wind Onshore,3.766555,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Fanny House Farm/Heysham Moss,Wind Onshore,1.4124582,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Newthorpe Wind Turbine,Wind Onshore,2.354097,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Chelveston Renewable Energy Park Wind Farm (Bedford),Wind Onshore,9.416388,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Torrance Farm,Wind Onshore,8.474749,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Land at Overside and Greenwellheads Farms,Wind Onshore,8.663076,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
Lancaster University (wind),Wind Onshore,1.8832775,Wind Onshore,bus,0.0,False,0,0,1.0,1.0,0.0,,0,0.0
