name,load,BritNed,EastWest,Moyle,Nemo,IFA,IFA2
2020-01-11 13:00:00,38473.0,-0.0,-0.0,38.5,-0.0,-0.0,1.0
2020-01-11 14:00:00,37869.5,-0.0,-0.0,116.0,-0.0,-0.0,1.0
2020-01-11 15:00:00,37612.5,-0.0,-0.0,48.0,-0.0,-0.0,1.0
2020-01-11 16:00:00,37864.5,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-11 17:00:00,39988.5,-0.0,142.5,72.0,-0.0,-0.0,1.0
2020-01-11 18:00:00,41209.0,-0.0,439.5,269.5,-0.0,-0.0,1.0
2020-01-11 19:00:00,40440.5,-0.0,535.5,417.0,-0.0,-0.0,1.0
2020-01-11 20:00:00,38353.5,-0.0,535.5,433.0,-0.0,-0.0,1.0
2020-01-11 21:00:00,36073.0,-0.0,521.0,453.0,-0.0,-0.0,1.0
2020-01-11 22:00:00,33473.0,-0.0,370.5,453.0,-0.0,-0.0,1.0
2020-01-11 23:00:00,30601.5,-0.0,246.0,380.0,-0.0,-0.0,1.0
2020-01-12 00:00:00,28107.0,-0.0,345.0,436.0,-0.0,-0.0,1.0
2020-01-12 01:00:00,27240.0,-0.0,325.5,347.5,-0.0,-0.0,1.0
2020-01-12 02:00:00,26885.5,-0.0,167.5,366.5,-0.0,-0.0,1.0
2020-01-12 03:00:00,26458.0,-0.0,15.5,444.5,-0.0,-0.0,1.0
2020-01-12 04:00:00,25769.0,-0.0,31.0,388.5,-0.0,-0.0,1.0
2020-01-12 05:00:00,25294.5,-0.0,224.0,408.0,-0.0,-0.0,1.0
2020-01-12 06:00:00,25518.5,-0.0,42.0,422.0,-0.0,-0.0,1.0
2020-01-12 07:00:00,26392.0,-0.0,33.0,227.0,-0.0,-0.0,1.0
2020-01-12 08:00:00,27862.5,-0.0,226.5,387.0,-0.0,-0.0,1.0
2020-01-12 09:00:00,30101.0,-0.0,62.0,428.0,-0.0,-0.0,1.0
2020-01-12 10:00:00,33227.5,-0.0,234.5,419.5,-0.0,-0.0,1.0
2020-01-12 11:00:00,35781.0,-0.0,453.0,449.0,-0.0,-0.0,1.0
2020-01-12 12:00:00,36717.5,-0.0,527.0,455.0,-0.0,-0.0,1.0
2020-01-12 13:00:00,37180.5,-0.0,458.0,441.5,-0.0,-0.0,1.0
2020-01-12 14:00:00,37157.0,-0.0,366.0,407.5,-0.0,-0.0,1.0
2020-01-12 15:00:00,36648.0,-0.0,250.0,445.0,-0.0,-0.0,1.0
2020-01-12 16:00:00,37254.5,-0.0,373.5,421.5,-0.0,-0.0,1.0
2020-01-12 17:00:00,40494.0,-0.0,193.0,351.0,-0.0,-0.0,1.0
2020-01-12 18:00:00,42877.5,-0.0,163.0,393.5,-0.0,-0.0,1.0
2020-01-12 19:00:00,41916.0,-0.0,250.0,245.5,-0.0,-0.0,1.0
2020-01-12 20:00:00,39849.0,-0.0,38.5,84.5,-0.0,-0.0,1.0
2020-01-12 21:00:00,37404.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-12 22:00:00,34369.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-12 23:00:00,31109.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-13 00:00:00,27947.5,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-13 01:00:00,27505.5,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-13 02:00:00,27905.5,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-13 03:00:00,27291.5,164.0,-0.0,-0.0,-0.0,-0.0,1.0
2020-01-13 04:00:00,26650.5,194.5,-0.0,-0.0,38.5,439.5,1.0
2020-01-13 05:00:00,26749.0,147.0,-0.0,-0.0,-0.0,813.0,1.0
2020-01-13 06:00:00,27404.5,104.0,-0.0,-0.0,123.0,323.0,1.0
2020-01-13 07:00:00,32723.0,377.0,-0.0,-0.0,310.5,54.5,1.0
2020-01-13 08:00:00,38980.0,-0.0,-0.0,-0.0,-0.0,323.0,1.0
2020-01-13 09:00:00,41091.5,-0.0,-0.0,-0.0,-0.0,448.0,1.0
2020-01-13 10:00:00,42881.5,-0.0,-0.0,-0.0,-0.0,462.0,1.0
2020-01-13 11:00:00,43158.0,-0.0,-0.0,-0.0,-0.0,1190.0,1.0
2020-01-13 12:00:00,43654.5,-0.0,-0.0,99.0,-0.0,-0.0,1.0
2020-01-13 13:00:00,43948.0,-0.0,15.5,157.5,-0.0,-0.0,1.0
2020-01-13 14:00:00,43579.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0
