name,Drax - coal units,Ratcliffe,Cottam,West Burton,Eggborough,Rugeley,Aberthaw B,Fiddler`s Ferry,Severn Power,Baglan Bay CCGT,Sutton Bridge,Barry,Glanford Brigg,Killingholme,Langage,Peterborough,South Humber Bank,Corby,Castleford,Connahs Quay,Cottam Development Centre,Enfield,Grain CHP *,Sandbach,Thornhill,West Burton CCGT,Deeside,Saltend,Coryton,Rocksavage,Spalding,Marchwood,Didcot B,Great Yarmouth,Little Barford,Pembroke,Staythorpe C,Medway,Peterhead,Keadby,Damhead Creek,Rye House,Shoreham,Blackburn,Seabank 1,Seabank 2,Baglan Bay OCGT,Barkantine Heat & Power Company *,London Heat & Power Company *,Fellside CHP *,Chippenham,Pilkington - Greengate *,Wilton GT2,Wilton GT1 *,Knapton,VPI Immingham *,Burghfield,Chickerell,Drax GT,Grain GT,Ratcliffe GT,Taylor's Lane GT,West Burton GT,Rugeley GT,Aberthaw GT,Cowes,Didcot GT,Little Barford GT,Fiddler`s Ferry GT,Keadby GT,Indian Queens,Five Oaks,Thatcham,Arnish,Barra,Bowmore,Kirkwall,Lerwick,"Loch Carnan, South Uist",Stornoway,Tiree
2016-12-01 00:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 01:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 02:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 03:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 04:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 05:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 06:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 07:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 08:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
2016-12-01 09:00:00,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,44.605064273714284,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,37.127190064,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857,88.31305214542857
