SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
18-Jun-17,36,26060,26032,26678,26647,23559,696,5143,3880,12025,0,7,3,1998,985,-111,66,1972,985,-113,70
18-Jun-17,37,26776,26749,27443,27414,24270,651,5143,3100,12025,40,7,6,1997,1002,-160,107,1971,1001,-161,111
18-Jun-17,38,27332,27278,27997,27935,24813,605,5143,2450,12025,158,5,1,1998,979,-160,196,1971,984,-156,204
18-Jun-17,39,28083,28042,28643,28585,25568,541,5143,1820,12025,177,6,1,1997,1012,-54,319,1971,1013,-40,324
18-Jun-17,40,28345,28275,28851,28775,25836,476,5143,1260,12025,295,6,1,1998,1011,29,373,1971,1016,29,368
18-Jun-17,41,28459,28373,28961,28875,25922,432,5143,757,12025,338,2,2,1998,1002,93,307,1971,1003,104,303
18-Jun-17,42,28406,28358,28908,28861,25873,387,5143,394,12025,347,2,1,1997,1026,214,310,1971,1028,217,308
18-Jun-17,43,28379,28300,28881,28800,25852,357,5143,126,12025,407,2,0,1997,1018,243,323,1971,1013,244,326
18-Jun-17,44,28221,28175,28725,28678,25751,326,5143,8,12025,342,4,2,1997,1003,204,387,1971,1008,198,386
18-Jun-17,45,28398,28339,28901,28840,25914,318,5143,0,12025,275,3,1,1997,1014,166,388,1971,1013,160,386
18-Jun-17,46,27482,27328,27992,27834,24982,309,5143,0,12025,256,10,3,1997,1004,113,361,1971,1003,112,355
18-Jun-17,47,25826,25701,26344,26221,23441,310,5143,0,12025,121,18,20,1813,899,176,316,1776,893,185,313
18-Jun-17,48,24391,24246,25190,25107,22137,311,5143,0,12025,0,299,361,1800,889,233,373,1776,894,229,376
19-Jun-17,1,23117,23028,24550,24483,20958,309,5143,0,12025,0,933,955,1799,905,142,383,1776,903,136,380
19-Jun-17,2,22355,22258,24396,24327,20268,306,5143,0,12025,0,1541,1569,1800,918,181,380,1776,922,181,375
19-Jun-17,3,21908,21849,23828,23877,19875,299,5143,0,12025,0,1420,1571,1800,923,144,333,1776,925,142,329
19-Jun-17,4,21631,21592,23728,23859,19645,291,5143,0,12025,0,1597,1772,1800,921,149,345,1776,921,147,342
19-Jun-17,5,21333,21285,23733,23931,19366,291,5143,0,12025,0,1900,2146,1800,909,128,354,1776,910,127,351
19-Jun-17,6,20997,20929,23423,23791,19048,290,5143,0,12025,0,1926,2362,1800,893,120,378,1776,893,119,379
19-Jun-17,7,20825,20782,23238,23737,18874,293,5143,0,12025,0,1913,2454,1800,891,148,358,1776,895,150,346
19-Jun-17,8,20762,20705,23153,23636,18778,296,5143,0,12025,0,1891,2430,1800,911,160,275,1776,913,155,271
19-Jun-17,9,20596,20534,22976,23457,18656,324,5143,0,12025,0,1880,2423,1800,904,74,297,1776,901,71,293
19-Jun-17,10,20254,20222,22628,23133,18347,352,5143,32,12025,0,1874,2410,1800,887,69,302,1776,895,68,295
19-Jun-17,11,20760,20757,22491,22836,18811,363,5143,32,12025,0,1231,1579,1325,1005,135,342,1275,1008,140,345
19-Jun-17,12,21650,21743,23521,23762,19625,374,5143,416,12025,0,1371,1520,1358,979,106,392,1344,975,104,391
19-Jun-17,13,24118,24300,25521,25612,21887,357,5143,416,12025,0,903,831,1024,864,197,435,986,862,205,432
19-Jun-17,14,26475,26702,27003,27212,24020,340,5143,1307,12025,0,28,9,995,842,205,327,987,840,195,312
19-Jun-17,15,29206,29387,29712,29897,26477,344,5143,1670,12025,0,6,10,998,813,52,177,987,815,38,163
19-Jun-17,16,30809,30855,31315,31362,27883,348,5143,2290,12025,0,6,6,997,809,12,26,987,813,18,14
19-Jun-17,17,31543,31513,32242,32247,28531,384,5143,2940,12025,0,5,6,997,1014,-71,-123,987,1025,-83,-136
19-Jun-17,18,31455,31422,32399,32380,28453,419,5143,3720,12025,0,6,8,998,1020,-163,-275,987,1025,-162,-285
19-Jun-17,19,31610,31565,32645,32603,28601,458,5143,4470,12025,79,6,8,997,1027,-150,-379,987,1023,-150,-377
19-Jun-17,20,31251,31143,32351,32253,28308,496,5143,5230,12025,88,6,8,998,1022,-190,-404,987,1023,-191,-409
19-Jun-17,21,30899,30794,32122,32020,27999,551,5143,5950,12025,73,6,8,997,996,-245,-472,987,998,-246,-469
19-Jun-17,22,30757,30690,31988,31914,27885,605,5143,6440,12025,18,5,1,998,1017,-253,-473,987,1023,-249,-469
19-Jun-17,23,30734,30670,31947,31881,27876,631,5143,6850,12025,0,4,1,998,1033,-236,-473,987,1030,-233,-469
19-Jun-17,24,30740,30643,31969,31866,27885,656,5143,7220,12025,26,6,1,997,1011,-250,-473,987,1015,-249,-469
19-Jun-17,25,30551,30367,31776,31589,27672,678,5143,7470,12025,175,3,3,997,1008,-250,-472,987,1014,-249,-469
19-Jun-17,26,30316,30176,31544,31414,27477,700,5143,7510,12025,173,6,8,997,1030,-250,-472,987,1020,-249,-469
19-Jun-17,27,30282,30128,31510,31362,27475,718,5143,7550,12025,62,6,8,997,972,-250,-472,987,979,-249,-470
19-Jun-17,28,30282,30115,31510,31349,27503,735,5143,7480,12025,0,6,8,997,1011,-250,-472,987,1009,-249,-469
19-Jun-17,29,30215,30076,31444,31310,27473,763,5143,7260,12025,0,6,8,998,981,-250,-473,987,985,-249,-469
19-Jun-17,30,30149,29953,31377,31183,27457,790,5143,6930,12025,4,5,6,997,986,-250,-473,987,988,-249,-469
19-Jun-17,31,30289,30138,31515,31367,27593,796,5143,6600,12025,0,2,8,998,970,-251,-473,987,973,-249,-470
19-Jun-17,32,30803,30740,32036,31968,28106,802,5143,5980,12025,30,9,4,998,1013,-251,-473,987,1010,-249,-469
19-Jun-17,33,31505,31488,32741,32720,28706,808,5143,5440,12025,178,13,7,997,983,-251,-472,987,987,-249,-470
19-Jun-17,34,32269,32220,33505,33449,29374,814,5143,4890,12025,251,13,9,997,1010,-251,-472,987,1015,-247,-470
19-Jun-17,35,32775,32637,33953,33809,29813,809,5143,4230,12025,315,11,6,998,976,-194,-473,987,974,-191,-470
19-Jun-17,36,33019,32896,34229,34100,30068,804,5143,3370,12025,295,8,5,997,979,-230,-472,987,983,-228,-467
19-Jun-17,37,33116,32977,34162,34000,30233,782,5143,2830,12025,243,7,5,998,958,-157,-382,987,955,-144,-370
19-Jun-17,38,33327,33206,34203,34084,30510,760,5143,2180,12025,199,7,7,998,986,-137,-232,987,988,-146,-221
19-Jun-17,39,33260,33107,34023,33856,30504,732,5143,1560,12025,193,11,9,998,963,-161,-91,987,963,-151,-87
19-Jun-17,40,33154,33031,33775,33644,30434,704,5143,1160,12025,23,13,14,998,963,-37,-71,987,967,-23,-76
19-Jun-17,41,32869,32710,33444,33290,30194,675,5143,708,12025,0,10,12,997,997,61,-65,987,998,53,-64
19-Jun-17,42,32339,32211,32891,32767,29734,646,5143,362,12025,0,9,8,998,993,-43,27,987,996,-42,35
19-Jun-17,43,32177,32003,32685,32509,29572,653,5143,114,12025,0,8,6,998,1004,61,75,987,1003,70,75
19-Jun-17,44,31784,31655,32296,32172,29249,660,5143,9,12025,0,8,8,997,1017,166,-4,987,1016,175,-8
19-Jun-17,45,31458,31224,31962,31736,28954,659,5143,0,12025,0,4,7,997,934,212,0,987,926,211,-1
19-Jun-17,46,30051,29678,30569,30350,27548,657,5143,0,12025,0,18,171,998,923,211,49,987,923,212,61
19-Jun-17,47,28214,27708,29396,29123,25795,648,5143,0,12025,0,682,915,950,950,231,200,937,957,231,210
19-Jun-17,48,26396,25959,27816,27399,24051,638,5143,0,12025,0,920,1064,947,939,235,287,938,939,235,285
20-Jun-17,1,25047,24683,27006,27082,22783,640,5143,0,12025,0,1459,1899,947,956,247,288,938,959,247,285
20-Jun-17,2,24213,23878,26437,26483,22026,641,5143,0,12025,0,1724,2105,947,934,247,288,938,934,247,285
20-Jun-17,3,23471,23149,25671,25761,21361,632,5143,0,12025,0,1700,2112,947,950,247,288,934,951,247,285
20-Jun-17,4,23089,22808,25360,25252,21027,623,5143,0,12025,0,1771,1944,946,949,247,288,938,948,247,285
20-Jun-17,5,22758,22467,24920,24796,20709,627,5143,0,12025,0,1662,1829,947,950,247,288,938,951,247,285
20-Jun-17,6,22429,22148,24723,24652,20406,630,5143,0,12025,0,1794,2004,947,950,247,288,938,951,247,285
20-Jun-17,7,22268,22019,24554,24939,20242,626,5143,0,12025,0,1786,2337,947,950,247,288,938,951,247,285
20-Jun-17,8,22076,21865,24472,24810,20014,621,5143,0,12025,0,1896,2445,947,950,247,288,938,951,247,285
20-Jun-17,9,21767,21636,24139,24551,19768,636,5143,0,12025,0,1872,2415,808,950,247,288,789,951,247,285
20-Jun-17,10,21472,21375,23827,24275,19504,651,5143,28,12025,0,1855,2400,789,949,247,288,789,941,247,285
20-Jun-17,11,21876,21811,24216,24543,19852,651,5143,28,12025,0,1840,2232,919,497,247,288,910,467,247,285
20-Jun-17,12,22726,22712,24901,25261,20611,650,5143,338,12025,0,1675,2032,920,457,247,288,910,455,247,285
20-Jun-17,13,24966,25052,26252,26635,22645,654,5143,338,12025,0,786,994,899,475,247,288,888,478,247,285
20-Jun-17,14,27245,27381,27767,28277,24700,658,5143,856,12025,0,22,396,895,444,247,288,888,442,247,285
20-Jun-17,15,29943,30126,30445,30865,27200,643,5143,1300,12025,22,2,239,992,439,179,257,987,435,167,247
20-Jun-17,16,31286,31383,31788,32013,28358,627,5143,1800,12025,97,2,131,997,436,94,116,987,471,93,103
20-Jun-17,17,32119,32164,32640,32825,29093,637,5143,2330,12025,127,1,128,998,1020,92,-20,987,1039,87,-30
20-Jun-17,18,32241,32251,32866,33017,29213,646,5143,2900,12025,131,2,131,998,1009,-25,-98,987,1007,-30,-104
20-Jun-17,19,32463,32469,33205,33357,29395,662,5143,3430,12025,164,1,128,997,1027,-28,-213,987,1029,-32,-224
20-Jun-17,20,32081,32089,32992,33129,29008,677,5143,4180,12025,192,2,131,998,998,-109,-300,987,993,-111,-297
20-Jun-17,21,31628,31679,32464,32737,28565,718,5143,4770,12025,33,2,235,997,984,-85,-249,987,989,-76,-244
20-Jun-17,22,31431,31458,32180,32449,28377,758,5143,5440,12025,0,2,243,998,973,-39,-208,985,974,-37,-208
20-Jun-17,23,31218,31300,32016,32338,28156,779,5143,5890,12025,0,2,242,889,996,-45,-251,875,997,-44,-249
20-Jun-17,24,31169,31246,32055,32392,28116,800,5143,6290,12025,0,2,241,899,1003,-83,-301,883,1007,-90,-310
20-Jun-17,25,30981,31111,32070,32446,27949,801,5143,6750,12025,0,2,240,683,1037,-182,-405,668,1035,-184,-406
20-Jun-17,26,30666,30798,31828,32174,27668,801,5143,6920,12025,0,2,239,697,994,-222,-438,668,993,-223,-439
20-Jun-17,27,30381,30494,31727,32124,27405,799,5143,6990,12025,0,2,276,-168,996,-237,-439,-214,999,-232,-431
20-Jun-17,28,30274,30352,31636,31989,27346,796,5143,6930,12025,0,2,284,-221,1006,-211,-428,-213,1008,-210,-426
20-Jun-17,29,30219,30302,31555,31949,27346,800,5143,6760,12025,1,2,284,-180,1006,-217,-437,-179,1010,-218,-437
20-Jun-17,30,30250,30352,31622,31982,27383,804,5143,7000,12025,3,2,284,-196,1006,-247,-427,-180,1006,-246,-419
20-Jun-17,31,30326,30404,31436,31670,27452,817,5143,6740,12025,0,2,238,73,778,-252,-356,76,757,-251,-353
20-Jun-17,32,30897,31021,32007,32124,28007,829,5143,6290,12025,96,5,6,78,747,-248,-357,76,747,-242,-351
20-Jun-17,33,31420,31574,32472,32644,28476,882,5143,5750,12025,319,10,9,-42,853,-205,-295,-51,861,-202,-291
20-Jun-17,34,32272,32425,33237,33409,29243,935,5143,5050,12025,341,8,7,-35,867,-186,-236,-30,867,-181,-230
20-Jun-17,35,32669,32788,33528,33673,29620,973,5143,4410,12025,324,10,11,-84,965,-110,-155,-90,973,-106,-152
20-Jun-17,36,32817,32963,33626,33789,29813,1011,5143,3690,12025,299,9,5,-90,991,-139,-71,-89,993,-139,-66
20-Jun-17,37,32936,33084,33727,33900,30015,1026,5143,2940,12025,148,12,12,-90,969,-116,-73,-89,969,-111,-77
20-Jun-17,38,33097,33226,33790,33933,30244,1041,5143,2190,12025,0,7,11,-91,1007,-78,-17,-90,1008,-76,-7
20-Jun-17,39,33043,32963,33662,33583,30243,1049,5143,1590,12025,0,6,8,376,972,-113,102,411,973,-112,104
20-Jun-17,40,32689,32648,33258,33213,29912,1057,5143,1160,12025,0,3,4,424,978,-66,66,411,980,-61,58
20-Jun-17,41,32400,32313,32992,32910,29622,1075,5143,692,12025,0,2,3,350,974,-82,-8,347,974,-80,-12
20-Jun-17,42,31878,31772,32462,32359,29168,1092,5143,352,12025,68,2,3,389,961,-82,47,346,961,-80,55
20-Jun-17,43,31419,31304,32153,32060,28755,1108,5143,124,12025,71,2,6,-215,988,-17,82,-218,994,-8,83
20-Jun-17,44,30987,30977,31703,31761,28421,1124,5143,8,12025,2,2,2,-186,1036,-28,143,-219,1038,-38,151
20-Jun-17,45,30587,30459,32193,32084,28022,1135,5143,0,12025,0,1,3,-984,1017,-121,245,-1000,1009,-120,249
20-Jun-17,46,29208,28995,30700,30549,26687,1146,5143,0,12025,0,17,16,-924,987,-51,281,-856,990,-37,281
20-Jun-17,47,27404,27152,28527,28330,25057,1153,5143,0,12025,0,623,678,705,924,74,288,778,919,72,286
20-Jun-17,48,25631,25408,27005,26783,23434,1160,5143,0,12025,0,874,875,817,900,68,288,796,895,77,286
21-Jun-17,1,24092,23852,25473,25476,22049,1187,5143,0,12025,0,881,1124,798,893,208,288,790,901,215,286
21-Jun-17,2,23054,22875,24565,24683,21111,1213,5143,0,12025,0,1011,1308,798,913,244,288,789,913,244,286
21-Jun-17,3,22397,22290,24094,24490,20516,1200,5143,0,12025,0,1197,1626,784,930,245,288,776,930,245,286
21-Jun-17,4,22264,22148,24235,24515,20430,1186,5143,0,12025,0,1471,1867,801,916,245,288,775,919,245,286
21-Jun-17,5,21864,21719,23902,24152,20042,1180,5143,0,12025,0,1538,1933,415,809,245,288,399,803,245,286
21-Jun-17,6,21520,21393,23582,23870,19725,1173,5143,0,12025,0,1562,1977,405,802,245,288,399,802,245,286
21-Jun-17,7,21436,21323,23725,24003,19626,1174,5143,0,12025,0,1789,2180,405,787,245,288,400,785,245,286
21-Jun-17,8,21242,21129,23520,23797,19414,1174,5143,0,12025,0,1778,2168,405,786,245,289,400,777,245,286
21-Jun-17,9,21226,21103,23349,23377,19430,1221,5143,0,12025,0,1623,1729,405,397,245,288,400,370,245,286
21-Jun-17,10,20919,20798,23153,23047,19156,1267,5143,27,12025,0,1734,1749,419,362,245,288,399,350,245,286
21-Jun-17,11,21203,21156,23222,23238,19443,1285,5143,27,12025,0,1174,1128,-345,112,245,289,-391,102,244,286
21-Jun-17,12,21999,22000,23787,23788,20169,1302,5143,345,12025,0,893,854,-395,102,247,289,-390,102,246,286
21-Jun-17,13,24290,24397,25328,25416,22249,1302,5143,345,12025,0,157,127,-381,125,248,290,-379,126,247,286
21-Jun-17,14,26736,26819,27633,27849,24477,1302,5143,929,12025,0,17,138,-380,135,247,287,-379,138,245,281
21-Jun-17,15,29191,29247,30192,30388,26640,1283,5143,1360,12025,207,8,130,-493,142,159,185,-498,142,147,171
21-Jun-17,16,30430,30380,31442,31399,27684,1264,5143,1960,12025,250,10,8,-502,144,62,34,-498,170,60,21
21-Jun-17,17,31274,31193,32534,32481,28423,1262,5143,2610,12025,250,14,17,-631,946,113,-115,-638,988,115,-128
21-Jun-17,18,31188,31020,32570,32415,28336,1260,5143,3280,12025,250,13,16,-641,982,91,-228,-638,983,89,-236
21-Jun-17,19,31297,31186,32820,32711,28409,1277,5143,3930,12025,250,12,12,-667,1005,96,-344,-664,1007,93,-344
21-Jun-17,20,31055,30962,32607,32520,28156,1294,5143,4550,12025,239,8,8,-668,1011,-19,-357,-664,1013,-22,-358
21-Jun-17,21,30919,30814,32663,32566,27966,1290,5143,5140,12025,146,8,10,-649,1005,-100,-487,-645,1008,-103,-490
21-Jun-17,22,31068,30953,32892,32774,28091,1286,5143,5720,12025,45,8,9,-646,1030,-211,-459,-645,1032,-211,-451
21-Jun-17,23,30862,30724,32788,32652,27846,1301,5143,6150,12025,0,7,9,-760,1029,-211,-448,-756,1030,-209,-448
21-Jun-17,24,30628,30576,32568,32514,27625,1316,5143,6470,12025,0,9,11,-761,970,-211,-459,-756,971,-209,-456
21-Jun-17,25,30543,30559,32573,32508,27549,1316,5143,6640,12025,0,10,11,-838,783,-211,-471,-837,776,-209,-469
21-Jun-17,26,30483,30476,32602,32441,27569,1316,5143,6670,12025,0,5,5,-915,793,-244,-455,-908,796,-244,-453
21-Jun-17,27,30380,30389,32555,32513,27479,1291,5143,6930,12025,0,3,4,-965,772,-252,-455,-961,770,-250,-454
21-Jun-17,28,30172,30163,32366,32298,27300,1266,5143,6870,12025,0,4,6,-971,775,-252,-467,-960,780,-250,-463
21-Jun-17,29,30119,30113,32290,32242,27204,1246,5143,7030,12025,142,7,9,-963,946,-252,-449,-960,955,-250,-447
21-Jun-17,30,30303,30244,32490,32372,27386,1225,5143,6880,12025,304,9,10,-976,956,-252,-450,-952,959,-250,-447
21-Jun-17,31,30725,30651,32726,32463,27788,1191,5143,6430,12025,304,11,13,-758,1022,-252,-480,-762,1026,-250,-478
21-Jun-17,32,31501,31435,33421,33246,28523,1157,5143,5960,12025,353,13,13,-669,1018,-252,-486,-626,1021,-250,-484
21-Jun-17,33,32485,32439,33677,33622,29413,1110,5143,5100,12025,411,14,14,871,1014,-252,-426,892,1017,-250,-420
21-Jun-17,34,33372,33266,34581,34480,30199,1063,5143,4260,12025,536,16,12,997,1014,-252,-441,985,1014,-250,-441
21-Jun-17,35,33795,33659,34983,34854,30569,1041,5143,3660,12025,527,13,12,997,1002,-252,-423,986,1009,-250,-420
21-Jun-17,36,33967,33844,35161,35042,30776,1019,5143,3110,12025,483,15,16,997,1017,-252,-427,986,1019,-250,-425
21-Jun-17,37,34230,33997,35311,35068,31094,990,5143,2440,12025,445,12,10,997,878,-203,-366,986,871,-198,-361
21-Jun-17,38,34298,34071,35203,34960,31232,961,5143,1880,12025,352,17,12,997,866,-122,-266,986,867,-116,-259
21-Jun-17,39,34238,34039,34947,34743,31227,970,5143,1390,12025,130,15,10,997,1012,-57,-137,986,1019,-54,-136
21-Jun-17,40,33936,33770,34563,34388,30957,978,5143,900,12025,171,15,10,997,987,-61,-51,986,987,-57,-51
21-Jun-17,41,33383,33251,33933,33800,30413,992,5143,579,12025,285,11,8,997,782,52,-39,986,773,52,-39
21-Jun-17,42,32808,32661,33320,33187,29914,1006,5143,315,12025,361,12,14,897,741,50,7,855,744,49,10
21-Jun-17,43,32243,32091,33414,33299,29438,1009,5143,120,12025,359,12,11,-659,994,69,22,-694,1000,69,24
21-Jun-17,44,31850,31661,33065,32869,29146,1011,5143,11,12025,292,12,13,-703,979,84,85,-692,983,82,90
21-Jun-17,45,31417,31249,32914,32772,28733,1004,5143,0,12025,197,9,9,-988,1014,27,93,-994,1017,25,89
21-Jun-17,46,29952,29748,31393,31297,27381,996,5143,0,12025,150,17,15,-897,1000,-27,17,-856,1001,-27,21
21-Jun-17,47,28061,27772,29073,28831,25673,999,5143,0,12025,21,512,621,770,864,83,120,806,861,91,127
21-Jun-17,48,26311,26054,27317,27230,24065,1001,5143,0,12025,0,506,657,855,890,216,272,840,891,218,276
22-Jun-17,1,24785,24592,26364,26653,22674,1009,5143,0,12025,0,1079,1484,849,840,224,411,840,841,224,412
22-Jun-17,2,23612,23436,25884,26112,21556,1017,5143,0,12025,0,1772,2176,849,834,247,487,840,837,246,486
22-Jun-17,3,23040,22894,25291,25529,21037,1033,5143,0,12025,0,1751,2136,839,838,247,504,831,839,246,499
22-Jun-17,4,22768,22580,24984,25199,20789,1049,5143,0,12025,0,1716,2119,838,851,247,504,831,852,247,499
22-Jun-17,5,22360,22151,24694,24880,20406,1054,5143,0,12025,0,1834,2229,839,850,247,504,830,850,247,499
22-Jun-17,6,21806,21713,24134,24436,19881,1059,5143,2,12025,0,1828,2224,838,830,247,504,830,831,247,499
22-Jun-17,7,21478,21480,23767,24136,19562,1070,5143,3,12025,0,1789,2174,849,847,247,504,841,849,247,499
22-Jun-17,8,21286,21265,23525,23906,19356,1081,5143,2,12025,0,1739,2141,849,844,247,504,840,847,247,499
22-Jun-17,9,21114,21076,23398,23754,19245,1102,5143,0,12025,0,1784,2178,849,834,247,498,840,835,247,492
22-Jun-17,10,20789,20727,23065,23397,18979,1122,5143,2,12025,0,1776,2170,856,809,247,455,840,800,247,453
22-Jun-17,11,21140,21129,23395,23777,19277,1134,5143,18,12025,0,1755,2149,453,194,247,494,439,176,247,492
22-Jun-17,12,22001,22022,23665,24030,20061,1146,5143,114,12025,0,1164,1514,445,145,247,504,440,150,247,499
22-Jun-17,13,24331,24449,25069,25398,22199,1162,5143,287,12025,0,238,529,309,488,234,501,295,499,230,495
22-Jun-17,14,26850,26999,27364,27666,24525,1178,5143,464,12025,0,14,181,276,496,154,400,298,492,149,390
22-Jun-17,15,29552,29774,30063,30437,26954,1158,5143,628,12025,0,11,122,916,184,3,250,908,176,-4,240
22-Jun-17,16,31269,31450,31942,32125,28464,1137,5143,912,12025,29,9,6,916,202,-164,99,908,216,-169,91
22-Jun-17,17,32474,32536,33286,33355,29537,1135,5143,1170,12025,112,10,7,995,940,-251,-51,986,962,-250,-58
22-Jun-17,18,32765,32789,33667,33696,29844,1133,5143,1390,12025,143,11,12,997,997,-190,-201,986,1003,-184,-208
22-Jun-17,19,33254,33229,34300,34281,30277,1144,5143,1530,12025,229,9,6,997,992,-185,-352,986,991,-185,-357
22-Jun-17,20,33212,33129,34402,34320,30206,1154,5143,1780,12025,302,11,14,997,1015,-220,-459,986,1017,-218,-456
22-Jun-17,21,32990,32967,34178,34153,29943,1180,5143,2160,12025,310,11,14,997,1001,-213,-464,986,1002,-211,-459
22-Jun-17,22,33108,33073,34300,34264,30068,1206,5143,2030,12025,232,11,12,997,998,-218,-463,986,999,-218,-459
22-Jun-17,23,33150,33102,34353,34303,30079,1230,5143,2560,12025,141,11,14,924,988,-228,-464,912,989,-227,-459
22-Jun-17,24,33305,33219,34514,34424,30217,1253,5143,2790,12025,9,9,5,922,1011,-228,-472,912,1015,-227,-470
22-Jun-17,25,33044,32977,34270,34200,29950,1281,5143,3310,12025,0,9,10,873,999,-195,-522,863,999,-191,-518
22-Jun-17,26,32631,32491,33877,33739,29580,1308,5143,3740,12025,0,11,14,872,973,-206,-529,863,979,-206,-526
22-Jun-17,27,32268,32194,33509,33432,29267,1373,5143,3720,12025,0,11,14,655,978,-229,-501,637,979,-227,-495
22-Jun-17,28,31819,31802,33055,33037,28840,1438,5143,3760,12025,0,11,14,645,986,-230,-495,638,987,-229,-490
22-Jun-17,29,31418,31383,32645,32607,28494,1471,5143,3290,12025,0,10,13,486,963,-252,-465,473,968,-250,-460
22-Jun-17,30,31208,31053,32402,32244,28318,1504,5143,3310,12025,0,6,9,473,1001,-252,-436,474,1001,-250,-430
22-Jun-17,31,30816,30708,31923,31815,27945,1501,5143,3200,12025,0,6,10,686,999,-252,-349,679,1000,-250,-346
22-Jun-17,32,31321,31127,32406,32214,28431,1498,5143,3040,12025,0,6,10,678,1000,-235,-344,680,1000,-232,-343
22-Jun-17,33,31772,31570,32842,32643,28798,1488,5143,3350,12025,0,6,10,994,1000,-251,-313,986,1000,-250,-312
22-Jun-17,34,32204,32067,33313,33183,29172,1478,5143,3320,12025,0,6,10,997,999,-252,-351,986,1000,-250,-354
22-Jun-17,35,32556,32329,33666,33433,29514,1471,5143,2940,12025,0,6,10,997,1000,-183,-421,986,1000,-175,-418
22-Jun-17,36,32408,32255,33411,33257,29377,1463,5143,2570,12025,0,6,9,997,1000,-86,-411,986,1000,-83,-406
22-Jun-17,37,32279,32231,33134,33084,29309,1425,5143,2290,12025,0,6,8,997,1000,-33,-316,986,1000,-29,-313
22-Jun-17,38,32238,32174,32995,32930,29314,1386,5143,1900,12025,0,6,8,997,999,17,-251,986,1000,19,-246
22-Jun-17,39,31929,31813,32537,32420,29097,1338,5143,1390,12025,0,6,8,997,1000,92,-102,986,1000,98,-98
22-Jun-17,40,31767,31632,32273,32139,28971,1290,5143,1040,12025,0,6,8,997,1000,153,20,986,1000,152,23
22-Jun-17,41,31392,31254,31898,31762,28637,1243,5143,642,12025,0,6,8,997,1000,84,3,986,1000,76,3
22-Jun-17,42,30980,30848,31511,31380,28266,1195,5143,332,12025,0,6,7,997,1000,-25,66,986,1000,-23,73
22-Jun-17,43,30662,30518,31168,31026,28040,1163,5143,92,12025,0,6,8,997,999,76,126,986,1000,79,127
22-Jun-17,44,30302,30116,30809,30623,27776,1130,5143,5,12025,0,7,7,997,1000,93,227,985,1000,92,228
22-Jun-17,45,29670,29452,30177,29959,27179,1160,5143,0,12025,0,7,8,209,999,75,152,169,1000,70,145
22-Jun-17,46,28095,27895,28608,28406,25761,1190,5143,0,12025,0,13,12,150,999,9,64,174,1000,14,63
22-Jun-17,47,26132,25978,26650,26497,24073,1264,5143,0,12025,0,18,19,796,818,164,137,791,813,170,143
22-Jun-17,48,24397,24235,24912,24756,22528,1337,5143,0,12025,0,15,44,799,806,246,287,791,807,245,292
23-Jun-17,1,22963,22811,23963,23833,21262,1395,5143,0,12025,0,500,677,800,806,245,416,791,807,244,416
23-Jun-17,2,21952,21849,22996,22939,20399,1453,5143,0,12025,0,544,1020,800,805,245,432,791,807,244,429
23-Jun-17,3,21284,21174,22804,22719,19835,1499,5143,0,12025,0,1020,1588,800,806,246,432,787,807,245,429
23-Jun-17,4,20883,20768,22540,22417,19546,1545,5143,0,12025,0,1157,1689,800,805,247,432,791,807,246,429
23-Jun-17,5,20398,20242,22051,22136,19140,1584,5143,0,12025,0,1153,1702,800,805,247,432,791,807,246,429
23-Jun-17,6,19907,19705,21807,21685,18678,1623,5143,0,12025,0,1400,1945,800,805,247,432,791,807,246,429
23-Jun-17,7,19598,19426,21649,21540,18406,1680,5143,0,12025,0,1551,2105,799,805,247,432,791,807,246,429
23-Jun-17,8,19450,19281,21689,21632,18283,1736,5143,0,12025,0,1739,2285,800,805,247,432,791,807,246,429
23-Jun-17,9,19150,18980,21384,21316,18083,1790,5143,0,12025,0,1734,2279,752,805,247,432,743,807,246,429
23-Jun-17,10,18631,18468,20894,20776,17615,1844,5143,0,12025,0,1763,2302,759,805,247,432,743,807,246,429
23-Jun-17,11,18889,18792,21072,20992,17847,1918,5143,7,12025,0,1683,2226,359,805,247,432,346,807,247,429
23-Jun-17,12,19680,19592,21548,21396,18588,1992,5143,82,12025,0,1368,1891,334,803,248,432,345,799,247,429
23-Jun-17,13,21922,21897,23206,23111,20647,2049,5143,248,12025,0,784,1177,798,393,247,432,791,380,246,429
23-Jun-17,14,23845,23979,24467,24490,22414,2105,5143,535,12025,0,122,636,793,375,245,432,790,382,244,429
23-Jun-17,15,26531,26656,27037,27162,24852,2173,5143,866,12025,0,6,307,995,852,233,405,986,867,232,398
23-Jun-17,16,28229,28257,28735,28763,26382,2240,5143,1280,12025,0,6,81,996,878,245,267,986,881,245,257
23-Jun-17,17,29364,29321,29871,29827,27400,2279,5143,1700,12025,0,7,6,996,997,208,115,986,1000,203,108
