SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
27-Jan-19,23,31153,A,29186,31765,29798,28769,3326,5918,2740,13052,0,12,12,1997,1002,37,504,1970,1002,35,500
27-Jan-19,24,31630,A,29665,32245,30271,29173,3382,5918,2850,13052,0,15,6,1997,1001,15,504,1970,1001,16,500
27-Jan-19,25,32220,A,30244,32828,30851,29697,3418,5918,2630,13052,0,8,7,1997,1000,25,504,1970,1001,27,500
27-Jan-19,26,32612,A,30583,33225,31195,29983,3454,5918,2490,13052,0,13,12,1997,1001,18,504,1970,1001,20,500
27-Jan-19,27,32949,A,30947,33555,31555,30355,3438,5918,2240,13052,0,6,8,1997,1001,50,504,1970,1001,52,500
27-Jan-19,28,32940,A,30988,33546,31596,30397,3422,5918,2100,13052,0,6,9,1997,1000,42,436,1970,1001,42,427
27-Jan-19,29,33298,A,31319,33993,31927,30784,3336,5918,1790,13052,0,15,9,1997,1000,-80,284,1970,1001,-84,277
27-Jan-19,30,33701,A,31635,34483,32244,31147,3250,5918,1350,13052,0,14,9,1997,1000,-168,188,1970,1001,-172,186
27-Jan-19,31,34372,A,32363,35284,32977,31766,3256,5918,910,13052,0,13,14,1997,1000,-299,49,1970,1001,-299,47
27-Jan-19,32,35379,A,33444,36248,34058,32730,3262,5918,475,13052,0,11,8,1997,999,-258,0,1970,1001,-257,0
27-Jan-19,33,36556,A,34551,37540,35163,33728,3208,5918,140,13052,0,12,6,1997,1000,-372,0,1970,1001,-374,0
27-Jan-19,34,38680,A,36745,39766,37359,35526,3154,5918,5,13052,0,20,12,1997,1000,-398,-68,1970,1001,-398,-74
27-Jan-19,35,40504,A,38471,41802,39084,37016,3082,5918,0,13052,0,23,11,1997,1055,-455,-220,1970,1059,-453,-224
27-Jan-19,36,40711,A,38714,42150,39324,37156,3009,5918,0,13052,0,13,4,1997,1059,-455,-371,1970,1060,-453,-374
27-Jan-19,37,40137,A,38196,41717,38811,36584,2927,5918,0,13052,0,16,14,1997,1058,-455,-509,1970,1059,-453,-508
27-Jan-19,38,39163,A,37230,40775,37844,35581,2845,5918,0,13052,0,21,18,1997,1059,-455,-536,1970,1060,-453,-530
27-Jan-19,39,38489,A,36600,40090,37211,34966,2748,5918,0,13052,0,11,9,1997,1058,-455,-535,1970,1059,-453,-530
27-Jan-19,40,37441,A,35542,39046,36162,33943,2650,5918,0,13052,0,14,20,1996,1058,-455,-536,1970,1060,-453,-530
27-Jan-19,41,36522,A,34694,38129,35313,33030,2562,5918,0,13052,0,17,12,1997,1058,-455,-535,1970,1060,-453,-530
27-Jan-19,42,35169,A,33395,36775,34012,31834,2473,5918,0,13052,0,15,13,1997,1058,-455,-536,1970,1059,-453,-530
27-Jan-19,43,33863,A,32085,35468,32697,30592,2454,5918,0,13052,0,14,10,1997,1003,-455,-536,1970,1001,-453,-530
27-Jan-19,44,32142,A,30358,33747,30972,29055,2435,5918,0,13052,0,14,12,1997,1000,-455,-536,1970,1001,-453,-530
27-Jan-19,45,30492,A,28705,32095,29313,27435,2401,5918,0,13052,0,13,7,1996,1000,-455,-535,1970,1001,-453,-530
27-Jan-19,46,28904,A,27031,30516,27650,25887,2367,5918,0,13052,0,21,19,1997,1000,-455,-536,1970,1000,-453,-530
27-Jan-19,47,27078,A,25332,28898,26167,24229,2280,5918,0,13052,0,229,233,1723,860,-455,-536,1689,857,-453,-530
27-Jan-19,48,26016,A,24308,28264,25624,23269,2193,5918,0,13052,0,704,716,1697,854,-455,-489,1675,855,-453,-479
28-Jan-19,1,25982,A,24253,28233,25700,23334,2173,5918,0,13052,0,852,847,1697,855,-455,-344,1672,857,-453,-335
28-Jan-19,2,26450,A,24736,27962,25610,23874,2152,5918,0,13052,0,271,237,1697,855,-399,-242,1675,857,-394,-232
28-Jan-19,3,26261,A,24570,27694,25562,23864,2123,5918,0,13052,0,361,372,1698,855,-383,-89,1675,857,-382,-82
28-Jan-19,4,25907,A,24276,27443,25464,23547,2093,5918,0,13052,0,595,602,1698,855,-340,-1,1675,857,-331,0
28-Jan-19,5,25509,A,23839,27286,25406,23157,2066,5918,0,13052,0,975,972,1697,856,-202,0,1675,857,-197,0
28-Jan-19,6,25490,A,23734,27284,25384,23134,2039,5918,0,13052,0,991,995,1697,856,-203,0,1675,857,-198,0
28-Jan-19,7,25307,A,23688,27363,25758,22951,1968,5918,0,13052,0,1386,1388,1698,854,-70,0,1675,855,-62,0
28-Jan-19,8,25049,A,23439,27216,25543,22661,1897,5918,0,13052,0,1516,1504,1697,854,-51,0,1675,856,-50,0
28-Jan-19,9,25061,A,23460,27176,25565,22709,1844,5918,0,13052,0,1515,1505,1698,853,27,0,1675,855,33,0
28-Jan-19,10,25179,A,23653,27299,25813,22819,1791,5918,0,13052,0,1520,1501,1698,854,110,0,1675,855,112,0
28-Jan-19,11,26178,A,24802,27670,26334,23702,1738,5918,0,13052,0,892,872,1698,947,125,50,1675,951,125,56
28-Jan-19,12,27700,A,26374,29096,27759,25055,1684,5918,0,13052,0,796,783,1704,950,126,103,1689,952,125,109
28-Jan-19,13,31351,A,30144,32090,30862,28425,1632,5918,0,13052,92,139,118,1995,998,126,249,1970,1000,125,254
28-Jan-19,14,34766,A,33672,35390,34295,31547,1579,5918,0,13052,153,24,22,1997,999,90,226,1970,996,86,219
28-Jan-19,15,38745,A,37745,39438,38369,35123,1550,5918,0,13052,250,24,14,1946,670,-69,73,1918,658,-71,70
28-Jan-19,16,40248,A,39129,40983,39755,36372,1521,5918,4,13052,526,25,17,1943,653,-110,0,1918,658,-114,0
28-Jan-19,17,41268,A,40144,42141,40766,37295,1505,5918,189,13052,585,16,19,1969,1038,-257,0,1943,1052,-263,0
28-Jan-19,18,41476,A,40372,42424,40998,37506,1488,5918,947,13052,327,19,25,1969,1057,-329,0,1943,1060,-328,0
28-Jan-19,19,42057,A,40933,43043,41556,38091,1481,5918,1920,13052,182,18,22,1997,1058,-368,0,1970,1059,-369,0
28-Jan-19,20,41752,A,40486,42794,41105,37804,1474,5918,2830,13052,0,18,20,1996,1059,-424,0,1963,1060,-421,0
28-Jan-19,21,40727,A,39418,41679,40035,36803,1475,5918,3530,13052,0,12,16,1060,1058,-340,0,1008,1059,-338,0
28-Jan-19,22,39835,A,38514,40878,39128,35924,1476,5918,4110,13052,0,12,14,982,1057,-431,0,987,1059,-433,0
28-Jan-19,23,39319,A,38113,40452,38725,35373,1442,5918,4540,13052,0,12,13,1491,1058,-455,-66,1475,1060,-453,-74
28-Jan-19,24,39023,A,37947,40305,38559,35014,1407,5918,4760,13052,0,8,12,1494,1058,-455,-219,1475,1059,-453,-224
28-Jan-19,25,39033,A,37987,40466,38594,35016,1395,5918,4740,13052,0,8,7,1494,1003,-455,-370,1475,1001,-453,-374
28-Jan-19,26,38975,A,37921,40483,38534,34972,1383,5918,4540,13052,0,8,13,1494,1000,-455,-445,1475,1001,-453,-441
28-Jan-19,27,39005,A,37941,40424,38552,35047,1363,5918,4280,13052,0,10,10,1494,1000,-455,-354,1475,1001,-453,-349
28-Jan-19,28,39204,A,38069,40644,38683,35274,1343,5918,3980,13052,0,9,14,1494,1000,-455,-376,1475,1001,-453,-371
28-Jan-19,29,39428,A,38346,40738,38971,35579,1316,5918,3520,13052,0,25,24,1028,1000,-438,-247,990,1001,-436,-240
28-Jan-19,30,39794,A,38855,41153,39469,35986,1289,5918,2930,13052,0,11,12,989,1000,-448,-300,994,1001,-447,-304
28-Jan-19,31,40453,A,39540,41974,40157,36634,1270,5918,2150,13052,0,16,15,1494,1000,-454,-451,1475,1000,-453,-454
28-Jan-19,32,41549,A,40662,43153,41279,37718,1250,5918,1210,13052,0,15,17,1494,1000,-454,-535,1475,1001,-453,-530
28-Jan-19,33,42841,A,41785,44375,42400,38905,1256,5918,386,13052,0,13,15,1494,1000,-454,-467,1475,1001,-453,-457
28-Jan-19,34,44325,A,43239,45761,43851,40207,1262,5918,19,13052,0,8,8,1494,1000,-454,-374,1475,1001,-453,-372
28-Jan-19,35,45912,A,44825,47473,45435,41665,1281,5918,0,13052,113,11,6,1494,1055,-454,-496,1475,1059,-453,-496
28-Jan-19,36,46194,A,44990,47797,45604,41916,1300,5918,0,13052,152,13,12,1494,1058,-454,-536,1475,1059,-453,-530
28-Jan-19,37,46145,A,45161,47742,45772,41932,1323,5918,0,13052,152,8,8,1494,1058,-454,-535,1475,1060,-453,-530
28-Jan-19,38,45791,A,44830,47393,45446,41598,1346,5918,0,13052,152,13,14,1494,1058,-454,-535,1475,1059,-453,-530
28-Jan-19,39,44919,A,43852,46525,44477,40832,1348,5918,0,13052,24,16,23,1494,1058,-454,-536,1475,1060,-453,-530
28-Jan-19,40,43997,A,42830,45603,43447,40043,1349,5918,0,13052,0,17,20,1493,1058,-454,-535,1475,1059,-453,-530
28-Jan-19,41,43535,A,42327,45142,42939,39701,1347,5918,0,13052,0,17,10,1494,1058,-454,-536,1475,1059,-453,-530
28-Jan-19,42,41955,A,40789,43570,41405,38314,1345,5918,0,13052,0,24,14,1494,1057,-455,-536,1475,1059,-453,-530
28-Jan-19,43,39760,A,38507,41350,39118,36337,1340,5918,0,13052,0,20,9,1494,1003,-455,-515,1475,1001,-453,-508
28-Jan-19,44,37319,A,36213,38865,36826,34112,1334,5918,0,13052,0,17,9,1494,1001,-455,-474,1475,1001,-453,-471
28-Jan-19,45,34959,A,34010,36557,34622,31927,1330,5918,0,13052,0,8,6,1494,1000,-455,-535,1475,1001,-453,-530
28-Jan-19,46,32742,A,31760,34352,32376,29795,1325,5918,0,13052,0,20,12,1494,999,-455,-535,1475,1001,-453,-530
28-Jan-19,47,30523,A,29605,32277,30379,27760,1305,5918,0,13052,0,163,172,1494,1000,-455,-536,1475,1001,-453,-530
28-Jan-19,48,29402,A,28477,31672,29784,26748,1284,5918,0,13052,0,688,707,1494,999,-446,-536,1475,1001,-444,-530
29-Jan-19,1,29041,A,28151,31497,29609,26475,1306,5918,0,13052,0,865,857,1494,1055,-455,-536,1475,1059,-453,-530
29-Jan-19,2,29560,A,28712,31736,29893,27016,1328,5918,0,13052,0,616,600,1495,1059,-455,-505,1475,1060,-453,-496
29-Jan-19,3,29424,A,28451,31554,29762,26846,1322,5918,0,13052,0,702,711,1494,1058,-455,-373,1475,1059,-453,-365
29-Jan-19,4,28844,A,27953,31235,29521,26281,1316,5918,0,13052,0,979,982,1494,1058,-447,-365,1475,1060,-444,-359
29-Jan-19,5,28528,A,27590,31345,29857,25973,1305,5918,0,13052,0,1534,1672,1495,1057,-436,-247,1475,1059,-434,-241
29-Jan-19,6,28585,A,27642,31454,30102,25977,1293,5918,0,13052,0,1600,1823,1495,1058,-424,-245,1475,1059,-422,-240
29-Jan-19,7,28152,A,27171,31195,30007,25475,1239,5918,0,13052,0,1840,2218,1494,1059,-414,-189,1475,1060,-412,-184
29-Jan-19,8,27775,A,26928,30863,29783,25091,1184,5918,0,13052,0,1879,2255,1494,1057,-422,-187,1475,1059,-420,-184
29-Jan-19,9,27612,A,26752,30637,29588,24944,1166,5918,0,13052,0,1860,2236,1494,1003,-426,-139,1475,1001,-424,-136
29-Jan-19,10,27841,A,27060,30801,29852,25152,1147,5918,0,13052,0,1824,2193,1494,1000,-400,-136,1475,1001,-392,-136
29-Jan-19,11,28615,A,27879,30439,29470,25865,1129,5918,0,13052,0,816,965,700,1000,-251,-157,650,1001,-242,-159
29-Jan-19,12,29994,A,29373,31245,30552,27124,1111,5918,0,13052,0,384,522,656,983,-100,-167,652,968,-92,-160
29-Jan-19,13,33374,A,32899,34020,33672,30249,1084,5918,0,13052,0,18,163,514,165,67,-28,496,139,71,-24
29-Jan-19,14,36787,A,36410,37468,37177,33372,1057,5918,0,13052,0,16,156,471,102,24,-65,498,101,23,-71
29-Jan-19,15,40820,A,40327,41742,40941,37006,1049,5918,0,13052,0,21,9,1479,142,-83,-218,1469,143,-89,-221
29-Jan-19,16,42722,A,42111,43709,42730,38642,1041,5918,0,13052,0,19,18,1494,162,-134,-234,1475,177,-133,-225
29-Jan-19,17,43610,A,43017,44554,43637,39405,1044,5918,55,13052,0,17,18,1269,990,-245,-82,1243,1018,-247,-75
29-Jan-19,18,43678,A,43058,44534,43673,39456,1047,5918,283,13052,0,13,13,1253,1054,-243,0,1244,1053,-242,0
29-Jan-19,19,44074,A,43492,44938,44101,39783,1048,5918,456,13052,0,15,7,1492,812,-249,0,1475,791,-248,0
29-Jan-19,20,44076,A,43465,44972,44076,39753,1048,5918,827,13052,0,13,9,1494,789,-283,0,1475,786,-282,0
29-Jan-19,21,43521,A,42860,44391,43475,39177,1066,5918,1060,13052,0,15,9,1144,602,-255,0,1108,593,-254,0
29-Jan-19,22,43636,A,42904,44542,43513,39313,1083,5918,1310,13052,0,15,9,1135,592,-291,0,1152,591,-289,0
29-Jan-19,23,44027,A,43198,44821,43812,39750,1123,5918,1480,13052,0,11,12,1707,635,-183,21,1673,635,-174,24
29-Jan-19,24,44148,A,43330,44859,43944,39825,1163,5918,1420,13052,0,11,14,1697,637,-100,0,1673,635,-97,0
29-Jan-19,25,44549,A,43716,45203,44333,40258,1226,5918,1260,13052,0,13,16,1962,599,-41,0,1946,597,-38,0
29-Jan-19,26,44460,A,43414,45151,44025,40176,1288,5918,1130,13052,0,14,11,1993,597,-77,0,1961,598,-73,0
29-Jan-19,27,44247,A,43278,44860,43894,39995,1324,5918,1060,13052,0,13,16,1869,755,50,0,1842,761,53,0
29-Jan-19,28,43819,A,42949,44431,43561,39699,1360,5918,853,13052,0,12,12,1868,769,14,0,1842,767,16,0
29-Jan-19,29,43901,A,43062,44532,43673,39834,1370,5918,638,13052,0,14,9,1839,608,-17,0,1813,600,-16,0
29-Jan-19,30,43866,A,43026,44501,43640,39820,1380,5918,481,13052,0,16,14,1837,599,-19,0,1813,593,-16,0
29-Jan-19,31,44156,A,43373,44844,43989,40135,1374,5918,329,13052,0,17,16,1946,234,-71,1,1921,222,-71,2
29-Jan-19,32,44884,A,43989,45577,44608,40894,1368,5918,162,13052,0,17,18,1947,230,-76,63,1921,243,-78,66
29-Jan-19,33,45578,A,44599,46409,45216,41418,1355,5918,44,13052,0,17,14,1998,949,-214,4,1970,973,-217,4
29-Jan-19,34,46334,A,45258,47216,45876,41977,1341,5918,5,13052,0,17,18,1998,999,-265,0,1970,998,-268,0
29-Jan-19,35,46261,A,45114,47351,45730,41733,1334,5918,1,13052,0,19,14,1998,776,-405,-66,1970,767,-409,-74
29-Jan-19,36,46420,A,45369,47693,45980,41817,1326,5918,0,13052,0,7,9,1998,765,-454,-212,1970,763,-453,-212
29-Jan-19,37,46330,A,45192,47560,45808,41787,1320,5918,0,13052,0,9,16,1998,765,-454,-167,1970,764,-453,-163
29-Jan-19,38,46075,A,44925,47289,45541,41574,1314,5918,0,13052,0,9,16,1998,765,-424,-181,1970,767,-418,-176
29-Jan-19,39,46209,A,45136,47153,45747,41870,1286,5918,0,13052,0,10,6,1998,1043,-288,-46,1970,1055,-281,-41
29-Jan-19,40,45701,A,44599,46574,45219,41465,1257,5918,0,13052,0,14,16,1997,1058,-235,-24,1970,1059,-229,-23
29-Jan-19,41,44440,A,43078,45146,43694,40285,1223,5918,0,13052,0,14,15,1998,1058,-92,53,1970,1060,-83,58
29-Jan-19,42,42516,A,41016,43135,41631,38534,1188,5918,0,13052,0,19,15,1997,1059,37,10,1970,1059,44,9
29-Jan-19,43,40670,A,39195,41287,39803,36887,1165,5918,0,13052,0,17,5,1997,1002,163,0,1970,1001,165,0
29-Jan-19,44,38442,A,37034,39053,37648,34880,1142,5918,0,13052,0,11,14,1997,1000,98,0,1970,1001,92,0
29-Jan-19,45,35906,A,34522,36538,35130,32555,1115,5918,0,13052,0,15,5,1997,1000,-17,0,1970,1001,-17,0
29-Jan-19,46,33612,A,32338,34292,32948,30357,1087,5918,0,13052,0,19,6,1998,1000,-61,0,1970,1001,-62,0
29-Jan-19,47,31495,A,30296,32337,30912,28455,1048,5918,0,13052,0,21,14,1997,1001,-155,-66,1970,1001,-160,-71
29-Jan-19,48,30113,A,29099,31187,29852,27242,1008,6135,0,13052,0,126,134,1997,1000,-302,-46,1970,1001,-305,-42
30-Jan-19,1,29875,A,28904,31499,30242,27058,1024,6135,0,13052,0,752,771,1997,1055,-272,0,1964,1059,-263,0
30-Jan-19,2,30222,A,29161,32228,31057,27399,1039,6135,0,13052,0,1179,1294,1998,1057,-227,0,1970,1060,-226,0
30-Jan-19,3,30085,A,28924,32307,31121,27230,1053,6135,0,13052,0,1446,1597,1998,1058,-176,0,1970,1059,-173,0
30-Jan-19,4,29558,A,28471,32023,30907,26753,1066,6135,0,13052,0,1688,1836,1998,1058,-177,0,1970,1059,-173,0
30-Jan-19,5,29116,A,28099,31461,30705,26361,1070,6135,0,13052,0,1678,2006,1997,1058,-67,0,1970,1060,-62,0
30-Jan-19,6,29084,A,28039,31420,30708,26339,1074,6135,0,13052,0,1674,2069,1998,1055,-62,0,1970,1059,-62,0
30-Jan-19,7,28734,A,27662,31311,30517,25976,1065,6135,0,13052,0,1859,2255,1998,1057,-118,0,1970,1060,-116,0
30-Jan-19,8,28415,A,27252,30978,30086,25611,1055,6135,0,13052,0,1846,2234,1998,1058,-117,0,1970,1059,-116,0
30-Jan-19,9,28288,A,27237,30842,30050,25512,1039,6135,0,13052,0,1826,2213,1998,1002,-128,0,1970,1001,-124,0
30-Jan-19,10,28462,A,27463,30962,30247,25669,1022,6135,0,13052,0,1779,2155,1998,1000,-121,0,1970,1001,-124,0
30-Jan-19,11,29361,A,28599,31626,30982,26516,997,6135,0,13052,0,1397,1781,1998,971,-268,0,1970,971,-271,0
30-Jan-19,12,30859,A,30109,32710,32061,27908,971,6135,0,13052,0,1000,1302,1998,857,-251,0,1970,817,-242,0
30-Jan-19,13,34300,A,33663,35037,34301,31031,924,6135,0,13052,0,36,11,1603,5,-101,39,1565,-1,-92,42
30-Jan-19,14,37894,A,37238,38504,37848,34301,877,6135,0,13052,0,10,4,1588,0,48,1,1565,-1,52,0
30-Jan-19,15,41981,A,41282,42861,42039,38028,847,6135,0,13052,59,10,9,1482,-130,-73,-67,1458,-139,-79,-74
30-Jan-19,16,43563,A,42757,44761,43520,39384,817,6135,1,13052,165,14,17,1472,-142,-231,-211,1459,-138,-237,-213
30-Jan-19,17,44341,A,43630,45496,44241,40105,785,6135,119,13052,165,11,10,1937,282,-382,-162,1921,299,-387,-155
30-Jan-19,18,44566,A,43909,45783,44536,40354,753,6135,608,13052,165,15,21,1948,311,-453,-149,1921,299,-452,-152
30-Jan-19,19,44821,A,44127,46202,44818,40541,728,6135,619,13052,165,12,19,1996,-95,-417,-257,1970,-103,-414,-256
30-Jan-19,20,44592,A,43817,46037,44511,40297,703,6135,2020,13052,89,17,21,1998,-103,-453,-272,1970,-104,-452,-274
30-Jan-19,21,44147,A,43274,45936,44219,39830,687,6135,2720,13052,0,14,16,1998,-303,-454,-418,1970,-312,-452,-421
30-Jan-19,22,43342,A,42598,45188,43546,39035,671,6135,3420,13052,0,15,20,1998,-321,-454,-456,1970,-326,-453,-447
30-Jan-19,23,42618,A,41898,44798,43213,38348,663,6135,4050,13052,0,12,13,1998,-667,-455,-446,1970,-678,-453,-448
30-Jan-19,24,41979,A,41157,44262,42471,37710,654,6135,4550,13052,0,10,16,1998,-684,-454,-535,1970,-683,-453,-530
30-Jan-19,25,41631,A,40806,43747,41962,37383,654,6135,4590,13052,0,10,16,1998,-515,-455,-536,1970,-509,-453,-530
30-Jan-19,26,41401,A,40564,43485,41720,37194,653,6135,4340,13052,0,11,17,1998,-484,-454,-535,1970,-467,-453,-530
30-Jan-19,27,41414,A,40600,43085,41285,37246,646,6135,4170,13052,0,80,83,1998,94,-455,-536,1970,100,-453,-530
30-Jan-19,28,41365,A,40677,43035,41361,37233,638,6135,3720,13052,0,81,83,1997,102,-454,-535,1970,99,-453,-530
30-Jan-19,29,41592,A,40920,43292,41627,37496,623,6135,3270,13052,0,15,19,1998,-96,-454,-535,1970,-103,-453,-530
30-Jan-19,30,41997,A,41272,43698,41972,37918,608,6135,2670,13052,0,9,11,1998,-103,-454,-535,1970,-101,-453,-530
30-Jan-19,31,42883,A,42170,44484,42786,38761,584,6135,1990,13052,0,10,16,1998,545,-455,-536,1970,571,-453,-530
30-Jan-19,32,44046,A,43319,45644,43934,39909,559,6135,1160,13052,0,9,14,1998,646,-454,-535,1970,645,-453,-530
30-Jan-19,33,45057,A,44265,46658,44900,40854,559,6135,444,13052,0,10,13,1998,708,-455,-536,1970,709,-453,-530
30-Jan-19,34,45728,A,44893,47337,45516,41387,559,6135,51,13052,0,18,18,1998,711,-455,-536,1970,713,-453,-530
30-Jan-19,35,46417,A,45604,48020,46226,41862,555,6135,0,13052,0,14,17,1998,963,-454,-535,1970,972,-453,-530
30-Jan-19,36,46825,A,45986,48431,46605,42242,550,6135,0,13052,0,15,17,1998,974,-455,-536,1970,976,-453,-530
30-Jan-19,37,46951,A,46227,48552,46843,42461,534,6135,0,13052,0,12,14,1998,1021,-454,-535,1970,1024,-453,-530
30-Jan-19,38,46986,A,46268,48583,46872,42512,517,6135,1,13052,0,8,4,1997,1023,-454,-535,1969,1025,-453,-530
30-Jan-19,39,46548,A,45919,48147,46533,42177,507,6135,1,13052,0,10,8,1998,1057,-454,-535,1970,1059,-452,-530
30-Jan-19,40,45783,A,45182,47387,45798,41484,496,6135,1,13052,0,13,15,1998,1059,-455,-536,1970,1060,-453,-530
30-Jan-19,41,45144,A,44475,46745,45091,40915,481,6135,0,13052,0,12,16,1998,1059,-454,-535,1970,1060,-453,-530
30-Jan-19,42,43705,A,43023,45309,43638,39622,466,6135,0,13052,0,13,12,1998,1057,-455,-536,1970,1059,-453,-530
30-Jan-19,43,42130,A,41519,43680,42131,38257,456,6135,0,13052,0,7,9,1998,1003,-407,-536,1970,1001,-403,-530
30-Jan-19,44,39895,A,39369,41489,39978,36210,446,6135,0,13052,0,8,5,1998,1000,-451,-535,1970,1001,-450,-530
30-Jan-19,45,37591,A,36979,39190,37591,33953,437,6135,0,13052,0,10,10,1779,1000,-454,-535,1746,1001,-452,-530
30-Jan-19,46,35555,A,34919,37155,35532,32026,428,6135,0,13052,0,9,5,1764,1000,-455,-536,1746,1001,-453,-530
30-Jan-19,47,33399,A,32155,35000,32763,30021,435,6135,0,13052,0,10,6,1993,1000,-455,-536,1970,1001,-453,-530
30-Jan-19,48,32056,A,30847,33653,31463,28819,442,6192,0,13052,0,20,13,1996,1000,-455,-522,1970,1001,-452,-515
31-Jan-19,1,31710,A,30237,33183,30863,28575,438,6192,0,13052,0,21,24,1996,1056,-455,-397,1970,1059,-453,-387
31-Jan-19,2,31939,A,30542,33270,31182,28860,433,6192,0,13052,0,30,38,1996,1057,-455,-246,1970,1060,-453,-236
31-Jan-19,3,31509,A,30144,33687,31787,28478,442,6192,0,13052,0,1061,1090,1996,1058,-423,-94,1970,1059,-418,-86
31-Jan-19,4,31151,A,29806,33276,31598,28175,450,6192,0,13052,0,1205,1193,1996,1059,-319,-1,1970,1060,-311,-2
31-Jan-19,5,30776,A,29447,33093,31603,27856,447,6192,0,13052,0,1549,1557,1996,1057,-168,0,1970,1059,-160,0
31-Jan-19,6,30687,A,29403,32961,31612,27746,443,6192,0,13052,0,1612,1609,1996,1058,-62,0,1970,1060,-57,0
31-Jan-19,7,30459,A,29167,32686,31758,27485,483,6192,0,13052,0,1627,1991,1996,1058,82,0,1970,1059,90,9
31-Jan-19,8,30009,A,28726,32462,31692,27035,522,6192,0,13052,0,1853,2366,1996,1057,167,41,1970,1059,166,49
31-Jan-19,9,29866,A,28604,32323,31565,26935,536,6192,0,13052,0,1857,2361,1996,1002,167,188,1970,1001,166,194
31-Jan-19,10,29996,A,28823,32436,31783,27044,550,6192,0,13052,0,1840,2338,1802,1000,167,283,1736,1001,166,287
31-Jan-19,11,30724,A,30488,32366,32744,27703,577,6192,0,13052,0,937,1368,-105,986,167,432,-151,988,166,435
31-Jan-19,12,32061,A,31877,33459,33271,28906,603,6192,0,13052,0,543,557,-255,966,167,504,-235,953,166,500
31-Jan-19,13,35435,A,35360,36123,36051,32008,597,6192,0,13052,0,88,73,315,155,167,504,322,134,166,500
31-Jan-19,14,38969,A,38834,39578,39448,35265,591,6192,0,13052,0,9,3,306,102,167,504,322,101,166,500
31-Jan-19,15,43115,A,42491,43732,43105,39007,614,6192,0,13052,9,17,7,1522,145,167,504,1528,147,166,500
31-Jan-19,16,44253,A,43502,44863,44110,39971,637,6192,6,13052,105,10,3,1542,151,167,504,1527,156,166,500
31-Jan-19,17,45188,A,43960,45800,44565,40833,664,6192,203,13052,105,12,3,1937,581,167,497,1921,592,166,492
31-Jan-19,18,45486,A,44246,46096,44853,41159,691,6192,718,13052,105,10,5,1946,603,167,461,1921,604,166,454
31-Jan-19,19,45974,A,44527,46586,45139,41625,722,6192,1370,13052,105,12,11,1946,846,167,373,1921,855,166,368
31-Jan-19,20,45615,A,44126,46231,44744,41270,752,6192,1890,13052,101,16,18,1948,856,167,237,1921,852,166,232
31-Jan-19,21,44989,A,43471,45604,44084,40638,802,6192,2240,13052,53,15,13,1760,468,167,85,1734,456,166,82
31-Jan-19,22,44804,A,43234,45419,43847,40487,851,6192,2410,13052,0,15,12,1757,448,97,0,1734,445,92,9
31-Jan-19,23,44408,A,42789,45017,43401,40097,900,6192,2630,13052,0,9,9,1558,219,85,0,1534,211,91,0
31-Jan-19,24,44470,A,42771,45086,43385,40168,948,6192,2630,13052,0,16,14,1553,209,121,0,1534,206,120,0
31-Jan-19,25,44800,A,43055,45413,43668,40509,1011,6192,2480,13052,0,13,12,1553,105,127,0,1534,101,124,0
31-Jan-19,26,44610,A,42785,45222,43400,40355,1073,6192,2170,13052,0,12,8,1552,102,57,0,1534,99,60,0
31-Jan-19,27,44520,A,43367,45134,43980,40315,1109,6192,1910,13052,0,14,12,1664,2,158,0,1645,-1,160,0
31-Jan-19,28,44499,A,43335,45115,43950,40352,1145,6192,1620,13052,0,16,13,1668,0,150,0,1645,-1,149,0
31-Jan-19,29,44661,A,43775,45282,44441,40565,1170,6192,1300,13052,0,21,13,1633,0,166,0,1611,-1,166,0
31-Jan-19,30,44778,A,43861,45398,44533,40710,1195,6192,989,13052,0,20,20,1630,0,147,0,1611,-1,145,0
31-Jan-19,31,44971,A,44160,45592,44780,40884,1242,6192,639,13052,0,21,20,1870,744,145,0,1851,782,145,0
31-Jan-19,32,45608,A,44718,46226,45335,41515,1289,6192,291,13052,0,18,15,1874,929,97,35,1851,923,91,38
31-Jan-19,33,46440,A,44558,47159,45173,42267,1318,6192,66,13052,0,16,11,1992,392,-82,-21,1970,377,-87,-22
31-Jan-19,34,46860,A,44883,47665,45503,42555,1347,6192,4,13052,0,20,20,1994,362,-185,0,1970,365,-188,0
31-Jan-19,35,46996,A,44903,47947,45524,42493,1370,6192,0,13052,0,18,21,1994,655,-333,0,1970,663,-337,-5
31-Jan-19,36,46732,A,44607,47798,45227,42199,1392,6192,0,13052,0,20,20,1994,669,-444,-2,1970,667,-442,-4
31-Jan-19,37,46632,A,44553,47711,45173,42152,1389,6192,0,13052,0,21,21,1994,518,-364,-94,1970,512,-360,-98
