SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,I014_ND,TSD,I014_TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,I014_PUMP_STORAGE_PUMPING,FRENCH_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,I014_FRENCH_FLOW,I014_BRITNED_FLOW,I014_MOYLE_FLOW,I014_EAST_WEST_FLOW
12-Jan-19,16,27813,A,26160,28423,26769,26156,2426,5918,0,13052,0,10,10,7,336,106,361,9,323,105,362
12-Jan-19,17,29683,A,27783,30293,28397,27834,2428,5918,9,13052,0,10,13,202,3,106,346,199,-1,105,346
12-Jan-19,18,31404,A,29503,32017,30118,29399,2430,5918,79,13052,0,13,15,179,0,106,424,208,-1,105,420
12-Jan-19,19,33061,A,31171,33685,31779,30897,2442,5918,116,13052,0,24,9,1801,238,106,312,1816,247,105,308
12-Jan-19,20,33920,A,31946,34534,32556,31722,2453,5918,168,13052,0,14,7,1853,261,106,287,1823,266,105,282
12-Jan-19,21,34684,A,31775,35301,32386,32394,2477,5918,257,13052,0,17,9,1929,694,106,140,1908,705,105,135
12-Jan-19,22,34909,A,31815,35521,32430,32621,2501,5918,371,13052,0,12,15,1932,717,106,88,1908,720,105,90
12-Jan-19,23,35110,A,32059,35725,32669,32691,2537,5918,481,13052,0,15,6,1913,1044,106,25,1890,1054,105,25
12-Jan-19,24,35197,A,31957,35809,32570,32708,2572,5918,569,13052,0,12,13,1913,1058,106,8,1889,1059,105,12
12-Jan-19,25,35283,A,32167,35896,32781,32698,2631,5918,636,13052,0,13,14,1945,1003,106,111,1921,1001,105,115
12-Jan-19,26,35061,A,31965,35670,32578,32481,2690,5918,627,13052,0,9,13,1944,1000,106,126,1921,1000,105,128
12-Jan-19,27,34764,A,31702,35374,32315,32250,2711,5918,585,13052,0,10,13,1994,1000,106,149,1970,1001,105,150
12-Jan-19,28,34359,A,31330,34969,31943,31901,2732,5918,512,13052,0,10,13,1996,1001,106,100,1970,1001,105,97
12-Jan-19,29,34091,A,31172,34701,31785,31679,2734,5918,466,13052,0,10,13,1996,1000,106,3,1970,1001,105,2
12-Jan-19,30,33855,A,31043,34465,31656,31481,2735,5918,339,13052,0,10,13,1995,999,106,0,1970,1000,105,0
12-Jan-19,31,34221,A,32002,34836,32610,31790,2706,5918,187,13052,0,15,7,1996,874,106,26,1970,870,105,29
12-Jan-19,32,34719,A,32429,35329,33038,32269,2677,5918,62,13052,0,10,8,1996,868,106,26,1970,870,105,27
12-Jan-19,33,35990,A,33697,36614,34311,33410,2674,5918,3,13052,242,24,14,1996,994,83,0,1970,1000,81,0
12-Jan-19,34,37517,A,35194,38141,35818,34819,2671,5918,0,13052,467,24,24,1996,1000,70,0,1970,1001,68,0
12-Jan-19,35,38413,A,36531,39111,37141,35697,2691,5918,0,13052,482,15,10,1997,1056,-83,0,1970,1059,-89,-4
12-Jan-19,36,38727,A,36755,39483,37365,36041,2710,5918,0,13052,482,9,11,1998,1058,-147,0,1970,1059,-143,0
12-Jan-19,37,38559,A,36658,39281,37273,35811,2743,5918,0,13052,238,12,15,1997,1057,-110,0,1971,1059,-109,0
12-Jan-19,38,37956,A,35997,38702,36607,35278,2776,5918,0,13052,0,29,10,1997,1058,-98,-19,1971,1060,-90,-21
12-Jan-19,39,36672,A,34665,37290,35283,34137,2797,5918,0,13052,0,18,18,1997,1058,72,17,1970,1059,78,19
12-Jan-19,40,35169,A,33140,35785,33758,32788,2817,5918,0,13052,0,16,17,1997,1059,105,50,1970,1060,105,57
12-Jan-19,41,33866,A,32074,34484,32691,31594,2825,5918,0,13052,0,18,18,1997,1058,103,198,1971,1060,102,204
12-Jan-19,42,32475,A,30626,33090,31243,30348,2833,5918,0,13052,0,15,17,1986,1058,36,280,1949,1059,37,283
12-Jan-19,43,31074,A,29200,31686,29811,29030,2840,5918,0,13052,0,12,11,882,1002,100,404,831,1001,101,403
12-Jan-19,44,29716,A,27949,30326,28557,27823,2847,5918,0,13052,0,10,9,850,1001,105,357,832,1000,105,356
12-Jan-19,45,28046,A,26219,28661,26830,26280,2880,5918,0,13052,0,15,11,79,907,105,469,55,904,105,468
12-Jan-19,46,26878,A,25116,27497,25737,25136,2913,5918,0,13052,0,19,20,31,902,105,477,57,901,105,473
12-Jan-19,47,25234,A,23379,25852,24000,23590,2963,5918,0,13052,0,18,21,1367,719,93,500,1381,712,93,497
12-Jan-19,48,24183,A,22388,24930,23078,22697,3012,5918,0,13052,0,147,147,1409,711,93,504,1379,709,93,500
13-Jan-19,1,23745,A,21933,24437,22628,22381,3052,5918,0,13052,0,92,95,938,628,93,504,914,624,93,500
13-Jan-19,2,23941,A,22220,24637,22912,22716,3091,5918,0,13052,0,96,92,928,624,93,504,915,621,93,500
13-Jan-19,3,23399,A,21680,24310,22581,22286,3124,5918,0,13052,0,311,325,951,403,93,504,937,394,93,500
13-Jan-19,4,22423,A,20647,23787,21980,21411,3156,5918,0,13052,0,764,817,947,389,93,504,937,378,93,500
13-Jan-19,5,21708,A,19987,23674,22017,20780,3164,5918,0,13052,0,1366,1613,1334,105,93,504,1326,102,93,500
13-Jan-19,6,21276,A,19614,23376,21833,20353,3172,5918,0,13052,0,1500,1805,1346,102,93,504,1327,99,93,500
13-Jan-19,7,20776,A,19081,23603,22000,19796,3180,5918,0,13052,0,1740,2033,1345,-487,93,504,1326,-511,93,500
13-Jan-19,8,20316,A,18555,23205,21546,19282,3188,5918,0,13052,0,1725,2016,1345,-564,93,504,1326,-564,93,500
13-Jan-19,9,19885,A,18222,22711,21211,18937,3172,5918,0,13052,0,1719,2011,1346,-507,93,504,1327,-506,93,500
13-Jan-19,10,19660,A,17902,22476,20732,18765,3155,5918,0,13052,0,1712,2003,1345,-504,93,504,1327,-505,93,500
13-Jan-19,11,19673,A,17896,22461,20701,18765,3149,5918,0,13052,0,1683,1976,1348,-505,93,504,1330,-505,93,500
13-Jan-19,12,19877,A,18124,22653,20916,18931,3143,5918,0,13052,0,1671,1963,1348,-505,93,504,1330,-504,93,500
13-Jan-19,13,20727,A,18986,23195,21433,19705,3146,5918,0,13052,0,1539,1824,1343,-329,93,504,1325,-323,93,500
13-Jan-19,14,21346,A,19595,23428,21671,20297,3149,5918,0,13052,0,1161,1433,1343,-321,93,504,1325,-320,93,500
13-Jan-19,15,22506,A,20742,23555,21772,21351,3136,5918,0,13052,0,247,533,1390,-202,93,504,1374,-199,93,500
13-Jan-19,16,23356,A,21572,24176,22400,22154,3123,5918,0,13052,0,24,330,1395,-196,93,504,1374,-190,93,500
13-Jan-19,17,24946,A,23161,25561,23778,23635,3089,5918,1,13052,0,15,250,1079,660,93,504,1056,696,93,500
13-Jan-19,18,26669,A,25081,27276,25691,25268,3055,5918,25,13052,0,7,91,1058,804,93,504,1056,807,93,500
13-Jan-19,19,28514,A,26833,29120,27444,26995,3138,5918,147,13052,0,6,9,1782,899,93,504,1776,903,93,500
13-Jan-19,20,29677,A,27864,30284,28476,28024,3220,5918,305,13052,0,7,13,1798,904,93,504,1775,904,93,500
13-Jan-19,21,30849,A,29048,31456,29661,29019,3256,5918,512,13052,0,7,13,1895,903,93,504,1873,903,93,500
13-Jan-19,22,31246,A,29428,31856,30043,29346,3292,5918,817,13052,0,10,16,1897,903,93,504,1873,904,93,500
13-Jan-19,23,31621,A,29838,32232,30449,29661,3300,5918,1090,13052,0,11,12,1897,903,93,504,1873,904,93,500
13-Jan-19,24,31977,A,30100,32589,30712,29937,3308,5918,1320,13052,0,12,13,1895,904,73,504,1873,904,73,500
13-Jan-19,25,32289,A,30505,32903,31122,30165,3285,5918,1440,13052,0,14,17,1995,996,93,504,1971,1000,93,500
13-Jan-19,26,32475,A,30642,33089,31259,30356,3262,5918,1390,13052,0,14,18,1996,1000,93,504,1970,1001,93,499
13-Jan-19,27,32549,A,30729,33159,31343,30457,3228,5918,1240,13052,0,10,15,1997,1000,93,436,1971,1001,93,427
13-Jan-19,28,32362,A,30539,32970,31152,30318,3194,5918,1080,13052,0,8,13,1997,1000,93,422,1970,1001,93,424
13-Jan-19,29,32698,A,30922,33311,31534,30670,3130,5918,766,13052,0,13,12,1997,1000,93,504,1971,1001,93,500
13-Jan-19,30,32832,A,31029,33445,31646,30797,3066,5918,460,13052,0,13,18,1997,1000,93,504,1970,1001,93,500
13-Jan-19,31,33307,A,31590,33920,32208,31196,3087,5918,234,13052,0,13,18,1997,1000,93,504,1970,1001,93,500
13-Jan-19,32,34111,A,32438,34727,33057,31919,3107,5918,61,13052,0,16,19,1996,1001,93,504,1971,1001,93,500
13-Jan-19,33,35542,A,33985,36159,34602,33154,3106,5918,3,13052,0,17,17,1996,1000,93,504,1971,1001,93,500
13-Jan-19,34,37868,A,36048,38483,36657,35182,3104,5918,0,13052,0,15,11,1997,1000,93,462,1971,1001,93,454
13-Jan-19,35,38473,A,36700,39083,37308,35619,3073,5918,0,13052,0,10,9,1997,1056,93,320,1970,1060,93,313
13-Jan-19,36,38570,A,36730,39178,37344,35739,3041,5918,0,13052,0,8,14,1997,1058,93,274,1971,1060,93,273
13-Jan-19,37,37814,A,35945,38423,36559,35133,2975,5918,0,13052,0,9,15,1997,1058,93,200,1970,1060,93,197
13-Jan-19,38,36963,A,35037,37581,35650,34309,2908,5918,0,13052,0,18,13,1997,1058,93,129,1971,1060,93,129
13-Jan-19,39,36212,A,34310,36828,34925,33609,2861,5918,0,13052,0,16,15,1996,1059,93,126,1970,1060,93,128
13-Jan-19,40,35188,A,33230,35800,33843,32644,2814,5918,0,13052,0,12,13,1997,1058,93,96,1971,1060,93,100
13-Jan-19,41,34082,A,32150,34690,32761,31513,2773,5918,0,13052,0,8,11,1997,1058,93,155,1971,1060,93,157
13-Jan-19,42,32607,A,30773,33217,31386,30152,2732,5918,0,13052,0,10,10,1997,1058,93,109,1971,1060,93,112
13-Jan-19,43,31332,A,29601,31941,30211,28981,2657,5918,0,13052,0,9,9,1996,1003,93,184,1971,1001,93,183
13-Jan-19,44,29628,A,28049,30236,28663,27365,2581,5918,0,13052,0,8,11,1996,999,93,77,1971,1000,93,78
13-Jan-19,45,27872,A,26339,28485,26951,25639,2497,5918,0,13052,0,13,12,1715,930,93,140,1682,930,93,143
13-Jan-19,46,26401,A,25054,27029,25673,24115,2412,5918,0,13052,0,28,34,1696,927,93,101,1683,928,93,101
13-Jan-19,47,24993,A,23686,26243,25036,22796,2285,5918,0,13052,0,650,671,1796,877,9,24,1768,874,3,22
13-Jan-19,48,24028,A,22784,25677,24206,21894,2157,5918,0,13052,0,964,952,1748,874,-85,0,1726,874,-80,0
14-Jan-19,1,23915,A,22802,25310,24301,21815,2091,5918,0,13052,0,795,784,1701,850,11,0,1677,850,16,0
14-Jan-19,2,24566,A,23420,26062,24911,22482,2025,5918,0,13052,0,896,891,1701,849,13,0,1678,850,16,0
14-Jan-19,3,24484,A,23319,25922,24805,22404,1973,5918,0,13052,0,838,831,1651,825,13,0,1629,825,16,0
14-Jan-19,4,24073,A,22901,25555,24375,21983,1921,5918,0,13052,0,882,875,1650,824,13,0,1629,825,16,0
14-Jan-19,5,23755,A,22516,25238,23995,21677,1877,5918,0,13052,0,883,879,1649,824,13,0,1629,825,16,0
14-Jan-19,6,23548,A,22169,25025,23638,21482,1832,5918,0,13052,0,877,869,1650,824,13,0,1629,825,16,0
14-Jan-19,7,23277,A,21893,24509,23100,21196,1766,5918,0,13052,0,632,616,1650,824,13,0,1629,825,16,0
14-Jan-19,8,23072,A,21802,24211,22935,20987,1700,5918,0,13052,0,539,533,1650,823,13,0,1629,825,16,0
14-Jan-19,9,23007,A,21900,24178,23031,20898,1623,5918,0,13052,0,534,531,1650,823,-37,0,1629,825,-38,0
14-Jan-19,10,23320,A,22331,24488,23459,21134,1545,5918,0,13052,0,525,515,1650,824,-43,0,1629,825,-40,0
14-Jan-19,11,24359,A,23389,25253,24270,22069,1470,5918,0,13052,0,275,274,1650,824,-19,0,1629,825,-17,0
14-Jan-19,12,25935,A,25033,26675,25742,23487,1395,5918,0,13052,0,121,114,1656,824,-19,0,1629,826,-17,0
14-Jan-19,13,29357,A,28490,30012,29107,26609,1350,5918,0,13052,0,55,50,1209,993,12,0,1182,999,16,0
14-Jan-19,14,33060,A,32250,33755,32863,29967,1304,5918,0,13052,0,11,12,1208,999,-84,0,1182,992,-91,0
14-Jan-19,15,37218,A,36303,38136,36914,33738,1257,5918,0,13052,0,9,8,530,567,-243,-66,508,555,-247,-74
14-Jan-19,16,39401,A,38396,40610,39000,35718,1209,5918,0,13052,0,5,3,511,546,-384,-220,508,550,-387,-224
14-Jan-19,17,40511,A,39572,41946,40181,36703,1169,5918,17,13052,0,10,9,702,865,-454,-371,696,875,-453,-374
14-Jan-19,18,40552,A,39567,42126,40180,36794,1129,5918,234,13052,0,10,11,700,879,-454,-510,696,882,-453,-508
14-Jan-19,19,40968,A,39945,42570,40555,37150,1120,5918,646,13052,0,11,8,1211,1037,-455,-536,1207,1043,-453,-530
14-Jan-19,20,40578,A,39648,42177,40256,36773,1110,5918,1110,13052,0,9,7,1198,1044,-455,-535,1206,1045,-453,-530
14-Jan-19,21,40574,A,40577,42171,41185,36748,1111,5918,1410,13052,96,6,5,1996,1043,-455,-536,1971,1045,-453,-530
14-Jan-19,22,40189,A,40277,41790,40890,36365,1111,5918,1630,13052,114,11,9,1999,1043,-455,-535,1970,1045,-453,-530
14-Jan-19,23,40029,A,40116,41627,40728,36187,1125,5918,1630,13052,114,8,3,1997,1057,-455,-535,1970,1059,-453,-530
14-Jan-19,24,40169,A,40174,41765,40784,36341,1138,5918,1590,13052,114,5,5,1998,1058,-455,-536,1970,1059,-453,-530
14-Jan-19,25,40400,A,39390,41999,40001,36602,1175,5918,1600,13052,88,9,9,1489,1002,-455,-535,1449,1001,-453,-530
14-Jan-19,26,40446,A,39284,42048,39900,36660,1211,5918,1540,13052,0,11,13,1465,1001,-455,-536,1449,1001,-453,-530
14-Jan-19,27,40519,A,39385,42152,40030,36820,1231,5918,1390,13052,0,43,41,1518,999,-455,-535,1500,1001,-453,-530
14-Jan-19,28,40621,A,39396,42257,40042,36994,1250,5918,1120,13052,0,45,46,1517,1000,-455,-536,1500,1000,-453,-530
14-Jan-19,29,40776,A,39740,42400,40380,37214,1250,5918,791,13052,0,34,39,1658,902,-455,-535,1641,900,-453,-530
14-Jan-19,30,40953,A,39997,42567,40630,37465,1249,5918,501,13052,0,32,34,1660,894,-455,-527,1641,888,-453,-520
14-Jan-19,31,41227,A,40297,42711,40916,37748,1214,5918,264,13052,0,20,17,1792,409,-455,-409,1774,394,-453,-399
14-Jan-19,32,41622,A,40659,42991,41280,38086,1178,5918,72,13052,0,28,19,1791,378,-455,-286,1774,390,-453,-281
14-Jan-19,33,42924,A,41882,44358,42503,39199,1173,5918,3,13052,0,22,18,1992,806,-455,-357,1971,818,-453,-355
14-Jan-19,34,44520,A,43519,45923,44126,40531,1168,5918,0,13052,128,6,0,1996,827,-455,-342,1971,830,-453,-342
14-Jan-19,35,44939,A,43765,46486,44377,40884,1172,5918,1,13052,202,11,4,1995,1048,-455,-481,1971,1057,-453,-482
14-Jan-19,36,44708,A,43606,46312,44223,40688,1176,5918,0,13052,195,13,17,1996,1058,-455,-536,1970,1060,-453,-530
14-Jan-19,37,44503,A,43446,46084,44062,40655,1228,5918,0,13052,124,12,13,1995,1058,-455,-514,1971,1059,-453,-506
14-Jan-19,38,44234,A,43113,45733,43731,40525,1279,5918,0,13052,123,23,17,1995,1057,-455,-421,1970,1059,-453,-411
14-Jan-19,39,43252,A,42053,44578,42672,39735,1340,5918,1,13052,57,20,14,1898,1058,-435,-271,1872,1060,-433,-261
14-Jan-19,40,41962,A,40766,43178,41384,38589,1401,5918,0,13052,0,10,18,1894,1057,-442,-164,1872,1059,-438,-157
14-Jan-19,41,40880,A,39591,41872,40198,37672,1479,5918,0,13052,0,15,3,1894,1057,-346,-31,1872,1059,-343,-27
14-Jan-19,42,39154,A,37849,40176,38463,36152,1556,5918,0,13052,0,9,12,1913,1058,-413,0,1871,1059,-411,0
14-Jan-19,43,36905,A,35511,37852,36126,34117,1641,5918,0,13052,0,10,15,809,1002,-337,0,775,1001,-335,0
14-Jan-19,44,34416,A,33007,35457,33623,31919,1725,5918,0,13052,0,10,15,804,1000,-431,0,775,1001,-433,0
14-Jan-19,45,32095,A,30663,33483,31675,29831,1782,5918,0,13052,0,12,17,-365,999,-411,0,-394,1001,-407,0
14-Jan-19,46,29966,A,28511,31320,29530,27809,1839,5918,0,13052,0,19,21,-333,1000,-402,0,-285,999,-400,0
14-Jan-19,47,27844,A,26382,28918,27002,25852,1856,5918,0,13052,0,50,63,1637,829,-392,-32,1669,825,-392,-35
14-Jan-19,48,26375,A,24887,27827,25921,24571,1872,5918,0,13052,0,371,439,1806,823,-445,-36,1775,823,-440,-35
15-Jan-19,1,25935,A,24438,27231,25658,24277,1938,5918,0,13052,0,371,619,1601,743,-325,0,1578,738,-318,0
15-Jan-19,2,26335,A,24961,27553,26189,24707,2003,5918,0,13052,0,378,628,1597,739,-240,0,1578,737,-234,0
15-Jan-19,3,25970,A,24643,27563,26384,24406,2040,5918,0,13052,0,899,1174,1597,617,-94,0,1578,611,-86,0
15-Jan-19,4,25268,A,24023,27443,26380,23820,2076,5918,0,13052,0,1515,1762,1597,611,-60,0,1578,610,-62,0
15-Jan-19,5,24868,A,23602,27497,26264,23503,2110,5918,0,13052,0,1818,2063,1597,611,-211,0,1578,610,-215,0
15-Jan-19,6,24581,A,23388,27233,26042,23217,2144,5918,0,13052,0,1822,2054,1597,611,-230,0,1578,611,-223,0
15-Jan-19,7,24155,A,22899,26678,25546,22794,2135,5918,0,13052,0,1812,2047,1597,706,-111,0,1578,708,-106,0
15-Jan-19,8,23649,A,22376,26149,24999,22270,2126,5918,0,13052,0,1791,2022,1597,710,-109,0,1578,709,-106,0
15-Jan-19,9,23509,A,22267,25936,24882,22132,2139,5918,0,13052,0,1781,2015,1598,709,-46,0,1578,708,-42,0
15-Jan-19,10,23715,A,22404,26128,25001,22314,2152,5918,0,13052,0,1767,1996,1614,708,-46,0,1578,709,-43,0
15-Jan-19,11,24489,A,23258,26519,25489,23016,2142,5918,0,13052,0,1411,1627,561,799,-19,0,528,805,-17,0
15-Jan-19,12,25982,A,24640,27370,26208,24374,2132,5918,0,13052,0,788,991,541,803,21,66,529,807,28,74
15-Jan-19,13,29392,A,27885,30022,28507,27520,2116,5918,0,13052,0,30,167,169,898,121,218,157,901,124,224
15-Jan-19,14,32647,A,31229,33262,31846,30492,2099,5918,0,13052,0,15,38,160,901,127,232,158,902,124,226
15-Jan-19,15,36450,A,35024,37064,35638,33920,2099,5918,0,13052,0,14,14,240,995,29,80,240,1000,28,76
15-Jan-19,16,38416,A,37028,39031,37639,35629,2098,5918,0,13052,0,15,11,249,1000,14,0,239,1001,16,0
15-Jan-19,17,39350,A,37952,40266,38759,36405,2080,5918,4,13052,0,14,9,-218,1010,-84,0,-229,1011,-89,0
15-Jan-19,18,39341,A,37902,40436,38715,36416,2062,5918,98,13052,0,16,16,-237,1011,-242,0,-228,1011,-246,0
15-Jan-19,19,39768,A,38375,40633,38992,36773,2089,5918,332,13052,0,17,17,39,996,-248,0,45,996,-242,0
15-Jan-19,20,39674,A,38277,40533,38892,36650,2115,5918,618,13052,0,15,13,45,995,-244,0,45,996,-242,0
15-Jan-19,21,39242,A,37863,40028,38474,36191,2147,5918,905,13052,0,13,11,21,1055,-173,0,20,1059,-169,0
15-Jan-19,22,38904,A,37497,39683,38114,35879,2178,5918,1170,13052,0,12,17,21,1058,-167,0,20,1059,-164,0
15-Jan-19,23,38491,A,37064,39329,37704,35448,2186,5918,1300,13052,0,10,16,-19,963,-209,0,-19,962,-213,0
15-Jan-19,24,38547,A,37227,39401,37859,35509,2194,5918,1390,13052,0,10,8,-21,959,-223,0,-19,961,-219,0
15-Jan-19,25,38793,A,37480,39623,38092,35766,2205,5918,1350,13052,0,11,9,150,931,-219,0,153,932,-215,0
15-Jan-19,26,38835,A,37470,39550,38083,35783,2216,5918,1240,13052,0,10,12,150,930,-99,-6,153,932,-91,-10
15-Jan-19,27,38829,A,37526,39440,38140,35914,2188,5918,997,13052,0,11,14,508,924,11,0,512,926,16,0
15-Jan-19,28,38779,A,37427,39414,38040,35932,2160,5918,853,13052,0,12,13,517,929,-23,0,511,932,-24,0
15-Jan-19,29,38994,A,37649,39692,38262,36095,2127,5918,675,13052,0,11,13,582,930,-87,0,577,932,-87,0
15-Jan-19,30,39167,A,37742,39880,38355,36211,2093,5918,498,13052,0,8,13,580,930,-105,0,577,932,-102,0
15-Jan-19,31,39514,A,38043,40180,38654,36537,2042,5918,271,13052,0,9,8,873,967,-57,0,867,970,-52,0
15-Jan-19,32,40332,A,38940,40966,39576,37322,1990,5918,88,13052,0,34,33,847,969,19,0,869,971,22,0
15-Jan-19,33,42118,A,40652,42805,41299,38919,2000,5918,6,13052,0,44,47,1963,998,-43,0,1954,1001,-43,0
15-Jan-19,34,43580,A,42036,44277,42668,40217,2010,5918,0,13052,0,36,32,1994,1000,-61,0,1970,1001,-63,0
15-Jan-19,35,44268,A,42752,45089,43365,40842,2021,5918,0,13052,0,8,11,1993,1056,-213,0,1970,1059,-217,-3
15-Jan-19,36,44169,A,42522,45031,43137,40738,2031,5918,1,13052,0,13,13,1994,1058,-249,0,1970,1060,-243,0
15-Jan-19,37,43954,A,42193,44684,42807,40636,2047,5918,0,13052,0,25,11,1926,1058,-105,0,1901,1060,-97,-1
15-Jan-19,38,43298,A,41664,44001,42282,40063,2062,5918,0,13052,0,16,17,1925,1058,-42,-45,1901,1060,-39,-46
15-Jan-19,39,42307,A,40708,42921,41324,39258,2070,5918,0,13052,0,14,14,1729,1059,80,66,1705,1060,87,73
15-Jan-19,40,40804,A,39143,41415,39759,37871,2077,5918,0,13052,0,11,12,1722,1058,112,181,1705,1060,111,187
15-Jan-19,41,39403,A,37690,40015,38306,36590,2113,5918,0,13052,0,12,14,1887,1058,136,331,1872,1060,136,336
15-Jan-19,42,37821,A,36260,38429,36867,35213,2149,5918,0,13052,0,8,5,1915,1056,136,413,1870,1059,136,413
15-Jan-19,43,35715,A,34054,36321,34665,33252,2178,5918,0,13052,0,6,5,790,1003,132,485,754,1001,131,480
15-Jan-19,44,33219,A,31600,33825,32209,31002,2206,5918,0,13052,0,6,9,768,1000,137,384,755,1001,136,379
15-Jan-19,45,31029,A,29348,31635,29962,28985,2230,5918,0,13052,0,6,13,338,953,137,328,323,952,136,327
15-Jan-19,46,28764,A,27121,29378,27737,26856,2254,5918,0,13052,0,14,15,324,951,137,415,324,951,136,416
15-Jan-19,47,26858,A,24982,27478,25601,25132,2317,5918,0,13052,0,20,19,485,904,126,397,483,903,125,388
15-Jan-19,48,25228,A,23401,25851,24023,23673,2379,5918,0,13052,0,23,30,472,903,126,248,484,901,125,241
16-Jan-19,1,24959,A,23150,26229,24435,23447,2397,5918,0,13052,0,670,686,1534,717,126,239,1542,710,125,243
16-Jan-19,2,25270,A,23464,26729,24923,23801,2415,5918,0,13052,0,859,859,1560,710,126,265,1540,709,125,260
16-Jan-19,3,25058,A,23253,26629,24879,23566,2407,5918,0,13052,0,971,980,1523,710,126,125,1504,709,125,124
16-Jan-19,4,24480,A,22695,26444,24660,23013,2399,5918,0,13052,0,1364,1461,1521,710,126,118,1504,709,125,121
16-Jan-19,5,23954,A,22147,26094,24277,22551,2390,5918,0,13052,0,1540,1683,1595,710,126,60,1578,709,125,60
16-Jan-19,6,23741,A,22018,25977,24380,22286,2381,5918,0,13052,0,1636,1785,1597,710,126,60,1578,709,125,61
16-Jan-19,7,23295,A,21649,25678,24170,21751,2347,5918,0,13052,0,1783,1923,1597,710,126,4,1578,709,125,5
16-Jan-19,8,22887,A,21265,25254,23618,21264,2312,5918,0,13052,0,1767,1907,1598,710,126,0,1578,709,125,8
16-Jan-19,9,22720,A,21118,24889,23266,21073,2297,5918,0,13052,0,1569,1702,1431,710,126,0,1412,709,125,5
16-Jan-19,10,22955,A,21366,24894,23135,21253,2281,5918,0,13052,0,1339,1457,1465,710,126,0,1424,710,125,0
16-Jan-19,11,23671,A,22296,24442,23050,21914,2232,5918,0,13052,0,171,194,30,895,126,43,-5,901,125,48
16-Jan-19,12,25152,A,23921,25839,24611,23234,2183,5918,0,13052,0,87,89,7,903,126,122,-2,903,125,129
16-Jan-19,13,28546,A,27349,29920,28740,26352,2148,5918,0,13052,0,92,93,-682,996,126,274,-695,1000,125,278
16-Jan-19,14,31866,A,30608,33238,31992,29414,2112,5918,0,13052,0,85,83,-687,999,126,259,-696,1001,125,252
16-Jan-19,15,35709,A,34504,37892,36709,32926,2106,5918,0,13052,0,80,82,-1503,1000,86,107,-1506,1001,86,103
16-Jan-19,16,37847,A,36602,40063,38809,34840,2099,5918,0,13052,0,82,85,-1534,1000,90,83,-1504,1001,86,85
16-Jan-19,17,38705,A,37349,40429,39030,35588,2094,5918,1,13052,0,82,86,-1000,1055,-42,8,-978,1059,-42,6
16-Jan-19,18,38752,A,37331,40436,38944,35701,2089,5918,22,13052,0,14,15,-997,1058,-73,0,-980,1060,-76,0
16-Jan-19,19,39224,A,37828,40556,38916,36105,2095,5918,102,13052,0,12,12,-492,1058,-228,0,-474,1060,-232,0
16-Jan-19,20,39265,A,37826,40616,38911,36183,2101,5918,287,13052,0,9,9,-473,1059,-269,0,-475,1060,-266,0
16-Jan-19,21,39140,A,37736,40815,39132,35999,2123,5918,521,13052,0,8,11,-784,1058,-283,0,-783,1059,-281,0
16-Jan-19,22,39162,A,37765,40842,39159,35993,2145,5918,664,13052,0,9,9,-796,1058,-275,0,-782,1060,-272,0
16-Jan-19,23,39707,A,38281,41014,39327,36568,2170,5918,926,13052,0,10,13,-444,1059,-253,0,-431,1060,-251,0
16-Jan-19,24,39933,A,38462,41229,39508,36765,2195,5918,882,13052,0,9,13,-435,1058,-252,0,-432,1060,-251,0
16-Jan-19,25,40193,A,38747,41548,39816,37037,2195,5918,792,13052,0,9,9,-462,1002,-284,0,-459,1002,-283,0
16-Jan-19,26,40216,A,38759,41593,39831,37041,2195,5918,757,13052,0,8,12,-466,1000,-303,0,-458,1001,-303,0
16-Jan-19,27,40264,A,38848,41466,39662,37088,2158,5918,737,13052,0,5,9,-212,1000,-385,0,-202,1001,-384,0
16-Jan-19,28,39981,A,38544,41116,39358,36840,2120,5918,752,13052,0,6,7,-204,1000,-325,0,-202,1001,-321,0
16-Jan-19,29,40102,A,38648,41156,39404,36920,2082,5918,719,13052,0,5,9,-146,1000,-276,-27,-142,1001,-272,-32
16-Jan-19,30,39912,A,38433,40928,39188,36686,2043,5918,633,13052,0,6,12,-165,1001,-214,-31,-142,1000,-211,-32
16-Jan-19,31,39843,A,38446,40630,39055,36571,1947,5918,435,13052,0,9,8,974,964,-178,0,983,965,-173,0
16-Jan-19,32,41197,A,39791,41883,40399,37916,1851,5918,199,13052,0,7,6,964,963,-79,0,985,965,-74,0
16-Jan-19,33,42640,A,41081,43324,41702,39218,1807,5918,40,13052,0,18,14,1980,998,-66,0,1967,1001,-62,0
16-Jan-19,34,44282,A,42741,44936,43359,40641,1763,5918,0,13052,0,11,5,1996,1001,-43,24,1973,1001,-44,25
16-Jan-19,35,44952,A,43313,45733,43926,41171,1745,5918,0,13052,0,10,11,1996,1055,-171,0,1973,1060,-175,-3
16-Jan-19,36,44746,A,43155,45598,43771,40993,1727,5918,0,13052,0,11,17,1996,1058,-205,-36,1973,1060,-198,-37
