,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula,Netherlands,Belgium,France1,France2,Ireland,N. Ireland
16,206.51132,291.1806,102.671585,765.3039,903.92194,262.8101,233.05254,67.12758,316.63928,1917.4708,972.8645,2083.8884,2115.5935,1688.0083,1537.4998,551.6237,1332.8131,2712.866,743.81354,932.04944,567.291,1907.4672,2795.5068,875.428,6013.1587,1048.8243,537.50995,1450.6471,1761.4574,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
17,217.58116,306.78906,108.1752,806.3273,952.37585,276.89777,245.5451,70.72589,333.61243,2020.255,1025.0139,2195.5933,2228.9978,1778.4923,1619.9159,581.19293,1404.2573,2858.2866,783.68494,982.01105,597.70013,2009.7151,2945.3572,922.35443,6335.4883,1105.0455,566.3227,1528.4076,1855.8785,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
18,223.73232,315.4622,111.23338,829.1227,979.3001,284.72583,252.48682,72.72536,343.04385,2077.369,1053.9917,2257.664,2292.013,1828.7715,1665.712,597.62366,1443.9565,2939.0923,805.8402,1009.77313,614.5975,2066.531,3028.6245,948.43,6514.5967,1136.2859,582.333,1571.6167,1908.3455,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
19,216.36555,305.07507,107.57084,801.82245,947.055,275.35077,244.17326,70.33075,331.74857,2008.968,1019.2873,2183.3267,2216.5447,1768.556,1610.8656,577.94586,1396.4119,2842.3176,779.3066,976.52466,594.36084,1998.487,2928.9019,917.20135,6300.0923,1098.8718,563.1587,1519.8685,1845.51,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
20,208.0899,293.4064,103.45642,771.154,910.8316,264.81903,234.83401,67.64071,319.0597,1932.128,980.30115,2099.8179,2131.7651,1700.9115,1549.2526,555.84033,1343.0013,2733.6035,749.4993,939.17413,571.62744,1922.048,2816.876,882.1198,6059.1235,1056.8417,541.6187,1461.736,1774.9221,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
21,196.88219,277.60355,97.884254,729.6196,861.77423,250.55588,222.18587,63.99758,301.87515,1828.0637,927.50214,1986.7217,2016.9484,1609.3004,1465.8098,525.9028,1270.6672,2586.3716,709.1313,888.5902,540.8396,1818.5265,2665.159,834.6088,5732.7793,999.92017,512.44714,1383.0068,1679.3248,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
22,183.11102,258.18622,91.03762,678.58545,801.49634,233.03043,206.64479,59.52119,280.7601,1700.1975,862.62683,1847.7579,1875.8704,1496.736,1363.2819,489.11786,1181.7888,2405.4646,659.5302,826.43665,503.0099,1691.3274,2478.7412,776.2311,5331.793,929.9795,476.6034,1286.2706,1561.8623,-0.0,173.0,-0.0,1.0,-0.0,-0.0
23,166.91145,235.34486,82.98366,618.552,730.5892,212.41457,188.36324,54.255436,255.92168,1549.7836,786.3115,1684.2894,1709.9149,1364.3219,1242.6743,445.84634,1077.2378,2192.6567,601.18256,753.32306,458.50934,1541.6981,2259.4507,707.5591,4860.097,847.70557,434.439,1172.4762,1423.6866,-0.0,659.0,-0.0,1.0,-0.0,-0.0
24,151.7643,213.9874,75.45292,562.4186,664.2884,193.13802,171.26933,49.33177,232.69687,1409.1411,714.954,1531.4407,1554.7406,1240.5101,1129.9021,405.38593,979.47876,1993.6738,546.6254,684.95917,416.89978,1401.7896,2054.406,643.34827,4419.045,770.77655,395.0138,1066.0743,1294.4875,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
25,149.51599,210.81729,74.33513,554.08673,654.4474,190.27678,168.73207,48.600952,229.2496,1388.2656,704.36237,1508.7533,1531.7081,1222.1327,1113.1632,399.38037,964.9683,1964.1387,538.52747,674.81195,410.72363,1381.0228,2023.9713,633.8175,4353.579,759.358,389.1619,1050.2811,1275.3105,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
26,148.85754,209.88889,74.00776,551.6466,651.5653,189.43883,167.989,48.38692,228.24,1382.1519,701.26044,1502.109,1524.9626,1216.7506,1108.261,397.62155,960.71875,1955.4889,536.1559,671.84015,408.91486,1374.9409,2015.058,631.02625,4334.4067,756.01385,387.4481,1045.6558,1269.6942,-0.0,14.5,-0.0,1.0,-0.0,-0.0
27,144.59732,203.88197,71.889694,535.8587,632.9178,184.01718,163.18124,47.00211,221.7079,1342.5953,681.19073,1459.1194,1481.319,1181.9277,1076.5431,386.24182,933.22345,1899.5238,520.81134,652.6124,397.21194,1335.5908,1957.3881,612.96655,4210.358,734.3771,376.35953,1015.7297,1233.3562,-0.0,1.0,1120.5,1.0,-0.0,-0.0
28,140.89987,198.66856,70.05143,522.1565,616.7337,179.31174,159.00859,45.800236,216.03868,1308.2643,663.7722,1421.8087,1443.4407,1151.7051,1049.0151,376.36536,909.3603,1850.9517,507.49387,635.9247,387.05496,1301.4388,1907.3363,597.2926,4102.6963,715.5986,366.73575,989.7568,1201.8185,-0.0,290.5,1618.5,1.0,-0.0,-0.0
29,139.50418,196.70065,69.35754,516.98425,610.6246,177.53557,157.43352,45.346558,213.8987,1295.3052,657.1972,1407.725,1429.1426,1140.2969,1038.6241,372.63724,900.3526,1832.617,502.46686,629.6255,383.22098,1288.5475,1888.4431,591.3761,4062.057,708.5102,363.10303,979.9527,1189.9138,357.5,753.5,1627.5,1.0,-0.0,-0.0
30,144.55229,203.81848,71.86732,535.6919,632.72076,183.95988,163.13043,46.987476,221.63887,1342.1772,680.97864,1458.665,1480.8578,1181.5598,1076.2079,386.12155,932.93286,1898.9324,520.6492,652.40924,397.08826,1335.175,1956.7786,612.7757,4209.0474,734.14844,376.24234,1015.4134,1232.9722,137.5,678.0,1373.5,1.0,-0.0,-0.0
31,163.48415,230.51236,81.27969,605.8508,715.58746,208.0529,184.49544,53.14137,250.66664,1517.9607,770.1656,1649.7047,1674.804,1336.3073,1217.1576,436.69144,1055.118,2147.6333,588.838,737.8545,449.09445,1510.0413,2213.0557,693.0302,4760.3013,830.299,425.51834,1148.4009,1394.4531,298.0,25.5,1734.5,1.0,-0.0,-0.0
32,185.87708,262.08636,92.41283,688.8361,813.60364,236.55055,209.76634,60.420307,285.00122,1725.8805,875.65753,1875.6699,1904.207,1519.3455,1383.8755,496.5064,1199.6407,2441.8013,669.493,838.9207,510.6083,1716.8763,2516.1846,787.9567,5412.3345,944.02765,483.80292,1305.7009,1585.4557,144.0,838.5,946.0,1.0,-0.0,-0.0
33,203.11496,286.39172,100.98301,752.7174,889.0557,258.4878,229.21967,66.023575,311.4317,1885.9353,956.8644,2049.616,2080.7996,1660.2466,1512.2134,542.55145,1310.8932,2668.2493,731.5805,916.72064,557.9611,1876.0962,2749.5308,861.03033,5914.2637,1031.575,528.66986,1426.7892,1732.4878,1.0,226.0,1097.5,1.0,-0.0,-0.0
34,218.74329,308.42767,108.75298,810.63403,957.46265,278.3767,246.8566,71.103645,335.3943,2031.0454,1030.4886,2207.3203,2240.9033,1787.9915,1628.5681,584.2972,1411.7577,2873.5532,787.8707,987.25616,600.8925,2020.4492,2961.0889,927.2809,6369.327,1110.9478,569.3475,1536.571,1865.7911,-0.0,3.5,207.5,1.0,-0.0,-0.0
35,226.5237,319.398,112.62118,839.46716,991.51825,288.2782,255.63695,73.632706,347.32382,2103.287,1067.1418,2285.8315,2320.6091,1851.588,1686.4941,605.07983,1461.972,2975.7617,815.8942,1022.3715,622.26544,2092.314,3066.411,960.263,6595.8755,1150.4626,589.5984,1591.2249,1932.1548,-0.0,-0.0,115.5,1.0,-0.0,-0.0
36,231.23415,326.03976,114.96308,856.92346,1012.1364,294.2728,260.9528,75.163864,354.54623,2147.024,1089.3325,2333.3643,2368.865,1890.0908,1721.564,617.6622,1492.3729,3037.641,832.86035,1043.6312,635.20514,2135.8225,3130.1753,980.2312,6733.033,1174.386,601.8588,1624.3136,1972.333,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
37,234.26752,330.3168,116.47118,868.1648,1025.4138,298.13312,264.37604,76.14988,359.19727,2175.189,1103.6226,2363.9739,2399.9402,1914.8854,1744.1477,625.76483,1511.9502,3077.4895,843.78595,1057.3218,643.5379,2163.8406,3171.2375,993.09,6821.3584,1189.7917,609.7541,1645.6216,1998.2064,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
38,232.96469,328.4798,115.823456,863.3367,1019.7112,296.47513,262.90576,75.72639,357.19965,2163.092,1097.485,2350.8271,2386.5935,1904.2362,1734.448,622.2847,1503.5417,3060.3748,839.09344,1051.4417,639.959,2151.807,3153.6013,987.5672,6783.423,1183.175,606.3631,1636.4698,1987.0939,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
39,233.17291,328.7734,115.92698,864.10834,1020.6226,296.7401,263.14075,75.79407,357.51892,2165.0254,1098.466,2352.9282,2388.7266,1905.9382,1735.9983,622.84094,1504.8857,3063.11,839.8434,1052.3815,640.531,2153.7302,3156.4202,988.4499,6789.4863,1184.2325,606.9051,1637.9325,1988.87,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
40,235.71667,332.3601,117.191666,873.53516,1031.757,299.97736,266.0114,76.62093,361.41922,2188.6443,1110.4495,2378.5972,2414.7861,1926.7307,1754.9369,629.63574,1521.303,3096.5264,849.00555,1063.8623,647.51874,2177.2258,3190.8545,999.2332,6863.5547,1197.1517,613.526,1655.8013,2010.5671,152.0,143.5,-0.0,1.0,-0.0,-0.0
41,247.68695,349.2382,123.14295,917.89545,1084.1521,315.21094,279.52014,80.51193,379.77298,2299.7893,1166.8408,2499.3882,2537.415,2024.5748,1844.0569,661.61017,1598.5586,3253.776,892.1202,1117.8878,680.40137,2287.791,3352.894,1049.9768,7212.103,1257.946,644.6824,1739.887,2112.6687,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
42,253.48076,357.40744,126.02346,939.3665,1109.5122,322.58423,286.0586,82.39524,388.6565,2353.585,1194.1351,2557.853,2596.769,2071.9329,1887.1924,677.0863,1635.9514,3329.887,912.9883,1144.0371,696.3171,2341.3062,3431.3237,1074.5375,7380.806,1287.3715,659.7625,1780.5857,2162.0874,-0.0,-0.0,-0.0,1.0,-0.0,136.5
43,245.4471,346.08,122.02936,909.59485,1074.348,312.36047,276.99243,79.78386,376.33865,2278.992,1156.289,2476.7861,2514.4688,2006.2665,1827.381,655.6272,1584.1027,3224.3516,884.0526,1107.7787,674.2485,2267.1023,3322.5735,1040.4817,7146.884,1246.5703,638.8525,1724.153,2093.5637,-0.0,-0.0,-0.0,1.0,156.5,357.0
44,234.04523,330.00336,116.360664,867.34094,1024.4408,297.85022,264.12515,76.077614,358.8564,2173.1248,1102.5753,2361.7307,2397.6628,1913.0684,1742.4927,625.171,1510.5155,3074.5693,842.9853,1056.3185,642.92725,2161.7874,3168.2283,992.1477,6814.8857,1188.6628,609.17554,1644.06,1996.3103,-0.0,-0.0,-0.0,1.0,186.5,438.5
45,217.73311,307.0033,108.25075,806.8904,953.04095,277.09113,245.71658,70.775276,333.8454,2021.6658,1025.7297,2197.1265,2230.5544,1779.7344,1621.0472,581.5988,1405.238,2860.2827,784.23224,982.69684,598.1175,2011.1185,2947.414,922.99854,6339.9126,1105.8173,566.71814,1529.475,1857.1747,-0.0,-0.0,-0.0,1.0,90.5,335.0
46,198.77594,280.27374,98.825775,736.63763,870.06335,252.96588,224.323,64.61315,304.77878,1845.6473,936.42346,2005.8313,2036.3488,1624.7798,1479.9089,530.9613,1282.8894,2611.249,715.9522,897.13727,546.04175,1836.0183,2690.7944,842.63666,5787.9214,1009.5381,517.3762,1396.3096,1695.4778,-0.0,-0.0,-0.0,1.0,-0.0,128.5
47,178.9549,252.32611,88.97132,663.1835,783.3046,227.74127,201.95453,58.170223,274.38763,1661.6077,843.0476,1805.8188,1833.2933,1462.7642,1332.3391,478.01624,1154.9655,2350.8672,644.56067,807.67883,491.59296,1652.9388,2422.4805,758.6128,5210.776,908.8715,465.78583,1257.0759,1526.4124,-0.0,-0.0,649.0,1.0,-0.0,-0.0
48,161.38217,227.54858,80.23465,598.06116,706.38684,205.3779,182.1233,52.45811,247.44374,1498.4437,760.2633,1628.4939,1653.2704,1319.1259,1201.5082,431.07675,1041.552,2120.0203,581.2671,728.3676,443.32028,1490.6261,2184.6016,684.1197,4699.096,819.62354,420.0473,1133.6355,1376.524,-0.0,366.0,572.5,1.0,-0.0,-0.0
49,155.9598,219.90305,77.5388,577.9666,682.6526,198.4773,176.00404,50.695545,239.12975,1448.0967,734.7188,1573.7772,1597.7213,1274.8038,1161.1381,416.59277,1006.55634,2048.7888,561.7368,703.89484,428.42493,1440.5419,2111.2,661.1336,4541.209,792.0846,405.9339,1095.5459,1330.2736,-0.0,375.0,783.0,1.0,-0.0,-0.0
50,159.22673,224.50941,79.163025,590.0734,696.9523,202.63484,179.69084,51.757477,244.13885,1478.4303,750.10913,1606.7435,1631.1891,1301.5074,1185.4607,425.31924,1027.6409,2091.705,573.50366,718.63947,437.39923,1470.7172,2155.4238,674.9825,4636.3345,808.6766,414.4371,1118.4945,1358.139,-0.0,322.0,312.5,1.0,-0.0,-0.0
51,157.53839,222.12886,78.32363,583.81665,689.56226,200.48624,177.78552,51.208675,241.55016,1462.754,742.15546,1589.7067,1613.8931,1287.7072,1172.8909,420.80942,1016.74445,2069.5261,567.4226,711.0195,432.76135,1455.1227,2132.569,667.82544,4587.174,800.10187,410.0427,1106.6348,1343.7383,101.0,347.5,-0.0,1.0,-0.0,43.5
52,153.17406,215.97514,76.15381,567.643,670.4591,194.9321,172.86028,49.790024,234.85841,1422.2308,721.5953,1545.6665,1569.1829,1252.0333,1140.3978,409.1516,988.5773,2012.1932,551.70306,691.3219,420.7724,1414.8109,2073.4897,649.32446,4460.0938,777.9364,398.68314,1075.9773,1306.5122,103.0,262.5,-0.0,1.0,-0.0,241.0
53,148.45798,209.32549,73.809105,550.16583,649.8163,188.93033,167.53807,48.25704,227.62735,1378.4418,699.37805,1498.0769,1520.8693,1213.4845,1105.2861,396.55423,958.1399,1950.2399,534.7167,670.03674,407.81723,1371.2502,2009.649,629.3324,4322.772,753.9845,386.40808,1042.849,1266.286,1.0,163.5,-0.0,1.0,-0.0,80.0
54,150.13506,211.69017,74.6429,556.38086,657.15704,191.0646,169.4307,48.80218,230.19878,1394.0135,707.2787,1515.0001,1538.0499,1227.1927,1117.7721,401.03397,968.9637,1972.271,540.7572,677.6059,412.4242,1386.7408,2032.3513,636.4417,4371.605,762.502,390.7732,1054.6296,1280.5908,-0.0,127.5,-0.0,1.0,-0.0,-0.0
55,168.8249,238.04282,83.93497,625.643,738.96454,214.84966,190.5226,54.877415,258.85553,1567.55,795.3257,1703.5979,1729.5171,1379.9623,1256.9202,450.95743,1089.587,2217.793,608.0744,761.959,463.76562,1559.372,2285.3525,715.6704,4915.8125,857.4235,439.41934,1185.9174,1440.0076,-0.0,-0.0,-0.0,1.0,-0.0,108.0
56,190.75635,268.96613,94.83867,706.9181,834.9608,242.76003,215.27272,62.006344,292.48254,1771.1849,898.6436,1924.9064,1954.1926,1559.2283,1420.2023,509.53973,1231.1315,2505.8987,687.0672,860.94244,524.0118,1761.9445,2582.2346,808.6406,5554.408,968.8084,496.50278,1339.9757,1627.074,-0.0,-0.0,-0.0,1.0,-0.0,306.5
57,208.78494,294.3864,103.80197,773.7297,913.87384,265.70352,235.61838,67.86663,320.12537,1938.5815,983.5754,2106.8313,2138.8855,1706.5927,1554.4271,557.6969,1347.4869,2742.734,752.0027,942.31104,573.5367,1928.4677,2826.2844,885.06616,6079.3613,1060.3716,543.4278,1466.6182,1780.8505,-0.0,-0.0,-0.0,1.0,22.5,446.0
58,222.26628,313.39508,110.50451,823.68976,972.8831,282.86014,250.83237,72.24881,340.79602,2063.7566,1047.0853,2242.8704,2276.9944,1816.7882,1654.7972,593.70764,1434.4949,2919.8335,800.5598,1003.1565,610.57025,2052.9897,3008.779,942.2153,6471.9087,1128.8402,578.51715,1561.3185,1895.8408,-0.0,-0.0,-0.0,1.0,208.0,376.5
59,228.28238,321.87775,113.495544,845.9846,999.2162,290.51633,257.62167,74.20438,350.02036,2119.6165,1075.4269,2303.5784,2338.6257,1865.9633,1699.5876,609.7776,1473.3224,2998.8647,822.22864,1030.309,627.09656,2108.558,3090.2178,967.71826,6647.0845,1159.3947,594.1759,1603.5787,1947.1556,105.0,-0.0,-0.0,1.0,260.0,450.5
60,234.68678,330.90796,116.679634,869.7185,1027.249,298.6667,264.84918,76.28616,359.84012,2179.0818,1105.5977,2368.2046,2404.2354,1918.3125,1747.2693,626.88477,1514.6561,3082.9973,845.2961,1059.2141,644.68964,2167.7134,3176.913,994.8674,6833.567,1191.9211,610.8454,1648.5668,2001.7827,-0.0,-0.0,-0.0,1.0,299.0,455.0
61,237.35999,334.6772,118.008675,879.62506,1038.9498,302.06866,267.86594,77.1551,363.93884,2203.9026,1118.191,2395.1797,2431.6208,1940.163,1767.1715,634.02527,1531.9088,3118.114,854.92444,1071.279,652.03296,2192.4045,3213.0996,1006.1994,6911.4043,1205.4977,617.8032,1667.3447,2024.5839,-0.0,-0.0,-0.0,1.0,377.5,431.5
62,232.30905,327.55536,115.49749,860.9069,1016.8414,295.64075,262.16586,75.51327,356.19437,2157.0044,1094.3964,2344.2112,2379.877,1898.8771,1729.5668,620.53345,1499.3104,3051.7617,836.73193,1048.4827,638.15796,2145.751,3144.726,984.78784,6764.3325,1179.8452,604.6566,1631.8643,1981.5016,-0.0,-0.0,-0.0,1.0,190.0,455.0
63,228.82828,322.64746,113.766945,848.0076,1001.60565,291.21103,258.2377,74.38182,350.85736,2124.685,1077.9985,2309.087,2344.2183,1870.4254,1703.652,611.2357,1476.8456,3006.0361,824.1948,1032.7728,628.5962,2113.6003,3097.6074,970.0324,6662.9795,1162.1671,595.5968,1607.4133,1951.8119,-0.0,-0.0,-0.0,1.0,36.0,431.0
64,227.41289,320.6518,113.063255,842.7624,995.41034,289.4098,256.6404,73.921745,348.6872,2111.5432,1071.3307,2294.8042,2329.7183,1858.8561,1693.1143,607.455,1467.7108,2987.4426,819.0969,1026.3846,624.70807,2100.527,3078.4475,964.0324,6621.7666,1154.9786,591.9128,1597.471,1939.7393,-0.0,-0.0,-0.0,1.0,-0.0,280.0
65,241.59207,340.6444,120.11275,895.3086,1057.4741,307.4545,272.64194,78.53076,370.42783,2243.1978,1138.1282,2437.8853,2474.9763,1974.7557,1798.6798,645.32983,1559.2225,3173.7095,870.1676,1090.3798,663.6586,2231.4949,3270.3887,1024.1398,7034.634,1226.9916,628.81854,1697.0732,2060.682,-0.0,-0.0,-0.0,1.0,28.0,344.0
66,251.58138,354.7293,125.07915,932.32764,1101.1984,320.16705,283.9151,81.77784,385.7442,2335.9492,1185.1873,2538.6865,2577.311,2056.4077,1873.0514,672.0128,1623.693,3304.9355,906.1471,1135.4646,691.0994,2323.7622,3405.612,1066.4857,7325.5005,1277.725,654.81885,1767.2435,2145.8867,-0.0,-0.0,-0.0,1.0,224.0,442.0
67,246.30252,347.28613,122.45465,912.7649,1078.0923,313.4491,277.9578,80.06192,377.65027,2286.9346,1160.3188,2485.418,2523.2322,2013.2587,1833.7496,657.9122,1589.6235,3235.589,887.13367,1111.6395,676.5983,2275.0034,3334.1533,1044.108,7171.7915,1250.9149,641.079,1730.162,2100.86,-0.0,-0.0,-0.0,1.0,112.5,455.5
68,237.34872,334.6613,118.003075,879.5833,1038.9006,302.05432,267.85324,77.151436,363.9216,2203.798,1118.138,2395.0662,2431.5056,1940.0709,1767.0876,633.9952,1531.8362,3117.9663,854.88385,1071.2283,652.0021,2192.3005,3212.9473,1006.1517,6911.0767,1205.4406,617.7739,1667.2656,2024.4879,-0.0,-0.0,-0.0,1.0,5.5,313.5
69,220.86778,311.4232,109.80921,818.5071,966.7617,281.08038,249.25412,71.79422,338.65173,2050.7715,1040.4971,2228.7583,2262.6675,1805.3569,1644.3851,589.97205,1425.469,2901.462,795.5227,996.8446,606.7285,2040.0724,2989.8477,936.28687,6431.1875,1121.7375,574.87714,1551.4946,1883.9121,-0.0,-0.0,-0.0,1.0,-0.0,100.5
70,202.2342,285.14987,100.54513,749.4535,885.2006,257.36694,228.22572,65.73728,310.08127,1877.7576,952.7152,2040.7284,2071.7769,1653.0475,1505.6561,540.19885,1305.2089,2656.6792,728.4082,912.74554,555.5417,1867.961,2737.6084,857.29675,5888.6187,1027.1018,526.37744,1420.6023,1724.9753,-0.0,-0.0,-0.0,1.0,-0.0,133.5
71,184.50108,260.1462,91.72872,683.7369,807.5808,234.79944,208.2135,59.973034,282.89145,1713.1042,869.17535,1861.7849,1890.1108,1508.0981,1373.6311,492.83093,1190.7603,2423.7253,664.5369,832.71045,506.82843,1704.1669,2497.558,782.1237,5372.2686,937.0393,480.22147,1296.0353,1573.719,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
72,168.1355,237.07077,83.59222,623.08813,735.9469,213.9723,189.7446,54.65332,257.79846,1561.1488,792.0779,1696.6412,1722.4546,1374.3271,1251.7875,449.11594,1085.1377,2208.7366,605.5913,758.84753,461.87183,1553.0042,2276.0203,712.7479,4895.739,853.9222,437.62497,1181.0746,1434.1273,-0.0,-0.0,815.5,1.0,-0.0,15.5
