,1,16
308,-114.21702150971096,-47.83925300732854
309,-114.2170214691607,-47.65165794789529
310,-112.98338207120347,-47.90633069343669
311,-112.98338205555272,-47.90633069697617
312,-112.64925730772038,-47.764657733982844
313,-112.64925730604025,-47.764657734293436
314,-112.64925730576664,-47.76465773440023
315,-112.64925730493256,-47.76465773416663
316,-112.64925730088727,-47.764657732644
317,-112.64925730527564,-47.76465773393204
318,-112.64925730423995,-47.76465773415852
319,-112.64925730543075,-47.76465773518769
320,-112.79871168394482,-47.828028204916876
321,-114.21702150777726,-47.59059450959873
322,-187.88061789831215,-25.87824842578358
323,-152.65058713773155,-36.26230050986156
324,-275.67789412098585,-0.0
325,-275.6778941530121,-0.0
326,-275.67789415545946,-0.0
327,-275.67789415692687,-0.0
328,-275.67789415293436,-0.0
329,-275.6778941537446,-0.0
330,-275.6778941510565,-0.0
331,-275.67789411675415,-0.0
332,-152.65058705842995,-36.26809859692138
333,-114.21702147441579,-47.56915594375679
334,-112.68818476934217,-47.78116345121453
335,-112.64925730868785,-47.76465773370688
336,-113.42120196748495,-48.09197167720355
337,-113.42120196521344,-48.091971677079584
338,-113.42120196765045,-48.09197167714527
339,-113.4212019668054,-48.091971676619124
340,-113.42120196161295,-48.09197167442185
341,-113.42120196615421,-48.09197167650766
342,-113.42120196620569,-48.091971676706045
343,-113.42120197178502,-48.09197167763154
344,-114.2170214579008,-47.96627775695428
345,-114.21702148892142,-48.14741297801689
346,-114.21702149203483,-48.14741298369029
347,-114.21702150263816,-48.14741296642389
348,-114.21702151932463,-47.966277721596164
349,-114.2170215183788,-47.933526206884615
350,-114.21702150014501,-47.85881028050145
351,-114.21702149275706,-47.85880989396694
352,-114.2170214905541,-47.85880989446953
353,-114.21702151084429,-48.155111379274175
354,-152.65058707296794,-36.82500607010716
355,-205.6444856081965,-21.202556202688854
356,-152.6505870901762,-36.8250060618913
357,-149.881705867897,-37.49365929429286
358,-114.21702150249575,-47.886782395770766
359,-114.21702149290455,-47.858809894481176
360,-114.21702147471107,-48.13141958543806
361,-152.65058703188825,-36.871029139427236
362,-114.21702157667296,-48.13141955166485
363,-150.07023573158324,-37.627028814588485
364,-152.6505870835735,-36.87102912109487
365,-114.21702157572325,-48.131419548198274
366,-114.21702145365367,-48.13141958517202
367,-114.21702149470997,-48.15955141542305
368,-114.21702154836203,-48.42166654968587
369,-114.21702157626088,-48.421666548779
370,-139.93564662301097,-40.841101452934225
371,-114.21702159019316,-48.42166652064827
372,-152.65058713573842,-36.95382368396479
373,-152.65058714786957,-36.953823679765826
374,-114.21702156473395,-48.399853560285905
375,-114.21702151643731,-48.42166654911963
376,-114.20624994069888,-48.42484150958612
377,-114.21702156645854,-48.42940881866204
378,-114.21702187797287,-48.42940872538328
379,-278.49747672260105,-0.0
380,-278.4974768553365,-0.0
381,-278.49747685717944,-0.0
382,-278.49747667553703,-0.0
383,-208.378840329956,-20.543585105279938
384,-280.1892340795544,-0.0
385,-280.1892342661911,-0.0
386,-280.18923429163885,-0.0
387,-280.1892342994194,-0.0
388,-280.1892343002971,-0.0
389,-280.18923430085846,-0.0
390,-280.1892343011846,-0.0
391,-280.1892343032011,-0.0
392,-280.1892343062816,-0.0
393,-280.18923430765796,-0.0
394,-280.1892343087553,-0.0
395,-280.1892343078284,-0.0
396,-280.18923430187715,-0.0
397,-280.1892342995514,-0.0
398,-280.18923429886524,-0.0
399,-280.1892342977631,-0.0
400,-280.18923429659714,-0.0
401,-280.1892342977043,-0.0
402,-280.1892342989762,-0.0
403,-280.18923429777385,-0.0
404,-280.1892342957639,-0.0
405,-280.18923429526205,-0.0
406,-280.1892342896784,-0.0
407,-280.18923428456293,-0.0
408,-279.9260719978562,-0.0
409,-279.9260719563256,-0.0
410,-279.9260719724143,-0.0
411,-279.92607201860045,-0.0
412,-279.9260720301766,-0.0
413,-279.9260720310609,-0.0
414,-279.92607202825116,-0.0
415,-279.9260720295174,-0.0
416,-279.926072031309,-0.0
417,-279.9260720336621,-0.0
418,-279.9260720366375,-0.0
419,-279.9260720372281,-0.0
420,-279.9260720377656,-0.0
421,-279.92607203862246,-0.0
422,-279.92607203764015,-0.0
423,-279.9260720368587,-0.0
424,-279.926072034994,-0.0
425,-279.9260720378746,-0.0
426,-279.9260720403792,-0.0
427,-279.9260720369098,-0.0
428,-279.9260720332301,-0.0
429,-279.92607202921107,-0.0
430,-279.92607202132933,-0.0
431,-279.9260720186943,-0.0
432,-279.6629097503128,-0.0
433,-279.66290974908935,-0.0
434,-279.6629097430255,-0.0
435,-279.66290974546126,-0.0
436,-279.66290973428823,-0.0
437,-279.6629097372166,-0.0
438,-279.66290973277955,-0.0
439,-279.66290973400737,-0.0
440,-279.6629097423305,-0.0
441,-279.6629097525362,-0.0
442,-279.66290976476085,-0.0
443,-279.6629097691891,-0.0
444,-279.66290977007196,-0.0
445,-279.6629097739866,-0.0
446,-279.66290977361194,-0.0
447,-279.66290977153466,-0.0
448,-279.66290977033026,-0.0
449,-279.6629097751846,-0.0
450,-279.6629097788082,-0.0
451,-279.6629097758126,-0.0
452,-279.6629097705579,-0.0
453,-279.6629097641589,-0.0
454,-279.6629097542345,-0.0
455,-279.6629097554106,-0.0
456,-279.39974748210403,-0.0
457,-279.3997474825198,-0.0
458,-279.39974749096405,-0.0
459,-279.39974748890216,-0.0
460,-279.39974748911396,-0.0
461,-279.39974749399636,-0.0
462,-279.3997475003384,-0.0
463,-279.3997475074763,-0.0
464,-279.39974753658805,-0.0
465,-280.18923426033564,-0.0
466,-285.7424107251152,-0.0
467,-285.74241051408114,-0.0
468,-279.3997476719196,-0.0
469,-279.39974753732247,-0.0
470,-279.39974752068116,-0.0
471,-279.3997475150887,-0.0
472,-279.3997475106631,-0.0
473,-285.74241049197786,-0.0
474,-285.7424107092567,-0.0
475,-285.74241067332645,-0.0
476,-279.39974753924645,-0.0
477,-279.3997475157202,-0.0
478,-279.3997475096088,-0.0
479,-279.39974750302537,-0.0
480,-278.69485344438965,-0.0
481,-278.6948534436199,-0.0
482,-278.6948534416319,-0.0
483,-278.69485343192383,-0.0
484,-23.49485216490644,-0.0
485,-0.0,-0.0
486,-0.0,-0.0
487,-0.0,-0.0
488,-5.651318720116774,-0.0
489,-8.884186476418833,-0.0
490,-9.21602379197025,-0.0
491,-9.216023754592765,-0.0
492,-9.087671014980765,-0.0
493,-0.0,-0.0
494,-0.0,-0.0
495,-0.0,-0.0
496,-0.0,-0.0
497,-9.216023819382796,-0.0
498,-9.216023821832822,-0.0
499,-9.216023850649066,-0.0
500,-9.21602382351205,-0.0
501,-9.216021335386744,-0.0
502,-0.0,-0.0
503,-0.0,-0.0
504,-2.0903874189222447,-0.0
505,-2.0903875754401686,-0.0
506,-2.090389913488562,-0.0
507,-22.96877125060945,-0.0
508,-71.79630161200986,-0.0
509,-22.96877126200563,-0.0
510,-22.968771198515814,-0.0
511,-22.9687712345049,-0.0
512,-8.884186213383582,-0.0
513,-8.884186175354529,-0.0
514,-8.88418610328611,-0.0
515,-8.884186084089627,-0.0
516,-8.88418608731705,-0.0
517,-8.884186023623407,-0.0
518,-8.884185997265243,-0.0
519,-8.884186032150533,-0.0
520,-8.884186137083717,-0.0
521,-8.88418621255565,-0.0
522,-45.925831831252495,-0.0
523,-45.92583186384963,-0.0
524,-285.74240757969284,-0.0
525,-285.74240956228675,-0.0
526,-278.9486122105262,-0.0
527,-278.94861218810746,-0.0
528,-278.0463480536834,-0.0
529,-278.04634805499967,-0.0
530,-278.04634805601984,-0.0
531,-278.0463480555433,-0.0
532,-278.04634805500456,-0.0
533,-278.04634805452116,-0.0
534,-278.04634805390083,-0.0
535,-278.04634805860235,-0.0
536,-278.04634820144497,-0.0
537,-285.7424107335592,-0.0
538,-285.742410738747,-0.0
539,-285.7424107426113,-0.0
540,-285.742410734527,-0.0
541,-285.74241070956055,-0.0
542,-285.7424107117363,-0.0
543,-285.7424106869339,-0.0
544,-285.74241073287254,-0.0
545,-285.7424107420975,-0.0
546,-285.7424107329304,-0.0
547,-285.742410726335,-0.0
548,-285.7424104749272,-0.0
549,-278.0463480611208,-0.0
550,-278.0463479151013,-0.0
551,-278.0463478738196,-0.0
552,-277.1158796895038,-0.0
553,-277.11587962131125,-0.0
554,-277.115879574581,-0.0
555,-277.1158795668428,-0.0
556,-277.1158795600296,-0.0
557,-277.1158795334531,-0.0
558,-277.1158794917423,-0.0
559,-277.11587944795355,-0.0
560,-277.11587949271114,-0.0
561,-285.74240773674296,-0.0
562,-285.74240755868453,-0.0
563,-45.679903521338204,-0.0
564,-45.679903336046536,-0.0
565,-45.679903373837256,-0.0
566,-63.56400293662097,-0.0
567,-45.679903145048534,-0.0
568,-11.280832722700847,-0.0
569,-11.280832848056964,-0.0
570,-24.58619135594598,-0.0
571,-45.67989888152426,-0.0
572,-45.67990306062792,-0.0
573,-277.1158792648626,-0.0
574,-277.11587946934947,-0.0
575,-277.1158796430355,-0.0
576,-277.3038528533983,-0.0
577,-277.3038528828353,-0.0
578,-277.303852886801,-0.0
579,-277.30385288857036,-0.0
580,-277.30385288961156,-0.0
581,-277.30385289035064,-0.0
582,-277.3038528878967,-0.0
583,-277.3038528871751,-0.0
584,-277.30385288987316,-0.0
585,-277.3038528887779,-0.0
586,-277.3038528742777,-0.0
587,-277.3038527746405,-0.0
588,-207.62638684745215,-20.5407178975701
589,-277.3038523682616,-0.0
590,-207.62638687326984,-20.540717889306908
591,-277.3038528707046,-0.0
592,-277.30385288330353,-0.0
593,-277.30385288347287,-0.0
594,-277.3038528861075,-0.0
595,-277.3038528725326,-0.0
596,-277.30385282169584,-0.0
597,-207.6263894228117,-20.537433331135958
598,-277.30384125355573,-3.4158762080278677e-06
599,-207.6263868317167,-20.426261312907403
600,-113.39047768011298,-48.07894419326421
601,-113.39047766710735,-48.07894419676875
602,-113.39047765849749,-48.07894419852358
603,-113.39047765559982,-48.078944199428186
604,-113.39047765386783,-48.07894420005908
605,-113.39047765466927,-48.078944200122336
606,-113.39047765592787,-48.07894419996473
607,-113.39047765659004,-48.078944200606315
608,-113.39047765574264,-48.07894420076222
609,-113.3904776616136,-48.0789441997585
610,-277.49182588079293,-0.0
611,-277.49182588213904,-0.0
612,-277.491825842727,-0.0
613,-277.49182581608903,-0.0
614,-277.4918257684312,-0.0
615,-277.4918257844832,-0.0
616,-277.49182580875913,-0.0
617,-277.49182582979944,-0.0
618,-277.4918258082684,-0.0
619,-277.49182575323067,-0.0
620,-277.4918254614114,-0.0
621,-277.4918249501475,-0.0
622,-277.49182568754554,-0.0
623,-277.49182578593854,-0.0
624,-277.4918258806835,-0.05460855405146141
625,-277.4918259060231,-0.05435220598937105
626,-277.49182593862065,-0.05460858429162624
627,-277.4918259375202,-0.05460858617072814
628,-207.62638688346027,-20.524475425423077
629,-113.46728840689102,-48.111512887502116
630,-113.46728840320836,-48.11151288871472
631,-207.62638686536638,-20.536471580950895
632,-277.4918259621813,-0.05541390839047303
633,-277.67979868770715,-0.0
634,-277.49182596905086,-0.05546889180751262
635,-277.67979891727555,-0.0
636,-277.679798942882,-0.0
637,-277.67979895140314,-0.0
638,-277.6797988675565,-0.0
639,-277.67979894910314,-0.0
640,-277.6797988517102,-0.0
641,-277.6797987069746,-0.0
642,-277.67979827640954,-0.0
643,-277.1021290669607,-0.0
644,-0.2922761563885785,-0.0
645,-0.0,-0.0
646,-0.0,-0.0
647,-0.0,-0.0
648,-0.0,-0.0
649,-0.0,-0.0
650,-0.0,-0.0
651,-0.0,-0.0
652,-0.0,-0.0
653,-0.0,-0.0
654,-0.0,-0.0
655,-0.0,-0.0
656,-0.0,-0.0
657,-0.0,-0.0
658,-0.0,-0.0
659,-0.0,-0.0
660,-0.0,-0.0
661,-0.0,-0.0
662,-0.0,-0.0
663,-0.0,-0.0
664,-0.0,-0.0
665,-0.0,-0.0
666,-0.0,-0.0
667,-0.0,-0.0
668,-0.0,-0.0
669,-193.80990425751432,-0.0
670,-277.82077873629703,-0.0
671,-277.8207792027556,-0.0
672,-250.48375186948607,-7.4723312486119084
673,-250.4837518419245,-7.472331257220247
674,-187.41826428575035,-25.949461938844838
675,-187.41826427482005,-25.949461941877047
676,-187.41826425906024,-25.949461945470663
677,-112.77599443184947,-47.818395769470285
678,-112.77599437857282,-47.81839578595723
679,-187.41826427246994,-25.964628885302645
680,-250.48375187284267,-7.517391662049406
681,-275.9880480232346,-0.0
682,-230.30956804326462,-0.0
683,-214.93894413632978,-0.0
684,-197.60943905373335,-0.0
685,-71.29262799674842,-42.11056104629557
686,-71.29262793467757,-42.151666529461764
687,-71.06124236919739,-42.24841175472153
688,-71.06124350142511,-42.24841145568652
689,-71.2926279482758,-42.346523543098264
690,-71.292628019109,-42.34652351977437
691,-71.2926281034792,-42.34652348280414
692,-0.0,-15.669578951891385
693,-71.29262799275243,-42.339753709401684
694,-71.29262794966648,-42.11056105961568
695,-51.72689066418998,-47.81839577704623
696,-66.79795335961134,-47.691378453184036
697,-50.86453967927156,-47.452748508349735
698,-71.29262785877368,-41.51812657847896
699,-0.0,-15.228879484563096
700,-0.0,-15.228879489336851
701,-150.3242982495906,-36.6025885085886
702,-112.47643389120833,-47.6913784202029
703,-112.47643389599348,-47.691378435873936
704,-112.8765570041299,-47.8610355433787
705,-112.8872032137406,-47.86554967418436
706,-112.8872032512587,-47.86554968960021
707,-112.88720321470095,-47.86554970165783
708,-112.88720321227127,-47.865549702015635
709,-112.88720320847325,-47.86554970259946
710,-112.87655696249354,-47.861035564519625
711,-112.84655485786327,-47.8483143058299
712,-112.87655695595285,-47.861035562826004
713,-112.88720320922116,-47.86554970091962
714,-150.3242987756235,-36.82920090250998
715,-150.32429881688012,-36.82920088894977
716,-150.32429880736856,-36.829200890105874
717,-150.32429879421,-36.68478024287509
718,-112.51530151793659,-47.70785884590077
719,-112.47643388888855,-47.69137842787102
720,-112.64925727859307,-47.76465773211692
721,-112.64925728054055,-47.764657731771635
722,-125.09220860553926,-43.74707498270021
723,-150.32429873264627,-36.24583335555963
724,-112.47643389918746,-47.18949553167405
725,-111.7726906569907,-47.39298199530676
726,-111.77268945711714,-47.392982325152396
727,-112.11814466094434,-47.76465773388546
728,-0.0,-15.506463704130972
729,-0.0,-15.506463783189739
730,-0.0,-0.0
731,-150.3242986301889,-36.808972138164215
732,-112.75319339798683,-47.80872796329282
733,-112.75319351460536,-47.80872795125455
734,-112.68818477258985,-47.7811634485555
735,-112.6881847637015,-47.78116345151169
736,-112.68818475233867,-47.78116345402497
737,-112.75319351997548,-47.80872796126725
738,-113.01994707842047,-47.92183471073406
739,-113.01994697049045,-47.92183466585896
740,-112.75319350314555,-47.80872795236159
741,-112.64925728823357,-47.76465773568956
742,-112.64925728294658,-47.76465773484821
743,-112.64925727866212,-47.764657734186756
744,-112.39194062500538,-47.65555233141952
745,-112.39194063412259,-47.65555233603129
746,-112.39194062982679,-47.65555233540617
747,-111.8295731023837,-47.417101653692534
748,-111.51737516670829,-47.28472592582152
749,-111.51737516397506,-47.28472592538833
750,-111.82957310004483,-47.417101654732136
751,-112.39194060364198,-47.65555232900714
752,-112.39194053502536,-47.65555230038488
753,-112.39194062454581,-47.655552336788496
754,-112.3919406347097,-47.65555233588295
755,-112.39194064486429,-47.655552331937265
756,-112.47643289431362,-47.22918057315373
757,-112.4764339885576,-47.00741533070175
758,-185.123066317947,-26.001733524057048
759,-0.0,-0.15391958941373662
760,-0.6297048258204287,-0.0
761,-0.6297047389171649,-0.0
762,-0.6297011142779364,-0.0
763,-0.0,-0.0
764,-0.0,-0.0
765,-0.0,-0.0
766,-0.0,-0.0
767,-0.0,-0.0
768,-0.0,-0.0
769,-0.0,-0.0
770,-0.0,-0.0
771,-0.0,-0.0
772,-0.0,-0.0
773,-0.0,-0.0
774,-0.0,-0.0
775,-0.0,-0.0
776,-0.0,-0.0
777,-0.0,-0.0
778,-0.0,-0.0
779,-0.0,-0.0
780,-0.0,-0.0
781,-0.0,-0.0
782,-0.0,-0.0
783,-0.0,-0.0
784,-0.0,-0.0
785,-0.0,-0.0
786,-0.0,-0.0
787,-0.0,-0.0
788,-0.0,-0.0
789,-0.0,-0.0
790,-0.0,-0.0
791,-0.0,-31.468400461589976
792,-111.3175199269928,-47.19998493845704
793,-111.31752004728627,-47.199984937575096
794,-111.31752008373734,-47.199984940701746
795,-111.31752009937458,-47.1999849440937
796,-111.31752009988837,-47.19998494119338
797,-111.31752010807551,-47.199984943490875
798,-111.87731262630001,-47.437343791354884
799,-111.87731263191476,-47.43734379298902
800,-112.05013635332001,-47.46068863052492
801,-112.05013644185752,-47.46068860755359
802,-112.05013642667026,-47.4931170501951
803,-112.05013644352759,-47.49311703868622
804,-149.75455388615563,-36.42154905995937
805,-149.75455394299516,-36.396680317607284
806,-149.75455390559105,-36.42154905586555
807,-149.75455392730987,-36.4215490470755
808,-149.7545538857525,-36.42154906626769
809,-112.28589408552105,-47.61058727472888
810,-115.40067454331984,-46.69235890688472
811,-112.28589420783267,-47.61058724072832
812,-112.28589409357056,-47.610587272216456
