,Dinorwig,Ffestiniog,Cruachan,Foyers
0,7.990395452248912e-06,7.651784342636999e-06,401.80972585378174,239.88308070142267
1,3.549029464327404e-06,3.5380870677132867e-06,382.5990611498599,218.13614052697014
2,2.4424521307861776e-06,2.4967562860585452e-06,373.8858988681963,213.23006778394597
3,1.9199480179786615e-06,1.9744423563031133e-06,362.1927626528644,202.83058383651638
4,1.6015732671319251e-06,1.6510193692897033e-06,343.4701071202576,179.98693577226476
5,1.376771706367618e-06,1.4240495309809422e-06,322.6029359003223,155.36028474598376
6,1.2000321548254322e-06,1.2540417154528424e-06,307.50291957754456,130.6675621531158
7,1.0603959099680993e-06,1.1204711715626745e-06,298.1683462337879,100.22540809337605
8,9.472310345197408e-07,1.0103223636815445e-06,285.30951894820197,117.70402785504413
9,8.558426754765435e-07,9.197716557898293e-07,275.47790227176364,108.82750502096525
10,7.774145981363183e-07,8.448673283489507e-07,285.7737599119754,89.54410800460009
11,7.042639468025295e-07,7.784315370858319e-07,290.7714410198277,94.02707304186482
12,6.402791677484755e-07,7.163126032597883e-07,286.8086306283078,80.50881567505499
13,5.772912515699753e-07,6.645981038936159e-07,311.9185689390482,68.80158175824766
14,5.24478286579972e-07,6.137841392018676e-07,314.96973056619663,55.74925314265877
15,4.765905156001273e-07,5.661438894061161e-07,313.04441460983065,64.81993805048978
16,4.323929105350133e-07,5.243367739416254e-07,308.0507120786878,50.90767007741047
17,3.9034180174954433e-07,4.891047523846465e-07,286.98867744235827,42.10861828827515
18,3.486911780740863e-07,4.555357035857823e-07,242.33659271651476,37.8529233767496
19,3.091521443159437e-07,4.204371600076474e-07,119.22832801050833,33.54618056394665
20,2.554590842634846e-07,3.7351381198765367e-07,28.45349842018743,21.923777902895438
21,2.2660976510265844e-05,2.5093785140102298e-05,-206.9079043644657,-12.872123645543667
22,1.1378154001369064e-05,1.2406098013398148e-05,-268.92101100968307,-54.284021771608835
23,0.00036216235446294973,0.0003982384201911362,-439.99999847077123,-113.58186314159023
24,3.88084604348783e-05,4.6529603376725205e-05,-439.99999850247747,-133.59582099082587
25,3.685056615591582e-05,4.291164168757622e-05,-439.99999851375725,-134.84488624723406
26,3.403079164721636e-05,3.972441211190109e-05,-439.99999851272275,-132.40042057853924
27,3.139858725058034e-05,3.692745457246571e-05,-439.99999851226215,-133.24275897024606
28,2.950919119513433e-05,3.464575378099991e-05,-439.99999851261305,-132.4976545507886
29,2.778433128342399e-05,3.262155144024806e-05,-439.99999851266347,-123.12994053838922
30,2.654560031478014e-05,3.089070332825266e-05,-439.9999985120135,-114.60566975308264
31,2.565308200157902e-05,2.9641142208840593e-05,-439.9999985011731,-95.06605619444136
32,4.039216463850517e-05,4.6062896701012095e-05,-439.99999847568114,-73.53187187847527
33,0.00041923984822083446,0.00044501707449163907,-439.99999844176,-60.745609110563905
34,8.369904120710943e-06,9.460345917519754e-06,-432.00377152920055,-48.064247058252974
35,8.531346045432526e-06,9.439789772122282e-06,-360.778603126008,-45.021124168023505
36,8.570124830444949e-06,9.405059607476479e-06,-324.44739446952497,-46.225132098611454
37,8.442381823377103e-06,9.231680306505887e-06,-293.382799048656,-45.87727067498834
38,8.477171363360154e-06,9.241641298593299e-06,-299.71521786365054,-51.14914996834365
39,8.391635273353231e-06,9.108055249009941e-06,-353.18594684605785,-57.751434971893204
40,8.341353512412272e-06,9.015457058274624e-06,-369.11020479462803,-59.00538872669759
41,8.357902489143411e-06,9.006401789820693e-06,-327.4762653107162,-48.375222889830994
42,8.24299578512827e-06,8.989242113754822e-06,-90.81965299794608,-25.239939952555375
