,Interconnector Sellindge,Interconnector Neilston,Interconnector Kemsley,Interconnector Deeside
105,0.25625000625,0.22,0.0,0.84
106,0.6046875125,0.22,0.0,0.81666666
107,0.735156221875,0.22,0.45136362,0.57
108,0.86390623875,0.22,0.20409091,0.32666665
109,0.8285937406249999,0.22,0.6781818,0.1675
110,0.7451562515625001,0.22,0.6140909,0.33083335
111,0.84328125,0.22,0.72409093,0.49
112,0.89015625125,0.22,0.8218182,0.44083333
113,0.942656271875,0.22,0.88545454,0.4025
114,0.9434374884375,0.18583333,0.8404545,0.2175
115,0.9212500112500002,0.18583333,0.7713636,0.19083333
116,0.9232812771875,0.21833333,0.76045454,0.5175
117,0.918437540625,0.21833333,0.5759091,0.8041667
118,0.8096874843749999,0.21833333,0.5440909,0.84
119,0.386093745625,0.21333334,0.43045455,0.84
120,0.0,0.135,0.0,0.84
121,0.0,0.135,0.0,0.84
122,0.0,0.135,0.0,0.84
123,0.0,0.135,0.0,0.84
124,0.0,0.0675,0.0,0.42
125,0.0,0.135,0.0,0.84
126,0.0,0.135,0.0,0.84
127,0.0,0.0675,0.0,0.42
128,0.0,0.135,0.0,0.84
129,0.0575000015625,0.135,0.0,0.84
130,0.21468751175,0.135,0.0,0.80333334
131,0.1542187484375,0.135,0.09045455,0.4475
132,0.367812496875,0.135,0.0009090909,0.1375
133,0.6587500312499999,0.135,0.0,0.12
134,0.6685937337499999,0.135,0.0,0.22916667
135,0.6409374906249999,0.135,0.0,0.35083333
136,0.6435937675,0.125,0.26136363,0.23833333
137,0.93890623625,0.0,0.89045453,0.0
138,0.9456250075,0.0,0.9086364,0.0
139,0.9456250075,0.0,0.95954543,0.0
140,0.9450000015625,0.0,0.96090907,0.0
141,0.8770312375,0.0,0.96090907,0.0
142,0.91906250125,0.0,0.9227273,0.0
143,0.333281241875,0.1175,0.77863634,0.068333335
144,0.6437499759374999,0.13416667,0.64681816,0.050833333
145,0.5628124790625,0.13166666,0.31318182,0.41416666
146,0.48171875125,0.135,0.0,0.7875
147,0.4334375015624999,0.135,0.0,0.84
148,0.2817187406249999,0.135,0.0,0.84
149,0.033281248875,0.135,0.0,0.84
150,0.0,0.135,0.0,0.84
151,0.3098437453125,0.135,0.0,0.84
152,0.0,0.135,0.0,0.84
153,0.0514062478125,0.135,0.0,0.84
154,0.12796875,0.135,0.19227272,0.84
155,0.00249999999375,0.135,0.165,0.84
156,0.0,0.135,0.0013636363,0.84
157,0.0449999996875,0.135,0.285,0.84
158,0.0765624990625,0.135,0.47954544,0.84
159,0.1068750031249999,0.135,0.33636364,0.83916664
160,0.119999998125,0.135,0.0,0.7375
161,0.5420312518750001,0.12916666,0.0,0.5258333
162,0.621875006875,0.08166666,0.44590908,0.21166667
163,0.5518750025,0.135,0.94863635,0.18416667
164,0.6324999925,0.135,0.96090907,0.2475
165,0.6331250100000001,0.135,0.9613636,0.2241666599999999
166,0.57593750375,0.033333335,0.76772726,0.29333332
167,0.2371874999999999,0.0,0.69045454,0.16166666
168,0.0,0.0,0.6159091,0.0
169,0.0,0.0,0.31545454,0.0
170,0.0,0.0,0.37318182,0.0
171,0.0,0.0,0.123636365,0.0
172,0.0123437496874999,0.0,0.0009090909,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.38681817,0.0
175,0.065937499375,0.0,0.31318182,0.019166667
176,0.00109375000625,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0
178,0.195468748125,0.0,0.0,0.0
179,0.2771874984374999,0.0,0.0,0.0
180,0.1375000003125,0.0,0.0,0.0
181,0.1293749953125,0.0,0.0,0.0
182,0.1715624925,0.0,0.0,0.0
183,0.36453125625,0.0,0.0,0.0
184,0.455624990625,0.0,0.0,0.0
185,0.6882812343750001,0.0,0.0,0.0
186,0.6371875103125,0.0,0.27136365,0.0
187,0.7254687384375,0.0,0.27863637,0.0
188,0.63281251875,0.0,0.8863636,0.0
189,0.9131249875,0.0,0.12,0.0
190,0.869062496875,0.0,0.1172727299999999,0.0
191,0.93546876875,0.0,0.52863634,0.0
192,0.68031247625,0.0,0.76954544,0.20416667
193,0.6296874828125,0.135,0.71181816,0.30333334
194,0.4318749884375,0.045,0.32636362,0.14666666
195,0.2250000046874999,0.0,0.0,0.0
196,0.0326562509687499,0.0,0.0,0.0
197,0.00937499990625,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.07390625,0.12666667,0.0,0.0525
200,0.0609374975,0.0,0.0,0.0
201,0.2815624875,0.0,0.0,0.0
202,0.5201562665625,0.0,0.2581818,0.0
203,0.3553125,0.0,0.6981818,0.0
204,0.47171875125,0.0,0.3890909,0.0
205,0.5078125056249999,0.0,0.36318183,0.0
206,0.760937515,0.0,0.36318183,0.0
207,0.5831250140625,0.0,0.41727272,0.0
208,0.6059375124999999,0.0,0.4568182,0.0
209,0.909531265625,0.0,0.45318183,0.0
210,0.9209375240625,0.0,0.63545454,0.0
211,0.9440624828125,0.0,0.68954545,0.0
212,0.9443749890625,0.0,0.7709091,0.0
213,0.94468749375,0.0,0.56,0.0
214,0.93859375,0.0,0.59363633,0.015
215,0.90781253875,0.0,0.5427273,0.0
216,0.8020312325000001,0.0,0.77,0.0
217,0.8003124921875,0.0,0.69,0.0
218,0.7999999990625,0.0,0.77272725,0.0
219,0.7999999990625,0.0,0.6472727,0.0
220,0.76812500125,0.0,0.70863634,0.0
221,0.5870312387500001,0.0,0.5345455,0.0
222,0.5818749925,0.0,0.40954545,0.0
223,0.5159374675,0.0,0.09409091,0.0
224,0.906406260625,0.0,0.0,0.0
225,0.938124996875,0.0,0.23454545,0.0
226,0.9384375278125,0.0,0.36,0.0
227,0.923437509375,0.0,0.0,0.1166666699999999
228,0.8028124925,0.0,0.72136366,0.5833333
229,0.6793750006249999,0.0,0.74363637,0.84
230,0.9298437428125,0.0,0.23636363,0.84
231,0.717031245625,0.0,0.0,0.84
232,0.6248437321875,0.0,0.0,0.84
233,0.626875003125,0.0,0.39727274,0.84
234,0.6229687406250001,0.009166666,0.0013636363,0.84
235,0.324687496875,0.023333333,0.0,0.84
236,0.31406249875,0.023333333,0.25863636,0.84
237,0.31015624,0.023333333,0.18181819,0.84
238,0.15609375759375,0.12,0.28863636,0.84
239,0.0,0.135,0.195,0.84
240,0.0603124981249999,0.135,0.22363636,0.84
241,0.0157812496875,0.135,0.25181818,0.84
242,0.0,0.135,0.19636364,0.84
243,0.0,0.135,0.0,0.84
244,0.0,0.135,0.0,0.84
245,0.0,0.135,0.0,0.84
246,0.0,0.135,0.0,0.84
247,0.0,0.135,0.20545454,0.84
248,0.0,0.135,0.4,0.84
249,0.144375,0.135,0.7090909,0.84
250,0.6273437446875,0.135,0.695,0.84
251,0.8803125224999999,0.123333335,0.6609091,0.78333336
252,0.8531249887499999,0.051666666,0.85954547,0.4075
253,0.891406258125,0.0,0.8631818,0.0475
254,0.8921875237500001,0.0,0.8631818,0.0
255,0.8921875237500001,0.0,0.8631818,0.0
256,0.8682812353125,0.08916666,0.8640909,0.028333334
257,0.9431250100000002,0.0,0.90727276,0.0
258,0.94468748875,0.0,0.90818185,0.0
259,0.94468748875,0.0,0.95954543,0.0
260,0.944531240625,0.0,0.9604545,0.0
261,0.8929687434375001,0.0,0.8309091,0.0
262,0.846406248125,0.0,0.8218182,0.0
263,0.7251562731249999,0.0,0.6922727,0.0
264,0.662812525,0.0,0.5140909,0.0
265,0.6428125003125001,0.0,0.625,0.0
266,0.6425000203125001,0.0,0.6272727,0.0
267,0.6337499981249999,0.0,0.6272727,0.0
268,0.5817187359375,0.0,0.6272727,0.0
269,0.517968740625,0.0,0.6381818,0.0
270,0.2915625021875,0.0,0.70863634,0.0
271,0.3306249959375,0.0,0.42363638,0.0
272,0.5439062671875,0.0,0.6109091,0.0
273,0.7042187343749999,0.0,0.6877273,0.0
274,0.7706250175000001,0.0,0.7477273,0.0
275,0.8446875096875001,0.0,0.8181818,0.0
276,0.8459375134375,0.0,0.8209091,0.0
277,0.8459375134375,0.0,0.8209091,0.0
278,0.9367187434375,0.0,0.86,0.0
279,0.938437495,0.0,0.90727276,0.0
280,0.938593748125,0.0,0.9086364,0.0
281,0.9446875215625,0.0,0.9086364,0.0
282,0.94468748875,0.0,0.90909094,0.0
283,0.94500002125,0.0,0.9604545,0.0
284,0.94500002125,0.0,0.96090907,0.0
285,0.944843773125,0.1125,0.96090907,0.0025
286,0.8932812234375,0.135,0.86545455,0.07083333
287,0.820781255625,0.135,0.79954547,0.14833333
288,0.4012500071875,0.07083333,0.6481818,0.4675
289,0.51500000625,0.07833333,0.21454546,0.41083333
290,0.50609375875,0.13666667,0.11636364,0.7775
291,0.17562500175,0.13666667,0.0,0.84
292,0.0,0.13666667,0.0,0.84
293,0.0103125,0.13583334,0.0,0.84
294,0.0,0.135,0.0,0.84
295,0.0,0.135,0.0,0.84
296,0.028593750625,0.135,0.22818182,0.84
297,0.0764062475,0.135,0.22454545,0.72833335
298,0.107187499375,0.045,0.46863636,0.36583334
299,0.1459375053125,0.038333334,0.53227276,0.0291666669999999
300,0.2142187433749999,0.0,0.41727272,0.0
301,0.2062499965625,0.0,0.1959091,0.0
302,0.3564062375,0.024166666,0.20772727,0.0
303,0.7042187521875001,0.13,0.0,0.08916666
304,0.5259374925,0.075833336,0.13636364,0.20333333
305,0.84093751875,0.0,0.5209091,0.05
306,0.9428124921875,0.0,0.81136364,0.0
307,0.94500002125,0.0,0.9581818,0.0
308,0.944531240625,0.038333334,0.9604545,0.0
309,0.94437501375,0.115,0.96090907,0.12
310,0.7871874959375,0.135,0.7804545,0.4575
311,0.25437500009375,0.005,0.6868182,0.47833332
312,0.00671875015625,0.0,0.26363635,0.4325
313,0.000468749978125,0.0,0.0,0.56333333
314,0.1407812484374999,0.0,0.0,0.56333333
315,0.166406246875,0.0,0.0,0.5625
316,0.1221874946875,0.0,0.0,0.56333333
317,0.01875000015625,0.0,0.0,0.5625
318,0.0995312484374999,0.00083333335,0.0,0.56916666
319,0.274062504375,0.13416667,0.7286364,0.7275
320,0.321406244625,0.12666667,0.90590906,0.435
321,0.705937504375,0.0,0.63272727,0.0575
322,0.8848437575,0.0,0.6759091,0.0
323,0.9376562562500002,0.0,0.8090909,0.0
324,0.938593779375,0.0,0.95863634,0.0
325,0.9387500275,0.0,0.91,0.0
326,0.9387500275,0.0,0.90818185,0.0
327,0.9384375278125,0.0,0.9086364,0.0
328,0.9387500275,0.0,0.90909094,0.0
329,0.9446875215625,0.0,0.90818185,0.0
330,0.944843773125,0.0,0.9086364,0.0
331,0.9446875215625,0.0,0.96,0.0
332,0.944843773125,0.0,0.9604545,0.0
333,0.9445312421875,0.104166664,0.96090907,0.16083333
334,0.84656250625,0.08166666,0.82363635,0.28333333
335,0.607031260625,0.0,0.73545456,0.47416666
336,0.137968748125,0.0,0.0,0.2725
337,0.45874999625,0.13333334,0.0,0.6566667
338,0.3392187646875,0.135,0.0,0.7266667
339,0.41390624125,0.135,0.0,0.83916664
340,0.2854687425,0.135,0.0,0.84
341,0.146250005,0.135,0.0,0.84
342,0.161718748125,0.135,0.089090906,0.84
343,0.3232812559374999,0.135,0.5536364,0.84
344,0.8821875299999999,0.135,0.70772725,0.84
345,0.938125,0.135,0.9554545,0.7775
346,0.938906259375,0.135,0.96090907,0.5316667
347,0.938906254375,0.135,0.96090907,0.33166668
348,0.9398437584375,0.13583334,0.9613636,0.30083334
349,0.9400000065625,0.13583334,0.9095455,0.10916667
350,0.8818749959375001,0.12416667,0.7368182,0.095
351,0.829531238125,0.083333336,0.49818182,0.033333335
352,0.8437499928125,0.105,0.094545454,0.15
353,0.8654687365625,0.050833333,0.6009091,0.1575
354,0.9351562459375,0.0,0.9031818,0.0
355,0.9457812490625,0.0,0.95954543,0.0
356,0.9457812671875,0.0,0.96090907,0.026666667
357,0.93046875,0.0,0.96090907,0.0
358,0.9065625334375,0.014166667,0.9604545,0.048333332
359,0.2975000040625,0.0,0.8659091,0.34083334
360,0.00375000003125,0.0,0.68954545,0.39333335
361,0.0,0.010833333,0.27454546,0.77
362,0.0,0.16833334,0.5890909,0.84
363,0.00375000003125,0.16833334,0.11772727,0.84
364,0.00375000003125,0.16833334,0.0009090909,0.84
365,0.0,0.16833334,0.5568182,0.84
366,0.0,0.16833334,0.19,0.84
367,0.0,0.16833334,0.095,0.84
368,0.1212500004374999,0.16833334,0.13681819,0.84
369,0.710624985,0.16833334,0.0,0.84
370,0.7996874990624999,0.16833334,0.0,0.84
371,0.7443749959375,0.16833334,0.0,0.84
372,0.9212500125,0.13166666,0.0,0.84
373,0.920781254375,0.14416666,0.0,0.84
374,0.939218765625,0.145,0.21863636,0.7366667
375,0.93968752,0.1675,0.0013636363,0.84
376,0.939531271875,0.15083334,0.0,0.725
377,0.945781265625,0.020833334,0.0,0.30083334
378,0.945937500625,0.0,0.8118182,0.005
379,0.94593751875,0.0,0.95954543,0.0
380,0.945781265625,0.0,0.9613636,0.0
381,0.9456250140625,0.0,0.96090907,0.0
382,0.8940624890625,0.0,0.86636364,0.0
383,0.7545312421875,0.0,0.7336364,0.0
384,0.3974999913437499,0.0,0.70272726,0.0
385,0.4718750187499999,0.0,0.5922727,0.0
386,0.6804687749999999,0.0,0.6872727,0.0
387,0.711093740625,0.0,0.6781818,0.0
388,0.711562478125,0.0,0.67454547,0.0
389,0.5746874984375,0.0,0.67136365,0.0
390,0.48390625625,0.18333334,0.7286364,0.045
391,0.6659375125,0.20166667,0.86045456,0.01
392,0.8139062406249999,0.10916667,0.6968182,0.0
393,0.9073437428125,0.0,0.3540909,0.0
394,0.9240625053125,0.0,0.18590909,0.0
395,0.93796871125,0.0,0.14090909,0.0
396,0.6246875075,0.0,0.25045455,0.0
397,0.716718746875,0.0,0.5477273,0.0
398,0.802812518125,0.0,0.19181818,0.0
399,0.7829687459375001,0.0,0.0,0.0
400,0.7223437834375,0.0,0.0,0.0
401,0.8420312674999999,0.0,0.6740909,0.0
402,0.8534375006249999,0.0,0.905,0.0
403,0.8839062703125,0.0,0.9590909,0.0
404,0.9451562428125,0.0,0.96090907,0.0
405,0.9460937521875,0.0,0.96090907,0.0
406,0.939531240625,0.0,0.96181816,0.0
407,0.7915625,0.0,0.82272726,0.0
408,0.4793750031250001,0.0,0.73318183,0.0
409,0.4914062624999999,0.0,0.73,0.0
410,0.2446874969375,0.0,0.5377273,0.0
411,0.2978125124999999,0.0,0.43272728,0.0
412,0.2067187496875,0.0,0.57772726,0.0
413,0.12921874984375,0.0,0.44681817,0.0
414,0.292187505625,0.0,0.5527273,0.0
415,0.5442187428124999,0.0,0.7090909,0.0
416,0.295937503125,0.0,0.8009091,0.0
417,0.6821875165625001,0.0,0.6718182,0.0
418,0.78796875,0.0,0.77363634,0.0
419,0.8578125074999999,0.0,0.6272727,0.0
420,0.7362500125,0.0,0.85318184,0.0
421,0.7121874875,0.0,0.9077273,0.0
422,0.9304687421875,0.0,0.74,0.0
423,0.9064062471875,0.0,0.64681816,0.0
424,0.8509374959375,0.0,0.33045456,0.0
425,0.902968750625,0.0,0.7804545,0.0
426,0.94562501875,0.0,0.90636367,0.0
427,0.946406273125,0.0,0.96,0.0
428,0.946093766875,0.0,0.96090907,0.0
429,0.9460937521875,0.0,0.96090907,0.0
430,0.924531264375,0.0,0.9186364,0.0
431,0.8939062425000001,0.0,0.8640909,0.0
432,0.7845312156250001,0.0,0.75954545,0.0
433,0.7551562890625,0.0,0.7309091,0.0
434,0.7549999884375,0.0,0.7309091,0.0
435,0.7549999884375,0.0,0.73045456,0.0
436,0.7549999884375,0.0,0.73,0.0
437,0.724218759375,0.0,0.7309091,0.0
438,0.6926562265625,0.0,0.73045456,0.0
439,0.7973437546875001,0.0,0.8190909,0.0
440,0.756249995625,0.0,0.845,0.0
441,0.8874999734375,0.23583333,0.79545456,0.0525
442,0.938750014375,0.29083332,0.95681816,0.0
443,0.939531240625,0.06,0.8727273,0.0
444,0.938593748125,0.0033333334,0.7418182,0.0
445,0.938593748125,0.14916667,0.905,0.0
446,0.938593748125,0.0,0.88545454,0.0
447,0.9387500275,0.1175,0.90818185,0.115833335
448,0.9387500275,0.0,0.8090909,0.0
449,0.9295312575,0.27916667,0.7477273,0.031666666
450,0.9442187621875,0.49666667,0.905,0.008333334
451,0.9443749825,0.34916666,0.95954543,0.0
452,0.94500002125,0.5341667,0.9613636,0.0033333334
453,0.94500002125,0.5541667,0.96090907,0.07333333
454,0.9387500275,0.45166665,0.9604545,0.0125
455,0.905000015625,0.42416668,0.88136363,0.111666664
456,0.8134374750000001,0.34,0.7886364,0.21416667
457,0.811875005,0.38,0.7290909,0.2225
458,0.8298437515625,0.38,0.7340909,0.4425
459,0.8068750021874999,0.38,0.0013636363,0.395
460,0.6859375209374999,0.38,0.155,0.435
461,0.325468750625,0.36666667,0.7804545,0.7325
462,0.0,0.38,0.19772728,0.84
463,0.0,0.38,0.0,0.84
464,0.2048437453125,0.36166668,0.0,0.78583336
465,0.0,0.14416666,0.0,0.40083334
466,0.140937496875,0.0,0.0,0.043333333
467,0.0,0.0,0.0,0.0
468,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0
474,0.1520312471875,0.0,0.0,0.0
475,0.0593749984687499,0.0,0.0,0.0
476,0.745,0.0,0.14909092,0.0
477,0.592656261125,0.0,0.8559091,0.0
478,0.6215624575,0.0,0.6231818,0.0
479,0.47875002,0.0,0.4609091,0.0
480,0.182031258125,0.0,0.89772725,0.0
481,0.2323437526562499,0.0,0.87545455,0.0
482,0.3962499984375,0.0,0.8486364,0.0
483,0.6657812359375,0.0,0.79636365,0.0
484,0.6198437465625,0.0,0.8372727,0.0
485,0.307656255,0.0,0.90727276,0.0
486,0.0,0.0,0.7431818,0.054166667
487,0.0,0.0,0.0013636363,0.37083334
488,0.4895312428125,0.0,0.0,0.0625
489,0.625312498125,0.0,0.0,0.0
490,0.53999999875,0.0,0.0,0.0
491,0.564375,0.0,0.0,0.0
492,0.6756250025,0.0,0.0,0.0
493,0.56359374365625,0.0,0.0,0.0
494,0.579687514376875,0.0,0.0,0.0
495,0.595312528125,0.0,0.0,0.0
496,0.593281244375,0.0,0.12318182,0.0
497,0.6323437578125001,0.0,0.0009090909,0.0
498,0.6443750028124999,0.0,0.13454546,0.0
499,0.504531257790625,0.0,0.17,0.0
500,0.720624984375,0.0,0.18772727,0.0
501,0.413437506,0.0,0.27636364,0.0
502,0.2301562515625,0.0,0.17636363,0.0
503,0.00515625019375,0.0,0.0,0.0
504,0.0026562499687499,0.0,0.57045454,0.0
505,0.2615625009375,0.0,0.90272725,0.0
506,0.5314062506249999,0.0,0.78,0.0
507,0.6445312486249999,0.0,0.90636367,0.0
508,0.6287500127187501,0.0,0.80045456,0.0
509,0.1570312471875,0.0,0.5518182,0.0
510,0.0,0.0,0.0013636363,0.0
511,0.0,0.0,0.0,0.0
512,0.04140625125,0.0,0.0,0.0
513,0.4375000218749999,0.0,0.0,0.0
514,0.6270312299999999,0.0,0.0,0.0
515,0.627187509375,0.0,0.0,0.0
516,0.6273437625,0.0,0.0,0.0
517,0.7237500025,0.0,0.0,0.0
518,0.8876562325,0.0,0.0,0.0
519,0.6437500053124999,0.0,0.0,0.0
520,0.6007812359375,0.0,0.089090906,0.0
521,0.8006250325000001,0.0,0.0009090909,0.0
522,0.6750000031250001,0.0,0.135,0.0
523,0.627187509375,0.0,0.0009090909,0.0
524,0.93187501375,0.0,0.475,0.0
525,0.5795312609375,0.0,0.20954545,0.0
526,0.1799999965625,0.0,0.13272727,0.0
527,0.0614062487499999,0.0,0.5781818,0.0
528,0.0,0.0,0.6381818,0.0
529,0.0,0.0,0.7613636,0.0
530,0.0,0.0,0.6522727,0.0
531,0.0,0.0,0.6831818,0.0
532,0.0,0.0,0.47454545,0.0
533,0.0,0.0,0.6531818,0.0
534,0.0,0.0,0.0,0.0
535,0.00749999971875,0.0,0.0,0.0
536,0.0064062495,0.0,0.0,0.0
537,0.0,0.0,0.0,0.0
538,0.0718750003124999,0.0,0.0,0.0
539,0.159687504375,0.0,0.0,0.0
540,0.1723437515625,0.0,0.0,0.0
541,0.2049999918749999,0.0,0.0,0.0
542,0.2117187515625,0.0,0.0,0.0
543,0.1015625034375,0.0,0.0,0.0
544,0.14312500125,0.0,0.0,0.0
545,0.402343725,0.0,0.0,0.0
546,0.4284374990624999,0.0,0.30454546,0.0
547,0.402187496875,0.0,0.0,0.0
548,0.649375003125,0.0,0.0,0.0
549,0.6337500137500001,0.0,0.0,0.0
550,0.01484375025,0.0,0.0,0.0
551,0.0,0.0,0.27409092,0.0
552,0.0,0.0,0.65818185,0.0
553,0.0,0.0,0.88045454,0.0
554,0.0,0.0,0.89363635,0.0
555,0.0,0.0,0.90818185,0.0
556,0.0,0.0,0.6659091,0.0
557,0.0,0.0,0.8190909,0.0
558,0.0,0.0,0.0,0.0
559,0.0,0.0775,0.0,0.11416667
560,0.0,0.0,0.32590908,0.0
561,0.0,0.0,0.09409091,0.0
562,0.135624995625,0.0,0.15590909,0.0
563,0.2359374934375,0.0,0.5290909,0.0
564,0.4050000031468749,0.0,0.49363637,0.0
565,0.43937502,0.0,0.4268182,0.0
566,0.4501562428125,0.0,0.61863637,0.0
567,0.3685937521875,0.0,0.4672727299999999,0.0
568,0.0575000015625,0.0,0.35136363,0.0
569,0.4940625046874999,0.0,0.36045456,0.0
570,0.5775,0.0,0.8068182,0.0
571,0.15578124575,0.0,0.9581818,0.0
572,0.1617187424999999,0.0,0.96090907,0.0
573,0.09515625,0.0,0.9218182,0.0
574,0.0018749999624999,0.0,0.96,0.0
575,0.0,0.038333334,0.91,0.0
576,0.508750003125,0.0,0.8213636,0.0
577,0.6884374937499999,0.0,0.8213636,0.0
578,0.6064062531250001,0.0,0.8213636,0.031666666
579,0.377343758125,0.14416666,0.81954545,0.004166667
580,0.1575000040625,0.275,0.7390909,0.15083334
581,0.0,0.26166666,0.6390909,0.38916665
582,0.0,0.27833334,0.7581818,0.77
583,0.0,0.27833334,0.79545456,0.84
584,0.0,0.27833334,0.7804545,0.84
585,0.2020312475,0.27916667,0.60136366,0.81166667
586,0.6904687409375001,0.28,0.18272728,0.5125
587,0.74296874,0.28,0.65590906,0.1675
588,0.5928125290625,0.28,0.57272726,0.27
589,0.43500000375,0.28,0.6877273,0.31166667
590,0.7214062603125001,0.27333334,0.69,0.30583334
591,0.5034374915625,0.28,0.55954546,0.7225
592,0.6676562556250001,0.28,0.6009091,0.84
593,0.8860937484375,0.27666667,0.42409092,0.80916667
594,0.94390626375,0.14416666,0.5540909,0.84
595,0.911562516875,0.28,0.57545453,0.73333335
