name,Interconnector Deeside,Interconnector Sellindge,Interconnector Neilston,Interconnector Kemsley,Interconnector Lovedean
2019-12-02 11:00:00,0.0,0.1918749989375,0.0,0.49454546,0.0
2019-12-02 11:30:00,0.0,0.19281249406249998,0.0,0.5081818,0.0
2019-12-02 12:00:00,0.0,0.260937496875,0.0,0.78,0.0
2019-12-02 12:30:00,0.0,0.26593749187500004,0.0,0.7936364,0.0
2019-12-02 13:00:00,0.0,0.2281250125,0.0,0.6409091,0.0
2019-12-02 13:30:00,0.0,0.22656251062500002,0.0,0.63363636,0.0
2019-12-02 14:00:00,0.0,0.288749999375,0.0,0.37363636,0.0
2019-12-02 14:30:00,0.0,0.2837500009375,0.0,0.35,0.0
2019-12-02 15:00:00,0.0,0.6784374896875,0.0,0.0,0.0
2019-12-02 15:30:00,0.0,0.6878124896875001,0.0,0.0,0.0
2019-12-02 16:00:00,0.0,0.646562519375,0.0,0.12818182,0.0
2019-12-02 16:30:00,0.0,0.6453124878125,0.0,0.14,0.0
2019-12-02 17:00:00,0.0,0.8143750025,0.0,0.34636363,0.0
2019-12-02 17:30:00,0.0,0.821562515,0.0,0.35454544,0.0
2019-12-02 18:00:00,0.0,0.659062498125,0.0,0.48,0.0
2019-12-02 18:30:00,0.0,0.6534375,0.0,0.48545456,0.0
2019-12-02 19:00:00,0.0,0.703125021875,0.0,0.48545456,0.0
2019-12-02 19:30:00,0.0,0.6990625128125,0.0,0.48545456,0.0
2019-12-02 20:00:00,0.0,0.9006249881249999,0.0,0.6990909,0.0
2019-12-02 20:30:00,0.0,0.9075000140624999,0.0,0.7090909,0.0
2019-12-02 21:00:00,0.0,0.935625003125,0.0,0.9509091,0.0
2019-12-02 21:30:00,0.0,0.936875029375,0.0,0.9618181600000001,0.0
2019-12-02 22:00:00,0.0,0.8990625156249998,0.0,0.9618181600000001,0.0
2019-12-02 22:30:00,0.0,0.857500005,0.0,0.9618181600000001,0.0
2019-12-02 23:00:00,0.0,0.33656251356250005,0.0,0.9109091,0.0
2019-12-02 23:30:00,0.0,0.313437514375,0.0,0.90909094,0.0
2019-12-03 00:00:00,0.0,0.49812499125000004,0.0,0.90909094,0.0
2019-12-03 00:30:00,0.0,0.490937495,0.0,0.90909094,0.0
2019-12-03 01:00:00,0.0,0.8353125125000002,0.0,0.91,0.0
2019-12-03 01:30:00,0.0,0.85656252375,0.0,0.90909094,0.0
2019-12-03 02:00:00,0.0,0.8437500124999999,0.0,0.90909094,0.0
2019-12-03 02:30:00,0.0,0.8434375093750001,0.0,0.91,0.0
2019-12-03 03:00:00,0.0,0.8040625109375,0.0,0.90909094,0.0
2019-12-03 03:30:00,0.0,0.8015625134375,0.0,0.90818185,0.0
2019-12-03 04:00:00,0.0,0.6615625259375,0.0,0.5872727,0.0
2019-12-03 04:30:00,0.0,0.655937505,0.0,0.57272726,0.0
2019-12-03 05:00:00,0.0,0.39750001064687496,0.07666667,0.52454543,0.0
2019-12-03 05:30:00,0.108333334,0.3912499828125,0.0,0.52272725,0.0
2019-12-03 06:00:00,0.35333332,0.0659374996875,0.13666667,0.3272727,0.0
2019-12-03 06:30:00,0.4,0.06937499887500001,0.32166666,0.3109091,0.0
2019-12-03 07:00:00,0.62833333,0.0,0.33,0.0,0.0
2019-12-03 07:30:00,0.5683333,0.0,0.215,0.0,0.0
2019-12-03 08:00:00,0.315,0.0,0.24333334000000004,0.0,0.0
2019-12-03 08:30:00,0.185,0.00031249999687499996,0.055,0.0,0.0
2019-12-03 09:00:00,0.015,0.09781249843749999,0.1,0.088181816,0.0
2019-12-03 09:30:00,0.0,0.10156249468749999,0.14666666,0.09272727,0.0
2019-12-03 10:00:00,0.0,0.018750000125,0.08166666,0.45545456,0.0
2019-12-03 10:30:00,0.0,0.019375000621875,0.028333334,0.50454545,0.0
2019-12-03 11:00:00,0.0,0.08156249750000001,0.16,0.42545456,0.0
2019-12-03 11:30:00,0.0,0.08468750124999999,0.065,0.42181817,0.0
2019-12-03 12:00:00,0.0,0.053125001874999994,0.13,0.40454546,0.0
2019-12-03 12:30:00,0.0,0.051875003125,0.135,0.39636365,0.0
2019-12-03 13:00:00,0.0,0.04125,0.14666666,0.095454544,0.0
2019-12-03 13:30:00,0.0,0.040625000625,0.20333333,0.09272727,0.0
2019-12-03 14:00:00,0.108333334,0.01593750021875,0.32,0.0,0.0
2019-12-03 14:30:00,0.365,0.015312499468750001,0.32833335,0.0,0.0
2019-12-03 15:00:00,0.605,0.0006249999937499999,0.33,0.0,0.0
2019-12-03 15:30:00,0.6933333,0.0,0.33,0.0,0.0
2019-12-03 16:00:00,0.55333334,0.5349999959375,0.33,0.0,0.0
2019-12-03 16:30:00,0.61833334,0.5818750146875,0.33,0.0,0.0
2019-12-03 17:00:00,0.38333333,0.33124997935312506,0.32666665,0.0,0.0
2019-12-03 17:30:00,0.13166666,0.33000000468749996,0.165,0.0,0.0
2019-12-03 18:00:00,0.0,0.049687501718750006,0.0,0.29727274,0.0
2019-12-03 18:30:00,0.0,0.042187499375,0.0,0.3309091,0.0
2019-12-03 19:00:00,0.10666667000000002,0.12312499718749999,0.13666667,0.36545455,0.0
2019-12-03 19:30:00,0.17,0.11687499687499998,0.32166666,0.36818182,0.0
2019-12-03 20:00:00,0.39833334,0.6824999965624999,0.33,0.69,0.0
2019-12-03 20:30:00,0.49333334,0.707812488125,0.33,0.70454544,0.0
2019-12-03 21:00:00,0.735,0.29531250875000004,0.33,0.7609091,0.0
2019-12-03 21:30:00,0.84,0.28749999656249997,0.33,0.76454544,0.0
2019-12-03 22:00:00,0.8066667,0.13374999675,0.33,0.9536363499999999,0.0
2019-12-03 22:30:00,0.61833334,0.13531250665625,0.31,0.9627272499999999,0.0
2019-12-03 23:00:00,0.7033333,0.1528124984375,0.32833335,0.9118182,0.0
2019-12-03 23:30:00,0.51166666,0.1528124984375,0.29833335,0.90909094,0.0
