name,East Anglia 3 (EA 3),Hornsea 3,The East Anglia Array - Norfolk Vanguard,Hornsea 2 - Optimus and Breesea,Dogger Bank C (was Teesside A),Inch Cape,Triton Knoll ,MacColl Offshore Windfarm (Moray East),Telford Offshore Windfarm (Moray East),Stevenson Offshore Windfarm (Moray East),Seagreen Phase 1 (Alpha),Dogger Bank A & B (was Creyke Beck A & B),Forth of Firth (Methil),Kincardine Offshore Windfarm,Moray Firth 2 (West),Dounreay Trì Floating Wind Demonstration,Neart na Gaoithe (Resubmission),The East Anglia Array - Norfolk Boreas,Sofia (Teesside B)
2020-01-01 00:00:00,714.7901964187622,759.626933506557,866.0901893888202,452.95525550842285,717.8411333901541,402.66112518310547,283.5359587328775,111.91064285210203,159.17667695965085,176.12425850459508,457.4073457717895,2105.58958871024,5.914545283859254,50.0,463.484890801566,10.0,98.10227291924615,796.9871212921144,837.4813222885132
2020-01-01 01:00:00,727.4554395675658,883.2394490923201,864.2414821897233,581.9287443161011,882.6116834368024,521.4677669525146,310.7678731782096,155.077853173869,215.20289648600985,233.97846371786937,504.58238410949707,2215.0198255266464,6.39423664668274,50.0,615.7327992575509,10.0,135.68732602255685,795.429097743988,1029.7136306762695
2020-01-01 02:00:00,693.3224153518677,963.8748059953962,825.5769457135882,629.8655891418458,925.6807054792132,609.8588714599608,308.7400320393699,197.67204010146006,246.3721265111651,273.1237367902483,518.4242763519287,2257.235706874302,7.748149947038651,50.0,718.7466757638114,10.0,182.70681176866805,762.8396900138855,1079.960823059082
2020-01-01 03:00:00,510.26215076446533,973.0240140642438,628.0429254259383,620.9455251693726,918.2760511125837,694.7723342895507,253.84130089623585,212.72267489944184,256.5197014127459,286.32185089928765,524.1463222503662,2283.2476697649277,9.048639704064371,50.0,753.4785549981253,10.0,238.25754914964946,601.8526839179992,1071.3220596313477
2020-01-01 04:00:00,391.2015342712403,1004.0160451616559,505.27847017560686,701.2291383743286,937.1936253138952,699.6932693481444,185.1872309616634,215.54689823729655,266.23123986380443,295.1404209409441,524.1491360664368,2324.011387416295,9.693422606515885,50.0,776.6853182656424,10.0,274.711845772607,491.8378598327637,1093.392562866211
2020-01-01 05:00:00,278.15077781677246,972.441223689488,384.04729434422086,682.0200538635254,897.7245875767298,717.6613815307617,147.50337724004476,204.3774875674929,269.96218538965496,296.1405856404986,524.7516031265259,2358.137943812779,10.05692331545925,50.0,779.317330632891,10.0,291.7915427684784,387.9638187561036,1047.3453521728516
2020-01-01 06:00:00,235.92671394348147,762.3589978899274,350.74593135288785,483.5126972198487,836.6968100411551,731.0788101196289,110.48243464742389,185.05424972942896,268.77512751306807,299.8795671735491,525.0,2359.59317452567,9.993202758884431,50.0,789.156755719866,10.0,296.08198591641013,358.4199462890625,976.1462783813477
2020-01-01 07:00:00,230.4301261901856,489.17533329554976,338.68946620396207,296.02054595947266,840.8534308842251,751.8921313476562,81.61439991269795,224.54006460734777,279.3649490424565,313.7643754087176,525.0,2365.3929486955917,11.855370836380006,50.0,825.6957247597832,10.0,304.8940908908844,347.72363772583003,980.9956693649292
2020-01-01 08:00:00,178.5731773376465,409.25803593226846,265.12578555515836,261.49111747741705,870.7191467285156,763.7655096435547,61.97801883425032,251.77096591676982,284.8980845996312,315.18272471291675,525.0,2330.0417829241073,15.588945115478515,50.0,829.4282229287284,10.0,326.67766979762484,282.45879794311526,1015.8390045166016
2020-01-01 09:00:00,90.8877444267273,465.74412754603804,155.2863039289202,321.659107208252,976.6688755580358,772.4445867919922,52.746919773646766,270.5666867801121,294.0797548362187,312.75394076211114,525.0,2297.5239911760605,17.668703083858492,50.0,823.036686216082,10.0,346.5940066746303,176.1418722553253,1139.447021484375
