name,East Anglia 3 (EA 3),Hornsea 3,The East Anglia Array - Norfolk Vanguard,Hornsea 2 - Optimus and Breesea,Dogger Bank C (was Teesside A),Inch Cape,Triton Knoll ,MacColl Offshore Windfarm (Moray East),Telford Offshore Windfarm (Moray East),Stevenson Offshore Windfarm (Moray East),Seagreen Phase 1 (Alpha),Dogger Bank A & B (was Creyke Beck A & B),Forth of Firth (Methil),Kincardine Offshore Windfarm,Moray Firth 2 (West),Dounreay Trì Floating Wind Demonstration,Neart na Gaoithe (Resubmission),The East Anglia Array - Norfolk Boreas,Sofia (Teesside B)
2019-01-01 00:00:00,822.6510524749756,2400.0,1301.6606467110769,1400.0,1200.0,502.2560562133788,847.4660356576104,313.5,313.5,323.0,296.10729575157166,2400.0,26.35967690696525,48.5461950302124,850.0,10.0,436.2829121180943,1217.1915769729615,1400.0
2019-01-01 01:00:00,846.0988950729371,2400.0,1357.4709483555384,1400.0,1200.0,385.91059226989745,854.8637488337927,313.5,313.5,323.0,256.5177011489869,2400.0,14.542044917943954,46.091278195381165,850.0,10.0,361.4303929465158,1298.2751276550293,1400.0
2019-01-01 02:00:00,973.4352302551271,2400.0,1497.4818910871231,1400.0,1200.0,263.12960052490234,855.3337657492502,313.5,313.5,323.0,189.75618481636047,2400.0,8.390635173232079,44.14017224311829,850.0,10.0,295.95121213368003,1513.741559360504,1400.0
2019-01-01 03:00:00,1084.1402053833008,2400.0,1584.8199381147112,1400.0,1200.0,198.62251663208008,855.4284112957547,313.5,313.5,322.7946380233765,168.29575896263123,2400.0,5.592085705352784,44.51423196411133,849.4595737457277,10.0,233.13687954630174,1655.585446357727,1400.0
2019-01-01 04:00:00,1143.080711364746,2400.0,1635.533515385219,1400.0,1200.0,266.31834106445314,855.1153928266253,313.5,313.5,322.7898740141732,200.93599677085874,2400.0,5.909735114059448,46.421409249305725,849.4470368794033,10.0,253.0034760066441,1699.3659210205078,1400.0
2019-01-01 05:00:00,1181.8708419799805,2400.0,1683.6519159589495,1400.0,1200.0,367.4047855377197,854.920553441729,313.5,313.5,322.94014932904923,226.2911331653595,2400.0,7.956272796503067,46.91514551639557,849.8424982343402,10.0,323.03967475891113,1740.9047555923462,1400.0
2019-01-01 06:00:00,1189.290428161621,2400.0,1677.3725427900042,1399.3556938171387,1200.0,375.41270713806153,855.0812834412711,313.5,313.5,323.0,233.4698313474655,2400.0,9.218361390328408,48.56373131275177,850.0,10.0,340.6799043927874,1735.4849553108215,1400.0
2019-01-01 07:00:00,1206.850357055664,2393.670102800642,1671.3882555280413,1365.1009216308594,1200.0,350.86792106628417,854.5612875311716,313.5,313.5,323.0,266.46147429943085,2400.0,9.177637576128006,50.0,850.0,10.0,333.6972100394113,1730.3197503089905,1400.0
2019-01-01 08:00:00,1212.6938819885254,2293.6050306047714,1657.3406900678362,1347.224678039551,1200.0,337.5547939300537,826.2208414132256,313.5,313.5,323.0,397.91622161865234,2400.0,8.096399413573266,50.0,850.0,10.0,309.3375073160444,1718.1923031806946,1400.0
2019-01-01 09:00:00,1201.9638633728027,2248.053425380162,1612.9354967389788,1353.3658065795898,1200.0,315.97755241394043,719.3794768197196,313.5,313.5,322.694687121255,452.2426915168762,2400.0,6.4867324171295175,50.0,849.1965450559344,10.0,266.90590943608964,1679.8568630218506,1400.0
2019-01-01 10:00:00,1024.5220184326172,2199.820011683873,1371.0221426827566,1347.2944259643555,1200.0,231.12208023071287,591.7979030302592,313.5,313.5,316.8317319761004,395.39873600006104,2400.0,4.226299487959863,50.0,833.76771572658,10.0,189.74317942346843,1319.1349229736327,1400.0
2019-01-01 11:00:00,847.0706701278687,2310.7020002092636,1074.546753338405,1396.0337867736819,1200.0,425.0187717437744,532.4682910408293,313.5,313.5,322.1110585893903,510.06890487670904,2400.0,4.252189014044762,50.0,847.6606804983957,10.0,252.0278707572392,984.0044235992433,1400.0
2019-01-01 12:00:00,684.1644954681396,2398.291658673968,910.4988159452166,1400.0,1200.0,536.2903812408448,579.2991846323014,313.5,313.5,318.04560644967216,518.6922197341919,2400.0,3.088348814867019,50.0,836.9621222359795,10.0,307.3534665788923,834.4338361701965,1400.0
2019-01-01 13:00:00,631.7504453659059,2400.0,964.6186086109707,1400.0,1200.0,611.7374725341797,689.6582859584263,313.5,313.5,314.3517399869647,523.8558382987976,2400.0,3.7079903764457707,50.0,827.2414210183281,10.0,351.0763304574149,879.8249056777955,1400.0
2019-01-01 14:00:00,709.529094696045,2400.0,1220.9821231024607,1400.0,1200.0,659.0545501708983,805.7723010880607,313.5,313.5,310.2880568586077,524.1324119567871,2400.0,4.172379468659401,50.0,816.5475180489676,9.8530832529068,379.8545019967215,1131.509654296875,1400.0
2019-01-01 15:00:00,873.2281017303468,2400.0,1459.816442217146,1400.0,1200.0,668.6241149902344,845.4343940789361,313.45274114881244,313.5,294.8089117322649,524.0748038291931,2400.0,3.84485431701088,50.0,775.8129256112235,9.338122367858887,374.9923161097935,1455.7723962478638,1400.0
2019-01-01 16:00:00,1011.1307144165039,2400.0,1587.7155222211566,1400.0,1200.0,674.5652923583984,856.2223984854563,312.89127534730096,313.1612591743469,279.9985637937273,524.2559809684753,2400.0,3.0944976724662774,50.0,736.8383257729666,7.886816211509704,372.0551899501255,1658.0830335617065,1400.0
2019-01-01 17:00:00,1100.7415771484375,2400.0,1696.683246067592,1400.0,1200.0,661.2096862792968,857.0,306.6063786097935,309.2720446750096,245.46757643563404,524.1527395248413,2400.0,2.5917510131397243,50.0,645.9673064095633,6.045590559005738,364.5933151245117,1752.1548628807068,1400.0
2019-01-01 18:00:00,1282.796688079834,2400.0,1772.960498264858,1400.0,1200.0,623.5404663085936,857.0,293.91854649271284,299.8002293178013,210.91226627145494,523.8205904960633,2400.0,2.2517864881649015,50.0,555.0322796617235,4.811219718170166,348.8779612949916,1800.0,1400.0
2019-01-01 19:00:00,1396.4104843139648,2400.0,1798.7019162859237,1400.0,1200.0,588.14697265625,857.0,277.82629433359415,283.8843735286168,187.6465555872236,517.58535861969,2400.0,1.9381760984611507,50.0,493.8067252295358,3.9256279441833497,326.2432438986642,1800.0,1400.0
2019-01-01 20:00:00,1398.0107040405273,2400.0,1800.0,1400.0,1200.0,522.6087223052979,857.0,263.86116456985474,272.00102844919473,161.18527219636098,505.4941806793213,2400.0,1.6496525791149137,50.0,424.1717689377921,3.2109302340507506,286.4877395970481,1800.0,1400.0
2019-01-01 21:00:00,1398.6108741760254,2400.0,1800.0,1400.0,1200.0,476.8641479492187,857.0,241.54732275009155,250.04894440514704,129.57232518536705,497.58563518524164,2400.0,1.5117831531867982,50.0,340.97980311938693,2.479510530948639,262.2966221400669,1800.0,1400.0
2019-01-01 22:00:00,1319.6856498718262,2397.8700060163223,1743.5917085920062,1399.7419357299807,1200.0,374.30066299438477,837.175033040728,191.9934789776802,212.54073571137022,87.50832308360509,452.1348452568054,2400.0,0.9114004022674561,49.55449163913727,230.28506074632918,1.7870861602783206,211.00804362978255,1800.0,1400.0
2019-01-01 23:00:00,1347.77587890625,2397.513892037528,1754.264857700893,1399.8006935119631,1200.0,267.1051200866699,826.5935623986383,167.49578389610562,180.60330163070137,72.4194262640817,410.2988004684448,2400.0,0.7300444521083832,48.60890507698059,190.57743753705708,1.4602598524093628,153.27823672975813,1800.0,1400.0
2019-01-02 00:00:00,1272.9638862609863,2400.0,1662.7427019391741,1400.0,1200.0,243.88088760375976,822.6928236443657,141.89548336948667,146.92399824346816,60.33406430653164,387.3184919357299,2400.0,0.7393911824817657,47.75392472743988,158.77385343824116,1.1892361679077148,143.16150222505843,1722.8547763824463,1400.0
2019-01-02 01:00:00,1249.1646766662598,2399.3399440220423,1695.3314127240862,1399.8111305236816,1200.0,204.11651153564455,821.9300222451348,110.09806764466423,114.02573142732892,43.325935377393456,357.87820994853973,2400.0,0.6210160218429566,45.69972634315491,114.0156194141933,0.8253284026145934,115.00659329550608,1750.9889817237854,1400.0
2019-01-02 02:00:00,1237.8507995605466,2396.045386178153,1671.2595094953265,1398.3153381347656,1200.0,144.85760650634768,791.3379854066031,82.7276188680104,89.77451503617424,29.35187391826085,275.3092235326767,2400.0,0.6645136651592254,35.37439728450775,77.2417734691075,0.6065477172851562,81.43807309014458,1730.2085995674133,1400.0
2019-01-02 03:00:00,1226.015682220459,2394.3242470877512,1644.469691685268,1397.383544921875,1200.0,101.66656188964845,764.6611044747489,65.52292919499534,72.32616986887795,21.093669248989652,199.16092693805695,2400.0,1.1206926861457824,27.54455029296875,55.50965591839382,0.5474304201126099,60.15998022896903,1707.080683708191,1400.0
2019-01-02 04:00:00,1258.3855819702148,2393.5953172956197,1693.032866886684,1396.9821434020998,1199.4087164742605,78.16181671142579,744.5074946267265,46.207885459491195,54.97169063431877,14.150045415673938,134.18675065040588,2395.871109008789,1.5464419152526856,19.537733350753786,37.23696162019457,0.46012117557525634,49.89260060446604,1749.0058422088623,1399.3101692199707
2019-01-02 05:00:00,1259.7117805480957,2391.3154645647323,1688.5815157209124,1393.418525695801,1185.5421164376394,73.972568359375,736.6346178872245,33.94709357806615,38.72756760733469,9.762684034279415,96.93697214126588,2366.776035853795,1.752205981679916,15.009153344631194,25.69127377441951,0.3757765865325928,51.117807933262426,1745.1628804206848,1383.132469177246
2019-01-02 06:00:00,1285.2115631103516,2365.077824183873,1708.985873631069,1374.061767578125,1149.2435171944755,64.4349594116211,733.7376669475011,21.80860503060477,25.08766320501055,3.959868124553135,76.35228037834167,2279.346378871373,1.451164827402115,12.465505113124848,10.420705590929304,0.30406880645751955,47.48169136047364,1762.7783203125,1340.7841033935547
2019-01-02 07:00:00,1274.2683219909668,2342.350040980748,1690.2363313947408,1358.3297119140627,1098.3342688424248,52.72493438720702,717.2407223837716,13.755856612750462,17.227718368598392,3.0030247310229705,66.10755443573,2131.788776942662,0.8676408345451355,10.793119674682618,7.902696660586765,0.2604408639907837,41.030615125383655,1746.5916180610657,1281.389980316162
2019-01-02 08:00:00,1274.9496459960938,2305.4427533830917,1697.6325334821431,1335.7861518859866,1086.7522757393974,38.089856300354,701.9989153998239,8.506073634624482,11.042081534181323,2.7967009094783233,50.55852127075195,2089.945744105748,0.36974640329933167,8.276054542541504,7.359739235469273,0.22138618507385255,29.513225248881746,1752.9767775535583,1267.8776550292969
2019-01-02 09:00:00,1250.267505645752,2179.6726880754745,1638.1104959760396,1260.7478523254397,1085.3487723214287,17.59892082214355,659.9213329042708,3.476793486561094,3.8433485601629527,1.4840030585016524,32.015556156635284,2047.0508030482702,0.0,6.348361236572266,3.9052712065832957,0.16862761306762697,17.322616543088643,1701.5907382965088,1266.240234375
2019-01-02 10:00:00,938.7844944000243,1758.4700448172432,1236.436723300389,1053.8541793823244,1046.9581930977956,38.85626663208007,365.8452571017402,11.7018529685906,8.926086204733167,12.214752817153931,32.875632762908936,1975.9211948939733,0.3847224544773101,5.801086757183076,32.1440863609314,0.3343130313873291,29.818307059151785,1147.0774482421875,1221.4512252807615
2019-01-02 11:00:00,919.5632410049437,1560.4951204572408,1264.1701453072685,936.7786884307862,931.3036782400948,27.880421562194822,315.7262007815498,17.044830035652435,11.340573876244683,14.15328992332731,24.658898234367367,1882.2954450334819,0.3144785931148529,5.251608458042145,37.245499798229766,0.40562203636169436,27.573394213403976,1175.014117515564,1086.5209579467773
2019-01-02 12:00:00,856.1719417572021,1259.5726285661972,1077.1187680108208,748.7591838836671,830.8136313302176,10.73239730834961,226.60822471891132,22.288395468848094,14.83985757963998,13.566331183569773,11.244997859001158,1712.1758243015834,0.25379643966293336,4.325079671859742,35.70087153570992,0.4067776544570923,16.429236939975194,986.5933099365236,969.2825698852539
