name,East Anglia 3 (EA 3),Hornsea 3,The East Anglia Array - Norfolk Vanguard,Hornsea 2 - Optimus and Breesea,Dogger Bank C (was Teesside A),Inch Cape,Triton Knoll ,MacColl Offshore Windfarm (Moray East),Telford Offshore Windfarm (Moray East),Stevenson Offshore Windfarm (Moray East),Seagreen Phase 1 (Alpha),Dogger Bank A & B (was Creyke Beck A & B),Forth of Firth (Methil),Kincardine Offshore Windfarm,Moray Firth 2 (West),Dounreay Trì Floating Wind Demonstration,Neart na Gaoithe (Resubmission),The East Anglia Array - Norfolk Boreas,Sofia (Teesside B)
2012-01-01 00:00:00,1390.1363677978516,2400.0,1750.578189304897,1400.0,1200.0,784.0,856.7478259304593,268.18056924002514,272.16202750887186,304.852636555263,525.0,2400.0,29.9,50.0,802.2437804085868,10.0,450.0,1800.0,1400.0
2012-01-01 01:00:00,1396.5335426330566,2400.0,1765.5626482282369,1400.0,1200.0,784.0,857.0,272.8759544440678,277.63402229036603,311.2644103131975,525.0,2400.0,29.9,50.0,819.1168692452567,10.0,450.0,1800.0,1400.0
2012-01-01 02:00:00,1398.1972885131836,2400.0,1795.5036686488563,1400.0,1200.0,784.0,857.0,282.4039296218327,287.0587308474949,319.93928118569517,525.0,2400.0,29.9,50.0,841.9454768044609,10.0,450.0,1800.0,1400.0
2012-01-01 03:00:00,1397.5745391845703,2400.0,1795.549428667341,1400.0,1200.0,784.0,857.0,301.5112741061619,299.75900040354054,322.3272916248867,525.0,2400.0,29.9,50.0,848.2297148023333,10.0,450.0,1800.0,1400.0
2012-01-01 04:00:00,1393.7902297973635,2400.0,1786.0333360944476,1400.0,1200.0,784.0,857.0,282.5686658927372,285.1501221248082,310.601083859035,525.0,2400.0,29.9,50.0,817.37127331325,10.0,450.0,1800.0,1400.0
2012-01-01 05:00:00,1373.9184799194338,2400.0,1764.113963535854,1400.0,1200.0,784.0,857.0,259.4375023841858,275.42757278169904,286.45532324654715,525.0,2400.0,29.9,50.0,753.8297980172293,10.0,450.0,1800.0,1400.0
2012-01-01 06:00:00,1358.1177978515625,2400.0,1747.207583836147,1400.0,1200.0,784.0,857.0,249.99453060967585,284.77388959612165,266.2970251355852,525.0,2400.0,29.9,50.0,700.7816450936454,10.0,450.0,1800.0,1400.0
2012-01-01 07:00:00,1347.1883087158203,2400.0,1735.9897875104632,1400.0,1200.0,784.0,857.0,255.04715476717266,287.8614838191441,261.5116293770926,525.0,2400.0,29.9,50.0,688.18849836077,10.0,450.0,1800.0,1400.0
2012-01-01 08:00:00,1341.7646865844727,2400.0,1732.4982637677874,1400.0,1200.0,783.290803527832,857.0,281.96078606333054,303.11766502107895,286.73763897759574,525.0,2400.0,29.9,50.0,754.5727341515677,10.0,449.6690969467163,1795.5547213554382,1400.0
2012-01-01 09:00:00,1308.468837738037,2400.0,1681.9869722638814,1400.0,1200.0,777.7402593994141,857.0,303.4159363337926,312.7069296087538,308.70756314141414,524.6261730194092,2400.0,27.721064974069595,50.0,812.3883240563529,10.0,440.4386967250279,1739.4653534889221,1400.0
