,Grid
9635,35.6452381
9636,-23.2047619
9637,-25.154761899999997
9638,-22.0047619
9639,36.75
9640,39.900000000000006
9641,37.8
9642,38.849999999999994
9643,32.55
9644,32.55
9645,32.25
9646,30.55
9647,26.8
9648,29.2
9649,25.2
9650,28.450000000000003
9651,24.15
9652,27.3
9653,26.25
9654,28.650000000000002
9655,25.4
9656,35.05
9657,31.5
9658,36.85
9659,31.9
9660,34.65
9661,38.849999999999994
9662,33.9
9663,38.95
9664,33.6
9665,35.2
9666,33.6
9667,31.5
9668,31.5
9669,33.6
9670,34.65
9671,32.55
9672,33.6
9673,25.0
9674,22.05
9675,23.4
9676,20.7
9677,25.0
9678,92.30000000000001
9679,101.55
9680,34.595238099999996
9681,42.9952381
9682,39.8452381
9683,40.8952381
9684,-19.9047619
9685,-22.0047619
9686,-22.0047619
9687,35.4
9688,39.05
9689,33.6
9690,37.8
9691,29.4
9692,28.15
9693,30.45
9694,29.4
9695,25.2
9696,31.5
9697,27.3
9698,26.9
9699,25.5
9700,25.5
9701,24.8
9702,29.4
9703,26.25
9704,26.9
9705,26.8
9706,31.5
9707,28.450000000000003
9708,27.3
9709,37.8
9710,28.35
9711,33.6
9712,32.55
9713,33.6
9714,32.55
9715,31.5
9716,32.55
9717,34.25
9718,32.85
9719,34.35
9720,37.8
9721,29.4
9722,31.5
9723,29.4
9724,28.15
9725,34.55
9726,94.80000000000001
9727,107.0
9728,38.3952381
9729,45.2952381
9730,44.9952381
9731,44.2452381
9732,-19.9047619
9733,-23.2547619
9734,-19.9047619
9735,34.65
9736,40.15
9737,35.699999999999996
9738,42.0
9739,31.8
9740,29.4
9741,29.4
9742,34.1
9743,26.150000000000002
9744,26.65
9745,26.25
9746,26.25
9747,23.1
9748,25.2
9749,23.1
9750,25.2
9751,25.2
9752,28.15
9753,28.55
9754,33.199999999999996
9755,33.6
9756,29.4
9757,38.849999999999994
9758,31.5
9759,37.8
9760,34.0
9761,33.8
9762,34.65
9763,31.5
9764,34.75
9765,35.699999999999996
9766,36.2
9767,33.6
9768,35.699999999999996
9769,26.05
9770,27.1
9771,26.400000000000002
9772,24.900000000000002
9773,28.650000000000002
9774,96.7
9775,105.39999999999999
9776,37.745238099999995
9777,43.4952381
9778,43.4952381
9779,43.4952381
9780,-20.954761899999998
9781,-22.8547619
9782,-21.5047619
9783,33.6
9784,39.900000000000006
9785,33.6
9786,36.55
9787,27.3
9788,32.55
9789,32.15
9790,31.7
9791,24.8
9792,29.2
9793,24.25
9794,27.3
9795,24.700000000000003
9796,26.25
9797,21.400000000000002
9798,27.1
9799,24.700000000000003
9800,25.4
9801,23.95
9802,29.6
9803,26.9
9804,29.4
9805,37.8
9806,29.4
9807,35.6
9808,30.45
9809,31.6
9810,33.6
9811,32.35
9812,33.6
9813,35.3
9814,32.75
9815,31.6
9816,35.699999999999996
9817,26.45
9818,-20.5
9819,-22.3
9820,-24.35
9821,-22.3
9822,95.45
9823,103.85
9824,40.045238100000006
9825,44.0452381
9826,44.0452381
9827,44.0452381
9828,-20.954761899999998
9829,-22.0047619
9830,-20.954761899999998
9831,35.9
9832,41.6
9833,36.949999999999996
9834,36.349999999999994
9835,29.4
9836,28.15
9837,31.7
9838,27.3
9839,23.5
9840,26.25
9841,25.2
9842,25.2
9843,23.95
9844,27.3
9845,23.3
9846,28.35
9847,24.700000000000003
9848,31.099999999999998
9849,26.25
9850,35.699999999999996
9851,35.9
9852,33.6
9853,40.949999999999996
9854,35.9
9855,39.8
9856,37.9
9857,39.4
9858,36.75
9859,34.449999999999996
9860,35.5
9861,37.8
9862,33.6
9863,31.5
9864,37.8
9865,27.3
9866,32.95
9867,30.45
9868,26.45
9869,28.35
9870,88.3
9871,96.7
9872,33.7452381
9873,38.3952381
9874,38.1452381
9875,36.6952381
9876,-23.3547619
9877,-32.5047619
9878,-25.154761899999997
9879,27.95
9880,-13.350000000000001
9881,-18.700000000000003
9882,-14.950000000000003
9883,-24.8
9884,-20.6
9885,-16.9
9886,-18.5
9887,-25.299999999999997
9888,-16.6
9889,-20.6
9890,-23.849999999999998
9891,-30.049999999999997
9892,-24.6
9893,-26.9
9894,-23.75
9895,-29.0
9896,-29.0
9897,-27.549999999999997
9898,-31.1
9899,-22.3
9900,-33.2
9901,-20.299999999999997
9902,-23.95
9903,-19.849999999999998
9904,-19.55
9905,-12.200000000000003
9906,-11.150000000000006
9907,-15.350000000000001
9908,-15.350000000000001
9909,-14.0
9910,-10.75
9911,-13.25
9912,-11.150000000000006
9913,-22.7
9914,-24.8
9915,-25.299999999999997
9916,-27.549999999999997
9917,-27.1
9918,41.8
9919,50.7
9920,-11.204761900000001
9921,-5.1047619
9922,-5.8547619
9923,-6.154761899999997
9924,-69.4047619
9925,-76.3047619
9926,-70.4047619
9927,-17.450000000000003
9928,42.0
9929,39.900000000000006
9930,40.949999999999996
9931,31.5
9932,44.1
9933,42.199999999999996
9934,42.0
9935,36.1
9936,31.5
9937,28.35
9938,-29.0
9939,-33.2
9940,-31.299999999999997
9941,-33.2
9942,-31.1
9943,-33.2
9944,-35.3
9945,-35.3
9946,-37.0
9947,-37.3
9948,-38.25
9949,-32.8
9950,-37.4
9951,-33.2
9952,-33.5
9953,-25.2
9954,-26.5
9955,-20.6
9956,-26.5
9957,-18.5
9958,-14.300000000000004
9959,-17.65
9960,-18.2
9961,-32.35
9962,-27.95
9963,-30.25
9964,-35.3
9965,-25.2
9966,43.35000000000001
9967,46.5
9968,-13.404761899999997
9969,-7.004761899999998
9970,-7.004761899999998
9971,-5.754761899999998
9972,-70.3047619
9973,-72.0047619
9974,-69.7047619
9975,-11.349999999999994
9976,-10.099999999999994
9977,-10.099999999999994
9978,-7.599999999999994
9979,-16.4
9980,-12.400000000000006
9981,-19.55
9982,-19.55
9983,-27.0
9984,-24.8
9985,-26.9
9986,-26.6
9987,-27.95
9988,-26.9
9989,-27.95
9990,-22.7
9991,-24.8
9992,-17.65
9993,-16.4
9994,-15.149999999999999
9995,-18.5
9996,-19.55
9997,-8.0
9998,-18.5
9999,-9.050000000000004
10000,-11.150000000000006
10001,-10.600000000000001
10002,-12.700000000000003
10003,-10.099999999999994
10004,-12.700000000000003
10005,-10.200000000000003
10006,-11.150000000000006
10007,-13.149999999999999
10008,-8.0
10009,-18.5
10010,-10.099999999999994
10011,-18.0
10012,-23.450000000000003
10013,-18.900000000000002
10014,47.650000000000006
10015,54.80000000000001
10016,-12.254761900000005
10017,-6.804761900000003
10018,-11.504761899999998
10019,-12.454761900000001
10020,-70.9547619
10021,-78.3047619
10022,-76.2047619
10023,-22.7
10024,-22.7
10025,-24.8
10026,-28.5
10027,-32.35
10028,-31.1
10029,-29.849999999999998
10030,-29.0
10031,-41.4
10032,-33.2
10033,-39.9
10034,-34.25
10035,-41.2
10036,-35.3
10037,-40.75
10038,-33.85
10039,-39.1
10040,-35.3
10041,-31.1
10042,-24.8
10043,-21.45
10044,-20.6
10045,-17.450000000000003
10046,-24.8
10047,-19.55
10048,-19.75
10049,-18.3
10050,-20.8
10051,-21.099999999999998
10052,-18.900000000000002
10053,-18.5
10054,-14.950000000000003
10055,-18.1
10056,-20.4
10057,-26.9
10058,-27.95
10059,-29.0
10060,-29.1
10061,-25.0
10062,41.25
10063,50.7
10064,-16.054761900000003
10065,-8.454761900000001
10066,-12.054761900000003
10067,-10.254761899999998
10068,-72.6547619
10069,-77.0547619
10070,-72.0047619
10071,-18.5
10072,-10.099999999999994
10073,-15.25
10074,-12.0
10075,-20.6
10076,-14.300000000000004
10077,-18.5
10078,-15.350000000000001
10079,-22.7
10080,-22.3
10081,-24.8
10082,-21.95
10083,-26.400000000000002
10084,-26.8
10085,-26.9
10086,-21.85
10087,-20.6
10088,-17.450000000000003
10089,-18.5
10090,-14.700000000000003
10091,-14.700000000000003
10092,-21.349999999999998
10093,-14.300000000000004
10094,-17.450000000000003
10095,-13.25
10096,-13.450000000000003
10097,-12.200000000000003
10098,-14.300000000000004
10099,-14.100000000000001
10100,-13.25
10101,-10.299999999999997
10102,-12.400000000000006
10103,-12.200000000000003
10104,-11.150000000000006
10105,-14.300000000000004
10106,-12.200000000000003
10107,-12.400000000000006
10108,-14.700000000000003
10109,-11.800000000000004
10110,49.45
10111,60.349999999999994
10112,-8.454761900000001
10113,-3.204761900000001
10114,-0.7047619000000012
10115,-1.204761899999994
10116,-16.2047619
10117,-19.0547619
10118,-15.7047619
10119,40.300000000000004
10120,49.75
10121,43.25
10122,48.3
10123,36.75
10124,35.699999999999996
10125,31.5
10126,33.199999999999996
10127,26.400000000000002
10128,27.3
10129,26.8
10130,27.3
10131,25.5
10132,25.6
10133,24.35
10134,26.8
10135,25.950000000000003
10136,27.200000000000003
10137,27.3
10138,34.65
10139,36.5
10140,31.9
10141,42.400000000000006
10142,36.55
10143,40.85
10144,39.900000000000006
10145,35.699999999999996
10146,33.8
10147,31.5
10148,30.55
10149,32.25
10150,33.6
10151,31.5
10152,34.449999999999996
10153,27.3
10154,-23.75
10155,-26.5
10156,-26.8
10157,-24.3
10158,46.5
10159,54.900000000000006
10160,-7.004761899999998
10161,-0.7047619000000012
10162,3.4952381000000017
10163,4.1452381
10164,-60.4547619
10165,-63.6047619
10166,-64.6547619
10167,-7.149999999999999
10168,-2.1000000000000014
10169,-10.099999999999994
10170,-12.200000000000003
10171,-23.75
10172,-15.350000000000001
10173,-17.25
10174,-18.5
10175,-24.8
10176,-20.6
10177,-23.75
10178,-24.8
10179,-25.099999999999998
10180,-24.900000000000002
10181,-24.900000000000002
10182,-24.900000000000002
10183,-24.8
10184,-23.75
10185,-24.4
10186,-20.6
10187,-20.6
10188,-19.55
10189,-6.700000000000003
10190,-14.300000000000004
10191,-7.899999999999999
10192,-12.599999999999994
10193,-14.300000000000004
10194,-17.35
10195,-19.55
10196,-15.350000000000001
10197,-16.0
10198,-15.450000000000003
10199,-18.1
10200,-17.049999999999997
10201,-24.700000000000003
10202,-23.0
10203,-23.55
10204,-24.8
10205,-22.7
10206,47.55000000000001
10207,49.75
10208,-4.704761900000001
10209,5.595238100000003
10210,1.4952380999999946
10211,2.2452381000000017
10212,-63.6047619
10213,-66.7547619
10214,-66.1047619
10215,-9.050000000000004
10216,-5.899999999999999
10217,-8.849999999999994
10218,-13.050000000000004
10219,-16.6
10220,-15.149999999999999
10221,-12.599999999999994
10222,-14.300000000000004
10223,-21.85
10224,-21.65
10225,-21.65
10226,-21.45
10227,-23.2
10228,-21.45
10229,-23.2
10230,-23.75
10231,-24.8
10232,-24.8
10233,-24.8
10234,-23.55
10235,-22.200000000000003
10236,25.2
10237,33.6
10238,28.55
10239,33.4
10240,35.699999999999996
10241,36.949999999999996
10242,38.199999999999996
10243,37.8
10244,37.15
10245,39.25
10246,37.8
10247,36.349999999999994
10248,34.65
10249,26.25
10250,31.299999999999997
10251,28.35
10252,26.25
10253,27.3
10254,91.8
10255,99.85
10256,35.6452381
10257,41.295238100000006
10258,46.695238100000005
10259,47.1952381
10260,-18.2047619
10261,-24.1047619
10262,-20.1047619
10263,33.7
10264,42.95
10265,38.4
10266,38.849999999999994
10267,32.45
10268,32.95
10269,29.8
10270,31.5
10271,22.05
10272,27.5
10273,25.2
10274,29.0
10275,22.9
10276,27.3
10277,23.3
10278,26.25
10279,23.1
10280,25.099999999999998
10281,23.2
10282,23.1
10283,25.2
10284,22.05
10285,27.1
10286,22.05
10287,27.95
10288,22.05
10289,29.4
10290,25.2
10291,27.400000000000002
10292,26.25
10293,28.25
10294,27.400000000000002
10295,27.400000000000002
10296,28.650000000000002
10297,21.0
10298,23.1
10299,22.05
10300,21.0
10301,23.849999999999998
10302,87.05
10303,94.60000000000001
10304,31.245238099999998
10305,36.9952381
10306,37.8452381
10307,37.745238099999995
10308,-26.2047619
10309,-28.304761900000003
10310,-24.1047619
10311,33.6
10312,42.0
10313,36.75
10314,35.8
10315,27.3
10316,25.2
10317,19.4
10318,26.25
10319,21.85
10320,25.2
10321,23.1
10322,26.25
10323,22.05
10324,24.700000000000003
10325,24.25
10326,25.2
10327,24.55
10328,27.3
10329,27.3
10330,32.55
10331,35.2
10332,29.4
10333,40.300000000000004
10334,33.6
10335,39.5
10336,39.900000000000006
10337,38.650000000000006
10338,38.0
10339,36.55
10340,36.949999999999996
10341,36.75
10342,35.2
10343,34.449999999999996
10344,35.699999999999996
10345,29.8
10346,35.5
10347,32.15
10348,29.700000000000003
10349,35.3
10350,94.7
10351,104.80000000000001
10352,38.5952381
10353,47.5952381
10354,45.745238099999995
10355,47.1952381
10356,-18.8547619
10357,-23.0547619
10358,-20.1047619
10359,39.900000000000006
10360,43.05
10361,38.0
10362,37.599999999999994
10363,28.650000000000002
10364,35.699999999999996
10365,32.55
10366,31.5
10367,24.700000000000003
10368,27.25
10369,27.3
10370,26.8
10371,21.0
10372,23.1
10373,16.8
10374,26.9
10375,22.05
10376,29.4
10377,27.3
10378,33.6
10379,35.699999999999996
10380,30.45
10381,42.85
10382,-18.5
10383,-10.5
10384,-11.049999999999997
10385,-15.350000000000001
10386,-16.800000000000004
10387,-18.5
10388,-18.5
10389,-18.5
10390,-18.5
10391,-24.8
10392,-20.6
10393,-29.0
10394,-26.6
10395,-26.9
10396,-23.75
10397,-25.45
10398,42.10000000000001
10399,52.8
10400,-15.804761900000003
10401,-7.404761899999997
10402,-9.1047619
10403,-10.154761899999997
10404,-72.0047619
10405,-79.3047619
10406,-72.0047619
10407,-18.900000000000002
10408,-11.150000000000006
10409,-13.25
10410,-18.5
10411,-18.5
10412,-14.300000000000004
10413,-23.75
10414,-19.55
10415,-28.15
10416,-27.95
10417,-30.7
10418,-27.95
10419,-31.1
10420,-30.7
10421,-29.849999999999998
10422,-27.95
10423,-26.9
10424,-22.200000000000003
10425,-18.5
10426,-18.5
10427,-18.5
10428,-20.6
10429,-12.200000000000003
10430,-22.7
10431,-14.300000000000004
10432,-15.649999999999999
10433,-16.700000000000003
10434,-17.25
10435,-19.55
10436,-16.0
10437,-15.899999999999999
10438,-14.300000000000004
10439,-18.5
10440,-14.300000000000004
10441,-22.7
10442,-21.45
10443,-23.650000000000002
10444,-20.6
10445,-19.75
10446,45.45
10447,50.8
10448,-8.254761899999998
10449,-4.504761899999998
10450,-5.304761900000003
10451,-4.904761899999997
10452,-67.3047619
10453,-69.9047619
10454,-68.8547619
10455,-8.0
10456,44.1
10457,37.8
10458,39.900000000000006
10459,33.6
10460,32.55
10461,29.8
10462,27.3
10463,25.099999999999998
10464,25.2
10465,25.2
10466,25.299999999999997
10467,23.599999999999998
10468,23.599999999999998
10469,23.599999999999998
10470,26.9
10471,25.2
10472,30.45
10473,30.85
10474,34.95
10475,36.949999999999996
10476,31.6
10477,42.0
10478,34.0
10479,39.900000000000006
10480,42.0
10481,42.0
10482,42.0
10483,39.900000000000006
10484,39.900000000000006
10485,39.900000000000006
10486,41.150000000000006
10487,39.900000000000006
10488,39.900000000000006
10489,35.05
10490,36.949999999999996
10491,33.6
10492,36.55
10493,37.400000000000006
10494,103.75
10495,106.15
10496,42.9952381
10497,47.6952381
10498,2.4452380999999974
10499,4.345238100000003
10500,-62.5547619
10501,-66.5547619
10502,-67.8047619
10503,-8.0
10504,-5.049999999999997
10505,-13.25
10506,-13.450000000000003
10507,-16.0
10508,-16.800000000000004
10509,-18.0
10510,-19.950000000000003
10511,-20.2
10512,-16.4
10513,-20.6
10514,-19.65
10515,-22.7
10516,-21.0
10517,-22.7
10518,30.65
10519,28.15
10520,33.1
10521,31.5
10522,36.1
10523,37.8
10524,29.4
10525,40.949999999999996
10526,36.2
10527,39.900000000000006
10528,36.949999999999996
10529,37.8
10530,-11.450000000000003
10531,-14.700000000000003
10532,-11.800000000000004
10533,-12.200000000000003
10534,-12.200000000000003
10535,-12.200000000000003
10536,-11.800000000000004
10537,-16.800000000000004
10538,-18.2
10539,-19.25
10540,-20.6
10541,-18.5
10542,47.55000000000001
10543,58.25
10544,-8.154761899999997
10545,-0.3047619000000026
10546,49.7952381
10547,49.7952381
10548,-15.2047619
10549,-17.504761900000002
10550,-15.304761899999999
10551,45.15
10552,46.2
10553,41.150000000000006
10554,42.0
10555,35.3
10556,42.5
10557,42.0
10558,41.349999999999994
10559,33.6
10560,34.449999999999996
10561,33.1
10562,32.55
10563,31.5
10564,31.7
10565,29.4
10566,31.7
10567,31.7
10568,31.7
10569,31.5
10570,29.4
10571,35.699999999999996
10572,28.35
10573,37.8
10574,34.85
10575,39.900000000000006
10576,41.25
10577,39.5
10578,40.650000000000006
10579,40.0
10580,40.949999999999996
10581,40.949999999999996
10582,40.949999999999996
10583,40.300000000000004
10584,38.849999999999994
10585,31.65
10586,-17.85
10587,-20.2
10588,-18.5
10589,-18.5
10590,45.45
10591,54.900000000000006
10592,-6.504761899999998
10593,-0.6047618999999997
10594,-0.20476190000000116
10595,-0.7047619000000012
10596,-65.7047619
10597,-69.9047619
10598,-21.154761899999997
10599,36.75
10600,39.05
10601,37.8
10602,36.55
10603,34.0
10604,35.699999999999996
10605,32.65
10606,36.45
10607,24.25
10608,27.400000000000002
10609,24.25
10610,25.2
10611,24.35
10612,25.2
10613,24.15
10614,25.2
10615,24.55
10616,-20.7
10617,-25.45
10618,-25.85
10619,-18.900000000000002
10620,-25.85
10621,-14.300000000000004
10622,23.2
10623,34.35
10624,32.55
10625,39.8
10626,-9.699999999999996
10627,-11.450000000000003
10628,-10.5
10629,-11.150000000000006
10630,-10.099999999999994
10631,-10.099999999999994
10632,-10.099999999999994
10633,-18.5
10634,-18.1
10635,-19.0
10636,-18.900000000000002
10637,-16.4
10638,47.150000000000006
10639,54.900000000000006
10640,-3.8547618999999997
10641,-3.3047618999999955
10642,-3.3047618999999955
10643,-3.204761900000001
10644,-68.3047619
10645,-69.9047619
10646,-18.8547619
10647,41.25
10648,43.6
10649,39.6
10650,43.05
10651,33.6
10652,39.900000000000006
10653,32.75
10654,35.65
10655,26.150000000000002
10656,30.45
10657,29.5
10658,30.049999999999997
10659,27.3
10660,28.35
10661,28.35
10662,29.4
10663,28.35
10664,37.8
10665,35.699999999999996
10666,39.05
10667,37.8
10668,30.150000000000002
10669,42.400000000000006
10670,36.0
10671,44.1
10672,40.0
10673,38.3
10674,39.5
10675,37.8
10676,41.8
10677,40.0
10678,42.0
10679,40.0
10680,43.449999999999996
10681,38.199999999999996
10682,39.900000000000006
10683,37.8
10684,37.5
10685,40.099999999999994
10686,101.75
10687,110.15
10688,46.695238100000005
10689,50.345238099999996
10690,53.595238099999996
10691,52.345238099999996
10692,-14.6547619
10693,-18.8547619
10694,-17.4047619
10695,41.900000000000006
10696,44.1
10697,36.5
10698,39.5
10699,31.200000000000003
10700,35.699999999999996
10701,31.7
10702,34.85
10703,29.900000000000002
10704,31.5
10705,31.5
10706,29.900000000000002
10707,29.900000000000002
10708,29.900000000000002
10709,29.900000000000002
10710,31.099999999999998
10711,30.45
10712,31.5
10713,33.7
10714,35.9
10715,36.75
10716,31.5
10717,47.25
10718,37.8
10719,46.2
10720,42.0
10721,42.85
10722,44.1
10723,41.150000000000006
10724,44.1
10725,43.7
10726,39.900000000000006
10727,38.199999999999996
10728,41.150000000000006
10729,35.699999999999996
10730,38.650000000000006
10731,36.75
10732,38.199999999999996
10733,43.25
10734,103.65
10735,114.35000000000001
10736,52.6452381
10737,56.7452381
10738,54.545238100000006
10739,54.545238100000006
10740,-9.0047619
10741,-11.5047619
10742,-11.5047619
10743,48.3
10744,52.1
10745,44.1
10746,46.2
10747,34.85
10748,36.75
10749,32.15
10750,36.75
10751,29.2
10752,31.5
10753,31.299999999999997
10754,29.4
10755,29.4
10756,29.4
10757,29.4
10758,30.049999999999997
10759,30.65
10760,30.75
10761,30.65
10762,31.5
10763,36.75
10764,33.6
10765,50.0
10766,42.0
10767,48.4
10768,53.550000000000004
10769,56.7
10770,50.4
10771,48.7
10772,47.15
10773,47.15
10774,50.4
10775,50.4
10776,50.4
10777,46.2
10778,49.15
10779,45.55
10780,44.6
10781,47.45
10782,113.10000000000001
10783,132.20000000000002
10784,67.1452381
10785,93.3952381
10786,86.34523809999999
10787,76.59523809999999
10788,11.5952381
10789,-1.0047619
10790,-0.5047619
10791,60.9
10792,71.39999999999999
10793,47.55
10794,48.3
10795,37.8
10796,33.199999999999996
10797,31.5
10798,31.8
10799,27.95
10800,30.55
10801,27.3
10802,29.4
10803,28.35
10804,28.900000000000002
10805,28.35
10806,29.6
10807,28.450000000000003
10808,31.5
10809,30.45
10810,30.45
10811,30.65
10812,31.0
10813,45.15
10814,34.0
10815,42.0
10816,37.8
10817,39.85
10818,40.650000000000006
10819,38.1
10820,41.150000000000006
10821,40.55
10822,42.0
10823,41.6
10824,43.25
10825,35.3
10826,37.8
10827,35.9
10828,34.65
10829,38.3
10830,99.85
10831,114.35000000000001
10832,47.4952381
10833,53.4952381
10834,55.5952381
10835,56.4452381
10836,-13.6047619
10837,-19.9047619
10838,-18.8547619
10839,44.400000000000006
10840,47.25
10841,35.699999999999996
10842,41.5
10843,31.9
10844,37.400000000000006
10845,28.450000000000003
10846,33.199999999999996
10847,28.650000000000002
10848,31.299999999999997
10849,31.0
10850,29.4
10851,28.900000000000002
10852,28.900000000000002
10853,29.4
10854,31.0
10855,28.900000000000002
10856,31.5
10857,31.0
10858,30.45
10859,37.8
10860,29.1
10861,46.2
10862,36.75
10863,46.0
10864,43.05
10865,46.2
10866,46.2
10867,45.8
10868,45.35
10869,44.95
10870,46.3
10871,46.2
10872,49.55
10873,42.199999999999996
10874,40.75
10875,36.75
10876,37.400000000000006
10877,38.199999999999996
10878,100.35
10879,111.19999999999999
10880,45.2952381
10881,50.8952381
10882,49.2952381
10883,49.2952381
10884,-15.7047619
10885,-19.9047619
10886,-16.7547619
10887,42.0
10888,45.15
10889,35.699999999999996
10890,39.900000000000006
10891,30.45
10892,33.6
10893,36.2
10894,33.7
10895,32.15
10896,31.0
10897,31.0
10898,29.900000000000002
10899,28.55
10900,29.900000000000002
10901,29.2
10902,28.900000000000002
10903,28.900000000000002
10904,28.900000000000002
10905,28.900000000000002
10906,29.4
10907,30.45
10908,34.65
10909,36.1
10910,27.1
10911,35.5
10912,37.8
10913,38.849999999999994
10914,39.4
10915,39.25
10916,40.75
10917,42.0
10918,39.7
10919,38.849999999999994
10920,38.849999999999994
10921,34.1
10922,32.55
10923,31.5
10924,33.4
10925,32.55
10926,99.65
10927,108.05
10928,45.0952381
10929,49.2952381
10930,49.2952381
10931,49.2952381
10932,-18.8547619
10933,-24.9547619
10934,-20.7547619
10935,36.75
10936,43.05
10937,32.75
10938,37.8
10939,31.5
10940,37.8
10941,37.5
10942,37.8
10943,33.6
10944,35.9
10945,33.6
10946,32.65
10947,29.4
10948,31.299999999999997
10949,26.25
10950,29.4
10951,26.9
10952,30.85
10953,26.25
10954,27.1
10955,31.5
10956,26.25
10957,33.6
10958,27.7
10959,37.8
10960,38.55
10961,40.199999999999996
10962,43.05
10963,41.8
10964,39.05
10965,40.199999999999996
10966,42.0
10967,42.75
10968,45.15
10969,34.85
10970,34.95
10971,34.65
10972,34.449999999999996
10973,34.449999999999996
10974,100.7
10975,111.1
10976,48.8952381
10977,52.045238100000006
10978,50.8952381
10979,50.345238099999996
10980,-15.054761899999999
10981,-20.954761899999998
10982,-19.5547619
10983,42.300000000000004
10984,45.15
10985,38.650000000000006
10986,37.8
10987,31.5
10988,36.75
10989,31.5
10990,32.0
10991,29.900000000000002
10992,31.299999999999997
10993,30.65
10994,31.5
10995,29.900000000000002
10996,29.900000000000002
10997,29.900000000000002
10998,31.299999999999997
10999,29.900000000000002
11000,31.9
11001,31.5
11002,36.1
11003,34.65
11004,32.55
11005,49.65
11006,37.8
11007,49.15
11008,47.35
11009,48.8
11010,47.800000000000004
11011,46.2
11012,46.6
11013,46.95
11014,48.3
11015,48.099999999999994
11016,47.9
11017,40.099999999999994
11018,39.900000000000006
11019,38.45
11020,38.0
11021,40.300000000000004
11022,107.85
11023,119.7
11024,58.0952381
11025,66.0952381
11026,65.0452381
11027,63.995238099999995
11028,-2.0547619
11029,-11.5047619
11030,-8.4547619
11031,48.3
11032,48.3
11033,36.1
11034,40.75
11035,29.4
11036,36.2
11037,34.0
11038,37.400000000000006
11039,33.6
11040,33.6
11041,32.0
11042,33.5
11043,31.5
11044,32.0
11045,31.8
11046,32.35
11047,32.0
11048,37.400000000000006
11049,38.650000000000006
11050,38.55
11051,39.900000000000006
11052,35.6
11053,52.5
11054,44.1
11055,52.5
11056,44.0
11057,42.0
11058,42.400000000000006
11059,38.849999999999994
11060,39.5
11061,39.449999999999996
11062,40.949999999999996
11063,39.4
11064,39.05
11065,33.6
11066,35.4
11067,35.6
11068,34.449999999999996
11069,39.900000000000006
11070,102.4
11071,116.64999999999999
11072,53.295238100000006
11073,65.5952381
11074,66.0952381
11075,63.1452381
11076,1.0952381
11077,-6.9047619000000005
11078,-6.3547619
11079,54.6
11080,58.5
11081,44.1
11082,49.65
11083,32.55
11084,33.6
11085,31.5
11086,36.65
11087,31.6
11088,32.75
11089,33.6
11090,33.6
11091,28.55
11092,29.8
11093,30.25
11094,33.6
11095,31.099999999999998
11096,37.05
11097,34.65
11098,36.949999999999996
11099,42.0
11100,35.699999999999996
11101,52.5
11102,45.8
11103,55.199999999999996
11104,53.550000000000004
11105,55.0
11106,57.75
11107,54.6
11108,56.900000000000006
11109,56.7
11110,57.75
11111,52.5
11112,47.25
11113,41.6
11114,38.199999999999996
11115,33.6
11116,34.75
11117,34.65
11118,102.4
11119,110.05000000000001
11120,42.6952381
11121,50.5452381
11122,2.7452380999999946
11123,-1.5547619000000026
11124,-67.8047619
11125,-74.0047619
11126,-72.2047619
11127,-12.700000000000003
11128,-10.399999999999999
11129,-13.25
11130,-14.300000000000004
11131,-18.5
11132,-18.5
11133,-18.5
11134,-17.450000000000003
11135,-26.05
11136,-23.75
11137,-26.400000000000002
11138,-24.8
11139,-26.9
11140,-26.400000000000002
11141,-26.400000000000002
11142,-24.4
11143,-25.85
11144,-22.7
11145,-17.65
11146,-18.1
11147,-15.350000000000001
11148,-14.399999999999999
11149,-3.799999999999997
11150,-14.300000000000004
11151,-5.899999999999999
11152,-8.849999999999994
11153,-9.600000000000001
11154,-11.25
11155,-15.350000000000001
11156,-14.300000000000004
11157,-14.300000000000004
11158,-9.050000000000004
11159,-10.099999999999994
11160,-14.300000000000004
11161,-17.65
11162,-16.0
11163,-17.049999999999997
11164,-11.150000000000006
11165,-11.150000000000006
11166,54.900000000000006
11167,61.7
11168,-4.904761899999997
11169,3.8952381000000003
11170,11.8952381
11171,9.795238099999999
11172,-57.0047619
11173,-59.4047619
11174,-61.9047619
11175,-3.799999999999997
11176,-5.5
11177,-10.600000000000001
11178,-6.550000000000004
11179,-14.300000000000004
11180,-13.450000000000003
11181,-16.4
11182,-12.200000000000003
11183,-28.05
11184,-21.85
11185,-32.9
11186,-27.3
11187,-36.05
11188,-34.9
11189,-39.1
11190,-39.5
11191,-39.5
11192,-32.45
11193,-25.75
11194,-21.85
11195,-10.099999999999994
11196,-23.75
11197,-3.700000000000003
11198,-15.049999999999997
11199,-3.799999999999997
11200,-5.899999999999999
11201,-4.649999999999999
11202,-6.950000000000003
11203,-8.399999999999999
11204,-10.099999999999994
11205,-10.099999999999994
11206,-9.050000000000004
11207,-12.200000000000003
11208,-12.700000000000003
11209,-21.45
11210,-20.8
11211,-21.45
11212,-22.7
11213,-18.4
11214,48.599999999999994
11215,60.349999999999994
11216,-3.0047619000000054
11217,5.195238099999997
11218,2.4452380999999974
11219,2.4452380999999974
11220,-65.7047619
11221,-68.5547619
11222,-66.7547619
11223,-6.649999999999999
11224,-4.850000000000001
11225,-12.200000000000003
11226,-6.950000000000003
11227,-18.5
11228,-12.950000000000003
11229,-22.7
