,Heat_Pump
728,2.697550151
729,2.6951213595
730,2.692692568
731,2.6785596505
732,2.664426733
733,2.641235205
734,2.618043677
735,2.473704622
736,2.329365567
737,2.3282487855
738,2.327132004
739,2.3279537685
740,2.328775533
741,2.3299135255000003
742,2.331051518
743,2.3308829145
744,2.330714311
745,2.3268586515000003
746,2.323002992
747,2.3133629445
748,2.303722897
749,2.289288643
750,2.274854389
751,2.264368589
752,2.253882789
753,2.2485413495
754,2.24319991
755,2.2403528875000003
756,2.237505865
757,2.236605956
758,2.235706047
759,2.23514105
760,2.234576053
761,2.2271936425
762,2.219811232
763,2.2043619034999997
764,2.188912575
765,2.178223529
766,2.167534483
767,2.153745575
768,2.139956667
769,2.1274821525
770,2.115007638
771,2.110219249
772,2.10543086
773,2.105285812
774,2.105140764
775,2.105783144
776,2.106425524
777,2.1081664829999998
778,2.109907442
779,2.1111098034999998
780,2.112312165
781,2.110943978
782,2.109575791
783,2.108332233
784,2.107088675
785,2.1155702815
786,2.124051888
787,2.1397166875
788,2.155381487
789,2.1712295545
790,2.187077622
791,2.1984298955
792,2.209782169
793,2.2139815819999997
794,2.218180995
795,2.2113713445
796,2.204561694
797,2.1737967835000003
798,2.143031873
799,2.1210617640000002
800,2.099091655
801,2.0982632545
802,2.097434854
803,2.100065389
804,2.102695924
805,2.1058664
806,2.109036876
807,2.114635582
808,2.120234288
809,2.1273951540000002
810,2.13455602
811,2.137214792
812,2.139873564
813,2.136487971
814,2.133102378
815,2.1252785779999996
816,2.117454778
817,2.1120230429999998
818,2.106591308
819,2.1064255245
820,2.106259741
821,2.1052236884999997
822,2.104187636
823,2.10170178
824,2.099215924
825,2.097579918
826,2.095943912
827,2.0947430545000003
828,2.093542197
829,2.0925278515
830,2.091513506
831,2.0894232095
832,2.087332913
833,2.0968584955000003
834,2.106384078
835,2.119141066
836,2.131898054
837,2.1492166194999998
838,2.166535185
839,2.180268457
840,2.194001729
841,2.1981961544999997
842,2.20239058
843,2.195067714
844,2.187744848
845,2.1759535005
846,2.164162153
847,2.1603750575
848,2.156587962
849,2.158647706
850,2.16070745
851,2.161082018
852,2.161456586
853,2.1587726514999996
854,2.156088717
855,2.1539881045
856,2.151887492
857,2.151242884
858,2.150598276
859,2.1486648300000004
860,2.146731384
861,2.1458168335
862,2.144902283
863,2.1435930335
864,2.142283784
865,2.1405800719999997
866,2.13887636
867,2.1383985689999996
868,2.137920778
869,2.1371522305
870,2.136383683
871,2.1359059824999997
872,2.135428282
873,2.135947523
874,2.136466764
875,2.1384610325
876,2.140455301
877,2.1406422945
878,2.140829288
879,2.1410993995
880,2.141369511
881,2.1514962885
882,2.161623066
883,2.172203112
884,2.182783158
885,2.1926494925
886,2.202515827
887,2.2084468555
888,2.214377884
889,2.216781039
890,2.219184194
891,2.2160080349999998
892,2.212831876
893,2.1996003035
894,2.186368731
895,2.1794087665
896,2.172448802
897,2.1703664045
898,2.168284007
899,2.166368781
900,2.164453555
901,2.162497268
902,2.160540981
903,2.15914696
904,2.157752939
905,2.1560888225
906,2.154424706
907,2.152615456
908,2.150806206
909,2.1489974524999997
910,2.147188699
911,2.1449856025000003
912,2.142782506
913,2.1407463365000003
914,2.138710167
915,2.136840771
916,2.134971375
917,2.1318984135
918,2.128825452
919,2.125463453
920,2.122101454
921,2.119529236
922,2.116957018
923,2.1154017305
924,2.113846443
925,2.1129756435
926,2.112104844
927,2.1136599245000003
928,2.115215005
929,2.131867083
930,2.148519161
931,2.1663807229999996
932,2.184242285
933,2.200542899
934,2.216843513
935,2.2293726510000003
936,2.241901789
937,2.247745604
938,2.253589419
939,2.250991537
940,2.248393655
941,2.234186051
942,2.219978447
943,2.1907799465
944,2.161581446
945,2.1370712005000003
946,2.112560955
947,2.1031550895000004
948,2.093749224
949,2.089175494
950,2.084601764
951,2.0812924665
952,2.077983169
953,2.0764118414999997
954,2.074840514
955,2.0734349109999997
956,2.072029308
957,2.0700661059999996
958,2.068102904
959,2.0701694489999998
960,2.072235994
961,2.0737863335
962,2.075336673
963,2.072277691
964,2.069218709
965,2.065913319
966,2.062607929
967,2.06017128
968,2.057734631
969,2.060956158
970,2.064177685
971,2.074369036
972,2.084560387
973,2.091142583
974,2.097724779
975,2.1069468574999997
976,2.116168936
977,2.1351928275
978,2.154216719
979,2.168208135
980,2.182199551
981,2.1894150255
982,2.1966305
983,2.2007839995
984,2.204937499
985,2.2075060375
986,2.210074576
987,2.2117457035
988,2.213416831
989,2.213187026
990,2.212957221
991,2.214294379
992,2.215631537
993,2.217261562
994,2.218891587
995,2.2207101624999996
996,2.222528738
997,2.222173345
998,2.221817952
999,2.2160298105000003
1000,2.210241669
1001,2.2029144715
1002,2.195587274
1003,2.1914158495000002
1004,2.187244425
1005,2.183492388
1006,2.179740351
1007,2.1742620319999997
1008,2.168783713
1009,2.1631435024999996
1010,2.157503292
1011,2.152491509
1012,2.147479726
1013,2.1442168395
1014,2.140953953
1015,2.138793441
1016,2.136632929
1017,2.133995575
1018,2.131358221
1019,2.1265638575
1020,2.121769494
1021,2.11683351
1022,2.111897526
1023,2.10526677
1024,2.098636014
1025,2.1102857435000004
1026,2.121935473
1027,2.139386532
1028,2.156837591
1029,2.1702897930000002
1030,2.183741995
1031,2.1884129315000003
1032,2.193083868
1033,2.1895386595
1034,2.185993451
1035,2.176701509
1036,2.167409567
1037,2.1490309425
1038,2.130652318
1039,2.1157004925000003
1040,2.100748667
1041,2.0971661345
1042,2.093583602
1043,2.0888444269999997
1044,2.084105252
1045,2.0839190665
1046,2.083732881
1047,2.0789972839999997
1048,2.074261687
1049,2.0682076240000002
1050,2.062153561
1051,2.0573845349999997
1052,2.052615509
1053,2.0482211995
1054,2.04382689
1055,2.041125766
1056,2.038424642
1057,2.0376413204999997
1058,2.036857999
1059,2.0381979484999997
1060,2.039537898
1061,2.0411668255
1062,2.042795753
1063,2.042775131
1064,2.042754509
1065,2.042403947
1066,2.042053385
1067,2.0426926595
1068,2.043331934
1069,2.0435587885
1070,2.043785643
1071,2.0447962735000003
1072,2.045806904
1073,2.0646250855
1074,2.083443267
1075,2.1002416215
1076,2.117039976
1077,2.1320519755
1078,2.147063975
1079,2.1586942835
1080,2.170324592
1081,2.174928279
1082,2.179531966
1083,2.171867874
1084,2.164203782
1085,2.1283761475
1086,2.092548513
1087,2.069858426
1088,2.047168339
1089,2.0552392514999998
1090,2.063310164
1091,2.0742662965
1092,2.085222429
1093,2.0946221554999997
1094,2.104021882
1095,2.1108835145000002
1096,2.117745147
1097,2.1228701445000002
1098,2.127995142
1099,2.1323348065000003
1100,2.136674471
1101,2.1379208375000003
1102,2.139167204
1103,2.1387309485
1104,2.138294693
1105,2.1422220315000002
1106,2.14614937
1107,2.148872869
1108,2.151596368
1109,2.148374029
1110,2.14515169
1111,2.1409961639999997
1112,2.136840638
1113,2.138772631
1114,2.140704624
1115,2.1395412055
1116,2.138377787
1117,2.1336431365
1118,2.128908486
1119,2.127538566
1120,2.126168646
1121,2.136761823
1122,2.147355
1123,2.1597977655
1124,2.172240531
1125,2.1861049515
1126,2.199969372
1127,2.210810043
1128,2.221650714
1129,2.225644699
1130,2.229638684
1131,2.2202743725
1132,2.210910061
1133,2.186391426
1134,2.161872791
1135,2.147985967
1136,2.134099143
1137,2.1362592385
1138,2.138419334
1139,2.139665866
1140,2.140912398
1141,2.140226776
1142,2.139541154
1143,2.1426374074999996
1144,2.145733661
1145,2.155447467
1146,2.165161273
1147,2.1721382384999997
1148,2.179115204
1149,2.1872886485
1150,2.195462093
1151,2.207553056
1152,2.219644019
1153,2.236993915
1154,2.254343811
1155,2.2780448705
1156,2.30174593
1157,2.4616780495
1158,2.621610169
1159,2.636761258
1160,2.651912347
1161,2.655204963
1162,2.658497579
1163,2.655157936
1164,2.651818293
1165,2.6428414819999997
1166,2.633864671
1167,2.63574375
1168,2.637622829
1169,2.64361551
1170,2.649608191
1171,2.661207488
1172,2.672806785
1173,2.682702523
1174,2.692598261
1175,2.6987542375
1176,2.704910214
1177,2.7048394274999996
1178,2.704768641
1179,2.6982826595000002
1180,2.691796678
1181,2.6815247545
1182,2.671252831
1183,2.664051917
1184,2.656851003
1185,2.662639435
1186,2.668427867
1187,2.680654525
1188,2.692881183
1189,2.703073268
1190,2.713265353
1191,2.716051669
1192,2.718837985
1193,2.7151545969999997
1194,2.711471209
1195,2.713265458
1196,2.715059707
1197,2.718956567
1198,2.722853427
1199,2.7256178579999997
1200,2.728382289
1201,2.729658517
1202,2.730934745
1203,2.7316438525
1204,2.73235296
1205,2.7326602600000003
1206,2.73296756
1207,2.7313839135
1208,2.729800267
1209,2.7245553009999997
1210,2.719310335
1211,2.7132429489999996
1212,2.707175563
1213,2.7007592965000002
1214,2.69434303
1215,2.6895579355
1216,2.684772841
1217,2.685409109
1218,2.686045377
1219,2.6889446030000004
1220,2.691843829
1221,2.694272485
1222,2.696701141
1223,2.698116249
1224,2.699531357
1225,2.6987530155000004
1226,2.697974674
1227,2.6914208865
1228,2.684867099
1229,2.6763650180000003
1230,2.667862937
1231,2.66186304
1232,2.655863143
1233,2.651325198
1234,2.646787253
1235,2.6418526785
1236,2.636918104
1237,2.6307661445
1238,2.624614185
1239,2.475009296
1240,2.325404407
1241,2.2946537630000003
1242,2.263903119
1243,2.2462898234999997
1244,2.228676528
1245,2.2210257875
1246,2.213375047
1247,2.205086235
1248,2.196797423
1249,2.1874770625
1250,2.178156702
1251,2.1740324115
1252,2.169908121
1253,2.1728031870000004
1254,2.175698253
1255,2.181304537
1256,2.186910821
1257,2.1917915255000002
1258,2.19667223
1259,2.2006378394999997
1260,2.204603449
1261,2.2081536345
1262,2.21170382
1263,2.2147334185
1264,2.217763017
1265,2.224286557
1266,2.230810097
1267,2.2401465094999997
1268,2.249482922
1269,2.2577206724999996
1270,2.265958423
1271,2.2697977815
1272,2.27363714
1273,2.272420056
1274,2.271202972
1275,2.2657707580000004
1276,2.260338544
1277,2.2507014510000003
1278,2.241064358
1279,2.2285777985
1280,2.216091239
1281,2.206882523
1282,2.197673807
1283,2.189644889
1284,2.181615971
1285,2.1733469905
1286,2.16507801
1287,2.157401509
1288,2.149725008
1289,2.1425974135
1290,2.135469819
1291,2.126441558
1292,2.117413297
1293,2.1095159895
1294,2.101618682
1295,2.0960693289999996
1296,2.090519976
1297,2.0873539895
1298,2.084188003
1299,2.080878811
1300,2.077569619
1301,2.0728362615
1302,2.068102904
1303,2.062898122
1304,2.05769334
1305,2.0540400925
1306,2.050386845
1307,2.049355227
1308,2.048323609
1309,2.048076045
1310,2.047828481
1311,2.052946724
1312,2.058064967
1313,2.0805669015
1314,2.103068836
1315,2.1258771569999997
1316,2.148685478
1317,2.171468772
1318,2.194252066
1319,2.2065927265
1320,2.218933387
1321,2.2219646324999998
1322,2.224995878
1323,2.217702321
1324,2.210408764
1325,2.184372115
1326,2.158335466
1327,2.1432068185
1328,2.128078171
1329,2.1365525785
1330,2.145026986
1331,2.148478034
1332,2.151929082
1333,2.1522410130000003
1334,2.152552944
1335,2.155610647
1336,2.15866835
1337,2.160041658
1338,2.161414966
1339,2.1638709865
1340,2.166327007
1341,2.1678676895
1342,2.169408372
1343,2.1708036245
1344,2.172198877
1345,2.1732611325
1346,2.174323388
1347,2.1754483149999997
1348,2.176573242
1349,2.1779484125
1350,2.179323583
1351,2.1770942835
1352,2.174864984
1353,2.173490277
1354,2.17211557
1355,2.170678682
1356,2.169241794
1357,2.167472144
1358,2.165702494
1359,2.1643703645
1360,2.163038235
1361,2.164869982
1362,2.166701729
1363,2.1679092950000003
1364,2.169116861
1365,2.1716992939999997
1366,2.174281727
1367,2.176010855
1368,2.177739983
1369,2.176344146
1370,2.174948309
1371,2.171990941
1372,2.169033573
1373,2.1632684325
1374,2.157503292
1375,2.146029656
1376,2.13455602
1377,2.125300263
1378,2.116044506
1379,2.1046691375
1380,2.093293769
1381,2.0821035155
1382,2.070913262
1383,2.0644684680000003
1384,2.058023674
1385,2.0530911190000003
1386,2.048158564
1387,2.044755431
1388,2.041352298
1389,2.041496637
1390,2.041640976
1391,2.0435176765
1392,2.045394377
1393,2.0511928925
1394,2.056991408
1395,2.0622165695000003
1396,2.067441731
1397,2.071657965
1398,2.075874199
1399,2.0772181805
1400,2.078562162
1401,2.0774456040000002
1402,2.076329046
1403,2.0752540230000003
1404,2.074179
1405,2.071264926
1406,2.068350852
1407,2.0705827914999997
1408,2.072814731
1409,2.089930979
1410,2.107047227
1411,2.127221901
1412,2.147396575
1413,2.1654025265000003
1414,2.183408478
1415,2.1940685975000003
1416,2.204728717
1417,2.207756726
1418,2.210784735
1419,2.2035824264999997
1420,2.196380118
1421,2.1592615335
1422,2.122142949
1423,2.0856871705
1424,2.049231392
1425,2.0421996389999997
1426,2.035167886
1427,2.0324891684999997
1428,2.029810451
1429,2.027956604
1430,2.026102757
1431,2.025093664
1432,2.024084571
1433,2.0230962244999997
1434,2.022107878
1435,2.0211608544999997
1436,2.020213831
1437,2.0194110285
1438,2.018608226
1439,2.0176614595
1440,2.016714693
1441,2.017826129
1442,2.018937565
1443,2.0222318325
1444,2.0255261
1445,2.028245136
1446,2.030964172
1447,2.0343439615000003
1448,2.037723751
1449,2.0366931405
1450,2.03566253
1451,2.032077284
1452,2.028492038
1453,2.023920644
1454,2.01934925
1455,2.018978738
1456,2.018608226
1457,2.0310731950000003
1458,2.043538164
1459,2.0658700995
1460,2.088202035
1461,2.107289112
1462,2.126376189
1463,2.1391942255
1464,2.152012262
1465,2.157296316
1466,2.16258037
1467,2.1575874525
1468,2.152594535
1469,2.1256981175
1470,2.0988017
1471,2.0678710745
1472,2.036940449
1473,2.0311097095
1474,2.02527897
1475,2.0207704509999997
1476,2.016261932
1477,2.0127849075
1478,2.009307883
1479,2.0077037349999998
1480,2.006099587
1481,2.0064903039999997
1482,2.006881021
1483,2.0076008255
1484,2.00832063
1485,2.0086702785000004
1486,2.009019927
1487,2.0086908455000003
1488,2.008361764
1489,2.0072718025
1490,2.006181841
1491,2.004187483
1492,2.002193125
1493,1.9999116794999998
1494,1.997630234
1495,1.99615081
1496,1.994671386
1497,1.9973017085
1498,1.999932031
1499,2.007500199
1500,2.015068367
1501,2.020029512
1502,2.024990657
1503,2.0322024274999997
1504,2.039414198
1505,2.0558871025
1506,2.072360007
1507,2.0876729865
1508,2.102985966
1509,2.1196640540000002
1510,2.136342142
1511,2.149939942
1512,2.163537742
1513,2.1708888945
1514,2.178240047
1515,2.1762817175
1516,2.174323388
1517,2.159633619
1518,2.14494385
1519,2.126264955
1520,2.10758606
1521,2.102717547
1522,2.097849034
1523,2.0956335079999997
1524,2.093417982
1525,2.0917827019999997
1526,2.090147422
1527,2.0879538925
1528,2.085760363
1529,2.0823473740000003
1530,2.078934385
1531,2.0780865865
1532,2.077238788
1533,2.079244734
1534,2.08125068
1535,2.0819746265
1536,2.082698573
1537,2.0835053515
1538,2.08431213
1539,2.085119008
1540,2.085925886
1541,2.0873536835
1542,2.088781481
1543,2.0904579905
1544,2.0921345
1545,2.0926313265
1546,2.093128153
1547,2.089733927
1548,2.086339701
1549,2.0776552225
1550,2.068970744
1551,2.0629191425
1552,2.056867541
1553,2.065564614
1554,2.074261687
1555,2.087691605
1556,2.101121523
1557,2.1207468585
1558,2.140372194
1559,2.1585143855
1560,2.176656577
1561,2.185183126
1562,2.193709675
