,Heat_Demand,Elec_Demand
3298,1.636,0.411
3299,1.7065,0.4195
3300,1.777,0.428
3301,1.799,0.4335
3302,1.821,0.439
3303,1.5845,0.443
3304,1.348,0.447
3305,1.23,0.4485
3306,1.112,0.45
3307,1.0326,0.4455
3308,0.9532,0.441
3309,0.8482000000000001,0.427
3310,0.7432000000000001,0.413
3311,0.65735,0.3895
3312,0.5715,0.366
3313,0.4997,0.341
3314,0.4279,0.316
3315,0.3745,0.292
3316,0.3211,0.268
3317,0.35205000000000003,0.247
3318,0.383,0.226
3319,0.4264,0.2085
3320,0.4698,0.191
3321,0.5176000000000001,0.1785
3322,0.5654,0.166
3323,0.6120999999999999,0.1635
3324,0.6587999999999999,0.161
3325,0.9329,0.169
3326,1.207,0.177
3327,1.3385,0.1885
3328,1.47,0.2
3329,1.4215,0.212
3330,1.373,0.224
3331,1.333,0.2355
3332,1.293,0.247
3333,1.0266,0.258
3334,0.7602000000000001,0.269
3335,0.6406000000000001,0.2795
3336,0.521,0.29
3337,0.58025,0.296
3338,0.6395,0.302
3339,0.6794,0.302
3340,0.7192999999999999,0.302
3341,0.7445499999999999,0.3025
3342,0.7697999999999999,0.303
3343,1.0174,0.308
3344,1.265,0.313
3345,1.3635,0.326
3346,1.462,0.339
3347,1.5195,0.3535
3348,1.577,0.368
3349,1.5975,0.3795
3350,1.618,0.391
3351,1.3845,0.4
3352,1.151,0.409
3353,1.0507,0.416
3354,0.9504,0.423
3355,0.8898499999999999,0.4235
3356,0.8292999999999999,0.424
3357,0.74475,0.414
3358,0.6602,0.404
3359,0.5911500000000001,0.3825
3360,0.5221,0.361
3361,0.46435000000000004,0.3365
3362,0.4066,0.312
3363,0.3608,0.289
3364,0.315,0.266
3365,0.34305,0.246
3366,0.37110000000000004,0.226
3367,0.41025,0.2085
3368,0.44939999999999997,0.191
3369,0.49305,0.1785
3370,0.5367000000000001,0.166
3371,0.58035,0.1635
3372,0.624,0.161
3373,0.895,0.169
3374,1.166,0.177
3375,1.296,0.1885
3376,1.426,0.2
3377,1.3805,0.212
3378,1.335,0.224
3379,1.296,0.2355
3380,1.257,0.247
3381,0.99215,0.258
3382,0.7273,0.269
3383,0.6068,0.2795
3384,0.4863,0.29
3385,0.54055,0.296
3386,0.5948,0.302
3387,0.6316499999999999,0.302
3388,0.6685,0.302
3389,0.69235,0.3025
3390,0.7162000000000001,0.303
3391,0.9636,0.308
3392,1.211,0.313
3393,1.3105,0.326
3394,1.41,0.339
3395,1.469,0.3535
3396,1.528,0.368
3397,1.548,0.3795
3398,1.568,0.391
3399,1.3355,0.4
3400,1.103,0.409
3401,1.0025,0.416
3402,0.902,0.423
3403,0.8411000000000001,0.4235
3404,0.7802,0.424
3405,0.7022,0.414
3406,0.6242000000000001,0.404
3407,0.561,0.3825
3408,0.4978,0.361
3409,0.4418,0.3365
3410,0.38580000000000003,0.312
3411,0.34114999999999995,0.289
3412,0.2965,0.266
3413,0.31685,0.246
3414,0.3372,0.226
3415,0.3669,0.2085
3416,0.3966,0.191
3417,0.43539999999999995,0.1785
3418,0.4742,0.166
3419,0.5136000000000001,0.1635
3420,0.553,0.161
3421,0.821,0.169
3422,1.089,0.177
3423,1.2195,0.1885
3424,1.35,0.2
3425,1.355,0.212
3426,1.36,0.224
3427,1.315,0.2355
3428,1.27,0.247
3429,1.0020499999999999,0.258
3430,0.7341,0.269
3431,0.60805,0.2795
3432,0.482,0.29
3433,0.48269999999999996,0.296
3434,0.4834,0.302
3435,0.525,0.302
3436,0.5666,0.302
3437,0.5938,0.3025
3438,0.621,0.303
3439,0.8715,0.308
3440,1.122,0.313
3441,1.226,0.326
3442,1.33,0.339
3443,1.3915,0.3535
3444,1.453,0.368
3445,1.476,0.3795
3446,1.499,0.391
3447,1.27,0.4
3448,1.041,0.409
3449,0.942,0.416
3450,0.843,0.423
3451,0.78325,0.4235
3452,0.7235,0.424
3453,0.65265,0.414
3454,0.5818,0.404
3455,0.5260499999999999,0.3825
3456,0.4703,0.361
3457,0.42010000000000003,0.3365
3458,0.36989999999999995,0.312
3459,0.32175,0.289
3460,0.2736,0.266
3461,0.28170000000000006,0.246
3462,0.2898,0.226
3463,0.30410000000000004,0.2085
3464,0.31839999999999996,0.191
3465,0.3395,0.1785
3466,0.36060000000000003,0.166
3467,0.39175,0.1635
3468,0.4229,0.161
3469,0.67865,0.169
3470,0.9344,0.177
3471,1.0627,0.1885
3472,1.191,0.2
3473,1.17,0.212
3474,1.149,0.224
3475,1.125,0.2355
3476,1.101,0.247
3477,0.85545,0.258
3478,0.6099,0.269
3479,0.49479999999999996,0.2795
3480,0.3797,0.29
3481,0.41405,0.296
3482,0.44839999999999997,0.302
3483,0.4765,0.302
3484,0.5046,0.302
3485,0.5214500000000001,0.3025
3486,0.5383,0.303
3487,0.77815,0.308
3488,1.018,0.313
3489,1.1205,0.326
3490,1.223,0.339
3491,1.2845,0.3535
3492,1.346,0.368
3493,1.37,0.3795
3494,1.394,0.391
3495,1.1718,0.4
3496,0.9496,0.409
3497,0.8522000000000001,0.416
3498,0.7547999999999999,0.423
3499,0.6959500000000001,0.4235
3500,0.6371,0.424
3501,0.57775,0.414
3502,0.5184,0.404
3503,0.4729,0.3825
3504,0.4274,0.361
3505,0.393,0.3365
3506,0.35860000000000003,0.312
3507,0.3368,0.289
3508,0.315,0.266
3509,0.34305,0.246
3510,0.37110000000000004,0.226
3511,0.41025,0.2085
3512,0.44939999999999997,0.191
3513,0.49305,0.1785
3514,0.5367000000000001,0.166
3515,0.58035,0.1635
3516,0.624,0.161
3517,0.895,0.169
3518,1.166,0.177
3519,1.296,0.1885
3520,1.426,0.2
3521,1.3805,0.212
3522,1.335,0.224
3523,1.296,0.2355
3524,1.257,0.247
3525,0.99215,0.258
3526,0.7273,0.269
3527,0.6068,0.2795
3528,0.4863,0.29
3529,0.54055,0.296
3530,0.5948,0.302
3531,0.6316499999999999,0.302
3532,0.6685,0.302
3533,0.69235,0.3025
3534,0.7162000000000001,0.303
3535,0.9636,0.308
3536,1.211,0.313
3537,1.3105,0.326
3538,1.41,0.339
3539,1.469,0.3535
3540,1.528,0.368
3541,1.548,0.3795
3542,1.568,0.391
3543,1.3355,0.4
3544,1.103,0.409
3545,1.0025,0.416
3546,0.902,0.423
3547,0.8411000000000001,0.4235
3548,0.7802,0.424
3549,0.7022,0.414
3550,0.6242000000000001,0.404
3551,0.561,0.384
3552,0.4978,0.364
3553,0.44675,0.3405
3554,0.3957,0.317
3555,0.3584,0.2945
3556,0.3211,0.272
3557,0.35205000000000003,0.252
3558,0.383,0.232
3559,0.4264,0.2145
3560,0.4698,0.197
3561,0.5176000000000001,0.1845
3562,0.5654,0.172
3563,0.6120999999999999,0.1675
3564,0.6587999999999999,0.163
3565,0.9329,0.165
3566,1.207,0.167
3567,1.3385,0.177
3568,1.47,0.187
3569,1.4215,0.2005
3570,1.373,0.214
3571,1.333,0.2285
3572,1.293,0.243
3573,1.0266,0.2565
3574,0.7602000000000001,0.27
3575,0.6406000000000001,0.2835
3576,0.521,0.297
3577,0.58025,0.308
3578,0.6395,0.319
3579,0.6794,0.3255
3580,0.7192999999999999,0.332
3581,0.7445499999999999,0.3345
3582,0.7697999999999999,0.337
3583,1.0174,0.3405
3584,1.265,0.344
3585,1.3635,0.353
3586,1.462,0.362
3587,1.5195,0.374
3588,1.577,0.386
3589,1.5975,0.3945
3590,1.618,0.403
3591,1.3845,0.4085
3592,1.151,0.414
3593,1.0507,0.4175
3594,0.9504,0.421
3595,0.8898499999999999,0.4205
3596,0.8292999999999999,0.42
3597,0.74475,0.411
3598,0.6602,0.402
3599,0.5911500000000001,0.3825
3600,0.5221,0.363
3601,0.46525,0.339
3602,0.4084,0.315
3603,0.36475,0.293
3604,0.3211,0.271
3605,0.35205000000000003,0.252
3606,0.383,0.233
3607,0.4264,0.2165
3608,0.4698,0.2
3609,0.5176000000000001,0.187
3610,0.5654,0.174
3611,0.6120999999999999,0.167
3612,0.6587999999999999,0.16
3613,0.9329,0.161
3614,1.207,0.162
3615,1.3385,0.17
3616,1.47,0.178
3617,1.4215,0.1915
3618,1.373,0.205
3619,1.333,0.221
3620,1.293,0.237
3621,1.0266,0.2545
3622,0.7602000000000001,0.272
3623,0.6406000000000001,0.2895
3624,0.521,0.307
3625,0.58025,0.3225
3626,0.6395,0.338
3627,0.6794,0.3495
3628,0.7192999999999999,0.361
3629,0.7445499999999999,0.3685
3630,0.7697999999999999,0.376
3631,1.0174,0.383
3632,1.265,0.39
3633,1.3635,0.4005
3634,1.462,0.411
3635,1.5195,0.4195
3636,1.577,0.428
3637,1.5975,0.4335
3638,1.618,0.439
3639,1.3845,0.443
3640,1.151,0.447
3641,1.0507,0.4485
3642,0.9504,0.45
3643,0.8898499999999999,0.4455
3644,0.8292999999999999,0.441
3645,0.74475,0.427
3646,0.6602,0.413
3647,0.5911500000000001,0.3895
3648,0.5221,0.366
3649,0.46525,0.341
3650,0.4084,0.316
3651,0.36475,0.292
3652,0.3211,0.268
3653,0.35205000000000003,0.247
3654,0.383,0.226
3655,0.4264,0.2085
3656,0.4698,0.191
3657,0.5176000000000001,0.1785
3658,0.5654,0.166
3659,0.6120999999999999,0.1635
3660,0.6587999999999999,0.161
3661,0.9329,0.169
3662,1.207,0.177
3663,1.3385,0.1885
3664,1.47,0.2
3665,1.4215,0.212
3666,1.373,0.224
3667,1.333,0.2355
3668,1.293,0.247
3669,1.0266,0.258
3670,0.7602000000000001,0.269
3671,0.6406000000000001,0.2795
3672,0.521,0.29
3673,0.58025,0.296
3674,0.6395,0.302
3675,0.6794,0.302
3676,0.7192999999999999,0.302
3677,0.7445499999999999,0.3025
3678,0.7697999999999999,0.303
3679,1.0174,0.308
3680,1.265,0.313
3681,1.3635,0.326
3682,1.462,0.339
3683,1.5195,0.3535
3684,1.577,0.368
3685,1.5975,0.3795
3686,1.618,0.391
3687,1.3845,0.4
3688,1.151,0.409
3689,1.0507,0.416
3690,0.9504,0.423
3691,0.8898499999999999,0.4235
3692,0.8292999999999999,0.424
3693,0.74475,0.414
3694,0.6602,0.404
3695,0.5911500000000001,0.3825
3696,0.5221,0.361
3697,0.45915,0.3365
3698,0.3962,0.312
3699,0.3349,0.289
3700,0.2736,0.266
3701,0.28170000000000006,0.246
3702,0.2898,0.226
3703,0.30410000000000004,0.2085
3704,0.31839999999999996,0.191
3705,0.3395,0.1785
3706,0.36060000000000003,0.166
3707,0.39175,0.1635
3708,0.4229,0.161
3709,0.67865,0.169
3710,0.9344,0.177
3711,1.0627,0.1885
3712,1.191,0.2
3713,1.17,0.212
3714,1.149,0.224
3715,1.125,0.2355
3716,1.101,0.247
3717,0.85545,0.258
3718,0.6099,0.269
3719,0.49479999999999996,0.2795
3720,0.3797,0.29
3721,0.41405,0.296
3722,0.44839999999999997,0.302
3723,0.4765,0.302
3724,0.5046,0.302
3725,0.5214500000000001,0.3025
3726,0.5383,0.303
3727,0.77815,0.308
3728,1.018,0.313
3729,1.1205,0.326
3730,1.223,0.339
3731,1.2845,0.3535
3732,1.346,0.368
3733,1.37,0.3795
3734,1.394,0.391
3735,1.1718,0.4
3736,0.9496,0.409
3737,0.8522000000000001,0.416
3738,0.7547999999999999,0.423
3739,0.6959500000000001,0.4235
3740,0.6371,0.424
3741,0.57775,0.414
3742,0.5184,0.404
3743,0.4729,0.3825
3744,0.4274,0.361
3745,0.38785000000000003,0.3365
3746,0.3483,0.312
3747,0.31015,0.289
3748,0.272,0.266
3749,0.272,0.246
3750,0.272,0.226
3751,0.272,0.2085
3752,0.272,0.191
3753,0.272,0.1785
3754,0.272,0.166
3755,0.272,0.1635
3756,0.272,0.161
3757,0.389,0.169
3758,0.506,0.177
3759,0.5498999999999999,0.1885
3760,0.5938,0.2
3761,0.5938,0.212
3762,0.5938,0.224
3763,0.5938,0.2355
3764,0.5938,0.247
3765,0.47679999999999995,0.258
3766,0.3598,0.269
3767,0.31589999999999996,0.2795
3768,0.272,0.29
3769,0.272,0.296
3770,0.272,0.302
3771,0.272,0.302
3772,0.272,0.302
3773,0.272,0.3025
3774,0.272,0.303
3775,0.2739,0.308
3776,0.2758,0.313
3777,0.27725,0.326
3778,0.2787,0.339
3779,0.28104999999999997,0.3535
3780,0.2834,0.368
3781,0.28354999999999997,0.3795
3782,0.2837,0.391
3783,0.28225,0.4
3784,0.2808,0.409
3785,0.2813,0.416
3786,0.2818,0.423
3787,0.2824,0.4235
3788,0.283,0.424
3789,0.28314999999999996,0.414
3790,0.2833,0.404
3791,0.2828,0.3825
3792,0.2823,0.361
3793,0.2804,0.3365
3794,0.2785,0.312
3795,0.2755,0.289
3796,0.2725,0.266
3797,0.27225,0.246
3798,0.272,0.226
3799,0.272,0.2085
3800,0.272,0.191
3801,0.272,0.1785
3802,0.272,0.166
3803,0.272,0.1635
3804,0.272,0.161
3805,0.37910000000000005,0.169
3806,0.48619999999999997,0.177
3807,0.524,0.1885
3808,0.5618,0.2
3809,0.5618,0.212
3810,0.5618,0.224
3811,0.5618,0.2355
3812,0.5618,0.247
3813,0.4547,0.258
3814,0.3476,0.269
3815,0.3098,0.2795
3816,0.272,0.29
3817,0.272,0.296
3818,0.272,0.302
3819,0.272,0.302
3820,0.272,0.302
3821,0.272,0.3025
3822,0.272,0.303
3823,0.27285000000000004,0.308
3824,0.2737,0.313
3825,0.2744,0.326
3826,0.2751,0.339
3827,0.27645000000000003,0.3535
3828,0.2778,0.368
3829,0.2779,0.3795
3830,0.278,0.391
3831,0.27714999999999995,0.4
3832,0.2763,0.409
3833,0.2756,0.416
3834,0.2749,0.423
3835,0.27404999999999996,0.4235
3836,0.2732,0.424
3837,0.2732,0.414
3838,0.2732,0.404
3839,0.2732,0.3825
3840,0.2732,0.361
3841,0.2732,0.3365
3842,0.2732,0.312
3843,0.2727,0.289
3844,0.2722,0.266
3845,0.27604999999999996,0.246
3846,0.2799,0.226
3847,0.28945,0.2085
3848,0.299,0.191
3849,0.3143,0.1785
3850,0.3296,0.166
3851,0.35370000000000007,0.1635
3852,0.3778,0.161
3853,0.6266,0.169
3854,0.8754,0.177
3855,1.0002,0.1885
3856,1.125,0.2
3857,1.11,0.212
3858,1.095,0.224
3859,1.074,0.2355
3860,1.053,0.247
3861,0.8132,0.258
3862,0.5734,0.269
3863,0.46044999999999997,0.2795
3864,0.3475,0.29
3865,0.37495,0.296
3866,0.4024,0.302
3867,0.42604999999999993,0.302
3868,0.4497,0.302
3869,0.46545,0.3025
3870,0.48119999999999996,0.303
3871,0.7166,0.308
3872,0.952,0.313
3873,1.0535,0.326
3874,1.155,0.339
3875,1.218,0.3535
3876,1.281,0.368
3877,1.3055,0.3795
3878,1.33,0.391
3879,1.1114000000000002,0.4
3880,0.8927999999999999,0.409
3881,0.79725,0.416
3882,0.7017,0.423
3883,0.64365,0.4235
3884,0.5856,0.424
3885,0.5327000000000001,0.414
3886,0.4798,0.404
3887,0.44120000000000004,0.384
3888,0.4026,0.364
3889,0.37035,0.3405
3890,0.3381,0.317
3891,0.3173,0.2945
3892,0.2965,0.272
3893,0.31685,0.252
3894,0.3372,0.232
3895,0.3669,0.2145
3896,0.3966,0.197
3897,0.43539999999999995,0.1845
3898,0.4742,0.172
3899,0.5136000000000001,0.1675
3900,0.553,0.163
3901,0.821,0.165
3902,1.089,0.167
3903,1.2195,0.177
3904,1.35,0.187
3905,1.355,0.2005
3906,1.36,0.214
3907,1.315,0.2285
3908,1.27,0.243
3909,1.0020499999999999,0.2565
3910,0.7341,0.27
3911,0.60805,0.2835
3912,0.482,0.297
3913,0.48269999999999996,0.308
3914,0.4834,0.319
3915,0.525,0.3255
3916,0.5666,0.332
3917,0.5938,0.3345
3918,0.621,0.337
3919,0.8715,0.3405
3920,1.122,0.344
3921,1.226,0.353
3922,1.33,0.362
3923,1.3915,0.374
3924,1.453,0.386
3925,1.476,0.3945
3926,1.499,0.403
3927,1.27,0.4085
3928,1.041,0.414
3929,0.942,0.4175
3930,0.843,0.421
3931,0.78325,0.4205
3932,0.7235,0.42
3933,0.65265,0.411
3934,0.5818,0.402
3935,0.5260499999999999,0.3825
3936,0.4703,0.363
3937,0.42525,0.339
3938,0.3802,0.315
3939,0.3476,0.293
3940,0.315,0.271
3941,0.34305,0.252
3942,0.37110000000000004,0.233
3943,0.41025,0.2165
3944,0.44939999999999997,0.2
3945,0.49305,0.187
3946,0.5367000000000001,0.174
3947,0.58035,0.167
3948,0.624,0.16
3949,0.895,0.161
3950,1.166,0.162
3951,1.296,0.17
3952,1.426,0.178
3953,1.3805,0.1915
3954,1.335,0.205
3955,1.296,0.221
3956,1.257,0.237
3957,0.99215,0.2545
3958,0.7273,0.272
3959,0.6068,0.2895
3960,0.4863,0.307
3961,0.54055,0.3225
3962,0.5948,0.338
3963,0.6316499999999999,0.3495
3964,0.6685,0.361
3965,0.69235,0.3685
3966,0.7162000000000001,0.376
3967,0.9636,0.383
3968,1.211,0.39
3969,1.3105,0.4005
3970,1.41,0.411
3971,1.469,0.4195
3972,1.528,0.428
3973,1.548,0.4335
3974,1.568,0.439
3975,1.3355,0.443
3976,1.103,0.447
3977,1.0025,0.4485
3978,0.902,0.45
3979,0.8411000000000001,0.4455
3980,0.7802,0.441
3981,0.7022,0.427
3982,0.6242000000000001,0.413
3983,0.561,0.3895
3984,0.4978,0.366
3985,0.4418,0.341
3986,0.38580000000000003,0.316
3987,0.34114999999999995,0.292
3988,0.2965,0.268
3989,0.31685,0.247
3990,0.3372,0.226
3991,0.3669,0.2085
3992,0.3966,0.191
3993,0.43539999999999995,0.1785
3994,0.4742,0.166
3995,0.5136000000000001,0.1635
3996,0.553,0.161
3997,0.821,0.169
3998,1.089,0.177
3999,1.2195,0.1885
4000,1.35,0.2
4001,1.355,0.212
4002,1.36,0.224
4003,1.315,0.2355
4004,1.27,0.247
4005,1.0020499999999999,0.258
4006,0.7341,0.269
4007,0.60805,0.2795
4008,0.482,0.29
4009,0.48269999999999996,0.296
4010,0.4834,0.302
4011,0.525,0.302
4012,0.5666,0.302
4013,0.5938,0.3025
4014,0.621,0.303
4015,0.8715,0.308
4016,1.122,0.313
4017,1.226,0.326
4018,1.33,0.339
4019,1.3915,0.3535
4020,1.453,0.368
4021,1.476,0.3795
4022,1.499,0.391
4023,1.27,0.4
4024,1.041,0.409
4025,0.942,0.416
4026,0.843,0.423
4027,0.78325,0.4235
4028,0.7235,0.424
4029,0.65265,0.414
4030,0.5818,0.404
4031,0.5260499999999999,0.3825
4032,0.4703,0.361
4033,0.42010000000000003,0.3365
4034,0.36989999999999995,0.312
4035,0.32175,0.289
4036,0.2736,0.266
4037,0.28170000000000006,0.246
4038,0.2898,0.226
4039,0.30410000000000004,0.2085
4040,0.31839999999999996,0.191
4041,0.3395,0.1785
4042,0.36060000000000003,0.166
4043,0.39175,0.1635
4044,0.4229,0.161
4045,0.67865,0.169
4046,0.9344,0.177
4047,1.0627,0.1885
4048,1.191,0.2
4049,1.17,0.212
4050,1.149,0.224
4051,1.125,0.2355
4052,1.101,0.247
4053,0.85545,0.258
4054,0.6099,0.269
4055,0.49479999999999996,0.2795
4056,0.3797,0.29
4057,0.41405,0.296
4058,0.44839999999999997,0.302
4059,0.4765,0.302
4060,0.5046,0.302
4061,0.5214500000000001,0.3025
4062,0.5383,0.303
4063,0.77815,0.308
4064,1.018,0.313
4065,1.1205,0.326
4066,1.223,0.339
4067,1.2845,0.3535
4068,1.346,0.368
4069,1.37,0.3795
4070,1.394,0.391
4071,1.1718,0.4
4072,0.9496,0.409
4073,0.8522000000000001,0.416
4074,0.7547999999999999,0.423
4075,0.6959500000000001,0.4235
4076,0.6371,0.424
4077,0.57775,0.414
4078,0.5184,0.404
4079,0.4729,0.3825
4080,0.4274,0.361
4081,0.38785000000000003,0.3365
4082,0.3483,0.312
4083,0.31015,0.289
4084,0.272,0.266
4085,0.27595,0.246
4086,0.2799,0.226
4087,0.28945,0.2085
4088,0.299,0.191
4089,0.3143,0.1785
4090,0.3296,0.166
4091,0.35370000000000007,0.1635
4092,0.3778,0.161
4093,0.6266,0.169
4094,0.8754,0.177
4095,1.0002,0.1885
4096,1.125,0.2
4097,1.11,0.212
4098,1.095,0.224
4099,1.074,0.2355
4100,1.053,0.247
4101,0.8132,0.258
4102,0.5734,0.269
4103,0.46044999999999997,0.2795
4104,0.3475,0.29
4105,0.37495,0.296
4106,0.4024,0.302
4107,0.42604999999999993,0.302
4108,0.4497,0.302
4109,0.46545,0.3025
4110,0.48119999999999996,0.303
4111,0.7166,0.308
4112,0.952,0.313
4113,1.0535,0.326
4114,1.155,0.339
4115,1.218,0.3535
4116,1.281,0.368
4117,1.3055,0.3795
4118,1.33,0.391
4119,1.1114000000000002,0.4
4120,0.8927999999999999,0.409
4121,0.79725,0.416
4122,0.7017,0.423
4123,0.64365,0.4235
4124,0.5856,0.424
4125,0.5327000000000001,0.414
4126,0.4798,0.404
4127,0.44120000000000004,0.3825
4128,0.4026,0.361
4129,0.36920000000000003,0.3365
4130,0.3358,0.312
4131,0.3039,0.289
4132,0.272,0.266
4133,0.27595,0.246
4134,0.2799,0.226
4135,0.28945,0.2085
4136,0.299,0.191
4137,0.3143,0.1785
4138,0.3296,0.166
4139,0.35370000000000007,0.1635
4140,0.3778,0.161
4141,0.6266,0.169
4142,0.8754,0.177
4143,1.0002,0.1885
4144,1.125,0.2
4145,1.11,0.212
4146,1.095,0.224
4147,1.074,0.2355
4148,1.053,0.247
4149,0.8132,0.258
4150,0.5734,0.269
4151,0.46044999999999997,0.2795
4152,0.3475,0.29
4153,0.37495,0.296
4154,0.4024,0.302
4155,0.42604999999999993,0.302
4156,0.4497,0.302
4157,0.46545,0.3025
4158,0.48119999999999996,0.303
4159,0.7166,0.308
4160,0.952,0.313
4161,1.0535,0.326
4162,1.155,0.339
4163,1.218,0.3535
4164,1.281,0.368
4165,1.3055,0.3795
4166,1.33,0.391
4167,1.1114000000000002,0.4
4168,0.8927999999999999,0.409
4169,0.79725,0.416
4170,0.7017,0.423
4171,0.64365,0.4235
4172,0.5856,0.424
4173,0.5327000000000001,0.414
4174,0.4798,0.404
4175,0.44120000000000004,0.3825
4176,0.4026,0.361
4177,0.36920000000000003,0.3365
4178,0.3358,0.312
4179,0.3039,0.289
4180,0.272,0.266
4181,0.27595,0.246
4182,0.2799,0.226
4183,0.28945,0.2085
4184,0.299,0.191
4185,0.3143,0.1785
4186,0.3296,0.166
4187,0.35370000000000007,0.1635
4188,0.3778,0.161
4189,0.6266,0.169
4190,0.8754,0.177
4191,1.0002,0.1885
4192,1.125,0.2
4193,1.11,0.212
4194,1.095,0.224
4195,1.074,0.2355
4196,1.053,0.247
4197,0.8132,0.258
4198,0.5734,0.269
4199,0.46044999999999997,0.2795
4200,0.3475,0.29
4201,0.37495,0.296
4202,0.4024,0.302
4203,0.42604999999999993,0.302
4204,0.4497,0.302
4205,0.46545,0.3025
4206,0.48119999999999996,0.303
4207,0.7166,0.308
4208,0.952,0.313
4209,1.0535,0.326
4210,1.155,0.339
4211,1.218,0.3535
4212,1.281,0.368
4213,1.3055,0.3795
4214,1.33,0.391
4215,1.1114000000000002,0.4
4216,0.8927999999999999,0.409
4217,0.79725,0.416
4218,0.7017,0.423
4219,0.64365,0.4235
4220,0.5856,0.424
4221,0.5327000000000001,0.414
4222,0.4798,0.404
4223,0.44120000000000004,0.384
4224,0.4026,0.364
4225,0.36920000000000003,0.3405
4226,0.3358,0.317
4227,0.3047,0.2945
4228,0.2736,0.272
4229,0.28170000000000006,0.252
4230,0.2898,0.232
4231,0.30410000000000004,0.2145
4232,0.31839999999999996,0.197
4233,0.3395,0.1845
4234,0.36060000000000003,0.172
4235,0.39175,0.1675
4236,0.4229,0.163
4237,0.67865,0.165
4238,0.9344,0.167
4239,1.0627,0.177
4240,1.191,0.187
4241,1.17,0.2005
4242,1.149,0.214
4243,1.125,0.2285
4244,1.101,0.243
4245,0.85545,0.2565
4246,0.6099,0.27
4247,0.49479999999999996,0.2835
4248,0.3797,0.297
4249,0.41405,0.308
4250,0.44839999999999997,0.319
4251,0.4765,0.3255
4252,0.5046,0.332
4253,0.5214500000000001,0.3345
4254,0.5383,0.337
4255,0.77815,0.3405
4256,1.018,0.344
4257,1.1205,0.353
4258,1.223,0.362
4259,1.2845,0.374
4260,1.346,0.386
4261,1.37,0.3945
4262,1.394,0.403
4263,1.1718,0.4085
4264,0.9496,0.414
4265,0.8522000000000001,0.4175
4266,0.7547999999999999,0.421
4267,0.6959500000000001,0.4205
4268,0.6371,0.42
4269,0.57775,0.411
4270,0.5184,0.402
4271,0.4729,0.3825
4272,0.4274,0.363
4273,0.393,0.339
4274,0.35860000000000003,0.315
4275,0.3368,0.293
4276,0.315,0.271
4277,0.34305,0.252
4278,0.37110000000000004,0.233
4279,0.41025,0.2165
4280,0.44939999999999997,0.2
4281,0.49305,0.187
4282,0.5367000000000001,0.174
4283,0.58035,0.167
4284,0.624,0.16
4285,0.895,0.161
4286,1.166,0.162
4287,1.296,0.17
4288,1.426,0.178
4289,1.3805,0.1915
4290,1.335,0.205
4291,1.296,0.221
4292,1.257,0.237
4293,0.99215,0.2545
4294,0.7273,0.272
4295,0.6068,0.2895
4296,0.4863,0.307
4297,0.54055,0.3225
4298,0.5948,0.338
4299,0.6316499999999999,0.3495
4300,0.6685,0.361
4301,0.69235,0.3685
4302,0.7162000000000001,0.376
4303,0.9636,0.383
4304,1.211,0.39
4305,1.3105,0.4005
4306,1.41,0.411
4307,1.469,0.4195
4308,1.528,0.428
4309,1.548,0.4335
4310,1.568,0.439
4311,1.3355,0.443
4312,1.103,0.447
4313,1.0025,0.4485
4314,0.902,0.45
4315,0.8411000000000001,0.4455
4316,0.7802,0.441
4317,0.7022,0.427
4318,0.6242000000000001,0.413
4319,0.561,0.389
4320,0.4978,0.365
4321,0.44580000000000003,0.339
4322,0.39380000000000004,0.313
4323,0.3544,0.289
4324,0.315,0.265
4325,0.34305,0.243
4326,0.37110000000000004,0.221
4327,0.41025,0.2025
4328,0.44939999999999997,0.184
4329,0.49305,0.1705
4330,0.5367000000000001,0.157
4331,0.58035,0.1525
4332,0.624,0.148
4333,0.895,0.1525
4334,1.166,0.157
4335,1.296,0.166
4336,1.426,0.175
4337,1.3805,0.185
4338,1.335,0.195
4339,1.296,0.205
4340,1.257,0.215
4341,0.99215,0.224
4342,0.7273,0.233
4343,0.6068,0.242
4344,0.4863,0.251
4345,0.54055,0.2565
4346,0.5948,0.262
4347,0.6316499999999999,0.2625
4348,0.6685,0.263
4349,0.69235,0.262
4350,0.7162000000000001,0.261
4351,0.9636,0.2615
4352,1.211,0.262
4353,1.3105,0.267
4354,1.41,0.272
4355,1.469,0.2785
4356,1.528,0.285
4357,1.548,0.291
4358,1.568,0.297
4359,1.3355,0.3045
4360,1.103,0.312
4361,1.0025,0.3195
4362,0.902,0.327
4363,0.8411000000000001,0.3305
4364,0.7802,0.334
4365,0.7022,0.3305
4366,0.6242000000000001,0.327
4367,0.561,0.315
4368,0.4978,0.303
4369,0.44580000000000003,0.2885
4370,0.39380000000000004,0.274
4371,0.3544,0.2585
4372,0.315,0.243
4373,0.34305,0.2265
4374,0.37110000000000004,0.21
4375,0.41025,0.1945
4376,0.44939999999999997,0.179
4377,0.49305,0.167
4378,0.5367000000000001,0.155
4379,0.58035,0.1515
4380,0.624,0.148
4381,0.895,0.1525
4382,1.166,0.157
4383,1.296,0.166
4384,1.426,0.175
4385,1.3805,0.185
4386,1.335,0.195
4387,1.296,0.205
4388,1.257,0.215
4389,0.99215,0.224
4390,0.7273,0.233
4391,0.6068,0.242
4392,0.4863,0.251
4393,0.54055,0.2565
4394,0.5948,0.262
4395,0.6316499999999999,0.2625
4396,0.6685,0.263
4397,0.69235,0.262
