,Heat_Demand,Elec_Demand
7653,0.39139999999999997,0.226
7654,0.3162,0.238
7655,0.29410000000000003,0.2495
7656,0.272,0.261
7657,0.272,0.2705
7658,0.272,0.28
7659,0.272,0.285
7660,0.272,0.29
7661,0.272,0.2915
7662,0.272,0.293
7663,0.272,0.294
7664,0.272,0.295
7665,0.272,0.2985
7666,0.272,0.302
7667,0.27235000000000004,0.306
7668,0.2727,0.31
7669,0.27285000000000004,0.3135
7670,0.273,0.317
7671,0.273,0.322
7672,0.273,0.327
7673,0.273,0.3315
7674,0.273,0.336
7675,0.2726,0.3375
7676,0.2722,0.339
7677,0.2721,0.331
7678,0.272,0.323
7679,0.272,0.3105
7680,0.272,0.298
7681,0.272,0.2825
7682,0.272,0.267
7683,0.272,0.2515
7684,0.272,0.236
7685,0.272,0.2195
7686,0.272,0.203
7687,0.272,0.188
7688,0.272,0.173
7689,0.272,0.162
7690,0.272,0.151
7691,0.272,0.1495
7692,0.272,0.148
7693,0.34725,0.1525
7694,0.4225,0.157
7695,0.44455,0.166
7696,0.4666,0.175
7697,0.4666,0.185
7698,0.4666,0.195
7699,0.4666,0.205
7700,0.4666,0.215
7701,0.39139999999999997,0.224
7702,0.3162,0.233
7703,0.29410000000000003,0.242
7704,0.272,0.251
7705,0.272,0.2565
7706,0.272,0.262
7707,0.272,0.2625
7708,0.272,0.263
7709,0.272,0.262
7710,0.272,0.261
7711,0.272,0.2615
7712,0.272,0.262
7713,0.272,0.267
7714,0.272,0.272
7715,0.27235000000000004,0.2785
7716,0.2727,0.285
7717,0.27285000000000004,0.291
7718,0.273,0.297
7719,0.273,0.3045
7720,0.273,0.312
7721,0.273,0.3195
7722,0.273,0.327
7723,0.2726,0.3305
7724,0.2722,0.334
7725,0.2721,0.3305
7726,0.272,0.327
7727,0.272,0.315
7728,0.272,0.303
7729,0.272,0.2885
7730,0.272,0.274
7731,0.272,0.2585
7732,0.272,0.243
7733,0.272,0.2265
7734,0.272,0.21
7735,0.272,0.1945
7736,0.272,0.179
7737,0.272,0.167
7738,0.272,0.155
7739,0.272,0.1515
7740,0.272,0.148
7741,0.37910000000000005,0.1525
7742,0.48619999999999997,0.157
7743,0.524,0.166
7744,0.5618,0.175
7745,0.5618,0.185
7746,0.5618,0.195
7747,0.5618,0.205
7748,0.5618,0.215
7749,0.4547,0.224
7750,0.3476,0.233
7751,0.3098,0.242
7752,0.272,0.251
7753,0.272,0.2565
7754,0.272,0.262
7755,0.272,0.2625
7756,0.272,0.263
7757,0.272,0.262
7758,0.272,0.261
7759,0.27285000000000004,0.2615
7760,0.2737,0.262
7761,0.2744,0.267
7762,0.2751,0.272
7763,0.27645000000000003,0.2785
7764,0.2778,0.285
7765,0.2779,0.291
7766,0.278,0.297
7767,0.27714999999999995,0.3045
7768,0.2763,0.312
7769,0.2756,0.3195
7770,0.2749,0.327
7771,0.27404999999999996,0.3305
7772,0.2732,0.334
7773,0.2732,0.3305
7774,0.2732,0.327
7775,0.2732,0.315
7776,0.2732,0.303
7777,0.2732,0.2885
7778,0.2732,0.274
7779,0.2727,0.2585
7780,0.2722,0.243
7781,0.2721,0.2265
7782,0.272,0.21
7783,0.272,0.1945
7784,0.272,0.179
7785,0.272,0.167
7786,0.272,0.155
7787,0.272,0.1515
7788,0.272,0.148
7789,0.389,0.1525
7790,0.506,0.157
7791,0.5498999999999999,0.166
7792,0.5938,0.175
7793,0.5938,0.185
7794,0.5938,0.195
7795,0.5938,0.205
7796,0.5938,0.215
7797,0.47679999999999995,0.224
7798,0.3598,0.233
7799,0.31589999999999996,0.242
7800,0.272,0.251
7801,0.272,0.2565
7802,0.272,0.262
7803,0.272,0.2625
7804,0.272,0.263
7805,0.272,0.262
7806,0.272,0.261
7807,0.2739,0.2615
7808,0.2758,0.262
7809,0.27725,0.267
7810,0.2787,0.272
7811,0.28104999999999997,0.2785
7812,0.2834,0.285
7813,0.28354999999999997,0.291
7814,0.2837,0.297
7815,0.28225,0.3045
7816,0.2808,0.312
7817,0.2813,0.3195
7818,0.2818,0.327
7819,0.2824,0.3305
7820,0.283,0.334
7821,0.28314999999999996,0.3305
7822,0.2833,0.327
7823,0.2828,0.315
7824,0.2823,0.303
7825,0.2804,0.2885
7826,0.2785,0.274
7827,0.2755,0.2585
7828,0.2725,0.243
7829,0.27225,0.2265
7830,0.272,0.21
7831,0.2746,0.1945
7832,0.2772,0.179
7833,0.28529999999999994,0.167
7834,0.2934,0.155
7835,0.30760000000000004,0.1515
7836,0.32180000000000003,0.148
7837,0.5588,0.1525
7838,0.7958,0.157
7839,0.9158999999999999,0.166
7840,1.036,0.175
7841,1.028,0.185
7842,1.02,0.195
7843,1.0063,0.205
7844,0.9926,0.215
7845,0.763,0.224
7846,0.5334,0.233
7847,0.42495,0.242
7848,0.3165,0.251
7849,0.33675,0.2565
7850,0.357,0.262
7851,0.37685,0.2625
7852,0.3967,0.263
7853,0.40914999999999996,0.262
7854,0.42160000000000003,0.261
7855,0.6496500000000001,0.2615
7856,0.8777,0.262
7857,0.97735,0.267
7858,1.077,0.272
7859,1.1395,0.2785
7860,1.202,0.285
7861,1.2275,0.291
7862,1.253,0.297
7863,1.0428499999999998,0.3045
7864,0.8327,0.312
7865,0.7399000000000001,0.3195
7866,0.6471,0.327
7867,0.5896500000000001,0.3305
7868,0.5322,0.334
7869,0.4865,0.3305
7870,0.4408,0.327
7871,0.40870000000000006,0.315
7872,0.37660000000000005,0.303
7873,0.3494,0.2885
7874,0.3222,0.274
7875,0.29710000000000003,0.2585
7876,0.272,0.243
7877,0.272,0.2265
7878,0.272,0.21
7879,0.272,0.1945
7880,0.272,0.179
7881,0.272,0.167
7882,0.272,0.155
7883,0.272,0.1515
7884,0.272,0.148
7885,0.37910000000000005,0.1525
7886,0.48619999999999997,0.157
7887,0.524,0.166
7888,0.5618,0.175
7889,0.5618,0.185
7890,0.5618,0.195
7891,0.5618,0.205
7892,0.5618,0.215
7893,0.4547,0.224
7894,0.3476,0.233
7895,0.3098,0.242
7896,0.272,0.251
7897,0.272,0.2565
7898,0.272,0.262
7899,0.272,0.2625
7900,0.272,0.263
7901,0.272,0.262
7902,0.272,0.261
7903,0.27285000000000004,0.2615
7904,0.2737,0.262
7905,0.2744,0.267
7906,0.2751,0.272
7907,0.27645000000000003,0.2785
7908,0.2778,0.285
7909,0.2779,0.291
7910,0.278,0.297
7911,0.27714999999999995,0.3045
7912,0.2763,0.312
7913,0.2756,0.3195
7914,0.2749,0.327
7915,0.27404999999999996,0.3305
7916,0.2732,0.334
7917,0.2732,0.3305
7918,0.2732,0.327
7919,0.2732,0.3155
7920,0.2732,0.304
7921,0.2732,0.29
7922,0.2732,0.276
7923,0.2727,0.2605
7924,0.2722,0.245
7925,0.2721,0.2285
7926,0.272,0.212
7927,0.272,0.197
7928,0.272,0.182
7929,0.272,0.1695
7930,0.272,0.157
7931,0.272,0.152
7932,0.272,0.147
7933,0.2853,0.149
7934,0.29860000000000003,0.151
7935,0.29964999999999997,0.159
7936,0.30069999999999997,0.167
7937,0.30069999999999997,0.178
7938,0.30069999999999997,0.189
7939,0.30069999999999997,0.2
7940,0.30069999999999997,0.211
7941,0.2874,0.223
7942,0.2741,0.235
7943,0.27305,0.244
7944,0.272,0.253
7945,0.272,0.2595
7946,0.272,0.266
7947,0.272,0.2685
7948,0.272,0.271
7949,0.272,0.269
7950,0.272,0.267
7951,0.272,0.2655
7952,0.272,0.264
7953,0.272,0.2655
7954,0.272,0.267
7955,0.272,0.2695
7956,0.272,0.272
7957,0.272,0.277
7958,0.272,0.282
7959,0.272,0.287
7960,0.272,0.292
7961,0.272,0.297
7962,0.272,0.302
7963,0.272,0.305
7964,0.272,0.308
7965,0.272,0.3055
7966,0.272,0.303
7967,0.272,0.294
7968,0.272,0.285
7969,0.272,0.272
7970,0.272,0.259
7971,0.272,0.2455
7972,0.272,0.232
7973,0.272,0.2185
7974,0.272,0.205
7975,0.272,0.1925
7976,0.272,0.18
7977,0.272,0.1695
7978,0.272,0.159
7979,0.272,0.154
7980,0.272,0.149
7981,0.34725,0.1505
7982,0.4225,0.152
7983,0.44455,0.1595
7984,0.4666,0.167
7985,0.4666,0.178
7986,0.4666,0.189
7987,0.4666,0.2015
7988,0.4666,0.214
7989,0.39139999999999997,0.226
7990,0.3162,0.238
7991,0.29410000000000003,0.2495
7992,0.272,0.261
7993,0.272,0.2705
7994,0.272,0.28
7995,0.272,0.285
7996,0.272,0.29
7997,0.272,0.2915
7998,0.272,0.293
7999,0.272,0.294
8000,0.272,0.295
8001,0.272,0.2985
8002,0.272,0.302
8003,0.27235000000000004,0.306
8004,0.2727,0.31
8005,0.27285000000000004,0.3135
8006,0.273,0.317
8007,0.273,0.322
8008,0.273,0.327
8009,0.273,0.3315
8010,0.273,0.336
8011,0.2726,0.3375
8012,0.2722,0.339
8013,0.2721,0.331
8014,0.272,0.323
8015,0.272,0.3095
8016,0.272,0.296
8017,0.272,0.28
8018,0.272,0.264
8019,0.272,0.2475
8020,0.272,0.231
8021,0.272,0.214
8022,0.272,0.197
8023,0.272,0.181
8024,0.272,0.165
8025,0.272,0.1525
8026,0.272,0.14
8027,0.272,0.1375
8028,0.272,0.135
8029,0.2853,0.1385
8030,0.29860000000000003,0.142
8031,0.29964999999999997,0.1495
8032,0.30069999999999997,0.157
8033,0.30069999999999997,0.1655
8034,0.30069999999999997,0.174
8035,0.30069999999999997,0.1825
8036,0.30069999999999997,0.191
8037,0.2874,0.1995
8038,0.2741,0.208
8039,0.27305,0.2165
8040,0.272,0.225
8041,0.272,0.2295
8042,0.272,0.234
8043,0.272,0.235
8044,0.272,0.236
8045,0.272,0.2355
8046,0.272,0.235
8047,0.272,0.236
8048,0.272,0.237
8049,0.272,0.242
8050,0.272,0.247
8051,0.272,0.252
8052,0.272,0.257
8053,0.272,0.261
8054,0.272,0.265
8055,0.272,0.2695
8056,0.272,0.274
8057,0.272,0.279
8058,0.272,0.284
8059,0.272,0.287
8060,0.272,0.29
8061,0.272,0.2875
8062,0.272,0.285
8063,0.272,0.2745
8064,0.272,0.264
8065,0.272,0.252
8066,0.272,0.24
8067,0.272,0.227
8068,0.272,0.214
8069,0.272,0.202
8070,0.272,0.19
8071,0.272,0.1775
8072,0.272,0.165
8073,0.272,0.1545
8074,0.272,0.144
8075,0.272,0.1395
8076,0.272,0.135
8077,0.2853,0.1385
8078,0.29860000000000003,0.142
8079,0.2994,0.1495
8080,0.30019999999999997,0.157
8081,0.30019999999999997,0.1655
8082,0.30019999999999997,0.174
8083,0.30019999999999997,0.1825
8084,0.30019999999999997,0.191
8085,0.2869,0.1995
8086,0.2736,0.208
8087,0.2728,0.2165
8088,0.272,0.225
8089,0.272,0.2295
8090,0.272,0.234
8091,0.272,0.235
8092,0.272,0.236
8093,0.272,0.2355
8094,0.272,0.235
8095,0.272,0.236
8096,0.272,0.237
8097,0.272,0.242
8098,0.272,0.247
8099,0.272,0.252
8100,0.272,0.257
8101,0.272,0.261
8102,0.272,0.265
8103,0.272,0.2695
8104,0.272,0.274
8105,0.272,0.279
8106,0.272,0.284
8107,0.272,0.287
8108,0.272,0.29
8109,0.272,0.2875
8110,0.272,0.285
8111,0.272,0.2745
8112,0.272,0.264
8113,0.272,0.252
8114,0.272,0.24
8115,0.272,0.227
8116,0.272,0.214
8117,0.272,0.202
8118,0.272,0.19
8119,0.272,0.1775
8120,0.272,0.165
8121,0.272,0.1545
8122,0.272,0.144
8123,0.272,0.1395
8124,0.272,0.135
8125,0.2853,0.1385
8126,0.29860000000000003,0.142
8127,0.2994,0.1495
8128,0.30019999999999997,0.157
8129,0.30019999999999997,0.1655
8130,0.30019999999999997,0.174
8131,0.30019999999999997,0.1825
8132,0.30019999999999997,0.191
8133,0.2869,0.1995
8134,0.2736,0.208
8135,0.2728,0.2165
8136,0.272,0.225
8137,0.272,0.2295
8138,0.272,0.234
8139,0.272,0.235
8140,0.272,0.236
8141,0.272,0.2355
8142,0.272,0.235
8143,0.272,0.236
8144,0.272,0.237
8145,0.272,0.242
8146,0.272,0.247
8147,0.272,0.252
8148,0.272,0.257
8149,0.272,0.261
8150,0.272,0.265
8151,0.272,0.2695
8152,0.272,0.274
8153,0.272,0.279
8154,0.272,0.284
8155,0.272,0.287
8156,0.272,0.29
8157,0.272,0.2875
8158,0.272,0.285
8159,0.272,0.2745
8160,0.272,0.264
8161,0.272,0.252
8162,0.272,0.24
8163,0.272,0.227
8164,0.272,0.214
8165,0.272,0.202
8166,0.272,0.19
8167,0.272,0.1775
8168,0.272,0.165
8169,0.272,0.1545
8170,0.272,0.144
8171,0.272,0.1395
8172,0.272,0.135
8173,0.34725,0.1385
8174,0.4225,0.142
8175,0.44455,0.1495
8176,0.4666,0.157
8177,0.4666,0.1655
8178,0.4666,0.174
8179,0.4666,0.1825
8180,0.4666,0.191
8181,0.39139999999999997,0.1995
8182,0.3162,0.208
8183,0.29410000000000003,0.2165
8184,0.272,0.225
8185,0.272,0.2295
8186,0.272,0.234
8187,0.272,0.235
8188,0.272,0.236
8189,0.272,0.2355
8190,0.272,0.235
8191,0.272,0.236
8192,0.272,0.237
8193,0.272,0.242
8194,0.272,0.247
8195,0.27235000000000004,0.252
8196,0.2727,0.257
8197,0.27285000000000004,0.261
8198,0.273,0.265
8199,0.273,0.2695
8200,0.273,0.274
8201,0.273,0.279
8202,0.273,0.284
8203,0.2726,0.287
8204,0.2722,0.29
8205,0.2721,0.2875
8206,0.272,0.285
8207,0.272,0.2745
8208,0.272,0.264
8209,0.272,0.252
8210,0.272,0.24
8211,0.272,0.227
8212,0.272,0.214
8213,0.272,0.202
8214,0.272,0.19
8215,0.272,0.1775
8216,0.272,0.165
8217,0.272,0.1545
8218,0.272,0.144
8219,0.272,0.1395
8220,0.272,0.135
8221,0.34725,0.1385
8222,0.4225,0.142
8223,0.44455,0.1495
8224,0.4666,0.157
8225,0.4666,0.1655
8226,0.4666,0.174
8227,0.4666,0.1825
8228,0.4666,0.191
8229,0.39139999999999997,0.1995
8230,0.3162,0.208
8231,0.29410000000000003,0.2165
8232,0.272,0.225
8233,0.272,0.2295
8234,0.272,0.234
8235,0.272,0.235
8236,0.272,0.236
8237,0.272,0.2355
8238,0.272,0.235
8239,0.272,0.236
8240,0.272,0.237
8241,0.272,0.242
8242,0.272,0.247
8243,0.27235000000000004,0.252
8244,0.2727,0.257
8245,0.27285000000000004,0.261
8246,0.273,0.265
8247,0.273,0.2695
8248,0.273,0.274
8249,0.273,0.279
8250,0.273,0.284
8251,0.2726,0.287
8252,0.2722,0.29
8253,0.2721,0.2875
8254,0.272,0.285
8255,0.272,0.2755
8256,0.272,0.266
8257,0.272,0.254
8258,0.272,0.242
8259,0.272,0.2295
8260,0.272,0.217
8261,0.272,0.205
8262,0.272,0.193
8263,0.272,0.1805
8264,0.272,0.168
8265,0.272,0.1575
8266,0.272,0.147
8267,0.272,0.141
8268,0.272,0.135
8269,0.2853,0.136
8270,0.29860000000000003,0.137
8271,0.29964999999999997,0.1435
8272,0.30069999999999997,0.15
8273,0.30069999999999997,0.16
8274,0.30069999999999997,0.17
8275,0.30069999999999997,0.1805
8276,0.30069999999999997,0.191
8277,0.2874,0.201
8278,0.2741,0.211
8279,0.27305,0.2215
8280,0.272,0.232
8281,0.272,0.2395
8282,0.272,0.247
8283,0.272,0.252
8284,0.272,0.257
8285,0.272,0.258
8286,0.272,0.259
8287,0.272,0.258
8288,0.272,0.257
8289,0.272,0.259
8290,0.272,0.261
8291,0.272,0.2635
8292,0.272,0.266
8293,0.272,0.268
8294,0.272,0.27
8295,0.272,0.2715
8296,0.272,0.273
8297,0.272,0.275
8298,0.272,0.277
8299,0.272,0.2785
8300,0.272,0.28
8301,0.272,0.2775
8302,0.272,0.275
8303,0.272,0.267
8304,0.272,0.259
8305,0.272,0.248
8306,0.272,0.237
8307,0.272,0.2255
8308,0.272,0.214
8309,0.272,0.203
8310,0.272,0.192
8311,0.272,0.1805
8312,0.272,0.169
8313,0.272,0.1585
8314,0.272,0.148
8315,0.272,0.1415
8316,0.272,0.135
8317,0.2853,0.134
8318,0.29860000000000003,0.133
8319,0.2994,0.1385
8320,0.30019999999999997,0.144
8321,0.30019999999999997,0.1535
8322,0.30019999999999997,0.163
8323,0.30019999999999997,0.1735
8324,0.30019999999999997,0.184
8325,0.2869,0.1955
8326,0.2736,0.207
8327,0.2728,0.2185
8328,0.272,0.23
8329,0.272,0.24
8330,0.272,0.25
8331,0.272,0.2565
8332,0.272,0.263
8333,0.272,0.266
8334,0.272,0.269
8335,0.272,0.2705
8336,0.272,0.272
8337,0.272,0.274
8338,0.272,0.276
8339,0.272,0.278
8340,0.272,0.28
8341,0.272,0.2815
8342,0.272,0.283
8343,0.272,0.285
8344,0.272,0.287
8345,0.272,0.29
8346,0.272,0.293
8347,0.272,0.294
8348,0.272,0.295
8349,0.272,0.2905
8350,0.272,0.286
8351,0.272,0.2755
8352,0.272,0.265
8353,0.272,0.253
8354,0.272,0.241
8355,0.272,0.2285
8356,0.272,0.216
8357,0.272,0.203
8358,0.272,0.19
8359,0.272,0.177
8360,0.272,0.164
8361,0.272,0.1535
8362,0.272,0.143
8363,0.272,0.139
8364,0.272,0.135
8365,0.2853,0.1385
8366,0.29860000000000003,0.142
8367,0.2994,0.1495
8368,0.30019999999999997,0.157
8369,0.30019999999999997,0.1655
8370,0.30019999999999997,0.174
8371,0.30019999999999997,0.1825
8372,0.30019999999999997,0.191
8373,0.2869,0.1995
8374,0.2736,0.208
8375,0.2728,0.2165
8376,0.272,0.225
8377,0.272,0.2295
8378,0.272,0.234
8379,0.272,0.235
8380,0.272,0.236
8381,0.272,0.2355
8382,0.272,0.235
8383,0.272,0.236
8384,0.272,0.237
8385,0.272,0.242
8386,0.272,0.247
8387,0.272,0.252
8388,0.272,0.257
8389,0.272,0.261
8390,0.272,0.265
8391,0.272,0.2695
8392,0.272,0.274
8393,0.272,0.279
8394,0.272,0.284
8395,0.272,0.287
8396,0.272,0.29
8397,0.272,0.2875
8398,0.272,0.285
8399,0.272,0.2745
8400,0.272,0.264
8401,0.272,0.252
8402,0.272,0.24
8403,0.272,0.227
8404,0.272,0.214
8405,0.272,0.202
8406,0.272,0.19
8407,0.272,0.1775
8408,0.272,0.165
8409,0.272,0.1545
8410,0.272,0.144
8411,0.272,0.1395
8412,0.272,0.135
8413,0.2853,0.1385
8414,0.29860000000000003,0.142
8415,0.29964999999999997,0.1495
8416,0.30069999999999997,0.157
8417,0.30069999999999997,0.1655
8418,0.30069999999999997,0.174
8419,0.30069999999999997,0.1825
8420,0.30069999999999997,0.191
8421,0.2874,0.1995
8422,0.2741,0.208
8423,0.27305,0.2165
8424,0.272,0.225
8425,0.272,0.2295
8426,0.272,0.234
8427,0.272,0.235
8428,0.272,0.236
8429,0.272,0.2355
8430,0.272,0.235
8431,0.272,0.236
8432,0.272,0.237
8433,0.272,0.242
8434,0.272,0.247
8435,0.272,0.252
8436,0.272,0.257
8437,0.272,0.261
8438,0.272,0.265
8439,0.272,0.2695
8440,0.272,0.274
8441,0.272,0.279
8442,0.272,0.284
8443,0.272,0.287
8444,0.272,0.29
8445,0.272,0.2875
8446,0.272,0.285
8447,0.272,0.2745
8448,0.272,0.264
8449,0.272,0.252
8450,0.272,0.24
8451,0.272,0.227
8452,0.272,0.214
8453,0.272,0.202
8454,0.272,0.19
8455,0.272,0.1775
8456,0.272,0.165
8457,0.272,0.1545
8458,0.272,0.144
8459,0.272,0.1395
8460,0.272,0.135
8461,0.2853,0.1385
8462,0.29860000000000003,0.142
8463,0.2994,0.1495
8464,0.30019999999999997,0.157
8465,0.30019999999999997,0.1655
8466,0.30019999999999997,0.174
8467,0.30019999999999997,0.1825
8468,0.30019999999999997,0.191
8469,0.2869,0.1995
8470,0.2736,0.208
8471,0.2728,0.2165
8472,0.272,0.225
8473,0.272,0.2295
8474,0.272,0.234
8475,0.272,0.235
8476,0.272,0.236
8477,0.272,0.2355
8478,0.272,0.235
8479,0.272,0.236
8480,0.272,0.237
8481,0.272,0.242
8482,0.272,0.247
8483,0.272,0.252
8484,0.272,0.257
8485,0.272,0.261
8486,0.272,0.265
8487,0.272,0.2695
8488,0.272,0.274
8489,0.272,0.279
8490,0.272,0.284
8491,0.272,0.287
8492,0.272,0.29
8493,0.272,0.2875
8494,0.272,0.285
8495,0.272,0.2745
8496,0.272,0.264
8497,0.272,0.252
8498,0.272,0.24
8499,0.272,0.227
8500,0.272,0.214
8501,0.272,0.202
8502,0.272,0.19
8503,0.272,0.1775
8504,0.272,0.165
8505,0.272,0.1545
8506,0.272,0.144
8507,0.272,0.1395
8508,0.272,0.135
8509,0.27795,0.1385
8510,0.2839,0.142
8511,0.2839,0.1495
8512,0.2839,0.157
8513,0.2839,0.1655
8514,0.2839,0.174
8515,0.2839,0.1825
8516,0.2839,0.191
8517,0.27795,0.1995
8518,0.272,0.208
8519,0.272,0.2165
8520,0.272,0.225
8521,0.272,0.2295
8522,0.272,0.234
8523,0.272,0.235
8524,0.272,0.236
8525,0.272,0.2355
8526,0.272,0.235
8527,0.272,0.236
8528,0.272,0.237
8529,0.272,0.242
8530,0.272,0.247
8531,0.272,0.252
8532,0.272,0.257
8533,0.272,0.261
8534,0.272,0.265
8535,0.272,0.2695
8536,0.272,0.274
8537,0.272,0.279
8538,0.272,0.284
8539,0.272,0.287
8540,0.272,0.29
8541,0.272,0.2875
8542,0.272,0.285
8543,0.272,0.2745
8544,0.272,0.264
8545,0.272,0.252
8546,0.272,0.24
8547,0.272,0.227
8548,0.272,0.214
8549,0.272,0.202
8550,0.272,0.19
8551,0.272,0.1775
8552,0.272,0.165
8553,0.272,0.1545
8554,0.272,0.144
8555,0.272,0.1395
8556,0.272,0.135
8557,0.27795,0.1385
8558,0.2839,0.142
8559,0.2839,0.1495
8560,0.2839,0.157
8561,0.2839,0.1655
8562,0.2839,0.174
8563,0.2839,0.1825
8564,0.2839,0.191
8565,0.27795,0.1995
8566,0.272,0.208
8567,0.272,0.2165
8568,0.272,0.225
8569,0.272,0.2295
8570,0.272,0.234
8571,0.272,0.235
8572,0.272,0.236
8573,0.272,0.2355
8574,0.272,0.235
8575,0.272,0.236
8576,0.272,0.237
8577,0.272,0.242
8578,0.272,0.247
8579,0.272,0.252
8580,0.272,0.257
8581,0.272,0.261
8582,0.272,0.265
8583,0.272,0.2695
8584,0.272,0.274
8585,0.272,0.279
8586,0.272,0.284
8587,0.272,0.287
8588,0.272,0.29
8589,0.272,0.2875
8590,0.272,0.285
8591,0.272,0.2755
8592,0.272,0.266
8593,0.272,0.254
8594,0.272,0.242
8595,0.272,0.2295
8596,0.272,0.217
8597,0.272,0.205
8598,0.272,0.193
8599,0.272,0.1805
8600,0.272,0.168
8601,0.272,0.1575
8602,0.272,0.147
8603,0.272,0.141
8604,0.272,0.135
8605,0.27795,0.136
8606,0.2839,0.137
8607,0.2839,0.1435
8608,0.2839,0.15
8609,0.2839,0.16
8610,0.2839,0.17
8611,0.2839,0.1805
8612,0.2839,0.191
8613,0.27795,0.201
8614,0.272,0.211
8615,0.272,0.2215
8616,0.272,0.232
8617,0.272,0.2395
8618,0.272,0.247
8619,0.272,0.252
8620,0.272,0.257
8621,0.272,0.258
8622,0.272,0.259
8623,0.272,0.258
8624,0.272,0.257
8625,0.272,0.259
8626,0.272,0.261
8627,0.272,0.2635
8628,0.272,0.266
8629,0.272,0.268
8630,0.272,0.27
8631,0.272,0.2715
8632,0.272,0.273
8633,0.272,0.275
8634,0.272,0.277
8635,0.272,0.2785
8636,0.272,0.28
8637,0.272,0.2775
8638,0.272,0.275
8639,0.272,0.267
8640,0.272,0.259
8641,0.272,0.248
8642,0.272,0.237
8643,0.272,0.2255
8644,0.272,0.214
8645,0.272,0.203
8646,0.272,0.192
8647,0.272,0.1805
8648,0.272,0.169
8649,0.272,0.1585
8650,0.272,0.148
8651,0.272,0.1415
8652,0.272,0.135
8653,0.27795,0.134
8654,0.2839,0.133
8655,0.2839,0.1385
8656,0.2839,0.144
8657,0.2839,0.1535
8658,0.2839,0.163
8659,0.2839,0.1735
8660,0.2839,0.184
8661,0.27795,0.1955
8662,0.272,0.207
8663,0.272,0.2185
8664,0.272,0.23
8665,0.272,0.24
8666,0.272,0.25
8667,0.272,0.2565
8668,0.272,0.263
8669,0.272,0.266
8670,0.272,0.269
8671,0.272,0.2705
8672,0.272,0.272
8673,0.272,0.274
8674,0.272,0.276
8675,0.272,0.278
8676,0.272,0.28
8677,0.272,0.2815
8678,0.272,0.283
8679,0.272,0.285
8680,0.272,0.287
8681,0.272,0.29
8682,0.272,0.293
8683,0.272,0.294
8684,0.272,0.295
8685,0.272,0.2905
8686,0.272,0.286
8687,0.272,0.2755
8688,0.272,0.265
8689,0.272,0.253
8690,0.272,0.241
8691,0.272,0.2285
8692,0.272,0.216
8693,0.272,0.203
8694,0.272,0.19
8695,0.272,0.177
8696,0.272,0.164
8697,0.272,0.1535
8698,0.272,0.143
8699,0.272,0.139
8700,0.272,0.135
8701,0.2853,0.1385
8702,0.29860000000000003,0.142
8703,0.2994,0.1495
8704,0.30019999999999997,0.157
8705,0.30019999999999997,0.1655
8706,0.30019999999999997,0.174
8707,0.30019999999999997,0.1825
8708,0.30019999999999997,0.191
8709,0.2869,0.1995
8710,0.2736,0.208
8711,0.2728,0.2165
8712,0.272,0.225
8713,0.272,0.2295
8714,0.272,0.234
8715,0.272,0.235
8716,0.272,0.236
8717,0.272,0.2355
8718,0.272,0.235
8719,0.272,0.236
8720,0.272,0.237
8721,0.272,0.242
8722,0.272,0.247
8723,0.272,0.252
8724,0.272,0.257
8725,0.272,0.261
8726,0.272,0.265
8727,0.272,0.2695
8728,0.272,0.274
8729,0.272,0.279
8730,0.272,0.284
8731,0.272,0.287
8732,0.272,0.29
8733,0.272,0.2875
8734,0.272,0.285
8735,0.272,0.2745
8736,0.272,0.264
8737,0.272,0.252
8738,0.272,0.24
8739,0.272,0.227
8740,0.272,0.214
8741,0.272,0.202
8742,0.272,0.19
8743,0.272,0.1775
8744,0.272,0.165
8745,0.272,0.1545
8746,0.272,0.144
8747,0.272,0.1395
8748,0.272,0.135
8749,0.2853,0.1385
8750,0.29860000000000003,0.142
8751,0.29964999999999997,0.1495
8752,0.30069999999999997,0.157
8753,0.30069999999999997,0.1655
8754,0.30069999999999997,0.174
8755,0.30069999999999997,0.1825
8756,0.30069999999999997,0.191
8757,0.2874,0.1995
8758,0.2741,0.208
8759,0.27305,0.2165
8760,0.272,0.225
8761,0.272,0.2295
8762,0.272,0.234
8763,0.272,0.235
8764,0.272,0.236
8765,0.272,0.2355
8766,0.272,0.235
8767,0.272,0.236
8768,0.272,0.237
8769,0.272,0.242
8770,0.272,0.247
8771,0.272,0.252
8772,0.272,0.257
8773,0.272,0.261
8774,0.272,0.265
8775,0.272,0.2695
8776,0.272,0.274
8777,0.272,0.279
8778,0.272,0.284
8779,0.272,0.287
8780,0.272,0.29
8781,0.272,0.2875
8782,0.272,0.285
8783,0.272,0.2745
8784,0.272,0.264
8785,0.272,0.252
8786,0.272,0.24
8787,0.272,0.227
8788,0.272,0.214
8789,0.272,0.202
8790,0.272,0.19
8791,0.272,0.1775
8792,0.272,0.165
8793,0.272,0.1545
8794,0.272,0.144
8795,0.272,0.1395
8796,0.272,0.135
8797,0.2853,0.1385
8798,0.29860000000000003,0.142
8799,0.2994,0.1495
8800,0.30019999999999997,0.157
8801,0.30019999999999997,0.1655
8802,0.30019999999999997,0.174
8803,0.30019999999999997,0.1825
8804,0.30019999999999997,0.191
8805,0.2869,0.1995
8806,0.2736,0.208
8807,0.2728,0.2165
8808,0.272,0.225
8809,0.272,0.2295
8810,0.272,0.234
8811,0.272,0.235
8812,0.272,0.236
