,Moyle,IFA,IFA2,NSL,ElecLink,GridLink,NorthConnect,FAB Link
0,213.16349681218728,1549.3758920142398,23.152758616294477,1861.2446075841601,-1340.0,-209.37589201423975,-1861.2446075841601,-23.152758616294477
1,178.93346842023038,1561.0616661327365,18.512430526289563,1860.9980516685466,-1340.0,-221.0616661327365,-1860.9980516685466,-18.512430526289563
2,154.87661051567153,1562.4753177971331,18.248668683468622,1861.461429687565,-1340.0,-222.47531779713313,-1861.461429687565,-18.248668683468622
3,167.02741668666442,1552.9889236868466,23.37139346035974,1861.9098794339657,-1340.0,-212.98892368684665,-1861.9098794339657,-23.37139346035974
4,219.26729292732674,1545.736479993253,26.61313119135889,1862.056174179136,-1340.0,-205.73647999325294,-1862.056174179136,-26.61313119135889
5,295.30900873659726,1544.3554520623222,29.62510529793485,1862.111059018195,-1340.0,-204.35545206232223,-1862.111059018195,-29.62510529793485
6,354.65977693814307,1542.7843430553226,32.428244099127824,1861.5912648536948,-1340.0,-202.78434305532255,-1861.5912648536948,-32.428244099127824
7,300.27275774478716,1509.7285765890958,38.518169532288766,1860.8671228556536,-1340.0,-169.72857658909584,-1860.8671228556536,-38.518169532288766
8,285.86054353556244,1549.1515351196617,31.309741297242454,1860.0158527443225,-1340.0,-209.15153511966173,-1860.0158527443225,-31.309741297242454
9,263.7915865098365,1556.6880198410588,29.487468711760357,1859.0791433102406,-1340.0,-216.6880198410588,-1859.0791433102406,-29.487468711760357
10,280.11173581620506,1552.5741858170036,30.61893186514817,1858.0523863651827,-1340.0,-212.57418581700358,-1858.0523863651827,-30.61893186514817
11,309.84065215729146,1559.9630431883347,32.377453876021264,1857.1900727541658,-1340.0,-219.96304318833472,-1857.1900727541658,-32.377453876021264
12,407.70945698892285,1577.729760149072,35.64735324427852,1856.1457586331776,-1340.0,-237.72976014907204,-1856.1457586331776,-35.64735324427852
13,389.69317604587593,1583.4337530707392,40.77694335765659,1855.9111151334432,-1340.0,-243.43375307073916,-1855.9111151334432,-40.77694335765659
14,409.59301126775506,1598.5959399353967,29.426308757214656,1856.0608513232348,-1340.0,-258.5959399353967,-1856.0608513232348,-29.426308757214656
15,389.3112614020074,1621.527903522188,17.43271568839873,1855.8456453139818,-1340.0,-281.5279035221879,-1855.8456453139818,-17.43271568839873
16,456.80632346846875,1636.7991238513202,27.262001182722088,1855.3164048692904,-1340.0,-296.79912385132025,-1855.3164048692904,-27.262001182722088
17,467.1289706651122,1668.6237345014747,-3.6635989598846663,1853.8339990740542,-1340.0,-328.6237345014747,-1853.8339990740542,3.6635989598846663
