,IFA2,GridLink,NorthConnect
0,-0.0,-0.014889079457781396,-46.21168969462821
1,-0.0,-0.01688898183588944,-48.20042186687893
2,-0.0,-0.017163509603352195,-48.8620674692547
3,-0.0,-0.014742538097440694,-49.380418027611405
4,-0.0,-0.013449356240190113,-49.732079290704675
5,-0.0,-0.014532811532499385,-49.33028818765308
6,-0.0,-0.015601945921426053,-50.00425719094898
7,-0.0,-0.016174667601460746,-50.51263521691774
8,-0.0,-0.02129849029361766,-49.7858382564802
9,-0.0,-0.023966884868712568,-49.50775819076567
10,-0.0,-0.023144483539768973,-50.323365680664175
11,-0.0,-0.027333867027219322,-49.85831974772688
12,-0.0010289069249755367,-0.03639492948103101,-48.13781716329812
13,-0.00081378245748287,-0.03873059327751452,-47.90978615959665
14,-0.003743394717385329,-0.0421709673805144,-47.60552659920701
15,-0.008065292989331785,-0.049482254522944,-46.36849282203232
16,-0.007489235233847535,-0.053306597861117716,-46.13082428407491
17,-0.014146925058502458,-0.05941449721327868,-46.16919659467338
18,-0.015021586536752396,-0.06101405942371557,-46.06270646773711
19,-0.015595147429230516,-0.06268865564579082,-45.25395378327626
20,-0.015754544102173473,-0.06403052911390117,-43.71477844815568
21,-0.015171723499882828,-0.06295359366774855,-40.717242337025986
22,-0.01451383447350918,-0.0593806716669977,-38.91307994059105
23,-0.0053172412475718245,-0.03808058334010592,-19.166014140303023
24,-0.0,-0.022035935298325066,-3.44192709240943
25,-0.0,-0.02160347996452683,-1.7612154438815213
26,-4.1682479559324026e-05,-0.021701855900691902,-1.1189982794563302
27,-0.0009474197195852851,-0.022177316279555187,-0.7397134017300855
28,-0.0017194160045132523,-0.022335184003964254,-0.5900513521631533
29,-0.0028458692133547236,-0.023507678007907817,-0.5198873674874207
30,-0.004697938968913462,-0.026666794735077465,-0.522041096073402
31,-0.00743001651983477,-0.03295737938765572,-0.6852071319487849
32,-0.011356181855515068,-0.04184185356385292,-0.9835100519671045
33,-0.014412568361444444,-0.04825918089183709,-1.3158698607745072
34,-0.016751559279879646,-0.05338566622436075,-1.6202484775515826
35,-0.017676460136521244,-0.05458078246765938,-1.4519563870435748
36,-0.0198280898447018,-0.05831336853452379,-1.3247076575293357
37,-0.02323067075092561,-0.06289485225557584,-1.311659178247237
38,-0.026668618719644155,-0.06985102331050186,-1.300482963395637
39,-0.02280479130984825,-0.06163634572511234,-1.5521581431199551
40,-0.02109899406627641,-0.05625513213183039,-1.843723243158683
41,-0.021438287839133596,-0.05523975592528857,-2.2329425007786385
42,-0.020291224780545625,-0.05235982746274706,-2.4119299367255342
43,-0.021795131893994235,-0.05411058263293525,-2.2258934326899795
44,-0.0234566476282958,-0.05618029465292465,-1.9396588569994315
45,-0.024812136996301637,-0.05720338763952312,-1.5539556501332539
46,-0.026043107084169015,-0.05857497428598099,-1.2282161010439423
47,-0.024918531121573606,-0.055034552820051985,-0.9553768051961133
48,-0.02281479228033212,-0.049945514153759446,-0.7819417299625614
49,-0.0222275199897351,-0.049412451564034066,-0.8292214673825522
50,-0.023663027147877158,-0.053327847791194705,-1.0039021642223207
51,-0.023101538331285143,-0.05208991252894518,-1.0698789970968663
52,-0.01801404567954068,-0.03960886670529101,-1.0521722232799335
53,-0.012950437361980482,-0.028067623273625164,-1.071130425884705
54,-0.009802731097965534,-0.023212794680405158,-1.212989078904729
55,-0.009317623470204928,-0.024271070902992742,-1.8069459172063311
56,-0.01688475412200896,-0.04488334360743404,-2.2208222914733127
57,-0.024456219755816244,-0.06522809923930367,-2.853493640933518
58,-0.023665865475299086,-0.064934387101965,-3.6498480426275455
59,-0.01731884503205544,-0.053387071997896496,-3.489839416856797
60,-0.006378155878697667,-0.03861904176370817,-2.7516011172107016
61,-0.0,-0.028939863202823546,-2.169369454650282
62,-0.0,-0.0285499757738224,-1.605080597352916
63,-0.0035686334150389354,-0.03559629397432024,-1.411677897056167
64,-0.0,-0.022066052334096475,-3.9158808602783384
65,-0.016400269000885315,-0.05536331014764484,-20.922434422737954
66,-0.01481227362642662,-0.05692662143616192,-23.457011524164802
67,-0.016909632888017778,-0.05958776776841185,-22.607340424995417
68,-0.017623227738000846,-0.05887273976097199,-18.63705742953915
69,-0.011573355875118319,-0.0442315136575597,-5.494866238571267
70,-0.011218507730762273,-0.04315742981320861,-2.8745594187482615
71,-0.015700643363578404,-0.0509376102755601,-1.6165058138803603
72,-0.014370562152954625,-0.04547094059630635,-0.8238920246298773
73,-0.012938345485395963,-0.0412588868971715,-0.6376597704023651
74,-0.011839199070985962,-0.03771297637992577,-0.5633995400126572
75,-0.01086455144900933,-0.03434631406105218,-0.49686942168229975
76,-0.010527276564399723,-0.03361425804448531,-0.4927040991997308
77,-0.009585129185321617,-0.031724439951947986,-0.4458421712684576
78,-0.009277101015747413,-0.032161418005834636,-0.45099161774185065
79,-0.009965002622017938,-0.0343930893630211,-0.5238501610969604
80,-0.011758217068532417,-0.04018497228285983,-0.7305677954541692
81,-0.016635324164709475,-0.05298945482386658,-1.107888457829016
82,-0.02810814547595908,-0.08253895525326418,-0.8940338015873593
83,-0.03239059920719073,-0.09809876768024509,-0.3169883109471947
84,-0.019474024143267765,-0.07416123100113917,-0.38795931039495557
85,-0.012594789971418219,-0.05686058229536012,-0.47989623837501366
86,-0.009165270629632905,-0.05155510704447508,-0.5434800314787008
87,-0.0011262541617962363,-0.031755984539753396,-1.0932954687252763
88,-0.0,-0.011975498447352129,-35.1129948600659
89,-0.0,-0.014566110520793846,-41.7860046665973
90,-0.0,-0.01757055289968229,-47.02781387596027
91,-0.0,-0.02025816044758305,-54.21758012659961
92,-0.0,-0.020835205424601183,-53.80615651009988
93,-0.001950655991104,-0.03179930035169459,-49.73114997604133
94,-0.011292795588743076,-0.05565589821559652,-38.45305950964302
95,-0.0,-0.028928296305721718,-14.565160308558978
96,-0.0,-0.017357777729213875,-5.749774857998481
97,-0.0,-0.016091944772602673,-4.3445779388841625
98,-0.0,-0.014021040131705825,-3.847680837315752
99,-0.0,-0.015287503674752956,-2.9672912247630743
100,-0.0,-0.0175122379612975,-2.1203302287398844
101,-0.0,-0.0181855115017108,-1.5044449760162966
