station_name,x_coordinate,y_coordinate,technology,capacity_mw,company_name,country,region,source,scraped_date
Novar,255500.0,871000.0,Wind,17.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Mynydd Gorddu,266200.0,287200.0,Wind,10.2,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Beinn Ghlas,196500.0,726000.0,Wind,8.4,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Lambrigg,358800.0,493600.0,Wind,6.5,Venitent Energy Services,England,North West,dukes_5.11,2025-12-18
Bears Down,190360.0,67560.0,Wind,9.6,Venitent Energy Services,England,South West,dukes_5.11,2025-12-18
Tow Law,411500.0,541000.0,Wind,2.31,Venitent Energy Services,England,North East,dukes_5.11,2025-12-18
Ardrossan,223500.0,642500.0,Wind,30.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Causeymire,312000.0,950000.0,Wind,48.3,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Mynydd Clogau,303300.0,298800.0,Wind,14.45,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Farr,273500.0,829000.0,Wind,92.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Ffynnon Oer,285500.0,205500.0,Wind,32.0,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Minsca,313821.0,581690.0,Wind,36.8,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Dalswinton,295000.0,589000.0,Wind,30.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Lissett Airfield,512263.0,458139.0,Wind,30.0,Venitent Energy Services,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Hill of Fiddes,393495.0,824485.0,Wind,6.9,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Low Spinney,455816.0,289705.0,Wind,8.2,Venitent Energy Services,England,East Midlands,dukes_5.11,2025-12-18
Glenkerie,310453.0,628117.0,Wind,22.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Seamer,448125.0,511235.0,Wind,10.25,Venitent Energy Services,England,North East,dukes_5.11,2025-12-18
Blackstone Edge,419565.0,405226.0,Wind,7.5,Venitent Energy Services,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Gordonstown Hill,371136.0,841396.0,Wind,12.5,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Westfield,319640.0,695487.0,Wind,10.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
Wingates,413034.0,597920.0,Wind,15.0,Venitent Energy Services,England,North East,dukes_5.11,2025-12-18
Tedder Hill,530221.0,430242.0,Wind,7.5,Venitent Energy Services,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
A'Chruach,197742.0,696597.0,Wind,42.6,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
North Steads,425478.0,597629.0,Wind,18.45,Venitent Energy Services,England,North East,dukes_5.11,2025-12-18
Sisters,425476.0,595602.0,Wind,8.2,Venitent Energy Services,England,North East,dukes_5.11,2025-12-18
Galawhistle,275443.0,629080.0,Wind,66.0,Venitent Energy Services,Scotland,Scotland,dukes_5.11,2025-12-18
SELCHP,535605.0,178129.0,Bioenergy,35.0,Veolia,England,London,dukes_5.11,2025-12-18
Runcorn Energy from Waste,349985.0,381240.0,Bioenergy,91.0,Viridor Waste Management,England,North West,dukes_5.11,2025-12-18
Rye House,538365.0,209811.0,Fossil Fuel,715.0,Vitol,England,East of England,dukes_5.11,2025-12-18
Damhead Creek,581973.0,173211.0,Fossil Fuel,805.0,Vitol,England,South East,dukes_5.11,2025-12-18
Shoreham,521488.0,105110.0,Fossil Fuel,420.0,Vitol,England,South East,dukes_5.11,2025-12-18
Blackburn,364659.0,424755.0,Fossil Fuel,60.0,Vitol,England,North West,dukes_5.11,2025-12-18
VPI,518189.0,412390.0,Fossil Fuel,1252.0,Vitol,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Wyld Meadow Farm Solar Park,334144.0,98155.0,Solar,4.8384,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Chilton Cantelo Solar park,357797.0,121851.0,Solar,4.997,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Crossways Solar Park,377476.0,88548.0,Solar,4.997,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Knockworthy Farm Solar Park,251121.0,122799.0,Solar,4.6452,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Raglington Farm Solar Park,454062.0,113445.0,Solar,5.733,Wise Energy Limited,England,South East,dukes_5.11,2025-12-18
Blenches Mill Solar Park,386848.0,152850.0,Solar,6.0788,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Hook Valley Solar Park,610859.0,251069.0,Solar,15.3,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Whitley (Ashcott Farm) Solar Park,344449.0,137081.0,Solar,7.5702,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Burcroft Solar Parks,300442.0,97423.0,Solar,12.669,Wise Energy Limited,England,South West,dukes_5.11,2025-12-18
Grange,545055.0,318754.0,Solar,14.0,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Newnham,255124.0,57810.0,Solar,11.638,WPO UK Services,England,South West,dukes_5.11,2025-12-18
Combermere,360131.0,344306.0,Solar,13.97,WPO UK Services,England,North West,dukes_5.11,2025-12-18
Bake Farm,233036.0,58842.0,Solar,4.99928,WPO UK Services,England,South West,dukes_5.11,2025-12-18
Robert's Wall,404789.0,250939.0,Solar,2.56,WPO UK Services,Wales,Wales,dukes_5.11,2025-12-18
Clapham,503736.0,254248.0,Solar,4.98,WPO UK Services,England,East of England,dukes_5.11,2025-12-18
Somersall,413267.0,334166.0,Solar,2.56,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Box Road,374821.0,202435.0,Solar,1.903,WPO UK Services,England,South West,dukes_5.11,2025-12-18
Lains Farm,427232.0,144467.0,Solar,4.54,WPO UK Services,England,South East,dukes_5.11,2025-12-18
Caldecote,522603.0,258420.0,Solar,4.977,WPO UK Services,England,East of England,dukes_5.11,2025-12-18
Kirton,528560.0,338839.0,Solar,3.51,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Rosedew,296877.0,167695.0,Solar,4.98,WPO UK Services,Wales,Wales,dukes_5.11,2025-12-18
Asfordby B,472617.0,320618.0,Solar,4.98,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Ashby,434525.0,317774.0,Solar,4.7991,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Kelly Green,204720.0,74881.0,Solar,4.98,WPO UK Services,England,South West,dukes_5.11,2025-12-18
Asfordby A,474511.0,320079.0,Solar,4.91,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Far Danes,486859.0,381401.0,Solar,11.7,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Crumlin,320409.0,197637.0,Solar,4.55,WPO UK Services,Wales,Wales,dukes_5.11,2025-12-18
Caergarw,282219.0,183728.0,Solar,4.934,WPO UK Services,Wales,Wales,dukes_5.11,2025-12-18
Moor Farm,342378.0,322180.0,Solar,3.73,WPO UK Services,England,West Midlands,dukes_5.11,2025-12-18
Magazine,428174.0,296951.0,Solar,3.449,WPO UK Services,England,West Midlands,dukes_5.11,2025-12-18
Nailstone,442775.0,307520.0,Solar,4.9755,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Haverigg III,313300.0,479100.0,Wind,3.4,WPO UK Services,England,North West,dukes_5.11,2025-12-18
Dummuies,358600.0,840300.0,Wind,12.25,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
FMC Dunfermline,310010.0,685787.0,Wind,1.5,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
Lairg,261293.0,903916.0,Wind,7.5,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
Eye,613107.0,275558.0,Wind,5.0,WPO UK Services,England,East of England,dukes_5.11,2025-12-18
AOE,257717.0,648148.0,Wind,11.5,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
Greenvale March ,535656.0,293166.0,Wind,1.5,WPO UK Services,England,East of England,dukes_5.11,2025-12-18
Altaveedan,126801.0,584314.0,Wind,18.0,WPO UK Services,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Airies,226000.0,568000.0,Wind,39.9,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
Burton Wold,492500.0,274500.0,Wind,5.95,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Slieve Rushen,33019.0,491811.0,Wind,54.0,WPO UK Services,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Garves,108200.0,577000.0,Wind,15.0,WPO UK Services,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Winscales Moor,303500.0,528500.0,Wind,5.95,WPO UK Services,England,North West,dukes_5.11,2025-12-18
Quixwood Moor,378028.0,663859.0,Wind,26.65,WPO UK Services,Scotland,Scotland,dukes_5.11,2025-12-18
Twin Rivers,480852.0,418475.0,Wind,28.7,WPO UK Services,England,East Midlands,dukes_5.11,2025-12-18
Ora More,16972.0,509701.0,Wind,15.0,WPO UK Services,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Inner Dowsing Wind Farm,563561.0,368447.0,Wind,97.2,XceCo,England,East Midlands,dukes_5.11,2025-12-18
Lynn Wind Farm,564095.0,362638.0,Wind,97.2,XceCo,England,East Midlands,dukes_5.11,2025-12-18
