station_name,x_coordinate,y_coordinate,technology,capacity_mw,company_name,country,region,source,scraped_date
Hare Hill I,265320.0,609703.0,Wind,13.2,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Dun Law I,344600.0,657500.0,Wind,17.16,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Beinn an Tuirc I,173950.0,636900.0,Wind,29.7,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Cruach Mhor,203500.0,687500.0,Wind,29.75,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Black Law I,290998.0,653991.0,Wind,124.2,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Coldham,525748.0,299048.0,Wind,16.0,Scottish Power,England,East of England,dukes_5.11,2025-12-18
Beinn Tharsuinn,261700.0,881900.0,Wind,29.75,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Callagheen,10820.0,521167.0,Wind,16.9,Scottish Power,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Wether Hill,270000.0,594000.0,Wind,18.2,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Whitelee I,256800.0,645435.0,Wind,322.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Hagshaw Hill II,278965.0,630750.0,Wind,26.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Wolf Bog,137865.0,553129.0,Wind,10.0,Scottish Power,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Green Knowes,296850.0,707550.0,Wind,27.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Clachan Flats,217950.0,714520.0,Wind,15.03,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Dun Law II,346582.0,657530.0,Wind,29.75,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Arecleoch,221500.0,578500.0,Wind,120.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Mark Hill,225000.0,585000.0,Wind,56.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Lynemouth,429400.0,589799.0,Wind,26.0,Scottish Power,England,North East,dukes_5.11,2025-12-18
Whitelee II,254220.0,640867.0,Wind,217.02,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Beinn an Tuirc II,173950.0,636900.0,Wind,43.7,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Carland Cross RP,184500.0,54500.0,Wind,20.0,Scottish Power,England,South West,dukes_5.11,2025-12-18
Middleton,253158.0,656019.0,Wind,12.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Harestanes,300000.0,595000.0,Wind,136.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Coal Clough RP,390207.0,428154.0,Wind,16.0,Scottish Power,England,North West,dukes_5.11,2025-12-18
Black Law II,289500.0,653500.0,Wind,63.43,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Ewe Hill I,315000.0,580000.0,Wind,13.8,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Dersalloch,242500.0,603500.0,Wind,69.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Hare Hill II,265931.0,613982.0,Wind,29.75,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Kilgallioch,223000.0,578000.0,Wind,239.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Ewe Hill II,315000.0,580000.0,Wind,36.8,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Glen App,208000.0,573000.0,Wind,22.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Halsary,313553.0,953351.0,Wind,30.0,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Beinn an Tuirc III,178669.0,638956.0,Wind,49.95,Scottish Power,Scotland,Scotland,dukes_5.11,2025-12-18
Wilton 10 Biomass,456536.0,520395.0,Bioenergy,33.276,Sembcorp Utilities,England,North East,dukes_5.11,2025-12-18
Wilton 11,458191.0,520347.0,Bioenergy,49.0,Sembcorp Utilities,England,North East,dukes_5.11,2025-12-18
Wilton International,458275.0,517359.0,Fossil Fuel,120.0,Sembcorp Utilities,England,North East,dukes_5.11,2025-12-18
Slough Heat & Power,495316.0,181476.0,Bioenergy,35.0,SSE Group,England,South East,dukes_5.11,2025-12-18
Peterhead,412790.0,843093.0,Fossil Fuel,1180.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Keadby,483280.0,411671.0,Fossil Fuel,735.0,SSE Group,England,East Midlands,dukes_5.11,2025-12-18
Medway,586916.0,174008.0,Fossil Fuel,755.0,SSE Group,England,South East,dukes_5.11,2025-12-18
Burghfield,466926.0,166323.0,Fossil Fuel,50.0,SSE Group,England,South East,dukes_5.11,2025-12-18
Chickerell,364051.0,80933.0,Fossil Fuel,50.0,SSE Group,England,South West,dukes_5.11,2025-12-18
Keadby 2,482347.0,411709.0,Fossil Fuel,840.0,SSE Group,England,East Midlands,dukes_5.11,2025-12-18
Rannoch,265618.9,758237.4,Hydro,45.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Tummel,261249.2,580838.5,Hydro,34.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Cladach Dam,219715.0,595201.0,Hydro,0.22,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Pitlochry Power Station - A,293515.0,757730.0,Hydro,15.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Morar Power Station - A,C",168582.0,792663.6,Hydro,0.75,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Nostie Bridge Power Station - A,185143.9,826708.6,Hydro,1.3,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Grudie Bridge Power Station - A, G",231315.7,862293.4,Hydro,18.66,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Clunie,293345.9,757790.0,Hydro,61.2,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Sloy,232178.8,709714.4,Hydro,152.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Clunie Dam - A,293345.9,757790.0,Hydro,0.175,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Pitlochry Compensation Generation - A,293500.0,757752.0,Hydro,0.059,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Striven Power Station - A,205595.0,683990.0,Hydro,8.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Fasnakyle,226978.0,827215.2,Hydro,69.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Kerry Falls Power Station,181231.1,875180.6,Hydro,1.25,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Beannachran Dam - A,233926.1,831784.4,Hydro,0.16,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Storr Lochs Power Station - A,147915.6,843505.4,Hydro,2.4,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lussa Power Station - A,176153.7,625756.9,Hydro,2.4,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Dundreggan Dam A,231413.1,813651.7,Hydro,0.16,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Gaur Power Station - A,247261.3,757140.6,Hydro,7.9,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Torr Achilty Power Station - A,E",244418.4,854546.6,Hydro,15.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Loch Dubh,213243.8,901138.9,Hydro,1.2,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Luichart,231809.7,862261.3,Hydro,34.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Meig Dam,237124.7,855942.4,Hydro,0.076,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Luichart Dam - A,232652.8,862232.7,Hydro,0.085,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Mullardoch Power Station - A,C",222860.0,831415.0,Hydro,2.4,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Quoich Power Station - A, E, G",216881.8,800852.9,Hydro,18.05,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Finlarig Power Station - A,G",257077.3,733907.8,Hydro,16.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Clachan,148598.0,866496.7,Hydro,40.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Errochty,280853.3,765408.2,Hydro,75.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Quoich Dam - A,216881.8,800852.9,Hydro,0.32,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Allt Na Lairige Power Station,220655.0,714679.0,Hydro,6.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Ceannacroc Power Station - A, E",222745.0,810690.0,Hydro,16.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Invergarry Power Station - A,E",231930.0,801320.0,Hydro,19.975,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Kilmelford Power Station - A, C,",183921.7,712587.0,Hydro,2.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Achanalt Power Station - A,225895.0,861615.0,Hydro,3.1,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Cluanie Dam  - A,218164.2,809842.5,Hydro,0.32,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Awe Barrage - A,202987.0,729485.0,Hydro,0.886,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Kilmelford Compset  A,C",183921.7,712587.0,Hydro,0.082,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Loyne Power Station - A,C",228554.9,813307.0,Hydro,0.55,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Tralaig Power Station,183921.7,712587.0,Hydro,0.084,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Vaich Power Station,234419.7,875106.6,Hydro,0.32,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Ceannacroc Compensation Generator,222745.0,810690.0,Hydro,3.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"St Fillans Power Station - A, G",269101.6,724133.4,Hydro,16.83,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Sron Mor Power Station - A,C",264850.0,798415.0,Hydro,5.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Mossford Power Station - A,G",233010.4,863187.4,Hydro,18.66,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Glenmoriston,230869.8,812928.1,Hydro,37.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Stronuich Power Station - A,250616.9,742103.9,Hydro,0.18,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Dalchonize Power Station-A,C ",274035.0,721990.0,Hydro,4.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Shin Power Station-A,G",257261.3,897258.5,Hydro,18.62,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lochay,256968.2,734182.1,Hydro,46.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Shin Diversion Dam - A,257261.3,897258.5,Hydro,0.1,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lubreoch Power Station - A,245251.0,741685.4,Hydro,4.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lochay Compensation Generator,258746.5,733924.4,Hydro,2.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lochay Fish Pass Generator  -  C,256968.2,734182.1,Hydro,0.054,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Cassley Power Station - A,C,E",247325.0,901540.0,Hydro,10.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Cashlie Power Station - A,C",248530.0,741735.0,Hydro,11.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Orrin Power Station- A,246905.0,851695.0,Hydro,18.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Cuaich Power Station - A,C",263487.8,784203.5,Hydro,2.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Trinafour Power Station - A,270988.1,765725.2,Hydro,0.55,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Duchally Power Station - A,C,E",238694.1,916750.9,Hydro,0.45,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lairg Power Station,249712.9,916014.0,Hydro,3.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Gisla Power Station - A,113291.0,926162.9,Hydro,0.72,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Chliostair Power Station - A,C",120329.0,908665.5,Hydro,1.32,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Loch Gair Power Station - A,C",192865.0,691305.0,Hydro,6.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lednock Power Station - A,276730.0,722040.0,Hydro,3.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Livishie Power Station - A,240245.0,817495.0,Hydro,15.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Aigas Power Station - A,E",247395.0,843655.0,Hydro,20.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Kilmorack Power Station -A,E",249410.0,844225.0,Hydro,20.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Culligran Power Station Unit 2 - A,231877.3,839888.3,Hydro,17.1,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Loch Ericht Power Station - A,262079.9,783677.4,Hydro,2.2,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Culligran Comp Set - A,C,E",231877.3,839888.3,Hydro,2.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Mucomir Power Station,218350.0,783900.0,Hydro,1.9,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Nant Power Station - A,E",203606.8,723291.4,Hydro,15.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Inverawe,202299.5,730929.5,Hydro,25.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Deanie,219200.0,710100.0,Hydro,38.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Misgeach Power Station - A,229571.0,838608.4,Hydro,0.35,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Foyers Falls Power Station,249845.0,820010.0,Hydro,5.2,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
River Cuileig,219300.0,878900.0,Hydro,3.3,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Orrin Dam - A,245505.4,856091.6,Hydro,0.256,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Invergarry Dam - A, E",238863.0,809324.0,Hydro,0.24,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Kingairloch Power Station - A,C",184177.0,752489.5,Hydro,3.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Fasnakyle Compensation Generator - A, C",226978.0,827215.2,Hydro,7.701,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Glendoe Hydro Power Station,238719.4,808777.0,Hydro,100.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Foyers Pumped Storage,250350.0,821750.0,Pumped hydro,300.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Bowmore,132024.0,660214.0,Fossil Fuel,6.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Kirkwall,344667.0,1010985.0,Fossil Fuel,16.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Stornoway,143150.0,932158.0,Fossil Fuel,23.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Lerwick,446456.0,1142790.0,Fossil Fuel,67.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Tiree,100030.0,744120.0,Fossil Fuel,2.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Loch Carnan,83233.0,842636.0,Fossil Fuel,11.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Barra,71706.0,803309.0,Fossil Fuel,2.5,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Arnish,142229.0,930499.0,Fossil Fuel,10.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
SSE Arena Belfast,147232.0,530243.0,Solar,0.41992,SSE Group,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Greater Gabbard,670237.0,231640.0,Wind,504.0,SSE Group,England,East of England,dukes_5.11,2025-12-18
Beatrice Offshore windfarm,344074.0,911416.0,Wind,588.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Seagreen,417000.0,742000.0,Wind,1075.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Tangy Wind Farm - A,167373.0,626330.0,Wind,18.52,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Artfield Fell Windfarm - A,C",223005.0,567000.0,Wind,28.6,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
"Hadyard Hill Windfarm - A,C",227133.0,597446.0,Wind,119.8,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Bessy Bell Windfarm (NI) Limited,51953.0,543825.0,Wind,9.0,SSE Group,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Drumderg Windfarm,324500.0,748500.0,Wind,36.8,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Fairburn Windfarm,242550.0,852250.0,Wind,40.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Toddleburn Windfarm,345050.0,653150.0,Wind,27.6,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Achany Windfarm,252350.0,904150.0,Wind,38.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Slieve Kirk Windfarm,61258.0,571215.0,Wind,73.6,SSE Group,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Clyde Windfarm (South),302500.0,617500.0,Wind,128.8,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Griffin Wind Farm,293600.0,744600.0,Wind,188.6,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Gordonbush Wind Farm,284500.0,909500.0,Wind,70.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Clyde Windfarm (Central),302500.0,622500.0,Wind,195.9,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Clyde Windfarm (North),302500.0,627500.0,Wind,197.7,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Spurness Wind Farm II,360531.0,1033828.0,Wind,10.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Cathkin Braes Wind Farm,261220.0,658203.0,Wind,3.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Keadby Wind Farm,481890.0,413515.0,Wind,68.0,SSE Group,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Strathy North,281550.0,957550.0,Wind,66.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Dunmaglass Wind Farm,264000.0,820120.0,Wind,94.05,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Tievenameenta Wind Farm,28892.0,543668.0,Wind,34.5,SSE Group,Northern Ireland,Northern Ireland,dukes_5.11,2025-12-18
Bhlaraidh Wind Farm,238277.0,816488.0,Wind,110.4,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Stronelairg Wind Farm,247166.0,806833.0,Wind,227.7,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Gordonbush Ext,284500.0,909500.0,Wind,47.3,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Viking Wind Farm,443800.0,1161960.0,Wind,443.0,SSE Group,Scotland,Scotland,dukes_5.11,2025-12-18
Dogger Bank A,570000.0,550000.0,Wind,520.0,SSE Group and Equinor,England,North East,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 4,270704.1,279283.0,Hydro,1.25,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 3,274692.2,283465.9,Hydro,20.5,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 1,270466.4,279169.8,Hydro,13.5,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 2,274692.2,283465.9,Hydro,20.5,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 5,275303.2,283745.9,Hydro,0.075,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 6,274692.2,283465.9,Hydro,0.05,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Rheidol Hydro Scheme Gen 7,270704.1,279283.0,Hydro,0.1,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Alltwalis,246387.0,233404.0,Wind,23.0,Statkraft,Wales,Wales,dukes_5.11,2025-12-18
Baillie,302550.0,965650.0,Wind,53.0,Statkraft,Scotland,Scotland,dukes_5.11,2025-12-18
Berry Burn,311550.0,840550.0,Wind,67.0,Statkraft,Scotland,Scotland,dukes_5.11,2025-12-18
Andershaw,283500.0,625500.0,Wind,36.0,Statkraft,Scotland,Scotland,dukes_5.11,2025-12-18
Osspower,0.0,0.0,Hydro,1.995,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Derrydarroch,212176.0,775418.0,Hydro,1.995,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Upper Falloch,0.0,0.0,Hydro,0.896,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Ransonmoor,537950.0,292470.0,Wind,10.0,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Greendykeside,281134.0,670403.0,Wind,4.0,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Craig,331995.0,586055.0,Wind,10.0,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Lochhead,275500.0,646500.0,Wind,6.0,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Achairn,329950.0,950650.0,Wind,6.0,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Muirhall,300605.0,653760.0,Wind,12.3,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
White Mill,545100.0,301570.0,Wind,14.35,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Biggleswade,521653.0,240193.0,Wind,20.0,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Weston,609009.0,315326.0,Wind,4.0,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Pickenham,585114.0,306597.0,Wind,4.0,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Eye,613137.0,274854.0,Wind,6.8,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Halesworth,640461.0,278558.0,Wind,10.0,Temporis Capital,England,East of England,dukes_5.11,2025-12-18
Craig 2,333264.0,587956.0,Wind,4.7,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Dunsland Cross,242041.0,107244.0,Wind,6.15,Temporis Capital,England,South West,dukes_5.11,2025-12-18
Newark,479589.0,350765.0,Wind,6.0,Temporis Capital,England,East Midlands,dukes_5.11,2025-12-18
Blackcraig,270500.0,582500.0,Wind,52.9,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Tullymurdoch,319575.0,752228.0,Wind,14.4,Temporis Capital,Scotland,Scotland,dukes_5.11,2025-12-18
Hazlehead Wind Farm,417915.0,403915.0,Wind,6.15,The Banks Group,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Marr Wind Farm,451425.0,405250.0,Wind,8.2,The Banks Group,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Armistead Wind Farm,358500.0,486900.0,Wind,12.3,The Banks Group,England,North West,dukes_5.11,2025-12-18
Penny Hill Wind Farm,446825.0,387627.0,Wind,20.4,The Banks Group,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Heysham South Wind Farm,343719.0,461193.0,Wind,7.5,The Banks Group,England,North West,dukes_5.11,2025-12-18
Hook Moor Wind Farm,444900.0,436085.0,Wind,10.0,The Banks Group,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Lambs Hill Wind Farm,443682.0,516981.0,Wind,8.0,The Banks Group,England,North East,dukes_5.11,2025-12-18
Moor House Wind Farm,432599.0,520053.0,Wind,12.0,The Banks Group,England,North East,dukes_5.11,2025-12-18
Middle Muir Wind Farm,288964.0,625283.0,Wind,51.0,The Banks Group,Scotland,Scotland,dukes_5.11,2025-12-18
Kype Muir Wind Farm,268129.0,640258.0,Wind,88.4,The Banks Group,Scotland,Scotland,dukes_5.11,2025-12-18
Pates Hill,299130.0,659300.0,Wind,14.0,The Banks Group,Scotland,Scotland,dukes_5.11,2025-12-18
Milton Keynes,490000.0,249090.0,Wind,14.0,The Banks Group,England,East Midlands,dukes_5.11,2025-12-18
West Burton CCGT,479368.0,384538.0,Fossil Fuel,1332.0,UK Transition Limited,England,East Midlands,dukes_5.11,2025-12-18
Killingholme,516717.0,419816.0,Fossil Fuel,600.0,Uniper UK,England,Yorkshire and the Humber,dukes_5.11,2025-12-18
Connahs Quay,328878.0,368331.0,Fossil Fuel,1380.0,Uniper UK,Wales,Wales,dukes_5.11,2025-12-18
Cottam Development Centre,470307.0,378332.0,Fossil Fuel,445.0,Uniper UK,England,East Midlands,dukes_5.11,2025-12-18
Enfield,532446.0,190691.0,Fossil Fuel,408.0,Uniper UK,England,London,dukes_5.11,2025-12-18
Grain,588672.0,172826.0,Fossil Fuel,1517.0,Uniper UK,England,South East,dukes_5.11,2025-12-18
Ratcliffe (OCGT),449969.0,327738.0,Fossil Fuel,34.0,Uniper UK,England,East Midlands,dukes_5.11,2025-12-18
Taylors Lane,524680.0,195111.0,Fossil Fuel,144.0,Uniper UK,England,London,dukes_5.11,2025-12-18
Grain (OCGT),0.0,0.0,Fossil Fuel,50.0,Uniper UK,England,South East,dukes_5.11,2025-12-18
Kentish Flats,615015.0,178055.0,Wind,90.0,Vattenfall,England,South East,dukes_5.11,2025-12-18
Thanet ,652658.0,176367.0,Wind,300.0,Vattenfall,England,South East,dukes_5.11,2025-12-18
Ormonde,306000.0,466842.0,Wind,150.0,Vattenfall,England,North West,dukes_5.11,2025-12-18
Kentish Flats Extension,615377.0,175526.0,Wind,49.5,Vattenfall,England,South East,dukes_5.11,2025-12-18
Aberdeen,395748.0,814283.0,Wind,96.8,Vattenfall,Scotland,Scotland,dukes_5.11,2025-12-18
Edinbane,134353.0,850769.0,Wind,41.4,Vattenfall,Scotland,Scotland,dukes_5.11,2025-12-18
Swinford,456804.0,279647.0,Wind,22.0,Vattenfall,England,East Midlands,dukes_5.11,2025-12-18
Clashindarroch,348214.0,839951.0,Wind,36.9,Vattenfall,Scotland,Scotland,dukes_5.11,2025-12-18
Pen Y Cymoedd,292879.0,199365.0,Wind,228.0,Vattenfall,Wales,Wales,dukes_5.11,2025-12-18
Ray,395550.0,587550.0,Wind,54.4,Vattenfall,England,North East,dukes_5.11,2025-12-18
Kirkby Moor,326111.0,485242.0,Wind,4.8,Venitent Energy Services,England,North West,dukes_5.11,2025-12-18
Taff Ely,297000.0,186000.0,Wind,9.0,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Bryn Titli,293500.0,275500.0,Wind,9.9,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Trysglwyn,244000.0,389000.0,Wind,5.6,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Rheidol,272400.0,280500.0,Wind,2.4,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
Llyn Alaw,236000.0,387000.0,Wind,20.4,Venitent Energy Services,Wales,Wales,dukes_5.11,2025-12-18
