,IFA2,GridLink,NorthConnect
0,-0.04704723675621958,-0.10454918189034101,-613205865.9895442
1,-0.04875733874726906,-0.10794734784212379,-613205848.2875483
2,-0.048211654918681957,-0.10582065128356644,-613205628.3834165
3,-0.040869101273587116,-0.09350792969790844,-553419556.4924386
4,-0.040765013409930884,-0.09763211631290702,-553419054.0852834
5,-7.6795527330331765,-18.304187843991063,-553415998.0165467
6,-360779.02883245656,-857909.7373403906,-739388606.4324473
7,-360779.3698275274,-857910.5548213453,-739389312.311332
8,-360779.45462953625,-857910.7591872218,-739389403.9829236
9,-360779.59759279207,-857911.1005857982,-739389660.1891253
10,-360779.5589277446,-857911.0192943256,-739389707.4019324
11,-360779.54213860445,-857910.9932675629,-739389715.4958622
12,-360779.5474515395,-857911.0271911254,-739389703.4388219
13,-360779.5395816284,-857911.0260404029,-739389705.4707571
14,-360779.547263097,-857911.025147409,-739389709.5749391
15,-360779.5749523751,-857911.0736518903,-739389697.3376997
16,-360779.54260300344,-857911.033545187,-739389711.6877674
17,-360779.5650232887,-857911.0431095588,-739389717.2166808
18,-360779.58221376204,-857911.0833045447,-739389706.5862201
19,-360779.7716938488,-857911.5296548175,-739389570.0114093
20,-360779.7813295095,-857911.5472055732,-739389564.2375885
21,-360779.760706351,-857911.4913078013,-739389509.1508538
22,-360779.5890142881,-857911.0820455439,-739389162.6690167
23,-0.08165301892273735,-0.22484089686818876,-104.94061894482566
24,-0.05459779437882828,-0.17570887942601465,-61.82845785800245
25,-0.04633164526528932,-0.16207912167916794,-38.70582581807234
26,-0.04890175880423264,-0.16411331919008898,-26.183884665467296
27,-0.053405837544876045,-0.17039626036068078,-15.152040583414674
28,-0.059336325056410955,-0.17743990894983597,-9.709332139361353
29,-0.06898876127903497,-0.1948169725986837,-7.259699242982366
30,-0.08119011729625059,-0.22381920959780088,-6.983907349342509
31,-0.08876194152653683,-0.252776746079844,-10.407957415824432
32,-0.10553107064113854,-0.2990223612169023,-16.749987145437814
33,-0.11896302830828076,-0.3310729533973136,-22.999175269034893
34,-0.129354083736972,-0.35593345252967246,-27.186477965435184
35,-0.13780665099366507,-0.37691356878006776,-24.690759099288638
36,-0.17015593836987475,-0.4545464753317121,-22.865856574246024
37,-0.20681730132796772,-0.5284470663947618,-22.522059916393008
38,-0.24569838107540498,-0.6207948176044968,-23.237712692802234
39,-0.1698245071960376,-0.452900284661506,-27.404906321569896
40,-0.12987575875541224,-0.356315050803498,-32.389686342971686
41,-0.1178476111465736,-0.318343614380872,-37.455352767823705
42,-0.11107842670316259,-0.3049261568914854,-39.17973180508923
43,-0.12382690249174622,-0.32922535674742415,-36.67440368335828
44,-0.1463408184988484,-0.3804519899888168,-31.507391426934475
45,-0.17501056698826623,-0.44242270433004416,-24.19237172935913
46,-0.19129416585078474,-0.4752560427531347,-16.492723248530954
47,-0.1888750381590183,-0.45984724755831285,-10.693542461870846
48,-0.1778420633656601,-0.42235554833380706,-7.833157549730658
49,-0.17602146755960812,-0.4157559331019396,-8.230800614374521
50,-0.18130899451729943,-0.42897718573873056,-9.481476733196795
51,-0.17416479759746872,-0.40656459251168964,-10.261737054676617
52,-0.13459628429196968,-0.30244162571024225,-10.9653832645315
53,-0.09527710946596102,-0.20470392526503178,-12.284922322068697
54,-0.07303718168859463,-0.1621195004384497,-15.708568852675134
55,-0.06585701519101517,-0.1557148191177613,-25.792690790597963
56,-0.10342458092250273,-0.2538276784945477,-34.42812137964064
57,-0.12998044483864257,-0.3221269252541392,-43.91067454616073
58,-0.11643260926020971,-0.2979743729153974,-50.93009176721795
59,-0.08919515584124249,-0.24987165136159595,-49.023597541364474
60,-0.039542162936872405,-0.1893988212124076,-40.25557508141229
61,-0.012113778115958818,-0.16163294808838002,-31.775949655969345
