,Moyle,IFA,IFA2,NSL,ElecLink,GridLink,NorthConnect,FAB Link
122,-378.28616186927417,-1937.0425640896106,31.624793447620732,-1939.1492574561344,1750.0,187.04256408961055,1939.1492574561344,-31.624793447620732
123,-369.14603443449823,-1929.5353141434398,29.831073425715203,-1823.6227549520147,1750.0,179.5353141434398,1823.6227549520147,-29.831073425715203
124,-375.4906326693242,-1935.5678359892654,30.956053236317757,-1750.4572369363764,1750.0,185.5678359892654,1750.4572369363764,-30.956053236317757
125,-351.7158040697311,-1946.35698329034,34.53925894610279,-1570.3515723089195,1750.0,196.35698329033994,1570.3515723089195,-34.53925894610279
126,-357.3936406784772,-1962.5926174084138,40.131158365306646,-1609.3217531775495,1750.0,212.59261740841384,1609.3217531775495,-40.131158365306646
127,-405.6469180159271,-1988.5223991398034,48.773375848588785,-1999.063870783266,1750.0,238.52239913980338,1999.063870783266,-48.773375848588785
128,-429.77265442058354,-2002.3794448889794,53.45587455808595,-2203.5245823308983,1750.0,252.37944488897938,2203.5245823308983,-53.45587455808595
129,-467.4014229346726,-2006.6175953925722,53.66001901339314,-2251.5846103948365,1750.0,256.6175953925722,2251.5846103948365,-53.66001901339314
130,-515.6596607047816,-1999.6906924014843,46.782181036933025,-2264.5696441218015,1750.0,249.69069240148428,2264.5696441218015,-46.782181036933025
131,-511.7290697873555,-2080.757405840839,70.17286087082084,-2219.5302128934127,1750.0,330.75740584083906,2219.5302128934127,-70.17286087082084
132,-539.6974610446852,-2255.41439279753,121.13113527900987,-2190.081751474836,1750.0,505.41439279753035,2190.081751474836,-121.13113527900987
133,-576.6574146287312,-2387.0661407492507,161.3930505821511,-2188.0416248414062,1750.0,637.0661407492507,2188.0416248414062,-161.3930505821511
134,-623.5678036035602,-2421.107780309715,166.47292421001998,-2200.5753416197786,1750.0,671.107780309715,2200.5753416197786,-166.47292421001998
135,-633.4409245308238,-2309.372094866302,116.64471333101415,-2237.9010204736005,1750.0,559.3720948663024,2237.9010204736005,-116.64471333101415
136,-671.2295016691942,-1977.426144991171,2.5572195621582523,-2286.034134897876,1750.0,227.426144991171,2286.034134897876,-2.5572195621582523
137,-807.6964320336449,-2091.717034119555,85.73690285044745,-2337.8544041143978,1750.0,341.71703411955514,2337.8544041143978,-85.73690285044745
138,-831.3633514864488,-2064.705371832458,79.13339672812913,-2354.085674206279,1750.0,314.7053718324578,2354.085674206279,-79.13339672812913
139,-804.980395702254,-2100.8047277212686,90.05700781965379,-2351.655431641157,1750.0,350.8047277212686,2351.655431641157,-90.05700781965379
140,-856.5382767678276,-2091.6690824021553,88.02682292620352,-2346.432353093561,1750.0,341.66908240215525,2346.432353093561,-88.02682292620352
141,-801.7407764417318,-2074.287870537257,83.48699370446889,-2337.362799431121,1750.0,324.2878705372568,2337.362799431121,-83.48699370446889
142,-744.9038800892306,-2016.7923754436624,67.52058121083064,-2315.951504533242,1750.0,266.7923754436624,2315.951504533242,-67.52058121083064
143,-672.0810483641172,-1985.6483043958992,56.239772661900815,-2280.8394624341017,1750.0,235.64830439589923,2280.8394624341017,-56.239772661900815
144,-513.399463463265,-1989.4766576152902,58.44252318261033,-2233.0551501731456,1750.0,239.47665761529015,2233.0551501731456,-58.44252318261033
145,-446.32834251577367,-1993.2515876546408,62.483207385806054,-2214.235789553182,1750.0,243.25158765464084,2214.235789553182,-62.483207385806054
146,-456.1484721173106,-1973.195215043821,53.595827074593444,-2212.4389042854123,1750.0,223.195215043821,2212.4389042854123,-53.595827074593444
147,-421.70422636751505,-1954.1931382308426,43.19330258531227,-2200.773905224157,1750.0,204.19313823084258,2200.773905224157,-43.19330258531227
148,-394.6736326160767,-1935.8582958204406,36.13545527758697,-2200.4995716386015,1750.0,185.85829582044062,2200.4995716386015,-36.13545527758697
149,-370.3624155053428,-1912.1671270660158,26.291119199956483,-2206.729559836485,1750.0,162.16712706601584,2206.729559836485,-26.291119199956483
150,-375.67380404999506,-1898.692655365775,20.22019925306836,-2233.678549690634,1750.0,148.69265536577495,2233.678549690634,-20.22019925306836
151,-395.6439643938238,-1912.190899641973,27.036629329348898,-2258.5139715804225,1750.0,162.19089964197292,2258.5139715804225,-27.036629329348898
152,-444.8295904745574,-1937.0966993288143,38.310967095463184,-2284.409976103178,1750.0,187.09669932881434,2284.409976103178,-38.310967095463184
153,-479.3190506404409,-1964.32271248503,48.946082839347355,-2285.258439333107,1750.0,214.32271248503002,2285.258439333107,-48.946082839347355
