,Moyle,IFA2,GridLink,NorthConnect
137,-8.271623127640298,-0.0,-0.0,-0.0
138,-8.466919614747692,-0.0,-0.0,-0.0
139,-6.675075447338044,-0.0,-0.0,-0.0
140,-12.572847809273394,-0.0,-0.0,-0.0
141,-0.0,-0.0,-0.0,-0.0
142,-0.0,-0.0,-0.0,-0.0
143,-0.0,-0.0,-0.0,-0.0
144,-0.0,-0.0,-0.0,-0.0
145,-0.0,-0.0,-0.0,-0.0
146,-0.0,-0.0,-0.0,-0.0
147,-0.0,-0.0,-0.0,-0.0
148,-0.0,-0.0,-0.0,-0.0
149,-0.0,-0.0,-0.0,-0.0
150,-0.0,-0.0,-0.0,-0.0
151,-0.0,-0.0,-0.0,-0.0
152,-0.0,-0.0,-0.0,-0.0
153,-0.0,-0.0,-0.0,-0.0
154,-0.0,-0.0,-0.0,-0.0
155,-0.0,-0.0,-0.0,-0.0
156,-0.0,-0.0,-0.0,-0.0
157,-0.0,-0.0,-0.0,-0.0
158,-0.0,-0.0,-0.0,-0.0
159,-0.0,-0.0,-0.0,-0.0
160,-36.17003461822462,-0.0,-0.0,-0.0
161,-42.03691975597585,-0.0,-0.0,-0.0
162,-3.6642519863499055,-0.0,-0.0,-0.0
163,-1.0591348898358692,-0.0,-0.0,-0.0
164,-0.0,-0.0,-0.0,-0.0
165,-0.0,-0.0,-0.0,-0.0
166,-0.0,-0.0,-0.0,-0.0
167,-0.0,-0.0,-0.0,-0.0
168,-0.0,-0.0,-0.0,-0.0
169,-0.0,-0.0,-0.0,-0.0
170,-0.0,-0.0,-0.0,-0.0
171,-0.0,-0.0,-0.0,-0.0
172,-0.0,-0.0,-0.0,-0.0
173,-0.0,-0.0,-0.0,-0.0
174,-0.0,-0.0,-0.0,-0.0
175,-0.0,-0.0,-0.0,-0.0
176,-0.0,-0.0,-0.0,-0.0
177,-0.0,-0.0,-0.0,-0.0
178,-0.0,-0.0,-0.0,-0.0
179,-0.0,-0.0,-0.0,-0.0
180,-0.0,-0.0,-0.0,-0.0
181,-0.0,-0.0,-0.0,-0.0
182,-0.0,-0.0,-0.0,-0.0
183,-0.0,-0.0,-0.0,-0.0
184,-0.0,-0.0,-0.0,-0.0
185,-0.0,-0.0,-0.0,-0.0
186,-0.0,-0.0,-0.0,-0.0
187,-0.0,-0.0,-0.0,-0.0
188,-0.0,-0.0,-0.0,-0.0
189,-0.0,-0.0021758839918952777,-0.0,-0.0
190,-0.0,-0.006929360918676686,-0.0,-0.0
191,-0.0,-0.00018782125179561682,-0.0,-0.0
192,-0.0,-0.0,-0.0,-0.0
193,-0.0,-0.0,-0.0,-0.0
194,-0.0,-0.0,-0.0,-0.0
195,-0.0,-0.0,-0.0,-0.0
196,-0.0,-0.0,-0.0,-0.0
197,-0.0,-0.0,-0.0,-0.0
198,-0.0,-0.0,-0.0,-0.0
199,-0.0,-0.0,-0.0,-0.0
200,-0.0,-0.0,-0.0,-0.0
201,-0.0,-0.0,-0.0,-0.0
202,-0.0,-0.0,-0.0,-0.0
203,-0.0,-0.0,-0.0,-0.0
204,-0.0,-0.0,-0.0,-0.32047703703991726
205,-0.0,-0.0,-0.0,-0.0
206,-0.0,-0.0,-0.0,-0.0
207,-0.0,-0.0,-0.0,-0.0
208,-0.0,-0.0,-0.0,-0.0
209,-0.0,-0.0,-0.0,-0.0
210,-0.0,-0.0,-0.0,-0.0
211,-0.0,-0.0,-0.0,-0.0
212,-0.0,-0.0,-0.0,-0.0
213,-0.0,-0.0,-0.0,-0.0
214,-0.0,-0.0,-0.0,-0.0
215,-0.0,-0.0,-0.0,-0.0
216,-0.0,-0.0,-0.0,-0.0
217,-0.0,-0.0,-0.0,-0.0
218,-0.0,-0.0,-0.0,-0.0
219,-0.0,-0.0,-0.0,-0.0
220,-0.0,-0.0,-0.0,-0.0
221,-0.0,-0.0,-0.0,-0.0
222,-0.0,-0.0,-0.0,-0.0
223,-0.0,-0.0,-0.0,-0.0
224,-0.0,-0.0,-0.0,-0.0
225,-0.0,-0.0,-0.0,-0.0
226,-0.0,-0.0,-0.0,-0.0
227,-0.0,-0.0,-0.0,-0.0
228,-0.0,-0.0,-0.0,-0.0
229,-390232409.41283286,-0.0,-0.0,-0.0
230,-390232397.62082636,-0.0,-0.0,-0.0
231,-390232378.01417065,-0.0,-0.0,-0.0
232,-331369139.50642246,-0.0,-0.0,-0.0
233,-367168148.356766,-0.0,-0.0,-0.0
234,-293.35509045138474,-0.0,-0.0,-0.0
235,-0.0,-0.0,-0.0,-0.0
236,-0.0,-0.0,-0.0,-0.0
237,-0.0,-0.0,-0.0,-0.0
238,-0.0,-0.0,-0.0,-0.0
239,-0.0,-0.0,-0.0,-0.0
240,-0.0,-0.0,-0.0,-0.0
241,-0.0,-0.0,-0.0,-0.0
242,-0.0,-0.0,-0.0,-0.0
243,-0.0,-0.0,-0.0,-0.0
244,-0.0,-0.0,-0.0,-0.0
245,-0.0,-0.0,-0.0,-0.0
246,-0.0,-0.0,-0.0,-0.0
247,-0.0,-0.0,-0.0,-0.0
248,-0.0,-0.0,-0.0,-0.0
249,-0.0,-0.0,-0.0,-0.0
250,-0.0,-0.0,-0.0,-0.0
251,-0.0,-0.0,-0.0,-0.0
252,-0.0,-0.0,-0.0,-0.0
253,-0.0,-0.0,-0.0,-0.0
254,-0.0,-0.0,-0.0,-0.0
255,-0.0,-0.0,-0.0,-0.0
256,-0.0,-0.0,-0.0,-0.0
257,-1.5840819617922497,-0.0,-0.0,-0.0
258,-3.854054506266546,-0.0,-0.0,-0.0
259,-6.227693458004056,-0.0,-0.0,-0.0
260,-6.439815669394859,-0.0,-0.0,-0.0
261,-0.0,-0.0,-0.0,-0.0
262,-0.0,-0.0,-0.0,-0.0
263,-0.0,-0.0,-0.0,-0.0
264,-0.0,-0.0,-0.0,-0.0
265,-0.0,-0.0,-0.0,-0.0
266,-0.0,-0.0,-0.0,-0.0
267,-0.0,-0.0,-0.0,-0.0
268,-0.0,-0.0,-0.0,-0.0
269,-0.0,-0.0,-0.0,-0.0
270,-0.0,-0.0,-0.0,-0.0
271,-22.811274777338912,-0.0,-0.0,-0.0
272,-23.253750106501663,-0.0,-0.0,-0.0
273,-22.459683184143465,-0.0,-0.0,-0.0
274,-20.820030946589615,-0.0,-0.0,-0.0
275,-0.0,-0.0,-0.0,-0.0
276,-0.0,-0.0,-0.0,-0.0
277,-0.0,-0.0,-0.0,-0.0
278,-0.0,-0.0,-0.0,-0.0
279,-0.0,-0.0,-0.0,-0.0
280,-0.0,-0.015533948921618856,-0.0,-0.0
281,-0.0,-0.0,-0.0,-0.0
282,-0.5450692810297264,-0.0,-0.0,-0.0
283,-0.001536041851255554,-0.0,-0.0,-0.0
284,-0.0,-0.0,-0.0,-0.0
285,-0.9381884419818878,-0.0,-0.0,-0.0
286,-5.696023279946446,-0.0,-0.0,-0.0
287,-11.736500912834078,-0.0,-0.0,-0.0
288,-3.0880816902104553,-0.0,-0.0,-0.0
289,-0.1050119751634373,-0.0,-0.0,-0.0
290,-0.7224450695545102,-0.0,-0.0,-0.0
291,-0.0,-0.0,-0.0,-0.0
292,-0.0,-0.0,-0.0,-0.0
293,-0.0,-0.0,-0.0,-0.0
294,-0.0,-0.0,-0.0,-0.0
295,-0.38744002308841097,-0.0,-0.0,-0.0
296,-4.0409895100526345,-0.0,-0.0,-0.0
297,-2.9325036698356826,-0.0,-0.0,-0.0
298,-3.773529734347591,-0.0,-0.0,-0.0
299,-0.8811265457970636,-0.0,-0.0,-0.0
300,-0.2391088318059662,-0.0,-0.0,-0.0
301,-17.238381642288086,-0.0,-0.0,-0.0
302,-19.19500907461291,-0.0,-0.0,-0.0
303,-0.0,-0.0,-0.0,-0.0
304,-1.800701907436416,-0.0,-0.0,-0.0
305,-7.111198350745184,-0.0,-0.0,-0.0
306,-56.59930258082974,-0.0,-0.0,-0.0
307,-52.33680304906615,-0.0,-0.0,-0.0
308,-44.33463591939554,-0.0,-0.0,-0.0
309,-0.0,-0.0,-0.0,-0.0
310,-0.0,-0.0,-0.0,-0.0
311,-0.0,-0.0,-0.0,-0.0
312,-0.0,-0.0,-0.0,-0.0
313,-0.0,-0.0,-0.0,-0.0
314,-0.0,-0.0,-0.0,-0.0
315,-0.0,-0.0,-0.0,-0.0
316,-0.0,-0.0,-0.0,-0.0
317,-0.0,-0.0,-0.0,-0.0
318,-0.0,-0.0,-0.0,-0.0
319,-0.0,-0.0,-0.0,-0.0
320,-0.0,-0.0,-0.0,-0.0
321,-0.0,-0.0,-0.0,-0.0
322,-5.151236848203799,-0.0,-0.0,-0.0
323,-2.8213389844000876,-0.0,-0.0,-0.0
324,-7.061455020602375,-0.0,-0.0,-0.0
325,-0.0,-0.0,-0.0,-0.0
326,-0.0,-0.0,-0.0,-0.0
327,-0.0,-0.0,-0.0,-0.0
328,-0.0,-0.0,-0.0,-0.0
329,-0.0,-0.0,-0.0,-0.0
330,-73.48283058245458,-0.0,-0.0,-0.0
331,-12.023170044672339,-0.0,-0.0,-0.0
332,-1.9176941121335904,-0.0,-0.0,-0.0
333,-0.32690238642004577,-0.0,-0.0,-0.0
334,-0.0,-0.0,-0.0,-0.0
335,-0.0,-0.0,-0.0,-0.0
336,-0.0,-0.0,-0.0,-0.0
337,-0.0,-0.0,-0.0,-0.0
338,-0.0,-0.0,-0.0,-0.0
339,-0.0,-0.0,-0.0,-0.0
340,-0.0,-0.0,-0.0,-0.0
341,-0.0,-0.0,-0.0,-0.0
342,-0.0,-0.0,-0.0,-0.0
343,-0.0,-0.0,-0.0,-0.0
344,-0.0,-0.0,-0.0,-0.0
345,-0.0,-0.0,-0.0,-0.0
346,-0.0,-0.0,-0.0,-0.0
347,-0.0,-0.0,-0.0,-0.0
348,-24.311953239349844,-0.026438847230965123,-0.0,-0.0
349,-0.0,-0.03268647885768483,-0.0,-0.0
350,-0.0,-0.010644161453830625,-0.0,-0.0
351,-0.0,-0.0,-0.0,-0.0
352,-0.0,-0.0,-0.0,-0.0
353,-0.0,-0.0,-0.0,-0.0
354,-0.0,-0.0,-0.0,-0.0
355,-0.0,-0.0,-0.0,-0.0
356,-0.0,-0.0,-0.0,-0.0
357,-0.0,-0.0,-0.0,-0.0
358,-0.0,-0.0,-0.0,-0.0
359,-0.0,-0.0,-0.0,-0.0
360,-0.0,-0.0,-0.0,-0.0
361,-0.0,-0.0,-0.0,-0.0
362,-0.0,-0.0,-0.0,-0.0
363,-0.0,-0.0,-0.0,-0.0
364,-0.0,-0.0,-0.0,-0.0
365,-0.0,-0.0,-0.0,-0.0
366,-0.0,-0.0,-0.0,-0.0
367,-0.0,-0.0,-0.0,-0.0
368,-1.409661482009902,-0.0,-0.0,-0.0
369,-3.058043755607268,-0.0,-0.0,-0.0
370,-4.333427816461405,-0.0,-0.0,-0.0
371,-4.0928571339150235,-0.0,-0.0,-0.0
372,-6.449089572860542,-0.0,-0.0,-0.0
373,-7.474468890389149,-0.0,-0.0,-0.0
374,-3.8604196743069914,-0.0,-0.0,-0.0
375,-2.082765188025837,-0.0,-0.0,-0.0
376,-1.7667080431129243,-0.0,-0.0,-0.0
377,-4.5128267607329065,-0.0,-0.0,-0.0
378,-5.359482506249819,-0.0,-0.0,-0.0
379,-5.4572858112582585,-0.0,-0.0,-0.0
380,-8.184160414207017,-0.0,-0.0,-0.0
381,-5.1288625434922395,-0.0,-0.0,-0.0
382,-0.0,-0.0,-0.0,-0.0
383,-0.0,-0.0,-0.0,-0.0
384,-0.0,-0.0,-0.0,-0.0
385,-0.0,-0.0,-0.0,-0.0
386,-0.0,-0.0,-0.0,-0.0
387,-0.0,-0.0,-0.0,-0.0
388,-0.0,-0.0,-0.0,-0.0
389,-0.0,-0.0,-0.0,-0.0
390,-0.0,-0.0,-0.0,-0.0
391,-0.0,-0.0,-0.0,-0.0
392,-0.0,-0.0,-0.0,-0.0
393,-0.0,-0.0,-0.0,-0.0
394,-0.0,-0.0,-0.0,-0.0
395,-0.0,-0.0,-0.0,-0.0
396,-0.0,-0.0,-0.0,-0.0
397,-0.0,-0.0,-0.0,-0.0
398,-0.0,-0.0,-0.0,-0.0
399,-0.0,-0.0,-0.0,-0.0
400,-0.0,-0.0,-0.0,-0.0
401,-0.0,-0.0,-0.0,-0.0
402,-99.59633088000042,-0.0,-0.0,-0.0
403,-77.78735024157135,-0.0,-0.0,-0.0
404,-55.09362128087806,-0.0,-0.0,-0.0
405,-47.92840762941465,-0.0,-0.0,-0.0
406,-32.098404758395716,-0.0,-0.0,-0.0
407,-17.464224790429828,-0.0,-0.0,-0.0
408,-3.4582027267605175,-0.0,-0.0,-0.0
409,-1.3182668840552463,-0.0,-0.0,-0.0
410,-1.0832460025681057,-0.0,-0.0,-0.0
411,-3.1372229196106245,-0.0,-0.0,-0.0
412,-4.448217119434948,-0.0,-0.0,-0.0
413,-0.0,-0.0,-0.0,-0.0
414,-0.0,-0.0,-0.0,-0.0
415,-0.0,-0.0,-0.0,-0.0
416,-0.0,-0.0,-0.0,-0.0
417,-0.0,-0.0,-0.0,-0.0
418,-0.0,-0.0,-0.0,-0.0
419,-0.0,-0.0,-0.0,-0.0
420,-0.0,-0.0,-0.0,-0.0
421,-0.0,-0.0,-0.0,-0.0
422,-0.0,-0.0,-0.0,-0.0
423,-0.0,-0.0,-0.0,-0.0
424,-0.0,-0.0,-0.0,-0.0
425,-0.0,-0.0,-0.0,-0.0
426,-0.0,-0.0,-0.0,-0.0
427,-0.0,-0.0,-0.0,-0.0
428,-0.0,-0.0,-0.0,-0.0
429,-0.0,-0.0,-0.0,-0.0
430,-0.0,-0.0,-0.0,-0.0
431,-0.0,-0.0,-0.0,-0.0
432,-0.0,-0.0,-0.0,-0.0
433,-0.0,-0.0,-0.0,-0.0
434,-0.0,-0.0,-0.0,-0.0
435,-0.0,-0.0,-0.0,-0.0
436,-0.0,-0.0,-0.0,-0.0
437,-0.0,-0.0,-0.0,-0.0
438,-0.0,-0.0,-0.0,-0.0
439,-0.0,-0.0,-0.0,-0.0
440,-0.0,-0.0,-0.0,-0.0
441,-0.0,-0.0,-0.0,-0.0
442,-0.0,-0.0,-0.0,-0.0
443,-0.0,-0.0,-0.0,-0.0
444,-0.0,-0.006766321307830614,-0.0,-0.0
445,-0.0,-0.031360567509377546,-0.0,-0.0
446,-0.0,-0.04764731149608714,-0.0,-0.0
447,-0.0,-0.05263549229126796,-0.0,-0.0
448,-0.0,-0.04073101664848933,-0.0,-0.0
449,-0.0,-0.0,-0.0,-0.0
450,-0.0,-0.0,-0.0,-0.0
451,-0.0,-0.0,-0.0,-0.0
452,-0.0,-0.0,-0.0,-0.0
453,-0.0,-0.0,-0.0,-0.0
454,-0.0,-0.0,-0.0,-0.0
455,-0.0,-0.0,-0.0,-0.0
456,-0.0,-0.0,-0.0,-0.0
457,-0.0,-0.0,-0.0,-0.0
458,-0.0,-0.0,-0.0,-0.0
459,-0.0,-0.0,-0.0,-0.0
460,-0.0,-0.0,-0.0,-0.0
461,-0.0,-0.0,-0.0,-0.0
462,-0.0,-0.0,-0.0,-0.0
463,-0.0,-0.0,-0.0,-0.0
464,-0.0,-0.0,-0.0,-0.0
465,-0.0,-0.0,-0.0,-0.0
466,-0.0,-0.0,-0.0,-0.0
467,-0.0,-0.0,-0.0,-0.0
468,-0.0,-0.0,-0.0,-0.0
469,-0.0,-0.0,-0.0,-0.0
470,-0.0,-0.0,-0.0,-0.0
471,-0.0,-0.0,-0.0,-0.0
472,-0.0,-0.0,-0.0,-0.0
473,-0.0,-0.0,-0.0,-0.0
474,-0.0,-0.0,-0.0,-0.0
475,-0.0,-0.0,-0.0,-0.0
476,-0.0,-0.0,-0.0,-0.0
477,-0.0,-0.0,-0.0,-0.0
478,-0.0,-0.0,-0.0,-0.0
479,-0.0,-0.0,-0.0,-0.0
480,-0.0,-0.0,-0.0,-0.0
481,-0.0,-0.0,-0.0,-0.0
482,-0.0,-0.0,-0.0,-0.0
483,-0.0,-0.0,-0.0,-0.0
484,-0.0,-0.0,-0.0,-0.0
485,-0.0,-0.0,-0.0,-0.0
486,-0.0,-0.0,-0.0,-0.0
487,-0.0,-0.0,-0.0,-0.0
488,-0.0,-0.0,-0.0,-0.0
489,-0.0,-0.0,-0.0,-0.0
490,-0.0,-0.0,-0.0,-0.0
491,-0.0,-0.0,-0.0,-0.0
492,-0.0,-0.0068220275780248585,-0.0,-0.0
493,-0.0,-0.014330557739437477,-0.0,-0.0
494,-0.0,-0.015424773147259652,-0.0,-0.0
495,-0.0,-0.016583924306712516,-0.0,-0.0
496,-0.0,-0.005616147662705906,-0.0,-0.0
497,-0.0,-0.0,-0.0,-0.0
498,-0.0,-0.0,-0.0,-0.0
499,-0.0,-0.0,-0.0,-0.0
500,-0.0,-0.0,-0.0,-0.0
501,-0.0,-0.0,-0.0,-0.0
502,-0.0,-0.0,-0.0,-0.0
503,-0.0,-0.0,-0.0,-0.0
504,-0.0,-0.0,-0.0,-0.0
505,-0.0,-0.0,-0.0,-0.0
506,-0.0,-0.0,-0.0,-0.0
507,-0.0,-0.0,-0.0,-0.0
508,-0.0,-0.0,-0.0,-0.0
509,-0.0,-0.0,-0.0,-0.0
510,-0.0,-0.0,-0.0,-0.0
511,-0.0,-0.0,-0.0,-0.0
512,-0.0,-0.0,-0.0,-0.0
513,-0.0,-0.0,-0.0,-0.0
514,-0.0,-0.0,-0.0,-0.0
515,-0.0,-0.0,-0.0,-0.0
516,-0.0,-0.0,-0.0,-0.0
517,-0.0,-0.0,-0.0,-0.0
518,-0.0,-0.0,-0.0,-0.0
519,-0.0,-0.0,-0.0,-0.0
520,-0.0,-0.0,-0.0,-0.0
521,-0.0,-0.0,-0.0,-0.0
522,-0.0,-0.0,-0.0,-0.0
523,-0.0,-0.0,-0.0,-0.0
524,-0.0,-0.0,-0.0,-0.0
525,-0.0,-0.0,-0.0,-0.0
526,-0.0,-0.0,-0.0,-0.0
527,-0.0,-0.0,-0.0,-0.0
528,-0.0,-0.0,-0.0,-0.0
529,-0.0,-0.0,-0.0,-0.0
530,-0.0,-0.0,-0.0,-0.0
531,-0.0,-0.0,-0.0,-0.0
532,-0.0,-0.0,-0.0,-0.0
533,-0.0,-0.0,-0.0,-0.0
534,-0.0,-0.0,-0.0,-0.0
535,-0.0,-0.0,-0.0,-0.0
536,-0.0,-0.0,-0.0,-0.0
537,-0.0,-0.0,-0.0,-0.0
538,-0.0,-0.0,-0.0,-0.0
539,-0.0,-0.0,-0.0,-0.0
540,-0.0,-0.0,-0.0,-0.0
541,-0.0,-0.0,-0.0,-0.0
542,-0.0,-0.0,-0.0,-0.0
543,-0.0,-0.0,-0.0,-0.0
544,-0.0,-0.0,-0.0,-0.0
545,-0.0,-0.0,-0.0,-0.0
546,-0.0,-0.0,-0.0,-0.0
547,-0.0,-0.0,-0.0,-0.0
548,-0.0,-0.0,-0.0,-0.0
549,-0.0,-0.0,-0.0,-0.0
550,-0.0,-0.0,-0.0,-0.0
551,-0.0,-0.0,-0.0,-0.0
552,-0.0,-0.0,-0.0,-0.0
553,-0.0,-0.0,-0.0,-0.0
554,-0.0,-0.0,-0.0,-0.0
555,-0.0,-0.0,-0.0,-0.0
556,-0.0,-0.0,-0.0,-0.0
557,-0.0,-0.0,-0.0,-0.0
558,-0.0,-0.0,-0.0,-0.0
559,-0.0,-0.0,-0.0,-0.0
560,-0.0,-0.0,-0.0,-0.0
561,-0.0,-0.0,-0.0,-0.0
562,-0.0,-0.0,-0.0,-0.0
563,-0.0,-0.0,-0.0,-0.0
564,-0.0,-0.0,-0.0,-0.0
565,-0.0,-0.0,-0.0,-0.0
566,-0.0,-0.0,-0.0,-0.0
567,-0.0,-0.0,-0.0,-0.0
568,-0.0,-0.0,-0.0,-0.0
569,-0.0,-0.0,-0.0,-0.0
570,-0.0,-0.0,-0.0,-0.0
571,-0.0,-0.0,-0.0,-0.0
572,-0.0,-0.0,-0.0,-0.0
573,-0.0,-0.0,-0.0,-0.0
574,-0.0,-0.0,-0.0,-0.0
575,-0.0,-0.0,-0.0,-0.0
576,-0.0,-0.0,-0.0,-0.0
577,-0.0,-0.0,-0.0,-0.0
578,-0.0,-0.0,-0.0,-0.0
579,-0.0,-0.0,-0.0,-0.0
580,-0.0,-0.0,-0.0,-0.0
581,-0.0,-0.0,-0.0,-0.0
582,-0.0,-0.0,-0.0,-0.0
583,-0.0,-0.0,-0.0,-0.0
584,-0.0,-0.0,-0.0,-0.0
585,-0.0,-0.0,-0.0,-0.0
586,-0.0,-0.0,-0.0,-0.0
587,-48.679179777082204,-0.0,-0.0,-0.0
588,-4.876584506273625,-0.0,-0.0,-0.0
589,-16.615098602130864,-0.0,-0.0,-0.0
590,-14.536283552774082,-0.0,-0.0,-0.0
591,-0.0,-0.0,-0.0,-0.0
592,-0.0,-0.0,-0.0,-0.0
593,-193978406.13677353,-0.0,-0.0,-0.0
594,-193978447.47263286,-0.0,-0.0,-0.0
595,-193978353.61754674,-0.0,-0.0,-0.0
596,-43.42454537000731,-0.0,-0.0,-0.0
597,-0.0,-0.0,-0.0,-0.0
598,-0.0,-0.0,-0.0,-0.0
599,-0.0,-0.0,-0.0,-0.0
600,-0.0,-0.0,-0.0,-0.0
601,-0.0,-0.0,-0.0,-0.0
602,-0.0,-0.0,-0.0,-0.0
603,-0.0,-0.0,-0.0,-0.0
604,-0.0,-0.0,-0.0,-0.0
