,Interconnector Deeside,Interconnector Sellindge,Interconnector Neilston,Interconnector Kemsley
0,0.0,0.48421876125,0.0,0.0
1,0.0,0.485468746875,0.0,0.16818182
2,0.0,0.469999989375,0.0,0.5368182
3,0.0,0.469999989375,0.0,0.61454546
4,0.0,0.4400000062499999,0.0,0.26909092
5,0.0,0.3021875062499999,0.0,0.29545453
6,0.0,0.1778124928124999,0.0,0.35590908
7,0.0,0.1587500053125,0.0,0.3918182
8,0.0,0.5125000125,0.0,0.0013636363
9,0.0,0.5159374828125,0.0,0.15545455
10,0.0,0.5462499984375,0.0,0.69
11,0.0,0.5771874937499999,0.0,0.7854546
12,0.0,0.6237499865625,0.0,0.89272726
13,0.0,0.6243750187499999,0.0,0.9086364
14,0.0,0.6243750187499999,0.0,0.91
15,0.0,0.6243750187499999,0.0,0.90909094
16,0.0,0.624218765625,0.0,0.81136364
17,0.0,0.6243750187499999,0.0,0.75272727
18,0.0,0.6243750187499999,0.0,0.9572727
19,0.0,0.6243750187499999,0.0,0.96181816
20,0.0,0.624218765625,0.0,0.9622727
21,0.0,0.6240625125,0.0,0.96181816
22,0.0,0.586562484375,0.0,0.9104546
23,0.0,0.203593753125,0.0,0.9095455
24,0.0,0.4632812625,0.0,0.86454546
25,0.0,0.5917187325,0.0,0.83863634
26,0.0,0.5931250171875,0.0,0.8372727
27,0.0,0.5931250171875,0.0,0.83772725
28,0.0,0.5931250171875,0.0,0.8636364
29,0.0,0.5928124781249999,0.0,0.86454546
30,0.0,0.623906259375,0.0,0.8181818
31,0.0,0.5998437375,0.0,0.87863636
32,0.0,0.007343749875,0.0,0.89954543
33,0.0,0.493437525,0.0,0.9604545
34,0.0,0.622187514375,0.0,0.8818182
35,0.0,0.5867187375,0.0,0.9604545
36,0.0,0.62156248875,0.0,0.9104546
37,0.0,0.6243750187499999,0.0,0.85545456
38,0.0,0.6243750187499999,0.0,0.9077273
39,0.0,0.6243750187499999,0.0,0.90090907
40,0.0,0.6243750187499999,0.0,0.1195454499999999
41,0.0,0.6243750187499999,0.0,0.30954546
42,0.0,0.6243750187499999,0.0,0.32090908
43,0.0,0.6243750187499999,0.0,0.38727272
44,0.0,0.6243750187499999,0.0,0.67227274
45,0.0,0.6243750187499999,0.0,0.53136367
46,0.0,0.624218765625,0.0,0.84636366
47,0.0,0.600937483125,0.0,0.87045455
48,0.0,0.6240625125,0.0,0.9086364
49,0.0,0.6243750187499999,0.0,0.9604545
50,0.0,0.6245312390625,0.0,0.9622727
51,0.0,0.6243750187499999,0.0,0.9622727
52,0.0,0.6243750187499999,0.0,0.9590909
53,0.0,0.6243750187499999,0.0,0.9104546
54,0.0,0.6243750187499999,0.0,0.9077273
55,0.0,0.333281248125,0.0,0.5031818
56,0.0,0.5496875146875,0.0,0.0
57,0.0,0.6240625125,0.0,0.0
58,0.0,0.624687525,0.0,0.0
59,0.0,0.6243750187499999,0.0,0.0
60,0.0,0.6250000050000001,0.0,0.0
61,0.0,0.624687525,0.0,0.0
62,0.0,0.6245312390625,0.0,0.0
63,0.0,0.624687525,0.0,0.19136363
64,0.0,0.624687525,0.0,0.8872727
65,0.0,0.6243750187499999,0.0,0.64681816
66,0.0,0.6243750187499999,0.0,0.6504545
67,0.0,0.6243750187499999,0.0,0.695
68,0.0,0.6245312390625,0.0,0.9559091
69,0.0,0.6243750187499999,0.0,0.9259091
70,0.0,0.6243750187499999,0.0,0.82045454
71,0.0,0.499843745625,0.0,0.9068182
72,0.0,0.6240625125,0.0,0.90909094
73,0.0,0.6245312390625,0.0,0.96
74,0.0,0.6243750187499999,0.0,0.96181816
75,0.0,0.6243750187499999,0.0,0.9613636
76,0.0,0.6245312390625,0.0,0.9613636
77,0.0,0.6243750187499999,0.0,0.9104546
78,0.0,0.6245312390625,0.0,0.75454545
79,0.0,0.6243750187499999,0.0,0.18545455
80,0.0,0.593437490625,0.0,0.0
81,0.0,0.624218765625,0.0,0.0
82,0.0,0.6243750187499999,0.0,0.21818182
83,0.0,0.6243750187499999,0.0,0.2768182
84,0.0,0.5167187353125,0.0,0.22636363
85,0.0,0.6240625125,0.0,0.38590908
86,0.0,0.609062475,0.0,0.097272724
87,0.0,0.609062475,0.0,0.13727273
88,0.0,0.60890626125,0.0,0.09318182
89,0.0,0.624218765625,0.0,0.18454546
90,0.0,0.6245312390625,0.0,0.67454547
91,0.0,0.6243750187499999,0.0,0.82363635
92,0.0,0.6243750187499999,0.0,0.95954543
93,0.0,0.569062501875,0.0,0.96181816
94,0.0,0.371562515625,0.0,0.91
95,0.0,0.3426562125,0.0,0.90909094
96,0.0,0.41406248625,0.0,0.8545455
97,0.0,0.595781221875,0.0,0.93227273
98,0.0,0.6237499865625,0.0,0.7481818
99,0.0,0.6243750187499999,0.0,0.9572727
100,0.0,0.6243750187499999,0.0,0.9622727
101,0.0,0.6245312390625,0.0,0.9109091
102,0.0,0.6245312390625,0.0,0.8545455
103,0.0,0.6196874906250001,0.0,0.9077273
104,0.0,0.211874998125,0.0,0.90909094
105,0.0,0.2465624896875,0.0775,0.9604545
106,0.0,0.579999984375,0.0,0.9613636
107,0.0,0.624218765625,0.0,0.9622727
108,0.0,0.6245312390625,0.0,0.9622727
109,0.0,0.6245312390625,0.0,0.9104546
110,0.0,0.6243750187499999,0.0,0.90909094
111,0.0,0.6240625125,0.0,0.84818184
112,0.0,0.623906259375,0.0,0.90818185
113,0.0,0.623906259375,0.0,0.9095455
114,0.0,0.6240625125,0.0,0.9581818
115,0.0,0.6240625125,0.0,0.9613636
116,0.0,0.623906259375,0.0,0.96181816
117,0.0,0.6237499865625,0.0,0.9622727
118,0.0,0.593749996875,0.0,0.9104546
119,0.0,0.3035937449999999,0.0,0.87454545
120,0.0,0.62078123625,0.0,0.9086364
121,0.0,0.623593753125,0.0,0.91
122,0.0,0.6234375,0.0,0.90909094
123,0.0,0.6237499865625,0.0,0.91
124,0.0,0.6237499865625,0.0,0.90909094
125,0.0,0.623593753125,0.0,0.9095455
126,0.0,0.623593753125,0.0,0.90909094
127,0.0,0.6237499865625,0.0,0.90636367
128,0.0,0.5190625125,0.0,0.34454545
129,0.0,0.623281246875,0.0,0.8313636
130,0.0,0.6237499865625,0.0,0.95954543
131,0.0,0.623906259375,0.0,0.96272725
132,0.0,0.6240625125,0.0,0.9622727
133,0.0,0.623906259375,0.0,0.91
134,0.0,0.6237499865625,0.0,0.90909094
135,0.0,0.6237499865625,0.0,0.9086364
136,0.0,0.624218765625,0.0,0.9086364
137,0.0,0.6243750187499999,0.0,0.9086364
138,0.0,0.6243750187499999,0.0,0.96090907
139,0.0,0.6243750187499999,0.0,0.96181816
140,0.0,0.624218765625,0.0,0.9622727
141,0.0,0.6245312390625,0.0,0.9622727
142,0.0,0.6243750187499999,0.0,0.91
143,0.0,0.6243750187499999,0.0,0.91
144,0.0,0.6243750187499999,0.0,0.91
145,0.0,0.6243750187499999,0.026666667,0.9095455
146,0.020833334,0.6243750187499999,0.155,0.90909094
147,0.165,0.6245312390625,0.155,0.90909094
148,0.42916667,0.6243750187499999,0.1325,0.9422727
149,0.7525,0.363749990625,0.1275,0.56545454
150,0.84,0.0,0.15333334,0.35090908
151,0.7891667,0.0,0.14,0.29363635
152,0.43916667,0.1492187484375,0.024166666,0.205
153,0.535,0.315624999375,0.155,0.15863636
154,0.30583334,0.31718749125,0.155,0.0
155,0.02,0.3865624875,0.093333334,0.0
156,0.0,0.1534375040624999,0.0,0.28636363
157,0.0,0.0445312520624999,0.0,0.53090906
158,0.0,0.0,0.119166665,0.7204546
159,0.019166667,0.0,0.0,0.81772727
160,0.0,0.0,0.0,0.615
161,0.0,0.5670312703125,0.0,0.29545453
162,0.0,0.624687525,0.0,0.9468182
163,0.0,0.51312499875,0.0,0.9613636
164,0.0,0.6087499949999999,0.0,0.9622727
165,0.0,0.6104687334375,0.0,0.96181816
166,0.0,0.49390621875,0.0,0.9104546
167,0.0,0.188593755,0.0,0.8477273
168,0.0,0.4667187393749999,0.0,0.69272727
169,0.0,0.43874998125,0.0,0.64681816
170,0.0,0.4385937609375,0.0,0.6463636
171,0.0,0.4385937609375,0.0,0.6459091
172,0.0,0.43874998125,0.0,0.6454545
173,0.0,0.43874998125,0.0,0.645
174,0.0,0.4375000218749999,0.0,0.63863635
175,0.053333335,0.5928124781249999,0.1225,0.90272725
176,0.0,0.5315625,0.0,0.90909094
177,0.0,0.555937528125,0.0,0.95863634
178,0.0,0.624687525,0.0,0.35545453
179,0.0,0.5632812609375,0.0,0.4640909
180,0.0,0.3837499968749999,0.0,0.775
181,0.0,0.434999971875,0.0,0.74636364
182,0.0,0.3837499968749999,0.0,0.8331818
183,0.0,0.4982812406249999,0.0,0.8354545
184,0.0,0.2699999990625,0.0,0.7090909
185,0.0,0.6192187640625,0.0,0.61954546
186,0.0,0.6243750187499999,0.0,0.9540909
187,0.0,0.6243750187499999,0.0,0.96181816
188,0.0,0.624218765625,0.0,0.96090907
189,0.0,0.624218765625,0.0,0.96181816
190,0.0,0.624218765625,0.0,0.91
191,0.0,0.5593749853125,0.0,0.9095455
192,0.0,0.5928124781249999,0.0,0.86454546
193,0.0,0.59296873125,0.0,0.8640909
194,0.0,0.59296873125,0.0,0.8640909
195,0.0,0.5928124781249999,0.0,0.8636364
196,0.0,0.5928124781249999,0.0,0.8636364
197,0.0,0.59296873125,0.0,0.86454546
198,0.0,0.5932812375,0.0,0.8640909
199,0.0,0.579062505,0.0,0.90818185
200,0.0,0.37703124375,0.0,0.8218182
201,0.0,0.415312498125,0.0,0.8913636
202,0.0,0.6240625125,0.0,0.48954546
203,0.0,0.341406253125,0.0,0.7795454
204,0.0,0.3221874928125,0.0,0.95772725
205,0.0,0.322500005625,0.0,0.9104546
206,0.0,0.5424999890625,0.0,0.90909094
207,0.0,0.5848437459375,0.0,0.9095455
208,0.0,0.5773437665625,0.0,0.8640909
209,0.0,0.6237499865625,0.0,0.9077273
210,0.0,0.6243750187499999,0.0,0.96090907
211,0.0,0.6243750187499999,0.0,0.9613636
212,0.0,0.6243750187499999,0.0,0.9613636
213,0.0,0.624218765625,0.0,0.96181816
214,0.0,0.62109376875,0.0,0.91
215,0.0,0.3096874921874999,0.0,0.9095455
216,0.0,0.393593746875,0.0,0.9095455
217,0.0,0.5600000109375,0.0,0.9604545
218,0.0,0.561875015625,0.0,0.96181816
219,0.0,0.5617187625,0.0,0.96181816
220,0.0,0.561875015625,0.0,0.9613636
221,0.0,0.5590624921875,0.0,0.9095455
222,0.0,0.0,0.0,0.83181816
223,0.044166666,0.0,0.0,0.0013636363
224,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.34136364
233,0.0,0.142031255625,0.0,0.0
234,0.0,0.122812501875,0.0,0.0
235,0.0,0.2439062521875,0.0,0.0
236,0.0,0.2535937425,0.0,0.8518182
237,0.0,0.259999989375,0.0,0.48454547
238,0.0,0.0,0.0,0.8981818
239,0.0,0.0,0.0,0.9095455
240,0.0,0.1832812603125,0.0,0.90909094
241,0.0,0.565781251875,0.0,0.9613636
242,0.0,0.593437490625,0.0,0.9359091
243,0.0,0.593749996875,0.0,0.93363637
244,0.0,0.595468741875,0.0,0.93454546
245,0.0,0.37468748625,0.0,0.91
246,0.0,0.0,0.0,0.9095455
247,0.0,0.0,0.0,0.9086364
248,0.0,0.0,0.0,0.8213636
249,0.0,0.0,0.0,0.57954544
250,0.0,0.0,0.0,0.5172727
251,0.0,0.1323437521875,0.0,0.76772726
252,0.0,0.238281238125,0.0,0.90363634
253,0.0,0.256406259375,0.0,0.90909094
254,0.0,0.290312505,0.0,0.90909094
255,0.0,0.0,0.0,0.90909094
256,0.0,0.0,0.0,0.90909094
257,0.0,0.461562478125,0.0,0.90909094
258,0.0,0.51812499375,0.0,0.96090907
259,0.0,0.0054687504374999,0.0,0.96181816
260,0.0,0.05781250125,0.0,0.96272725
261,0.1575,0.0,0.19666667,0.9622727
262,0.35416666,0.0,0.39833334,0.9104546
263,0.025833333,0.0,0.355,0.9086364
264,0.0425,0.48750001125,0.094166666,0.805
265,0.40916666,0.486718771875,0.11833333,0.735
266,0.7841667,0.442812496875,0.14333333,0.675
267,0.84,0.439218740625,0.155,0.64681816
268,0.84,0.4389062540625,0.15833333,0.5709091
269,0.84,0.4090624978125,0.175,0.0013636363
270,0.84,0.3523437421875,0.175,0.12409091
271,0.7975,0.1867187503125,0.16916667,0.5254545
272,0.5758333,0.004999999921875,0.17666666,0.31454545
273,0.64166665,0.05953124625,0.17666666,0.0013636363
274,0.49916667,0.5709375,0.17666666,0.22681819
275,0.19,0.603281240625,0.17666666,0.6413636
276,0.0275,0.5978125125,0.17666666,0.9554545
277,0.1975,0.6076562625,0.17666666,0.9104546
278,0.2075,0.6234375,0.17666666,0.9095455
279,0.0025,0.623593753125,0.17666666,0.9086364
280,0.043333333,0.6237499865625,0.17666666,0.7918182
281,0.0,0.6237499865625,0.1275,0.90636367
282,0.0,0.624218765625,0.0,0.96090907
283,0.0,0.6240625125,0.0,0.9613636
284,0.055833332,0.6240625125,0.1475,0.9622727
285,0.39833334,0.622343728125,0.115833335,0.96181816
286,0.63416666,0.270625005,0.17083333,0.9104546
287,0.78833336,0.017187499875,0.175,0.8222727
288,0.83666664,0.4337500124999999,0.155,0.65
289,0.84,0.29156250375,0.155,0.5690909
290,0.84,0.2965625053125,0.155,0.36
291,0.84,0.418750014375,0.155,0.09409091
292,0.84,0.4203124865625,0.155,0.0
293,0.84,0.420468759375,0.155,0.0
294,0.84,0.421250025,0.155,0.0
295,0.84,0.41968749375,0.155,0.0
296,0.84,0.43515625125,0.155,0.0
297,0.84,0.333906234375,0.155,0.66545457
298,0.84,0.5593749853125,0.155,0.81954545
299,0.84,0.592499971875,0.155,0.8209091
300,0.84,0.592499971875,0.13833334,0.8213636
301,0.84,0.623593753125,0.155,0.90727276
302,0.715,0.6240625125,0.155,0.90909094
303,0.84,0.6240625125,0.155,0.90909094
304,0.84,0.623906259375,0.155,0.9095455
305,0.805,0.623906259375,0.155,0.90909094
306,0.495,0.6240625125,0.155,0.96090907
307,0.27416667,0.6240625125,0.155,0.96181816
308,0.185,0.623906259375,0.155,0.9622727
309,0.22,0.6240625125,0.155,0.96181816
310,0.2175,0.6237499865625,0.155,0.91
311,0.20083334,0.5329687453124999,0.155,0.84409094
312,0.02,0.5537500171874999,0.0,0.7959091
313,0.0,0.5315625,0.02,0.7722727
314,0.0,0.5157812625,0.021666666,0.74954545
315,0.0,0.51546875625,0.021666666,0.7490909
316,0.0,0.5156249896875,0.021666666,0.74863636
317,0.0,0.5156249896875,0.0,0.74863636
318,0.0,0.516562528125,0.0,0.7490909
319,0.0,0.3776562365625,0.0,0.9054545
320,0.0,0.162656248125,0.0,0.5059091
321,0.0,0.2190624975,0.0,0.7927273
322,0.0,0.3764062575,0.0,0.9459091
323,0.0,0.624218765625,0.0,0.9481818
324,0.0,0.624218765625,0.0,0.9613636
325,0.0,0.461562478125,0.0,0.9104546
326,0.0,0.474218758125,0.0,0.9086364
327,0.0,0.5184375,0.0,0.81636363
328,0.0,0.5598437446875,0.0,0.35772726
329,0.0,0.62312499375,0.0,0.74227273
330,0.0,0.623593753125,0.0,0.9572727
331,0.0,0.6234375,0.0,0.9613636
332,0.0,0.592499971875,0.0,0.9613636
333,0.0,0.59484376875,0.0,0.9613636
334,0.0,0.2520312571874999,0.0,0.91
335,0.0,0.0,0.0,0.9086364
336,0.0,0.5379687665625,0.0,0.7509091
337,0.0,0.49968751875,0.0,0.6736364
338,0.0,0.49906250625,0.0,0.5581818
339,0.0,0.49906250625,0.0,0.55545455
340,0.0,0.49906250625,0.0,0.64363635
341,0.0,0.501874996875,0.0,0.6440909
342,0.055,0.172187505,0.0016666667,0.72818184
343,0.375,0.0514062478125,0.20666666,0.81772727
344,0.06666667,0.0764062490624999,0.035833333,0.9068182
345,0.0,0.0,0.0,0.9186364
346,0.0,0.013125,0.0,0.905
347,0.0,0.0065625,0.0,0.9604545
348,0.0,0.0,0.0,0.87363636
349,0.0,0.0468750023437499,0.0,0.8459091
350,0.0,0.1601562440625,0.0,0.8422727
351,0.0,0.1815625021875,0.0,0.8454546
352,0.0,0.2687500003125,0.0,0.88
353,0.0,0.6182812387500001,0.0,0.90818185
354,0.0,0.6229687406250001,0.0,0.96090907
355,0.0,0.6017187421875001,0.0,0.96181816
356,0.20583333,0.539218745625,0.16,0.9622727
357,0.62,0.5940625031250001,0.22666667,0.96090907
358,0.7241667,0.2434374928125,0.2241666599999999,0.9104546
359,0.6191667,0.1034374949999999,0.22833334,0.86545455
360,0.5375,0.149531248125,0.21,0.8213636
361,0.42,0.483437521875,0.21,0.64863634
362,0.2025,0.475624996875,0.21,0.6454545
363,0.1,0.49875,0.21,0.6454545
364,0.0033333334,0.499218759375,0.21,0.6454545
365,0.0,0.45249999375,0.21,0.6454545
366,0.1375,0.0057812501249999,0.21,0.8172727
367,0.44416666,0.0,0.21,0.9068182
368,0.15833333,0.0,0.14666666,0.90909094
369,0.006666667,0.0,0.0,0.9604545
370,0.0,0.0,0.0,0.9622727
371,0.0,0.0,0.0,0.96181816
372,0.0,0.0,0.0,0.9622727
373,0.0,0.0,0.0,0.91
374,0.0,0.0,0.0,0.90909094
375,0.0,0.0,0.0,0.9095455
376,0.0,0.302812505625,0.0,0.8759091
377,0.02,0.621249995625,0.0,0.9086364
378,0.0,0.6237499865625,0.0,0.9604545
379,0.0,0.6240625125,0.0,0.96181816
380,0.20416667,0.623906259375,0.13416667,0.96181816
381,0.42916667,0.6240625125,0.19666667,0.96181816
382,0.48083332,0.623906259375,0.2075,0.91
383,0.59583336,0.623906259375,0.104166664,0.90909094
384,0.425,0.5323437656250001,0.034166668,0.7781818
385,0.585,0.50046871875,0.18083334,0.7327273
386,0.56083333,0.500000025,0.18333334,0.73136365
387,0.5575,0.500000025,0.18333334,0.7318182
388,0.32083333,0.500312505,0.18333334,0.73
389,0.06666667,0.502187503125,0.16166666,0.73136365
390,0.0,0.2520312571874999,0.0,0.74454546
391,0.0,0.0410937482812499,0.0,0.47454545
392,0.0,0.2053125046874999,0.0,0.0
393,0.0,0.4257812671875,0.0,0.0
394,0.0,0.1551562490625,0.0,0.18409091
395,0.0,0.1081249968749999,0.0,0.35227272
396,0.0,0.0,0.0,0.9468182
397,0.0,0.2115625049999999,0.0,0.9104546
398,0.0,0.377812509375,0.0,0.9095455
399,0.0,0.4943749978125,0.0,0.9086364
400,0.0,0.3821874984375,0.0,0.6659091
401,0.0,0.6154687546875001,0.0,0.83681816
402,0.0,0.6240625125,0.0,0.95954543
403,0.0,0.6240625125,0.0,0.9613636
404,0.0,0.6237499865625,0.0,0.9613636
405,0.0,0.6237499865625,0.0,0.96181816
406,0.20583333,0.497968734375,0.15416667,0.9104546
407,0.1475,0.5765625140625,0.185,0.9095455
408,0.385,0.6021875015625,0.29,0.90909094
409,0.785,0.6234375,0.30833334,0.9613636
410,0.84,0.6240625125,0.30833334,0.9622727
411,0.84,0.6240625125,0.30833334,0.96181816
412,0.84,0.6240625125,0.30833334,0.9613636
413,0.84,0.6107812593749999,0.30833334,0.9104546
414,0.84,0.1235937478124999,0.31,0.90090907
415,0.84,0.19734374625,0.31,0.15818182
416,0.7183333,0.612500004375,0.27916667,0.097272724
417,0.35333332,0.6187500046875001,0.0725,0.23136364
418,0.03,0.6245312390625,0.0,0.48863637
419,0.0,0.6245312390625,0.0,0.35181817
420,0.0,0.499843745625,0.0,0.51545453
421,0.0,0.2476562615624999,0.0,0.7895455
422,0.0,0.38687499375,0.0,0.0013636363
423,0.0,0.2449999978125,0.0,0.0
424,0.0,0.4981249875,0.0,0.09045455
425,0.0,0.59156251875,0.0,0.57863635
426,0.0,0.624687525,0.0,0.94545454
427,0.0,0.4076562656249999,0.0,0.9540909
428,0.0,0.6245312390625,0.0,0.96181816
429,0.0,0.617031253125,0.0,0.9622727
430,0.0,0.4426562634375,0.0,0.91
431,0.0,0.118125,0.0,0.9095455
432,0.0,0.3473437406249999,0.0,0.90909094
433,0.0,0.525781265625,0.0,0.96
434,0.0,0.624218765625,0.0,0.9613636
435,0.0,0.5851562390625,0.0,0.9613636
436,0.0,0.6245312390625,0.0,0.9104546
437,0.0,0.6026562609375,0.0,0.90909094
438,0.0,0.5787500250000001,0.0,0.90909094
439,0.0,0.2648437509375,0.0,0.90909094
440,0.0,0.348906271875,0.0,0.90909094
441,0.0,0.5096874825,0.0,0.96090907
442,0.0,0.413593753125,0.0,0.9622727
443,0.0,0.624687525,0.0,0.96181816
444,0.0,0.625156284375,0.0,0.96181816
445,0.0,0.625312498125,0.0,0.9104546
446,0.0,0.5640625134375,0.0,0.9095455
447,0.0,0.5628125015625001,0.0,0.90909094
448,0.0,0.562187521875,0.0,0.9095455
449,0.0,0.6245312390625,0.0,0.90909094
450,0.0,0.625156284375,0.0,0.9604545
451,0.0,0.6243750187499999,0.0,0.96272725
452,0.0,0.6243750187499999,0.0,0.96272725
453,0.0,0.6243750187499999,0.0,0.9622727
454,0.0,0.6243750187499999,0.0,0.9104546
455,0.0,0.6243750187499999,0.0,0.90909094
456,0.0,0.6243750187499999,0.0,0.90909094
457,0.0,0.6243750187499999,0.0,0.9604545
458,0.0,0.6245312390625,0.0,0.9613636
459,0.0,0.6243750187499999,0.0,0.9613636
460,0.026666667,0.6245312390625,0.22666667,0.9613636
461,0.0,0.6243750187499999,0.36,0.91
462,0.1275,0.6243750187499999,0.36,0.90909094
463,0.48833334,0.6228124875,0.36,0.90909094
464,0.7191667,0.268906246875,0.36,0.90909094
465,0.83916664,0.215937500625,0.35833332,0.96090907
466,0.84,0.5464062843749999,0.35833332,0.9613636
467,0.80916667,0.622343728125,0.35916665,0.96181816
468,0.52666664,0.6243750187499999,0.34583333,0.96090907
469,0.68083334,0.6243750187499999,0.016666668,0.91
470,0.395,0.6243750187499999,0.10666667,0.9095455
471,0.046666667,0.6243750187499999,0.2175,0.9095455
472,0.0,0.6243750187499999,0.0,0.90909094
473,0.0,0.6243750187499999,0.0,0.9086364
474,0.0,0.6245312390625,0.0,0.96090907
475,0.0,0.6243750187499999,0.0,0.96181816
476,0.0,0.6243750187499999,0.0,0.9622727
477,0.0,0.6245312390625,0.0,0.9622727
478,0.0,0.617343759375,0.0,0.9104546
479,0.0,0.1784375053125,0.0,0.90909094
480,0.0,0.60999999375,0.0,0.81954545
481,0.0,0.6245312390625,0.0,0.9581818
482,0.0,0.6245312390625,0.0,0.96181816
483,0.0,0.624687525,0.0,0.96181816
484,0.0,0.6245312390625,0.0,0.96181816
485,0.0,0.5834374875,0.0,0.8559091
486,0.0,0.0,0.0,0.0
487,0.18833333,0.0,0.0,0.0
488,0.04083333,0.1700000071874999,0.0,0.69863635
489,0.014166667,0.4850000203125,0.12083333,0.8213636
490,0.24166666,0.56015623125,0.0,0.53
491,0.49333334,0.0,0.0,0.6513636
492,0.5283333,0.0,0.0,0.52681816
493,0.39166668,0.0,0.14166667,0.0
494,0.7583333,0.0,0.16666667,0.0
495,0.80916667,0.0,0.16666667,0.0
496,0.6425,0.0,0.16666667,0.0
497,0.22833334,0.0,0.1225,0.0
498,0.004166667,0.0,0.0,0.6963636
499,0.0,0.0,0.0,0.95
500,0.0,0.0678124978125,0.0,0.6127273
501,0.0,0.406875,0.0,0.9522727
502,0.023333333,0.01062500053125,0.0,0.9104546
503,0.0,0.01140625040625,0.0,0.9095455
504,0.0,0.0,0.0,0.9095455
505,0.0,0.0,0.0,0.9109091
506,0.0,0.0790625023124999,0.0,0.9104546
507,0.0,0.1043750006249999,0.0,0.9109091
508,0.0,0.0973437478125,0.0,0.8590909
509,0.050833333,0.0,0.0,0.8640909
510,0.445,0.0,0.20083334,0.77590907
511,0.7708333,0.0,0.265,0.0
512,0.50333333,0.0,0.265,0.10409091
513,0.7108333,0.0,0.265,0.2677273
514,0.6575,0.0,0.23666666,0.3809091
515,0.5025,0.0,0.26666668,0.8495455
516,0.5908333,0.0,0.009166666,0.64454544
517,0.6425,0.0,0.0,0.34454545
518,0.83,0.0,0.0,0.37636364
519,0.84,0.0,0.0,0.14772727
520,0.72083336,0.05781250125,0.0,0.0009090909
521,0.26083332,0.5946874828125001,0.0,0.0
522,0.0,0.525781265625,0.0,0.69136363
523,0.0,0.44812501125,0.0,0.9581818
524,0.0,0.609218754375,0.0,0.9622727
525,0.0,0.375156245625,0.0,0.9622727
526,0.0,0.3565625109375,0.10583334,0.91
527,0.0,0.4203124865625,0.0,0.9095455
528,0.0,0.183437506875,0.041666668,0.90909094
529,0.0,0.5537500171874999,0.0,0.9613636
530,0.0,0.6250000050000001,0.0,0.9613636
531,0.0,0.6250000050000001,0.0,0.9613636
532,0.0,0.625156284375,0.0,0.9613636
533,0.0,0.5470312509375,0.0,0.59363633
534,0.2225,0.0,0.064166665,0.65181816
535,0.60583335,0.0,0.2241666599999999,0.0
536,0.2725,0.0,0.0,0.0
537,0.0033333334,0.0,0.0,0.0
538,0.0,0.0,0.0,0.0
539,0.0,0.0,0.0,0.0
540,0.0,0.0,0.0,0.0
541,0.0,0.0003124999959375,0.0,0.0
542,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,0.0
544,0.0,0.160624996875,0.0,0.4690909
545,0.0,0.6006250031250001,0.0,0.23454545
546,0.0,0.624218765625,0.0,0.67954546
547,0.0,0.6243750187499999,0.0,0.74227273
548,0.0,0.6240625125,0.0,0.9572727
549,0.0,0.624218765625,0.0,0.96272725
550,0.0,0.372968728125,0.0,0.9104546
551,0.0,0.1299999946875,0.0,0.90909094
552,0.0,0.001249999996875,0.0,0.6918182
553,0.0,0.0,0.0,0.9559091
554,0.0,0.17031249375,0.02,0.9590909
555,0.0,0.574062496875,0.0,0.41772726
556,0.0,0.471093721875,0.0,0.09409091
557,0.0,0.0,0.18916667,0.0009090909
558,0.23583333,0.0,0.30416667,0.0
559,0.63416666,0.0,0.30666667,0.0
560,0.34083334,0.0706250015625,0.008333334,0.0
561,0.0275,0.1948437553124999,0.0,0.107727274
562,0.0,0.436249996875,0.0,0.0
563,0.0,0.2398437562499999,0.0,0.0
564,0.11,0.2114062584375,0.145,0.29227272
565,0.026666667,0.23953125,0.35,0.11272727
566,0.25833333,0.0142187495625,0.3675,0.10636364
567,0.6508333,0.0,0.3675,0.11545455
568,0.82166666,0.1201562446875,0.3675,0.8818182
569,0.7241667,0.5821874887499999,0.36833334,0.5577273
570,0.38416666,0.6234375,0.33333334,0.18454546
571,0.0225,0.6198437437500001,0.14916667,0.14090909
572,0.013333334,0.5899999874999999,0.35083333,0.0013636363
573,0.115,0.41671875,0.2675,0.09
574,0.1108333299999999,0.0,0.2425,0.21545455
575,0.0,0.0,0.0,0.88772726
576,0.23666666,0.544843753125,0.16333333,0.90909094
577,0.5908333,0.6243750187499999,0.19666667,0.95772725
578,0.45583335,0.6243750187499999,0.19166666,0.34227273
579,0.55,0.489375009375,0.195,0.0013636363
580,0.71416664,0.00421874998125,0.18416667,0.0
581,0.7991667,0.0,0.19666667,0.0
582,0.84,0.0,0.19666667,0.0
583,0.7866667,0.0,0.19083333,0.0
584,0.41,0.0,0.0,0.0
585,0.048333332,0.0,0.0,0.0
586,0.0,0.0,0.0,0.0
587,0.0,0.0,0.0,0.0
588,0.02,0.0,0.0,0.0
589,0.0,0.0,0.0,0.0
590,0.0,0.0,0.02,0.0
591,0.0,0.0,0.0,0.0
592,0.0,0.0,0.0,0.0
593,0.0,0.2156250075,0.0,0.0
594,0.0,0.382343784375,0.0,0.8509091
