,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula,Netherlands,Belgium,France1,France2,Ireland,N. Ireland
1923,156.42128,220.55374,77.768234,579.6768,684.67255,199.06458,176.52484,50.84555,239.83731,1452.3816,736.8928,1578.434,1602.4489,1278.5759,1164.5739,417.82544,1009.53467,2054.851,563.399,705.9776,429.6926,1444.8043,2117.4468,663.08984,4554.646,794.42834,407.13504,1098.7876,1334.2097,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1924,152.37772,214.85233,75.7579,564.6919,666.97345,193.91867,171.9616,49.53117,233.63742,1414.8369,717.8438,1537.6307,1561.0249,1245.5242,1134.4691,407.02448,983.43774,2001.7322,548.83484,687.7278,418.58487,1407.4554,2062.71,645.94867,4436.9062,773.892,396.61044,1070.3834,1299.7198,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1925,152.03162,214.36432,75.585815,563.40924,665.4585,193.47821,171.571,49.418667,233.10674,1411.6233,716.2133,1534.1382,1557.4792,1242.6952,1131.8922,406.09998,981.204,1997.1854,547.58826,686.1657,417.6341,1404.2587,2058.0247,644.4815,4426.8286,772.1342,395.7096,1067.9521,1296.7677,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1926,160.98259,226.98518,80.035995,596.58044,704.6379,204.86938,181.67238,52.328228,246.83109,1494.7336,758.3809,1624.4618,1649.177,1315.8599,1198.5333,430.00943,1038.9731,2114.7712,579.82794,726.5642,442.22263,1486.9354,2179.1926,682.42584,4687.4614,817.59424,419.0073,1130.8287,1373.116,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1927,181.161,255.43669,90.06812,671.35895,792.9609,230.54878,204.44414,58.88732,277.77017,1682.0914,853.44037,1828.0803,1855.8934,1480.7965,1348.7638,483.90906,1169.2035,2379.848,652.5066,817.6356,497.65314,1673.3157,2452.344,767.96466,5275.012,920.07574,471.52786,1272.5726,1545.2294,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1928,209.0213,294.7197,103.91949,774.6056,914.90845,266.00433,235.88512,67.94347,320.4878,1940.7762,984.6889,2109.2166,2141.307,1708.5247,1556.1869,558.32825,1349.0125,2745.8389,752.854,943.3778,574.18604,1930.6509,2829.4841,886.0681,6086.244,1061.572,544.04297,1468.2786,1782.8666,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1929,221.14917,311.81995,109.94911,819.54987,967.9934,281.43848,249.57169,71.88569,339.08316,2053.3843,1041.8226,2231.5977,2265.55,1807.657,1646.4801,590.72363,1427.285,2905.1584,796.5362,998.1146,607.5015,2042.6714,2993.6567,937.4797,6439.381,1123.1666,575.60956,1553.4712,1886.3123,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1930,225.49382,317.9459,112.109146,835.6506,987.0104,286.96756,254.4747,73.297935,345.74472,2093.7244,1062.29,2275.4392,2310.0586,1843.1698,1678.8265,602.32886,1455.3252,2962.2324,812.18475,1017.7233,619.43634,2082.8013,3052.4695,955.8972,6565.887,1145.2322,586.91785,1583.9904,1923.3704,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1931,226.71504,319.66782,112.71631,840.1763,992.35583,288.5217,255.85289,73.6949,347.6172,2105.0637,1068.0432,2287.7625,2322.5693,1853.152,1687.9187,605.59094,1463.2069,2978.2751,816.5834,1023.2351,622.7911,2094.0813,3069.001,961.07416,6601.447,1151.4344,590.09644,1592.569,1933.7869,-0.0,-0.0,-0.0,1.0,-0.0,50.0
1932,229.4811,323.56796,114.091515,850.4269,1004.46313,292.04184,258.97443,74.594025,351.85834,2130.7466,1081.074,2315.6746,2350.906,1875.7615,1708.5123,612.9795,1481.0588,3014.6118,826.5462,1035.7191,630.38947,2119.6304,3106.4446,972.7998,6681.9883,1165.4827,597.29596,1611.9991,1957.3802,-0.0,-0.0,-0.0,1.0,6.0,184.5
1933,227.21591,320.37405,112.965324,842.0325,994.54816,289.15912,256.41812,73.85771,348.3852,2109.7144,1070.4028,2292.8167,2327.7004,1857.2461,1691.6477,606.9289,1466.4396,2984.855,818.38745,1025.4957,624.167,2098.7078,3075.7812,963.1974,6616.0312,1153.9783,591.40015,1596.0873,1938.0591,-0.0,-0.0,-0.0,1.0,-0.0,210.0
1934,221.63597,312.50635,110.19114,821.3539,970.1242,282.05798,250.12105,72.04392,339.8296,2057.904,1044.116,2236.51,2270.537,1811.6361,1650.1045,592.024,1430.4269,2911.5532,798.2896,1000.3117,608.83875,2047.1678,3000.2466,939.5433,6453.5557,1125.639,576.8766,1556.8907,1890.4645,-0.0,-0.0,-0.0,1.0,-0.0,149.0
1935,218.94589,308.71335,108.85371,811.3848,958.3494,278.63455,247.08524,71.1695,335.70493,2032.9266,1031.4431,2209.3645,2242.9788,1789.6476,1630.0765,584.8384,1413.0652,2876.2146,788.60046,988.17053,601.44904,2022.3206,2963.8315,928.1397,6375.226,1111.9767,569.8748,1537.9943,1867.5193,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1936,215.47073,303.8134,107.12596,798.50635,943.1383,274.212,243.16345,70.03989,330.37656,2000.6595,1015.07184,2174.297,2207.3777,1761.242,1604.2036,575.5557,1390.6368,2830.5627,776.0836,972.4861,591.9028,1990.2219,2916.7888,913.4081,6274.0376,1094.3271,560.82965,1513.5829,1837.8776,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1937,221.08444,311.7287,109.91694,819.31006,967.7101,281.3561,249.49864,71.864655,338.98395,2052.7832,1041.5178,2230.9446,2264.887,1807.1279,1645.9983,590.5508,1426.8673,2904.308,796.3031,997.8225,607.3237,2042.0736,2992.7808,937.2053,6437.4966,1122.838,575.4411,1553.0166,1885.7603,-0.0,-0.0,-0.0,1.0,-0.0,-0.0
1938,227.70554,321.06442,113.20875,843.8469,996.6913,289.78223,256.97067,74.01687,349.1359,2114.2605,1072.7094,2297.7573,2332.7163,1861.2482,1695.293,608.2367,1469.5995,2991.2869,820.15094,1027.7054,625.51196,2103.23,3082.4092,965.27295,6630.2876,1156.465,592.6745,1599.5266,1942.2354,-0.0,-0.0,-0.0,1.0,12.5,10.5
1939,230.6573,325.2264,114.676285,854.78577,1009.6115,293.5387,260.30182,74.97636,353.66177,2141.6677,1086.615,2327.5435,2362.9556,1885.3757,1717.2693,616.12134,1488.65,3030.0632,830.78265,1041.0277,633.62054,2130.4944,3122.3667,977.7859,6716.237,1171.4563,600.3574,1620.2615,1967.4127,-0.0,-0.0,-0.0,1.0,-0.0,103.0
1940,226.14944,318.87033,112.43511,838.08026,989.8801,287.8019,255.2146,73.511055,346.75,2099.812,1065.3788,2282.0552,2316.7751,1848.5289,1683.7078,604.0802,1459.5566,2970.8452,814.54626,1020.68243,621.23737,2088.8572,3061.3447,958.6765,6584.978,1148.5619,588.6243,1588.596,1928.9626,-0.0,-0.0,-0.0,1.0,55.5,359.5
1941,213.83025,301.50027,106.31035,792.4269,935.9577,272.12427,241.31212,69.50663,327.86124,1985.4275,1007.34357,2157.743,2190.5718,1747.8326,1591.99,571.1737,1380.0491,2809.0122,770.17487,965.08203,587.39624,1975.0692,2894.5818,906.4538,6226.2695,1085.9955,556.55975,1502.0591,1823.8849,-0.0,-0.0,-0.0,1.0,175.0,447.0
1942,196.89062,277.61545,97.88846,729.65094,861.8112,250.56662,222.19539,64.00033,301.8881,1828.1421,927.5419,1986.8068,2017.0349,1609.3695,1465.8727,525.92535,1270.7218,2586.4824,709.1617,888.6283,540.8628,1818.6045,2665.2732,834.64465,5733.0254,999.963,512.4691,1383.0662,1679.3969,-0.0,-0.0,-0.0,1.0,258.0,378.5
1943,177.99818,250.97713,88.49566,659.63794,779.11694,226.52374,200.87485,57.859234,272.92072,1652.7245,838.5405,1796.1647,1823.4922,1454.944,1325.2163,475.4607,1148.7909,2338.299,641.11475,803.36084,488.9648,1644.102,2409.5295,754.5571,5182.9185,904.0125,463.29565,1250.3553,1518.252,-0.0,-0.0,-0.0,1.0,40.0,361.0
1944,162.26854,228.79837,80.67533,601.34595,710.2666,206.5059,183.1236,52.746235,248.8028,1506.6738,764.43896,1637.4382,1662.3508,1326.3711,1208.1073,433.4444,1047.2726,2131.6643,584.45966,732.3681,445.75516,1498.8132,2196.6003,687.87714,4724.906,824.12524,422.35437,1139.8618,1384.0845,-0.0,-0.0,-0.0,1.0,3.0,294.0
1945,157.87888,222.60895,78.49291,585.0784,691.0526,200.91954,178.16977,51.31935,242.07222,1465.9154,743.75946,1593.1425,1617.3811,1290.4902,1175.4258,421.7189,1018.9419,2073.9988,568.6489,712.5562,433.69666,1458.2676,2137.178,669.2688,4597.088,801.8311,410.9289,1109.0265,1346.6425,-0.0,-0.0,-0.0,1.0,-0.0,38.5
1946,154.89615,218.4033,77.00999,574.02484,677.9969,197.12367,174.8037,50.3498,237.49887,1438.2207,729.708,1563.0441,1586.8248,1266.1097,1153.2191,413.7516,999.6916,2034.8159,557.90576,699.09424,425.50305,1430.7173,2096.8015,656.62463,4510.238,786.68256,403.16544,1088.0742,1321.201,-0.0,-0.0,-0.0,1.0,-0.0,40.0
1947,150.59933,212.34482,74.87373,558.10144,659.18933,191.65547,169.95465,48.9531,230.91068,1398.3245,709.46594,1519.6853,1542.8064,1230.9879,1121.2289,402.27414,971.9602,1978.3702,542.4295,679.7014,413.69962,1391.0293,2038.6364,638.4099,4385.124,764.86005,391.98166,1057.8911,1284.551,-0.0,-0.0,-0.0,1.0,-0.0,126.0
1948,145.85231,205.6515,72.51365,540.5096,638.4111,185.61432,164.59753,47.410053,223.63216,1354.248,687.1029,1471.7834,1494.1757,1192.186,1085.8867,389.5941,941.3231,1916.0101,525.3316,658.2766,400.65942,1347.1827,1974.3767,618.2866,4246.901,740.7509,379.62604,1024.5454,1244.0608,-0.0,-0.0,-0.0,1.0,-0.0,258.0
1949,143.08063,201.74344,71.13564,530.2381,626.2791,182.08702,161.46962,46.5091,219.3824,1328.5128,674.04565,1443.8146,1465.7814,1169.5305,1065.2512,382.19052,923.4348,1879.5996,515.3486,645.76715,393.04556,1321.5818,1936.8569,606.5372,4166.1953,726.6742,372.41187,1005.0756,1220.4194,-0.0,-0.0,-0.0,1.0,-0.0,299.5
1950,145.85512,205.65547,72.515045,540.52,638.42334,185.6179,164.60071,47.41097,223.63646,1354.2742,687.1162,1471.8118,1494.2046,1192.209,1085.9076,389.60162,941.3413,1916.0471,525.34174,658.2893,400.66714,1347.2087,1974.4148,618.2986,4246.983,740.7652,379.63336,1024.5652,1244.0847,-0.0,-0.0,-0.0,1.0,-0.0,287.5
1951,153.88315,216.97498,76.506355,570.2708,673.56287,195.8345,173.6605,50.02052,235.94566,1428.815,724.9358,1552.8219,1576.4471,1257.8295,1145.6771,411.04572,993.15375,2021.5084,554.25714,694.5223,422.7203,1421.3606,2083.0886,652.3304,4480.741,781.5377,400.52878,1080.9584,1312.5605,-0.0,-0.0,-0.0,1.0,33.5,104.5
1952,172.39291,243.07372,85.708885,638.8656,754.5821,219.39037,194.54918,56.037212,264.32626,1600.6792,812.1344,1739.6024,1766.0693,1409.127,1283.4844,460.48816,1112.6147,2264.6648,620.92566,778.06256,473.56702,1592.3282,2333.652,730.79565,5019.705,875.5447,448.7062,1210.981,1470.4413,-0.0,-0.0,-0.0,1.0,259.5,292.0
1953,191.05463,269.3867,94.98696,708.02344,836.26636,243.1396,215.60933,62.103302,292.93988,1773.9545,900.04877,1927.9161,1957.2483,1561.6664,1422.423,510.3365,1233.0565,2509.817,688.14154,862.28864,524.8312,1764.6995,2586.2722,809.905,5563.0933,970.32324,497.2791,1342.0709,1629.618,-0.0,-0.0,-0.0,1.0,316.5,442.5
1954,200.48116,282.67807,99.67356,742.9569,877.5273,255.13597,226.24738,65.16744,307.39337,1861.4803,944.45667,2023.0385,2053.8179,1638.7181,1492.6045,535.5162,1293.8948,2633.65,722.09406,904.83344,550.726,1851.7688,2713.8774,849.8653,5837.573,1018.1985,521.8146,1408.288,1710.0226,-0.0,-0.0,-0.0,1.0,407.0,454.0
1955,202.54092,285.58234,100.69762,750.59015,886.5431,257.75726,228.57187,65.83698,310.55154,1880.6053,954.16016,2043.8234,2074.919,1655.5546,1507.9397,541.0181,1307.1884,2660.7085,729.51294,914.1298,556.3843,1870.7941,2741.7603,858.5969,5897.5493,1028.6595,527.1758,1422.7568,1727.5916,-0.0,-0.0,-0.0,1.0,518.5,454.5
1956,201.08614,283.53113,99.97434,745.1989,880.17535,255.9059,226.93011,65.3641,308.32098,1867.0977,947.3067,2029.1433,2060.0156,1643.6632,1497.1086,537.1322,1297.7993,2641.5974,724.2731,907.56396,552.38794,1857.3568,2722.0671,852.42993,5855.1895,1021.27106,523.3893,1412.5377,1715.1829,-0.0,-0.0,-0.0,1.0,536.0,455.0
1957,199.08546,280.71017,98.97967,737.78467,871.4182,253.3598,224.6723,64.71377,305.2534,1848.5212,937.88165,2008.9547,2039.5197,1627.3098,1482.2134,531.7881,1284.8871,2615.3152,717.0671,898.5343,546.892,1838.8773,2694.9844,843.9488,5796.934,1011.1101,518.1819,1398.4839,1698.1179,-0.0,-0.0,-0.0,1.0,535.5,454.5
1958,196.12807,276.54025,97.50933,726.82495,858.4734,249.59616,221.33482,63.75245,300.71887,1821.0616,923.9495,1979.1118,2009.2228,1603.1364,1460.1953,523.8884,1265.8002,2576.465,706.4151,885.18665,538.768,1811.5609,2654.9507,831.41205,5710.821,996.09015,510.4843,1377.7095,1672.8925,-0.0,-0.0,-0.0,1.0,536.0,455.0
1959,193.06374,272.21954,95.98583,715.46893,845.0605,245.69644,217.87666,62.756374,296.02042,1792.6091,909.5136,1948.19,1977.8306,1578.0887,1437.381,515.7031,1246.0232,2536.21,695.378,871.3564,530.3502,1783.257,2613.4695,818.42194,5621.5947,980.5271,502.50845,1356.184,1646.755,-0.0,-0.0,-0.0,1.0,535.5,454.5
1960,190.05006,267.97028,94.48752,704.30066,831.8693,241.86119,214.47566,61.776764,291.3996,1764.6271,895.31635,1917.7793,1946.9572,1553.4552,1414.9438,507.65314,1226.5731,2496.6204,684.5233,857.75476,522.0716,1755.4208,2572.6738,805.6466,5533.843,965.2213,494.66443,1335.0143,1621.0496,-0.0,-0.0,-0.0,1.0,535.5,454.5
1961,194.56354,274.33426,96.73149,721.02704,851.6253,247.60512,219.56921,63.243893,298.32,1806.5349,916.5791,1963.3243,1993.1952,1590.348,1448.5472,519.70935,1255.7029,2555.9124,700.77997,878.1255,534.4702,1797.11,2633.772,824.7798,5665.2656,988.1443,506.41217,1366.7195,1659.5477,-0.0,-0.0,-0.0,1.0,535.5,454.5
1962,203.2247,286.54648,101.037575,753.12415,889.5361,258.62747,229.34352,66.05924,311.59998,1886.9543,957.38135,2050.7234,2081.9238,1661.1437,1513.0305,542.8446,1311.6014,2669.691,731.97577,917.21594,558.2626,1877.1099,2751.0164,861.49554,5917.4595,1032.1323,528.9555,1427.56,1733.4238,-0.0,-0.0,-0.0,1.0,535.5,454.5
1963,210.56894,296.90186,104.68893,780.34094,921.6826,267.97388,237.63167,68.44653,322.86075,1955.1461,991.97974,2124.8335,2157.1616,1721.175,1567.7092,562.4622,1359.0009,2766.1697,758.4283,950.3628,578.43744,1944.9459,2850.434,892.6288,6131.3076,1069.4321,548.0712,1479.15,1796.0673,-0.0,-0.0,-0.0,1.0,536.0,455.0
1964,208.7174,294.2912,103.768394,773.4794,913.57825,265.61758,235.54216,67.84468,320.02182,1937.9545,983.25726,2106.15,2138.1936,1706.0406,1553.9243,557.5165,1347.0511,2741.8467,751.75946,942.0062,573.3512,1927.8439,2825.37,884.77985,6077.395,1060.0286,543.252,1466.1438,1780.2744,-0.0,-0.0,-0.0,1.0,535.0,454.0
1965,200.31795,282.44797,99.59242,742.3521,876.8129,254.92828,226.06319,65.114395,307.14313,1859.965,943.6878,2021.3916,2052.1458,1637.3842,1491.3894,535.08026,1292.8414,2631.5059,721.5062,904.09686,550.2777,1850.2614,2711.6682,849.17346,5832.8213,1017.36957,521.3898,1407.1415,1708.6305,-0.0,-0.0,-0.0,1.0,534.0,455.0
1966,186.4905,262.9513,92.717804,691.1094,816.2887,237.3312,210.4586,60.619705,285.9418,1731.5762,878.54736,1881.86,1910.4913,1524.3595,1388.4425,498.145,1203.5999,2449.8596,671.70245,841.6893,512.2934,1722.5424,2524.4885,790.5571,5430.196,947.14307,485.39957,1310.01,1590.688,-0.0,-0.0,-0.0,1.0,382.0,447.5
1967,171.94269,242.4389,85.48505,637.1971,752.6114,218.81741,194.04109,55.890865,263.63596,1596.4989,810.0134,1735.0592,1761.4572,1405.4469,1280.1324,459.28555,1109.7091,2258.7502,619.3041,776.0306,472.33026,1588.1698,2327.5574,728.8871,5006.5957,873.25806,447.53436,1207.8184,1466.6011,-0.0,-0.0,-0.0,1.0,444.0,364.5
1968,158.21654,223.08505,78.66079,586.3298,692.5306,201.34926,178.55083,51.42911,242.58995,1469.0507,745.3502,1596.5498,1620.8403,1293.2502,1177.9397,422.62088,1021.1212,2078.4346,569.8652,714.0802,434.62424,1461.3865,2141.749,670.7002,4606.92,803.5461,411.80777,1111.3984,1349.5226,-0.0,-0.0,-0.0,1.0,467.0,303.5
1969,157.7044,222.36295,78.40617,584.4319,690.28894,200.69751,177.97289,51.262638,241.80472,1464.2955,742.93756,1591.382,1615.5939,1289.0642,1174.127,421.2529,1017.816,2071.707,568.02057,711.7688,433.2174,1456.6561,2134.8164,668.52924,4592.0083,800.94507,410.4748,1107.801,1345.1544,-0.0,-0.0,-0.0,1.0,233.0,240.0
1970,154.40935,217.71692,76.76796,572.2208,675.8661,196.50415,174.25433,50.191563,236.75247,1433.7007,727.4147,1558.1317,1581.8378,1262.1306,1149.5947,412.45126,996.5498,2028.4209,556.1524,696.89716,424.1658,1426.2208,2090.2117,654.56104,4496.063,784.2102,401.89838,1084.6547,1317.0488,-0.0,-0.0,-0.0,1.0,60.5,370.0
1971,149.16707,210.32532,74.16165,552.79364,652.9201,189.83275,168.3383,48.487534,228.7146,1385.0258,702.7186,1505.2324,1528.1335,1219.2806,1110.5654,398.44833,962.71643,1959.555,537.27075,673.2371,409.76514,1377.7999,2019.248,632.3383,4343.4194,757.5859,388.25372,1047.8301,1272.3344,-0.0,-0.0,-0.0,1.0,228.5,397.5
1972,144.74364,204.08829,71.96245,536.401,633.5583,184.2034,163.34636,47.049675,221.93225,1343.954,681.88,1460.596,1482.818,1183.1238,1077.6324,386.63266,934.1678,1901.4459,521.3384,653.2728,397.6139,1336.9424,1959.3688,613.58685,4214.6187,735.12024,376.74036,1016.7575,1234.6042,-0.0,-0.0,-0.0,1.0,41.0,306.0
1973,142.57413,201.02928,70.88383,528.3611,624.06213,181.44244,160.89803,46.344463,218.60579,1323.8099,671.6596,1438.7036,1460.5925,1165.3904,1061.4802,380.8376,920.1659,1872.9459,513.52423,643.48114,391.6542,1316.9034,1930.0005,604.39,4151.4473,724.1018,371.09354,1001.5177,1216.0992,-0.0,-0.0,-0.0,1.0,95.5,357.0
1974,144.79147,204.15573,71.98623,536.57825,633.76764,184.26428,163.40034,47.065224,222.0056,1344.3981,682.1054,1461.0786,1483.308,1183.5148,1077.9886,386.76044,934.47656,1902.0743,521.5107,653.4887,397.7453,1337.3843,1960.0164,613.7896,4216.0117,735.36316,376.86487,1017.0935,1235.0123,-0.0,-0.0,-0.0,1.0,17.5,454.5
1975,150.95389,212.84473,75.05001,559.41534,660.7412,192.10667,170.35477,49.068348,231.4543,1401.6166,711.1362,1523.2631,1546.4386,1233.886,1123.8685,403.22122,974.2485,1983.0278,543.7065,681.30164,414.67358,1394.3041,2043.4359,639.9129,4395.4478,766.6607,392.90448,1060.3817,1287.5752,-0.0,-0.0,-0.0,1.0,46.0,455.0
1976,163.01141,229.84581,81.04466,604.09894,713.51825,207.4513,183.96194,52.987705,249.94182,1513.5713,767.9386,1644.9344,1669.961,1332.4432,1213.6381,435.4287,1052.067,2141.423,587.1353,735.7209,447.79584,1505.6748,2206.6562,691.02625,4746.536,827.8981,424.2879,1145.0802,1390.4209,-0.0,-0.0,-0.0,1.0,168.0,430.0
1977,175.49945,247.45392,87.253365,650.378,768.1797,223.3438,198.05496,57.04701,269.08945,1629.5236,826.7691,1770.9502,1797.894,1434.5195,1306.6129,468.7862,1132.6642,2305.474,632.1148,792.0833,482.10074,1621.0222,2375.7046,743.96466,5110.1606,891.322,456.79193,1232.8029,1496.9387,-0.0,-0.0,-0.0,1.0,372.0,392.0
1978,189.25937,266.85538,94.094406,701.3704,828.4083,240.85492,213.58333,61.51974,290.18723,1757.2853,891.5914,1909.8003,1938.8568,1546.9921,1409.057,505.54105,1221.47,2486.2332,681.67535,854.18604,519.89954,1748.1173,2561.9702,802.29474,5510.8193,961.20557,492.60638,1329.46,1614.3053,-0.0,-0.0,-0.0,1.0,477.5,280.5
1979,195.03065,274.9929,96.96372,722.75806,853.66986,248.19957,220.09636,63.39573,299.03622,1810.8721,918.7796,1968.038,1997.9803,1594.1661,1452.0249,520.95703,1258.7175,2562.0486,702.4624,880.23364,535.75336,1801.4246,2640.095,826.75995,5678.8667,990.5166,507.62796,1370.0006,1663.532,-0.0,-0.0,-0.0,1.0,241.5,237.0
1980,197.60536,278.62323,98.2438,732.2996,864.93964,251.4762,223.00197,64.23265,302.98398,1834.7784,930.90894,1994.019,2024.3568,1615.2115,1471.1938,527.8345,1275.3346,2595.8716,711.736,891.8541,542.8262,1825.2062,2674.9485,837.67444,5753.8364,1003.59296,514.32947,1388.0868,1685.4932,-0.0,-0.0,-0.0,1.0,40.0,270.5
1981,197.92615,279.07553,98.40328,733.4884,866.34375,251.88443,223.36398,64.33692,303.4758,1837.7568,932.42017,1997.2561,2027.6431,1617.8336,1473.5822,528.69135,1277.4049,2600.0857,712.8914,893.3019,543.70734,1828.1691,2679.2908,839.0343,5763.1772,1005.22217,515.16437,1390.3401,1688.2294,-0.0,-0.0,-0.0,1.0,-0.0,187.0
1982,192.80768,271.8585,95.85853,714.52,843.9397,245.37057,217.58769,62.673138,295.62778,1790.2316,908.3073,1945.6061,1975.2073,1575.9957,1435.4746,515.01917,1244.3706,2532.8462,694.4557,870.2007,529.64685,1780.8917,2610.0032,817.3365,5614.1387,979.2266,501.84198,1354.3853,1644.5709,-0.0,-0.0,-0.0,1.0,51.5,235.5
1983,186.02339,262.29266,92.48557,689.37836,814.24414,236.73677,209.93147,60.467873,285.2256,1727.2391,876.34686,1877.1464,1905.706,1520.5415,1384.9648,496.89728,1200.5852,2443.7234,670.02,839.5811,511.01025,1718.2279,2518.1655,788.577,5416.5947,944.77075,484.18378,1306.7288,1586.7037,-0.0,-0.0,-0.0,1.0,184.0,244.0
1984,186.67903,263.2171,92.81153,691.80804,817.11395,237.57114,210.67137,60.68099,286.23087,1733.3267,879.43555,1883.7623,1912.4227,1525.9006,1389.8461,498.6486,1204.8167,2452.3364,672.3815,842.5402,512.8113,1724.2837,2527.0405,791.3563,5435.6855,948.1006,485.89026,1311.3344,1592.296,-0.0,-0.0,-0.0,1.0,22.0,271.5
1985,193.96982,273.4971,96.43631,718.8267,849.0265,246.84953,218.89919,63.0509,297.40967,1801.0221,913.7821,1957.3331,1987.1127,1585.4949,1444.1268,518.1234,1251.871,2548.1128,698.6415,875.4458,532.83923,1791.626,2625.7346,822.26294,5647.9775,985.12885,504.8668,1362.5487,1654.4835,-0.0,-0.0,-0.0,1.0,-0.0,26.0
1986,191.6793,270.2675,95.29753,710.33844,839.0007,243.93459,216.3143,62.30636,293.89767,1779.7546,902.99164,1934.2198,1963.6478,1566.7725,1427.0737,512.0051,1237.0881,2518.0232,690.39154,865.10803,526.5472,1770.4695,2594.7285,812.55316,5581.2827,973.4959,498.90506,1346.459,1634.9464,-0.0,-0.0,-0.0,1.0,-0.0,91.0
1987,210.6224,296.97723,104.71551,780.53906,921.9166,268.04193,237.692,68.46391,322.94272,1955.6426,992.2316,2125.373,2157.7092,1721.612,1568.1073,562.60504,1359.346,2766.872,758.6209,950.60406,578.5843,1945.4397,2851.158,892.8554,6132.8647,1069.7036,548.2104,1479.5256,1796.5233,-0.0,-0.0,-0.0,1.0,-0.0,241.0
1988,212.29105,299.33002,105.545105,786.72284,929.22046,270.16547,239.57509,69.00631,325.50122,1971.136,1000.09247,2142.2112,2174.8035,1735.2513,1580.5304,567.06226,1370.1152,2788.7922,764.631,958.13513,583.168,1960.8523,2873.7458,899.92896,6181.4517,1078.1782,552.5535,1491.247,1810.7561,-0.0,-0.0,-0.0,1.0,91.0,399.5
1989,202.50996,285.5387,100.68223,750.47546,886.40765,257.7179,228.53693,65.82692,310.5041,1880.318,954.0143,2043.5111,2074.6018,1655.3015,1507.7092,540.9355,1306.9886,2660.3018,729.4014,913.9901,556.2992,1870.5082,2741.3413,858.4657,5896.648,1028.5023,527.0952,1422.5394,1727.3275,-0.0,-0.0,-0.0,1.0,319.0,371.5
1990,185.63507,261.74515,92.29251,687.9393,812.54443,236.24258,209.49324,60.34165,284.6302,1723.6335,874.5175,1873.2279,1901.7279,1517.3674,1382.0737,495.86002,1198.079,2438.6223,668.6214,837.8285,509.94354,1714.6411,2512.909,786.9309,5405.288,942.7986,483.17303,1304.0011,1583.3915,-0.0,-0.0,-0.0,1.0,224.0,364.0
1991,167.35887,235.97571,83.20609,620.2101,732.54755,212.98395,188.86815,54.40087,256.60767,1553.9377,788.41925,1688.8042,1714.4984,1367.979,1246.0054,447.04144,1080.1252,2198.5342,602.794,755.34235,459.7384,1545.8307,2265.507,709.4557,4873.1245,849.97784,435.60352,1175.619,1427.5029,-0.0,-0.0,-0.0,1.0,112.0,433.5
1992,152.99396,215.72122,76.06427,566.9756,669.67084,194.70291,172.65703,49.731483,234.58229,1420.5587,720.7469,1543.8492,1567.3379,1250.5613,1139.057,408.67056,987.415,2009.8275,551.05444,690.5091,420.2777,1413.1475,2071.052,648.56104,4454.85,777.0218,398.2144,1074.7123,1304.9762,-0.0,-0.0,-0.0,1.0,253.0,454.5
1993,151.75867,213.97946,75.45012,562.39777,664.2638,193.13084,171.26297,49.329945,232.68823,1409.0889,714.9275,1531.3839,1554.683,1240.4641,1129.8601,405.37088,979.4424,1993.5999,546.60516,684.9338,416.8843,1401.7375,2054.3298,643.32446,4418.881,770.748,394.99915,1066.0348,1294.4396,-0.0,-0.0,-0.0,1.0,239.5,439.0
1994,150.70064,212.48764,74.924095,558.47687,659.6327,191.7844,170.06897,48.986027,231.066,1399.2651,709.9432,1520.7075,1543.8441,1231.8159,1121.983,402.54474,972.614,1979.701,542.7944,680.1586,413.9779,1391.965,2040.0077,638.83936,4388.0737,765.3745,392.24533,1058.6027,1285.415,-0.0,-0.0,-0.0,1.0,96.0,389.5
1995,146.07742,205.96892,72.625565,541.3438,639.39636,185.9008,164.85156,47.483227,223.97731,1356.3383,688.1634,1474.055,1496.4818,1194.026,1087.5626,390.1954,942.776,1918.9674,526.1424,659.2926,401.2778,1349.2621,1977.424,619.2409,4253.4556,741.8942,380.21194,1026.1267,1245.9808,-0.0,-0.0,-0.0,1.0,305.0,440.0
1996,144.40315,203.6082,71.79317,535.1392,632.06793,183.7701,162.96213,46.939,221.4102,1340.7926,680.27606,1457.1602,1479.33,1180.3407,1075.0975,385.72318,931.97034,1896.9731,520.11206,651.73615,396.6786,1333.7975,1954.7598,612.1435,4204.7046,733.391,375.85416,1014.3658,1231.7001,-0.0,-0.0,-0.0,1.0,509.5,416.5
