,Dinorwig,Ffestiniog,Cruachan,Foyers
0,9091.132147871887,1390.482606975047,7099.832047702779,6065.1096475968425
1,9086.682539591855,1385.7351181544952,7099.835846773749,5932.30405825957
2,9086.670390611005,1385.7237308443123,6954.858719474797,5867.1884520358835
3,9086.669271291848,1385.7213488200666,6446.190431177434,5837.219509717783
4,9086.667129732015,1385.718382382021,5937.5222666533755,5858.7373717976425
5,9086.664968400115,1385.7154295516543,5428.854397760206,5913.98407829147
6,9086.662859411617,1385.7125512769087,4920.186708011666,6000.811815956757
7,9086.661103067116,1385.7098204796293,4411.518948153643,6102.438365666583
8,9086.659365294066,1385.707098494643,3902.851355326936,6208.695602915624
9,9086.657743666188,1385.704468275271,3394.1839617964943,6299.997997091057
10,9086.65571344444,1385.7016883260828,2993.3346794711965,6297.808676894404
11,9086.653554843198,1385.698842697617,2687.9591585948137,6296.910766536624
12,9086.651342495366,1385.6959453987022,2540.18446136326,6296.257825805655
13,9086.649099495246,1385.6930310693854,2347.7766159092585,6295.716028101071
14,9086.646953716741,1385.6901267638164,2313.922670432488,6295.3099091695285
15,9086.64484704701,1385.6872301548483,2312.8530007195995,6293.300345944063
16,9086.642588422716,1385.684243393173,2311.861726352152,6291.819685264038
17,9086.640387641217,1385.6811267405917,2310.90896293847,6290.7784762303845
18,9086.63815683953,1385.6779144922414,2309.8840769122617,6289.807229449267
19,9086.635937946121,1385.6746958062104,2308.869915781698,6288.942088758624
20,9086.633791011296,1385.6714696810338,2307.860970262132,6288.238877057614
21,9086.631786564963,1385.6682384384085,2306.8576830568877,6287.598841755633
22,9086.629925895279,1385.6649881503758,2305.8665717234744,6287.006023560059
23,9086.628192685814,1385.6617180132641,2304.8848735138995,6286.449167701408
24,9086.626531495065,1385.6584030127676,2282.736333713297,5984.651798731823
25,9086.624971093093,1385.655032169629,2260.655981083726,5698.509426711642
26,9086.623468345484,1385.6515996562748,2238.5660838737203,5421.93905340479
27,9086.621990222595,1385.6481465867173,2216.5031096473467,5154.914440348804
28,9086.620499329534,1385.644710031969,2194.5374400768574,4897.045132720404
29,9086.618948482555,1385.6413118022035,2172.6655161882636,4648.168777555187
30,9086.61732482578,1385.637908457758,2150.6304437629983,4402.979183678187
31,9086.615705133214,1385.634439834325,2128.1255004474674,4155.904333809883
32,9086.613887807718,1385.6308143414344,2104.9475862403824,3906.0282645765774
33,9086.611820008837,1385.6271484672543,2081.292544474467,3654.9750721358664
34,9086.60944462896,1385.6233837297514,2056.977117679585,3401.765824578602
35,9086.607052892647,1385.6196474322483,2032.5367942345515,3148.02076134013
36,9086.604794594414,1385.6160009853104,2008.3748873154116,2905.098764879469
37,9086.602627534925,1385.6124133746487,1984.3308004872235,2664.5443709612023
38,9086.600446429089,1385.6088477831406,1960.2057216422447,2419.536916381785
39,9086.598201081917,1385.6053246342492,1935.9660219167195,2172.798503895679
40,9086.595040626295,1385.6015810207434,1910.4103656309042,1921.87135229245
41,9086.592424882318,1385.5988599293803,1878.3455748091608,1666.125706812264
42,9086.595843997897,1385.5978532925244,1544.134519532874,1368.8444972535362
43,9086.594929556453,1385.5958834355079,1479.5841244158876,1114.4243064264545
44,9086.591640778934,1385.5921128858831,1451.552689844726,832.3208032887209
45,9086.58859771232,1385.5882033639984,1425.549244858469,562.4283766355071
46,9086.586372294312,1385.5843997397644,1400.6606849432033,289.97322009125816
47,9086.584628920089,1385.5806539625526,1376.4007357813111,6.611500625762848
48,9086.58442044787,1385.5780136462145,1376.3244641518982,6.58130391529281
49,9086.584287107034,1385.5752980477996,1376.2482919520257,6.550940733792114
50,9086.584208703101,1385.5725352024863,1376.172194629761,6.520377054747186
51,9086.584164989341,1385.5697339068643,1376.0961061771088,6.489531181708244
52,9086.584098919471,1385.566937974014,1376.0201061267646,6.458494876994458
53,9086.583962183297,1385.5641799054383,1375.9442617562959,6.427320478651286
54,9086.583769893014,1385.56145865439,1375.8684362906797,6.395828957048018
55,9086.58350525093,1385.5587507114133,1375.792361596851,6.363964667349629
56,9086.582697130465,1385.5558657940994,1375.7150818819355,6.331574395517746
57,9086.581088360519,1385.5528593783029,1375.6364250510835,6.298100046079014
58,9086.579344367772,1385.5499435661343,1375.5577085092755,6.264511208085249
59,9086.577510304289,1385.5470390305322,1375.4787569680864,6.230491660902451
60,9086.57563635093,1385.544103189407,1375.3995983073416,6.195977234264779
61,9086.574011681785,1385.5412737421623,1375.3211598932544,6.16172841625878
62,9086.572355932925,1385.5384380150322,1375.242754047138,6.127153658825241
63,9086.570568970808,1385.5355873242272,1375.164197173199,6.092258879083035
64,9086.568558511943,1385.5327102978822,1375.0854064611922,6.057467916508765
65,9086.568710182342,1385.5312498269147,1375.0201348166083,6.018439571677552
66,9086.568702725559,1385.52971049372,1374.955483937089,5.979545501747419
67,9086.568949427223,1385.5283516135316,1374.8903639902137,5.9388499062074045
68,9086.568404191523,1385.526361579473,1374.8197001297135,5.900426167642639
69,9086.56638558982,1385.5232807408315,1374.7410628509683,5.8632244314275646
70,9086.565133600034,1385.520281321967,1374.6637703478666,5.826277878783554
71,9086.564473409453,1385.5173904950307,1374.5877623697609,5.789057955567118
72,9086.563668129818,1385.514275545737,1374.48540637548,5.735653244748385
73,9086.562945099735,1385.5111101735383,1374.383130554966,5.681526226296562
74,9086.562274688433,1385.507890921635,1374.2808901022086,5.626816881235156
75,9086.561608238408,1385.5046648889072,1374.178816632301,5.571564077217086
76,9086.560901894982,1385.5014643771647,1374.07690774431,5.5155084846293
77,9086.56010527467,1385.4983030076203,1373.9751814363808,5.458605243348497
78,9086.55924519313,1385.4951829956744,1373.8733522570578,5.400848285394286
79,9086.558301772033,1385.4920812290418,1373.7708999842198,5.342156360670937
80,9086.55669466414,1385.488783330559,1373.666880847071,5.282316548512238
81,9086.55433207844,1385.485384597392,1373.5613624411883,5.22120522420725
82,9086.55167027414,1385.482012521467,1373.4553530227968,5.158505390636425
83,9086.54900624587,1385.478675965816,1373.3493182279528,5.094307452239519
84,9086.546736866701,1385.4754692487647,1373.2441288255227,5.0299142896312565
85,9086.544676505977,1385.4723082068558,1373.139283354777,4.964718743084889
86,9086.542651948039,1385.4691727000957,1373.0346640155828,4.898782160055353
87,9086.540723835606,1385.4661022263574,1372.9304139151504,4.8317697828628345
88,9086.538206364548,1385.4628973317401,1372.82526671415,4.763269450426998
89,9086.535318519536,1385.459661320994,1372.7198493755977,4.6929203638758255
90,9086.532388521367,1385.4564051321329,1372.6142719528086,4.620932477047966
91,9086.529463126382,1385.4530964674034,1372.508602828248,4.547291972663695
92,9086.526696982832,1385.4497258020492,1372.4030572636577,4.472316250409616
93,9086.524635577585,1385.446463009607,1372.298980497362,4.396221436930654
94,9086.522942493651,1385.4432295798822,1372.1958002244621,4.318853800144038
95,9086.52158888078,1385.4400424396374,1372.0935944828325,4.2398087200782415
96,9086.520698398856,1385.4371214465375,1372.0198968122222,4.191172622236558
97,9086.519791386792,1385.434154947629,1371.9463071699752,4.141781467167349
98,9086.51891027062,1385.431142420406,1371.8727260966998,4.091758728313731
99,9086.518048528265,1385.4280994165672,1371.7991239085154,4.040956202430656
100,9086.51718982812,1385.4250439686605,1371.7255469699385,3.989306470035839
101,9086.516286631067,1385.421999122861,1371.6520626539314,3.9368476783033204
102,9086.515314145649,1385.41896813037,1371.5786228948732,3.8835985302154663
103,9086.51429736344,1385.415934346769,1371.505074167124,3.829279807207887
104,9086.513178110177,1385.412879481227,1371.4313614691723,3.773950542565975
105,9086.51183974071,1385.4097855456212,1371.3572829529435,3.7176066871906848
106,9086.510316081854,1385.4066494379986,1371.2827258004636,3.6599988755890553
107,9086.508706981072,1385.4035277167277,1371.2079290075735,3.6013989743785144
108,9086.507071437352,1385.4004517479746,1371.1331729714875,3.5416473107000592
109,9086.505434779585,1385.397418584544,1371.0585578930077,3.4800429780408697
110,9086.503745410093,1385.394406113669,1370.983892417638,3.4096926338548803
111,9086.502021952794,1385.3914492323165,1370.909261827464,3.337588280253306
112,9086.500004050573,1385.3884669246017,1370.838724607072,3.267831211443336
113,9086.49730972537,1385.3852892021876,1370.7661108537782,3.1958472846876695
114,9086.494378497593,1385.3820505447807,1370.6928551991543,3.1215833544506566
115,9086.491557400032,1385.3788374810756,1370.6163989591234,3.0421447827193324
116,9086.489172280562,1385.3757015600431,1370.5408649901328,2.960420433485654
117,9086.487214257395,1385.3726475913036,1370.4660652146865,2.8852327715024786
118,9086.48549547678,1385.3696068941047,1370.3916390019833,2.7985402928349865
119,9086.483992528507,1385.3665427757169,1370.3174328381326,2.709089252821789
120,9086.483020143794,1385.3637450378578,1370.2647034606034,2.6564491748611303
121,9086.48209570567,1385.3609042995229,1370.2124616912722,2.601799385262542
122,9086.481206275465,1385.3580409673264,1370.1603282942983,2.5461158079139325
123,9086.480340024265,1385.3551903933087,1370.103629159684,2.486873298594663
124,9086.479507756476,1385.352307504454,1370.046998895172,2.4261232098237424
125,9086.478673192427,1385.3494342237148,1369.9905387188896,2.3709498852306794
126,9086.477805697758,1385.346562177025,1369.934128975178,2.31440635016174
127,9086.476890878135,1385.3436709428895,1369.8776558993366,2.2559479905465105
128,9086.47592042474,1385.3407889110351,1369.8212103634642,2.1954896672354476
129,9086.474881214192,1385.337908180819,1369.764621722122,2.132500343588941
130,9086.473612440632,1385.3349663445522,1369.7076750967403,2.066922553847469
131,9086.47213886513,1385.3319795329285,1369.6504361285527,1.998405773738968
132,9086.470549584494,1385.3290128624171,1369.593094866885,1.9265473798149055
133,9086.468845945894,1385.3260239807782,1369.535572355296,1.8509453727180363
134,9086.46713427537,1385.323080131242,1369.4781011460057,1.7714457625102595
135,9086.465402564612,1385.320182763347,1369.4206670173762,1.6874025838276725
136,9086.46354505797,1385.3172593371924,1369.3631226967773,1.5988029480927888
137,9086.461069484369,1385.3141001844401,1369.3047887088642,1.5047087669076538
