name,p_nom,carrier,max_hours,efficiency_store,efficiency_dispatch,state_of_charge_initial,bus,build_year,p_nom_opt
Dinorwig,1728.0,Pumped Storage Hydroelectric,5.266,0.865,0.865,9099.648,Deeside,0,1728.0
Ffestiniog,360.0,Pumped Storage Hydroelectric,3.889,0.85,0.85,1400.04,Deeside,0,360.0
Cruachan,440.0,Pumped Storage Hydroelectric,16.136,0.865,0.865,7099.839999999999,Errochty,0,440.0
Foyers,300.0,Pumped Storage Hydroelectric,21.0,0.865,0.865,6300.0,Beauly,0,300.0
