,snapshot,objective,stores,generators
0,2050-01-01 00:00:00,1.0,1.0,1.0
1,2050-01-01 01:00:00,1.0,1.0,1.0
2,2050-01-01 02:00:00,1.0,1.0,1.0
3,2050-01-01 03:00:00,1.0,1.0,1.0
4,2050-01-01 04:00:00,1.0,1.0,1.0
5,2050-01-01 05:00:00,1.0,1.0,1.0
6,2050-01-01 06:00:00,1.0,1.0,1.0
7,2050-01-01 07:00:00,1.0,1.0,1.0
8,2050-01-01 08:00:00,1.0,1.0,1.0
9,2050-01-01 09:00:00,1.0,1.0,1.0
10,2050-01-01 10:00:00,1.0,1.0,1.0
11,2050-01-01 11:00:00,1.0,1.0,1.0
12,2050-01-01 12:00:00,1.0,1.0,1.0
13,2050-01-01 13:00:00,1.0,1.0,1.0
14,2050-01-01 14:00:00,1.0,1.0,1.0
15,2050-01-01 15:00:00,1.0,1.0,1.0
16,2050-01-01 16:00:00,1.0,1.0,1.0
17,2050-01-01 17:00:00,1.0,1.0,1.0
18,2050-01-01 18:00:00,1.0,1.0,1.0
19,2050-01-01 19:00:00,1.0,1.0,1.0
20,2050-01-01 20:00:00,1.0,1.0,1.0
21,2050-01-01 21:00:00,1.0,1.0,1.0
22,2050-01-01 22:00:00,1.0,1.0,1.0
23,2050-01-01 23:00:00,1.0,1.0,1.0
24,2050-01-02 00:00:00,1.0,1.0,1.0
25,2050-01-02 01:00:00,1.0,1.0,1.0
26,2050-01-02 02:00:00,1.0,1.0,1.0
27,2050-01-02 03:00:00,1.0,1.0,1.0
28,2050-01-02 04:00:00,1.0,1.0,1.0
29,2050-01-02 05:00:00,1.0,1.0,1.0
30,2050-01-02 06:00:00,1.0,1.0,1.0
31,2050-01-02 07:00:00,1.0,1.0,1.0
32,2050-01-02 08:00:00,1.0,1.0,1.0
33,2050-01-02 09:00:00,1.0,1.0,1.0
34,2050-01-02 10:00:00,1.0,1.0,1.0
35,2050-01-02 11:00:00,1.0,1.0,1.0
36,2050-01-02 12:00:00,1.0,1.0,1.0
37,2050-01-02 13:00:00,1.0,1.0,1.0
38,2050-01-02 14:00:00,1.0,1.0,1.0
39,2050-01-02 15:00:00,1.0,1.0,1.0
40,2050-01-02 16:00:00,1.0,1.0,1.0
41,2050-01-02 17:00:00,1.0,1.0,1.0
42,2050-01-02 18:00:00,1.0,1.0,1.0
43,2050-01-02 19:00:00,1.0,1.0,1.0
44,2050-01-02 20:00:00,1.0,1.0,1.0
45,2050-01-02 21:00:00,1.0,1.0,1.0
46,2050-01-02 22:00:00,1.0,1.0,1.0
47,2050-01-02 23:00:00,1.0,1.0,1.0
48,2050-01-03 00:00:00,1.0,1.0,1.0
49,2050-01-03 01:00:00,1.0,1.0,1.0
50,2050-01-03 02:00:00,1.0,1.0,1.0
51,2050-01-03 03:00:00,1.0,1.0,1.0
52,2050-01-03 04:00:00,1.0,1.0,1.0
53,2050-01-03 05:00:00,1.0,1.0,1.0
54,2050-01-03 06:00:00,1.0,1.0,1.0
55,2050-01-03 07:00:00,1.0,1.0,1.0
56,2050-01-03 08:00:00,1.0,1.0,1.0
57,2050-01-03 09:00:00,1.0,1.0,1.0
58,2050-01-03 10:00:00,1.0,1.0,1.0
59,2050-01-03 11:00:00,1.0,1.0,1.0
60,2050-01-03 12:00:00,1.0,1.0,1.0
61,2050-01-03 13:00:00,1.0,1.0,1.0
62,2050-01-03 14:00:00,1.0,1.0,1.0
63,2050-01-03 15:00:00,1.0,1.0,1.0
64,2050-01-03 16:00:00,1.0,1.0,1.0
65,2050-01-03 17:00:00,1.0,1.0,1.0
66,2050-01-03 18:00:00,1.0,1.0,1.0
67,2050-01-03 19:00:00,1.0,1.0,1.0
68,2050-01-03 20:00:00,1.0,1.0,1.0
69,2050-01-03 21:00:00,1.0,1.0,1.0
70,2050-01-03 22:00:00,1.0,1.0,1.0
71,2050-01-03 23:00:00,1.0,1.0,1.0
72,2050-01-04 00:00:00,1.0,1.0,1.0
73,2050-01-04 01:00:00,1.0,1.0,1.0
74,2050-01-04 02:00:00,1.0,1.0,1.0
75,2050-01-04 03:00:00,1.0,1.0,1.0
76,2050-01-04 04:00:00,1.0,1.0,1.0
77,2050-01-04 05:00:00,1.0,1.0,1.0
78,2050-01-04 06:00:00,1.0,1.0,1.0
79,2050-01-04 07:00:00,1.0,1.0,1.0
80,2050-01-04 08:00:00,1.0,1.0,1.0
81,2050-01-04 09:00:00,1.0,1.0,1.0
82,2050-01-04 10:00:00,1.0,1.0,1.0
83,2050-01-04 11:00:00,1.0,1.0,1.0
84,2050-01-04 12:00:00,1.0,1.0,1.0
85,2050-01-04 13:00:00,1.0,1.0,1.0
86,2050-01-04 14:00:00,1.0,1.0,1.0
87,2050-01-04 15:00:00,1.0,1.0,1.0
88,2050-01-04 16:00:00,1.0,1.0,1.0
89,2050-01-04 17:00:00,1.0,1.0,1.0
90,2050-01-04 18:00:00,1.0,1.0,1.0
91,2050-01-04 19:00:00,1.0,1.0,1.0
92,2050-01-04 20:00:00,1.0,1.0,1.0
93,2050-01-04 21:00:00,1.0,1.0,1.0
94,2050-01-04 22:00:00,1.0,1.0,1.0
95,2050-01-04 23:00:00,1.0,1.0,1.0
96,2050-01-05 00:00:00,1.0,1.0,1.0
97,2050-01-05 01:00:00,1.0,1.0,1.0
98,2050-01-05 02:00:00,1.0,1.0,1.0
99,2050-01-05 03:00:00,1.0,1.0,1.0
100,2050-01-05 04:00:00,1.0,1.0,1.0
101,2050-01-05 05:00:00,1.0,1.0,1.0
102,2050-01-05 06:00:00,1.0,1.0,1.0
103,2050-01-05 07:00:00,1.0,1.0,1.0
104,2050-01-05 08:00:00,1.0,1.0,1.0
105,2050-01-05 09:00:00,1.0,1.0,1.0
106,2050-01-05 10:00:00,1.0,1.0,1.0
107,2050-01-05 11:00:00,1.0,1.0,1.0
108,2050-01-05 12:00:00,1.0,1.0,1.0
109,2050-01-05 13:00:00,1.0,1.0,1.0
110,2050-01-05 14:00:00,1.0,1.0,1.0
111,2050-01-05 15:00:00,1.0,1.0,1.0
112,2050-01-05 16:00:00,1.0,1.0,1.0
113,2050-01-05 17:00:00,1.0,1.0,1.0
114,2050-01-05 18:00:00,1.0,1.0,1.0
115,2050-01-05 19:00:00,1.0,1.0,1.0
116,2050-01-05 20:00:00,1.0,1.0,1.0
117,2050-01-05 21:00:00,1.0,1.0,1.0
118,2050-01-05 22:00:00,1.0,1.0,1.0
119,2050-01-05 23:00:00,1.0,1.0,1.0
120,2050-01-06 00:00:00,1.0,1.0,1.0
121,2050-01-06 01:00:00,1.0,1.0,1.0
122,2050-01-06 02:00:00,1.0,1.0,1.0
123,2050-01-06 03:00:00,1.0,1.0,1.0
124,2050-01-06 04:00:00,1.0,1.0,1.0
125,2050-01-06 05:00:00,1.0,1.0,1.0
126,2050-01-06 06:00:00,1.0,1.0,1.0
127,2050-01-06 07:00:00,1.0,1.0,1.0
128,2050-01-06 08:00:00,1.0,1.0,1.0
129,2050-01-06 09:00:00,1.0,1.0,1.0
130,2050-01-06 10:00:00,1.0,1.0,1.0
131,2050-01-06 11:00:00,1.0,1.0,1.0
132,2050-01-06 12:00:00,1.0,1.0,1.0
133,2050-01-06 13:00:00,1.0,1.0,1.0
134,2050-01-06 14:00:00,1.0,1.0,1.0
135,2050-01-06 15:00:00,1.0,1.0,1.0
136,2050-01-06 16:00:00,1.0,1.0,1.0
137,2050-01-06 17:00:00,1.0,1.0,1.0
138,2050-01-06 18:00:00,1.0,1.0,1.0
139,2050-01-06 19:00:00,1.0,1.0,1.0
140,2050-01-06 20:00:00,1.0,1.0,1.0
